Ano,Nome do autor,Número da emenda,Localidade do gasto (Regionalização),Sigla UF ,Função,Subfunção,Valor empenhado,Valor liquidado,Valor pago
2021,LUIZ DO CARMO,2,GOIÁS,GO,Saúde,Atenção básica,"100,000.00","100,000.00","100,000.00"
2021,RAUL HENRY,8,Nacional,BR,Segurança pública,Policiamento,"100,000.00",0,0
2021,HEITOR FREIRE,10,CEARÁ,CE,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,BACELAR,5,BAHIA,BA,Cultura,Difusão cultural,"100,000.00",0,0
2021,OSSESIO SILVA,23,PERNAMBUCO,PE,Cultura,Difusão cultural,"100,000.00",0,0
2021,JULIO DELGADO,8,Nacional,BR,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,RAUL HENRY,10,PERNAMBUCO,PE,Cultura,Difusão cultural,"100,000.00",0,0
2021,GONZAGA PATRIOTA,7,PERNAMBUCO,PE,Educação,Ensino superior,"100,000.00","100,000.00",0
2021,JOAQUIM PASSARINHO,8,PARÁ,PA,Desporto e lazer,Desporto comunitário,"100,000.00",0,0
2021,RENATA ABREU,15,SÃO PAULO,SP,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,TABATA AMARAL,17,SÃO PAULO,SP,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,ROGERIO CORREIA,23,MINAS GERAIS,MG,Gestão ambiental,Preservação e conservação ambiental,"100,000.00",0,0
2022,EROS BIONDINI,2,MINAS GERAIS,MG,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,ALCEU MOREIRA,5,RIO GRANDE DO SUL,RS,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,ANDRE DE PAULA,4,RIO GRANDE DO SUL,RS,Cultura,Difusão cultural,"100,000.00","100,000.00","100,000.00"
2021,PAULA BELMONTE,13,DISTRITO FEDERAL,DF,Educação,Ensino superior,"100,000.00","47,499.99","11,666.66"
2021,JOSE AIRTON FELIX CIRILO,8,Nacional,BR,Cultura,Difusão cultural,"100,000.00",0,0
2021,HEITOR FREIRE,6,CEARÁ,CE,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,JULIO CESAR RIBEIRO,14,DISTRITO FEDERAL,DF,Cultura,Difusão cultural,"100,000.00","100,000.00","100,000.00"
2021,TED CONTI,17,ESPÍRITO SANTO,ES,Cultura,Difusão cultural,"100,000.00",0,0
2021,SARGENTO FAHUR,5,PARANÁ,PR,Desporto e lazer,Desporto comunitário,"100,000.00","100,000.00","100,000.00"
2021,JULIO DELGADO,6,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,ALENCAR SANTANA BRAGA,12,SÃO PAULO,SP,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,CORONEL ARMANDO,2,Nacional,BR,Defesa nacional,Desenvolvimento científico,"100,000.00","95,200.00","61,445.61"
2021,PLINIO VALERIO,2,Nacional,BR,Agricultura,Difusão do conhecimento científico e tecnológico,"100,000.00","13,540.00","13,540.00"
2021,GLEISI HOFFMANN,11,PARANÁ,PR,Desporto e lazer,Desporto comunitário,"100,000.00",0,0
2021,RODRIGO CUNHA,11,ALAGOAS,AL,Trabalho,Fomento ao trabalho,"100,000.00",0,0
2021,LUCIANO DUCCI,4,PARANÁ,PR,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,HEITOR FREIRE,9,CEARÁ,CE,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,GELSON AZEVEDO,3,RIO DE JANEIRO,RJ,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,FABIO REIS,5,Nacional,BR,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,GUSTAVO FRUET,15,PARANÁ,PR,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,TEREZA NELMA,10,ALAGOAS,AL,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,DRA. SORAYA MANATO,5,ESPÍRITO SANTO,ES,Agricultura,Promoção da produção agropecuária,"100,000.00","100,000.00","100,000.00"
2021,PROFESSOR ALCIDES,4,GOIÁS,GO,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,LUCIANO DUCCI,9,PARANÁ,PR,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,GUSTAVO FRUET,11,PARANÁ,PR,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,REGINALDO LOPES,6,MINAS GERAIS,MG,Educação,Ensino superior,"100,000.00","100,000.00","100,000.00"
2021,VICENTINHO,15,SÃO PAULO,SP,Gestão ambiental,Controle ambiental,"100,000.00","100,000.00","100,000.00"
2021,EFRAIM FILHO,9,PARAÍBA,PB,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,PROFESSOR JOZIEL,2,RIO DE JANEIRO,RJ,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00","100,000.00","100,000.00"
2021,LEONARDO MONTEIRO,21,MINAS GERAIS,MG,Assistência social,Alimentação e nutrição,"100,000.00","11,295.81","11,295.81"
2021,JOAO BOSCO DA COSTA,9,Nacional,BR,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,CELINA LEAO,10,DISTRITO FEDERAL,DF,Cultura,Difusão cultural,"100,000.00",0,0
2021,GLEISI HOFFMANN,15,PARANÁ,PR,Educação,Ensino superior,"100,000.00","100,000.00","100,000.00"
2021,ELMANO FERRER,9,Nacional,BR,Cultura,Difusão cultural,"100,000.00",0,0
2021,PAULO FREIRE COSTA,12,SÃO PAULO,SP,Segurança pública,Policiamento,"100,000.00",0,0
2021,PEDRO UCZAI,15,SANTA CATARINA,SC,Cultura,Difusão cultural,"100,000.00","100,000.00","100,000.00"
2021,JOSE ROCHA,4,BAHIA,BA,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,SARGENTO FAHUR,1,PARANÁ,PR,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,EUCLYDES PETTERSEN,6,MINAS GERAIS,MG,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,JANDIRA FEGHALI,20,RIO DE JANEIRO,RJ,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00","100,000.00","100,000.00"
2021,LEONARDO MONTEIRO,9,MINAS GERAIS,MG,Educação,Ensino superior,"100,000.00","29,798.68",0
2021,LIDICE DA MATA,20,BAHIA,BA,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00","100,000.00","100,000.00"
2021,CARLA DICKSON,7,RIO GRANDE DO NORTE,RN,Educação,Ensino superior,"100,000.00",0,0
2021,DR. LEONARDO,10,MATO GROSSO,MT,Desporto e lazer,Desporto comunitário,"100,000.00",0,0
2021,CHRISTINO AUREO,1,RIO DE JANEIRO,RJ,Assistência social,Alimentação e nutrição,"100,000.00",0,0
2021,LUIZ NISHIMORI,1,PARANÁ,PR,Agricultura,Promoção da produção agropecuária,"100,000.00","100,000.00","100,000.00"
2021,FLAVIANO MELO,3,Nacional,BR,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,ANDRE DE PAULA,9,PERNAMBUCO,PE,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,BOHN GASS,20,Sul,Sul,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,CELIO STUDART,4,CEARÁ,CE,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,ZECA DIRCEU,7,PARANÁ,PR,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,FREI ANASTACIO RIBEIRO,8,PARAÍBA,PB,Assistência social,Assistência à criança e ao adolescente,"100,000.00",0,0
2021,CORONEL TADEU,4,SÃO PAULO,SP,Gestão ambiental,Preservação e conservação ambiental,"100,000.00",0,0
2021,PR. MARCO FELICIANO,18,SÃO PAULO,SP,Saúde,Atenção básica,"100,000.00","100,000.00","100,000.00"
2021,GORETE PEREIRA,1,Nacional,BR,Ciência e Tecnologia,Desenvolvimento científico,"100,000.00",0,0
2021,LUIZA ERUNDINA,17,BAHIA,BA,Educação,Ensino superior,"100,000.00","30,000.00","20,000.00"
2021,DR. ZACHARIAS CALIL,2,GOIÁS,GO,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,JOAO DANIEL,3,Nacional,BR,Cultura,Difusão cultural,"100,000.00","100,000.00","100,000.00"
2021,PR. MARCO FELICIANO,7,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,RUBENS OTONI,15,GOIÁS,GO,Educação,Ensino superior,"100,000.00",0,0
2021,PR. MARCO FELICIANO,15,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,ROGERIO CORREIA,16,MINAS GERAIS,MG,Educação,Ensino superior,"100,000.00",0,0
2021,LAERCIO OLIVEIRA,8,Nacional,BR,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,JOSE ROCHA,2,BAHIA,BA,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,OMAR AZIZ,5,Nacional,BR,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,CARLOS VERAS,5,PERNAMBUCO,PE,Educação,Ensino superior,"100,000.00",0,0
2021,ANDRE FIGUEIREDO,3,CEARÁ,CE,Defesa nacional,Administração geral,"100,000.00","14,000.00","14,000.00"
2021,GERVASIO MAIA,6,PARAÍBA,PB,Saúde,Atenção básica,"100,000.00","100,000.00","100,000.00"
2021,SEBASTIAO OLIVEIRA,7,PERNAMBUCO,PE,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,GENERAL PETERNELLI,11,SÃO PAULO,SP,Encargos especiais,Outras transferências,"100,000.00","100,000.00","100,000.00"
2021,ELI CORREA FILHO,15,SÃO PAULO,SP,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,POMPEO DE MATTOS,1,RIO GRANDE DO SUL,RS,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,DRA. SORAYA MANATO,4,ESPÍRITO SANTO,ES,Agricultura,Promoção da produção agropecuária,"100,000.00","100,000.00",0
2021,PROFESSORA DAYANE PIMENTEL,11,BAHIA,BA,Saúde,Atenção básica,"100,000.00","100,000.00","100,000.00"
2021,ABOU ANNI,4,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,PR. MARCO FELICIANO,16,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,PR. MARCO FELICIANO,14,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,BOHN GASS,12,RIO GRANDE DO SUL,RS,Agricultura,Promoção da produção agropecuária,"100,000.00","100,000.00","100,000.00"
2021,MARINA SANTOS,9,PIAUÍ,PI,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,PROFESSORA DAYANE PIMENTEL,15,BAHIA,BA,Saúde,Atenção básica,"100,000.00","100,000.00","100,000.00"
2021,SEBASTIAO OLIVEIRA,3,PERNAMBUCO,PE,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,PAULO FREIRE COSTA,7,SÃO PAULO,SP,Agricultura,Extensão rural,"100,000.00",0,0
2021,PROFESSOR ALCIDES,5,GOIÁS,GO,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,PEDRO UCZAI,7,SANTA CATARINA,SC,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,REINHOLD STEPHANES JUNIOR,8,PARANÁ,PR,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,DAMIAO FELICIANO,16,PARAÍBA,PB,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,ZENAIDE MAIA,22,RIO GRANDE DO NORTE,RN,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,GONZAGA PATRIOTA,1,Nacional,BR,Encargos especiais,Outros encargos especiais,"100,000.00","100,000.00","100,000.00"
2021,JOAO MAIA,3,RIO GRANDE DO NORTE,RN,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,CABO JUNIO AMARAL,14,MINAS GERAIS,MG,Cultura,Difusão cultural,"100,000.00",0,0
2021,TED CONTI,16,ESPÍRITO SANTO,ES,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,AECIO NEVES,1,MINAS GERAIS,MG,Educação,Ensino superior,"100,000.00","100,000.00","100,000.00"
2021,ALCEU MOREIRA,4,RIO GRANDE DO SUL,RS,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,TEREZA NELMA,7,ALAGOAS,AL,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,LUCAS REDECKER,13,RIO GRANDE DO SUL,RS,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,RENATA ABREU,13,SÃO PAULO,SP,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,CARMEN ZANOTTO,13,SANTA CATARINA,SC,Cultura,Difusão cultural,"100,000.00",0,0
2021,RODRIGO PACHECO,5,MINAS GERAIS,MG,Assistência social,Assistência comunitária,"100,000.00",0,0
2022,ESPERIDIAO AMIN,16,Nacional,BR,Defesa nacional,Defesa naval,"100,000.00",0,0
2021,GERVASIO MAIA,1,PARAÍBA,PB,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,GENERAL PETERNELLI,18,Nacional,BR,Defesa nacional,Defesa aérea,"100,000.00","100,000.00","100,000.00"
2021,LUIZ CARLOS,11,AMAPÁ,AP,Encargos especiais,Outras transferências,"100,000.00","100,000.00","100,000.00"
2021,MAJOR OLIMPIO,1,Nacional,BR,Encargos especiais,Outros encargos especiais,"100,000.00","100,000.00","100,000.00"
2021,LIDICE DA MATA,4,BAHIA,BA,Educação,Ensino superior,"100,000.00","100,000.00","100,000.00"
2021,LAURIETE,15,ESPÍRITO SANTO,ES,Desporto e lazer,Desporto comunitário,"100,000.00",0,0
2021,JULIO CESAR RIBEIRO,2,DISTRITO FEDERAL,DF,Cultura,Difusão cultural,"100,000.00","100,000.00","100,000.00"
2021,PR. MARCO FELICIANO,8,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,AUGUSTO COUTINHO,9,PERNAMBUCO,PE,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,GERVASIO MAIA,8,PARAÍBA,PB,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,ZE VITOR,2,MINAS GERAIS,MG,Agricultura,Difusão do conhecimento científico e tecnológico,"100,000.00","14,043.64","14,043.64"
2021,HELIO LEITE,8,PARÁ,PA,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,AUREA CAROLINA,7,MINAS GERAIS,MG,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,BOHN GASS,10,RIO GRANDE DO SUL,RS,Educação,Ensino superior,"100,000.00",0,0
2021,LEONARDO MONTEIRO,3,MINAS GERAIS,MG,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,TED CONTI,12,ESPÍRITO SANTO,ES,Comércio e serviços,Promoção comercial ,"100,000.00",0,0
2021,CEZINHA DE MADUREIRA,2,SÃO PAULO,SP,Desporto e lazer,Desporto comunitário,"100,000.00","100,000.00","100,000.00"
2021,CLEBER VERDE,9,MARANHÃO,MA,Segurança pública,Policiamento,"100,000.00",0,0
2021,GONZAGA PATRIOTA,22,PERNAMBUCO,PE,Agricultura,Desenvolvimento tecnológico e engenharia,"100,000.00","38,024.02","38,024.02"
2021,DAMIAO FELICIANO,10,PARAÍBA,PB,Educação,Ensino superior,"100,000.00",0,0
2021,FABIO MITIDIERI,11,SERGIPE,SE,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,PROFESSORA DAYANE PIMENTEL,7,BAHIA,BA,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,ALEXANDRE PADILHA,17,SÃO PAULO,SP,Ciência e Tecnologia,Desenvolvimento científico,"100,000.00",0,0
2021,ANDRE FIGUEIREDO,6,CEARÁ,CE,Desporto e lazer,Desporto comunitário,"100,000.00",0,0
2021,STEFANO AGUIAR,6,MINAS GERAIS,MG,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,VICENTINHO,16,SÃO PAULO,SP,Comércio e serviços,Turismo,"100,000.00","100,000.00","100,000.00"
2021,JEAN PAUL PRATES,10,RIO GRANDE DO NORTE,RN,Educação,Ensino superior,"100,000.00",0,0
2021,DANILO FORTE,1,CEARÁ,CE,Educação,Ensino superior,"100,000.00",0,0
2021,ROGERIO CORREIA,14,MINAS GERAIS,MG,Educação,Ensino profissional,"100,000.00","95,000.00","95,000.00"
2021,CORONEL ARMANDO,13,Nacional,BR,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00",0
2021,BOHN GASS,9,RIO GRANDE DO SUL,RS,Educação,Ensino superior,"100,000.00","10,500.00","8,400.00"
2021,HELDER SALOMAO,6,Nacional,BR,Organização agrária,Ensino profissional,"100,000.00",0,0
2021,VINICIUS FARAH,10,RIO DE JANEIRO,RJ,Encargos especiais,Outras transferências,"100,000.00","100,000.00","100,000.00"
2021,CARLOS VERAS,11,PERNAMBUCO,PE,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,MILTON COELHO,4,Nacional,BR,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00","50,000.00","50,000.00"
2021,CARLA ZAMBELLI,9,SÃO PAULO,SP,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,MARCOS DO VAL,13,ESPÍRITO SANTO,ES,Educação,Educação básica,"100,000.00",0,0
2021,WELLINGTON FAGUNDES,5,MATO GROSSO,MT,Transporte,Transporte ferroviário,"100,000.00","75,700.54","75,563.35"
2021,NATALIA BONAVIDES,5,RIO GRANDE DO NORTE,RN,Saúde,Formação de recursos humanos,"100,000.00",0,0
2021,ALEXANDRE PADILHA,15,RIO DE JANEIRO,RJ,Ciência e Tecnologia,Desenvolvimento científico,"100,000.00",0,0
2021,GORETE PEREIRA,6,CEARÁ,CE,Cultura,Difusão cultural,"100,000.00",0,0
2021,GASTAO VIEIRA,14,MARANHÃO,MA,Educação,Ensino profissional,"100,000.00",0,0
2021,VINICIUS FARAH,5,RIO DE JANEIRO,RJ,Encargos especiais,Outras transferências,"100,000.00","100,000.00","100,000.00"
2021,DANIELA DO WAGUINHO,12,RIO DE JANEIRO,RJ,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,JOAO DANIEL,4,SERGIPE,SE,Agricultura,Promoção da produção agropecuária,"100,000.00","100,000.00","100,000.00"
2021,BOHN GASS,17,Nacional,BR,Ciência e Tecnologia,Desenvolvimento científico,"100,000.00",0,0
2021,KIM KATAGUIRI,4,SÃO PAULO,SP,Saúde,Administração geral,"100,000.00","100,000.00","100,000.00"
2021,ZECA DIRCEU,8,Nacional,BR,Trabalho,Desenvolvimento científico,"100,000.00",0,0
2021,PROFESSORA DAYANE PIMENTEL,5,RIO DE JANEIRO,RJ,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,ACIR GURGACZ,15,Nacional,BR,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,GUSTAVO FRUET,7,PARANÁ,PR,Trabalho,Fomento ao trabalho,"100,000.00",0,0
2021,HEITOR FREIRE,2,CEARÁ,CE,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,RODRIGO CUNHA,2,ALAGOAS,AL,Cultura,"Patrimônio histórico, artístico e arqueológico","100,000.00",0,0
2021,FERNANDO MONTEIRO,8,PERNAMBUCO,PE,Cultura,Difusão cultural,"100,000.00",0,0
2021,DR. FREDERICO,10,MINAS GERAIS,MG,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,CAPITAO WAGNER,10,CEARÁ,CE,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,LUIZAO GOULART,8,PARANÁ,PR,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,LINCOLN PORTELA,10,MINAS GERAIS,MG,Desporto e lazer,Desporto comunitário,"100,000.00",0,0
2021,BALEIA ROSSI,1,SÃO PAULO,SP,Cultura,Difusão cultural,"100,000.00",0,0
2021,VICENTINHO,10,SÃO PAULO,SP,Educação,Ensino superior,"100,000.00",0,0
2021,CHRIS TONIETTO,6,RIO DE JANEIRO,RJ,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,JEAN PAUL PRATES,15,RIO GRANDE DO NORTE,RN,Assistência social,Alimentação e nutrição,"100,000.00",0,0
2021,MILTON COELHO,6,PERNAMBUCO,PE,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,CRISTIANO VALE,7,PARÁ,PA,Desporto e lazer,Desporto comunitário,"100,000.00",0,0
2021,WELLINGTON ROBERTO,4,PARAÍBA,PB,Educação,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,WELLINGTON ROBERTO,15,PARAÍBA,PB,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,ALE SILVA,3,MINAS GERAIS,MG,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,BETO ROSADO,8,RIO GRANDE DO NORTE,RN,Educação,Ensino superior,"100,000.00",0,0
2021,PR. MARCO FELICIANO,13,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,HEITOR FREIRE,3,CEARÁ,CE,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,TED CONTI,20,ESPÍRITO SANTO,ES,Segurança pública,Policiamento,"100,000.00",0,0
2021,CARLA DICKSON,15,RIO GRANDE DO NORTE,RN,Segurança pública,Policiamento,"100,000.00",0,0
2021,FABIO MITIDIERI,3,SERGIPE,SE,Defesa nacional,Desporto comunitário,"100,000.00","42,467.16","42,467.16"
2021,PAULO TEIXEIRA,10,SÃO PAULO,SP,Educação,Ensino superior,"100,000.00",0,0
2021,DANILO CABRAL,3,PERNAMBUCO,PE,Urbanismo,Assistência comunitária,"100,000.00",0,0
2021,ROSANGELA GOMES,10,RIO DE JANEIRO,RJ,Educação,Ensino superior,"100,000.00",0,0
2021,ROSE MODESTO,11,MATO GROSSO DO SUL,MS,Desporto e lazer,Desporto comunitário,"100,000.00",0,0
2021,TADEU ALENCAR,15,PERNAMBUCO,PE,Encargos especiais,Outras transferências,"100,000.00","100,000.00","100,000.00"
2021,ALEXANDRE PADILHA,20,Nacional,BR,Cultura,Difusão cultural,"100,000.00","100,000.00","100,000.00"
2021,ERIKA KOKAY,6,Nacional,BR,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00","33,000.00","33,000.00"
2021,MARIA DO ROSARIO,9,RIO GRANDE DO SUL,RS,Educação,Ensino superior,"100,000.00","100,000.00",0
2021,ALICE PORTUGAL,10,BAHIA,BA,Educação,Ensino profissional,"100,000.00","22,339.84","22,339.84"
2021,DAMIAO FELICIANO,3,PARAÍBA,PB,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,MARILIA ARRAES,14,PERNAMBUCO,PE,Comunicações,Tecnologia da informação,"100,000.00",0,0
2021,DRA. SORAYA MANATO,2,ESPÍRITO SANTO,ES,Agricultura,Promoção da produção agropecuária,"100,000.00",0,0
2021,RAUL HENRY,2,PERNAMBUCO,PE,Ciência e Tecnologia,Desenvolvimento tecnológico e engenharia,"100,000.00",0,0
2021,JOSE RICARDO,21,AMAZONAS,AM,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00","60,000.00","60,000.00"
2021,JOAO DANIEL,2,Nacional,BR,Educação,Ensino superior,"100,000.00",0,0
2021,LUISA CANZIANI,6,PARANÁ,PR,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,DAMIAO FELICIANO,14,PARAÍBA,PB,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,CHARLLES EVANGELISTA,3,MINAS GERAIS,MG,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,LIDICE DA MATA,11,BAHIA,BA,Cultura,Difusão cultural,"100,000.00",0,0
2021,ELCIONE BARBALHO,6,Nacional,BR,Desporto e lazer,Desporto comunitário,"100,000.00",0,0
2021,GLEISI HOFFMANN,6,PARANÁ,PR,Educação,Ensino superior,"100,000.00","100,000.00","100,000.00"
2021,POMPEO DE MATTOS,3,RIO GRANDE DO SUL,RS,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,ADOLFO VIANA,8,BAHIA,BA,Cultura,"Patrimônio histórico, artístico e arqueológico","100,000.00","100,000.00",0
2021,JOSE ROCHA,9,Nacional,BR,Defesa nacional,Defesa naval,"100,000.00","100,000.00",0
2021,ANTONIO ANASTASIA,2,MINAS GERAIS,MG,Cultura,Difusão cultural,"100,000.00",0,0
2021,CARLA DICKSON,14,RIO GRANDE DO NORTE,RN,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,ALENCAR SANTANA BRAGA,10,SÃO PAULO,SP,Educação,Ensino superior,"100,000.00","100,000.00","100,000.00"
2021,PR. MARCO FELICIANO,10,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,ALEXANDRE PADILHA,6,SÃO PAULO,SP,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,STEFANO AGUIAR,11,MINAS GERAIS,MG,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,ANDRE FIGUEIREDO,17,CEARÁ,CE,Educação,Educação básica,"100,000.00",0,0
2021,TADEU ALENCAR,19,PERNAMBUCO,PE,Saúde,Administração geral,"100,000.00","100,000.00","100,000.00"
2021,MARCON,11,RIO GRANDE DO SUL,RS,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,AGUINALDO RIBEIRO,4,PARAÍBA,PB,Encargos especiais,Outras transferências,"100,000.00","100,000.00","100,000.00"
2021,WILSON SANTIAGO,5,PARAÍBA,PB,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,FLAVIANO MELO,4,ACRE,AC,Saúde,Administração geral,"100,000.00","100,000.00","100,000.00"
2021,AIRTON FALEIRO,5,PARÁ,PA,Educação,Ensino superior,"100,000.00",0,0
2021,FLAVIO ARNS,3,Nacional,BR,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,HELDER SALOMAO,13,Nacional,BR,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,EVANDRO ROMAN,1,PARANÁ,PR,Trabalho,Empregabilidade,"100,000.00","100,000.00","100,000.00"
2021,RAUL HENRY,7,PERNAMBUCO,PE,Cultura,Difusão cultural,"100,000.00",0,0
2021,PATRUS ANANIAS,17,MINAS GERAIS,MG,Educação,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,BETO ROSADO,3,RIO GRANDE DO NORTE,RN,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,LEUR LOMANTO JUNIOR,1,BAHIA,BA,Comunicações,Tecnologia da informação,"100,000.00","100,000.00","100,000.00"
