Ano,Nome do autor,Número da emenda,Localidade do gasto (Regionalização),Sigla UF ,Função,Subfunção,Valor empenhado,Valor liquidado,Valor pago
2021,JULIO DELGADO,9,MINAS GERAIS,MG,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0,0,0
2021,MARIA DO CARMO ALVES,8,SERGIPE,SE,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0,0,0
2021,JOSE RICARDO,5,AMAZONAS,AM,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0,0,0
2021,COMISSAO DE FINANCAS E TRIBUTACAO - CFT,7,Nacional,BR,Agricultura,Promoção da produção agropecuária,0,0,0
2021,RUY CARNEIRO,1,PARAÍBA,PB,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0,0,0
2021,BETO PEREIRA,2,MATO GROSSO DO SUL,MS,Educação,Ensino superior,0,0,0
2021,MARCELO CASTRO,11,PIAUÍ,PI,Educação,Ensino superior,0,0,0
2021,SIDNEY LEITE,5,AMAZONAS,AM,Saúde,Atenção básica,0,0,0
2021,LAERCIO OLIVEIRA,2,SERGIPE,SE,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0,0,0
2021,RELATOR GERAL,1493,Nacional,BR,Urbanismo,Assistência comunitária,0,0,0
2021,HELIO LEITE,13,PARÁ,PA,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0,0,0
2021,MARILIA ARRAES,7,SÃO PAULO,SP,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0,0,0
2021,RICARDO SILVA,6,SÃO PAULO,SP,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0,0,0
2021,BACELAR,8,BAHIA,BA,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0,0,0
2021,VANDER LOUBET,4,MATO GROSSO DO SUL,MS,Direitos da cidadania,"Direitos individuais, coletivos e difusos",0,0,0
2022,RELATOR GERAL,314,Nacional,BR,Defesa nacional,Assistência comunitária,1,0,0
2022,TITO,2,BAHIA,BA,Urbanismo,Assistência comunitária,300,0,0
2022,DENIS BEZERRA,5,Nacional,BR,Defesa nacional,Empregabilidade,"1,718.42","1,718.42",0
2021,ALESSANDRO VIEIRA,11,SERGIPE,SE,Saúde,Assistência hospitalar e ambulatorial,"2,633.00","2,633.00",0
2022,ROSE DE FREITAS,1,Nacional,BR,Defesa nacional,Defesa naval,"5,700.00",0,0
2022,ELMANO FERRER,11,PIAUÍ,PI,Urbanismo,Assistência comunitária,"8,000.00",0,0
2022,ZE VITOR,2,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,"10,000.00",0,0
2022,JUNIO AMARAL,5,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,"10,000.00",0,0
2022,REGINALDO LOPES,11,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,"10,000.00",0,0
2022,DELEGADO MARCELO FREITAS,4,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,"10,000.00",0,0
2022,AECIO NEVES,5,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,"10,000.00",0,0
2022,PADRE JOAO,9,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,"10,000.00",0,0
2022,EROS BIONDINI,13,MINAS GERAIS,MG,Urbanismo,Assistência comunitária,"10,000.00",0,0
2022,JOSEILDO RAMOS,1,BAHIA,BA,Urbanismo,Assistência comunitária,"15,000.00",0,0
2021,MARILIA ARRAES,10,PERNAMBUCO,PE,Educação,Ensino profissional,"18,283.34","17,410.47",0
2021,JEFFERSON CAMPOS,18,SÃO PAULO,SP,Saúde,Atenção básica,"19,791.00","19,791.00",0
2021,IDILVAN ALENCAR,5,CEARÁ,CE,Saúde,Atenção básica,"20,098.00","20,098.00",0
2021,FERNANDA MELCHIONNA,1,RIO GRANDE DO SUL,RS,Agricultura,Extensão rural,"22,500.00",0,0
2022,ATILA LIRA,5,PIAUÍ,PI,Urbanismo,Assistência comunitária,"24,000.00",0,0
2022,WELLINGTON ROBERTO,6,PARAÍBA,PB,Segurança pública,Policiamento,"28,350.00",0,0
2021,ESPERIDIAO AMIN,2,SANTA CATARINA,SC,Saúde,Assistência hospitalar e ambulatorial,"29,139.00","29,139.00",0
2021,PAULO TEIXEIRA,14,Nacional,BR,Saúde,Assistência hospitalar e ambulatorial,"29,139.00","29,139.00",0
2022,HELIO LOPES,5,RIO DE JANEIRO,RJ,Defesa nacional,Administração geral,"36,350.00",0,0
2021,SANDERSON,7,RIO GRANDE DO SUL,RS,Defesa nacional,Administração geral,"38,940.14","32,540.14",0
2022,HELIO LOPES,6,RIO DE JANEIRO,RJ,Defesa nacional,Atenção básica,"39,475.00",0,0
2022,BANCADA DE SERGIPE,7,SERGIPE,SE,Urbanismo,Assistência comunitária,"40,000.00",47.4,0
2022,HUMBERTO COSTA,25,PERNAMBUCO,PE,Urbanismo,Assistência comunitária,"40,000.00",0,0
2021,DANIEL COELHO,6,PERNAMBUCO,PE,Cultura,Difusão cultural,"40,000.00","40,000.00","40,000.00"
2022,ROSANA VALLE,18,Nacional,BR,Defesa nacional,Administração geral,"45,750.00",0,0
2021,JULIO CESAR,22,Nacional,BR,Defesa nacional,Empregabilidade,"47,000.00","19,181.77","13,681.77"
2021,GURGEL,2,RIO DE JANEIRO,RJ,Saúde,Assistência hospitalar e ambulatorial,"49,968.00","49,968.00","49,968.00"
2021,MARCELO ARO,6,MINAS GERAIS,MG,Saúde,Assistência hospitalar e ambulatorial,"50,000.00","50,000.00","50,000.00"
2021,AROLDO MARTINS,9,Nacional,BR,Organização agrária,Ordenamento territorial,"50,000.00",0,0
2021,ELI CORREA FILHO,10,SÃO PAULO,SP,Assistência social,Assistência comunitária,"50,000.00","50,000.00","50,000.00"
2021,ELI CORREA FILHO,12,SÃO PAULO,SP,Assistência social,Assistência comunitária,"50,000.00","50,000.00","50,000.00"
2021,ELI CORREA FILHO,25,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,"50,000.00","50,000.00","50,000.00"
2021,ELI CORREA FILHO,18,SÃO PAULO,SP,Assistência social,Assistência comunitária,"50,000.00","50,000.00","50,000.00"
2021,ELI CORREA FILHO,8,SÃO PAULO,SP,Assistência social,Assistência comunitária,"50,000.00","50,000.00","50,000.00"
2021,MARCELO RAMOS,11,SÃO PAULO,SP,Cultura,Difusão cultural,"50,000.00",0,0
2021,OLIVAL MARQUES,4,PARÁ,PA,Assistência social,Assistência comunitária,"50,000.00","50,000.00","50,000.00"
2021,SORAYA THRONICKE,22,Nacional,BR,Saúde,Assistência hospitalar e ambulatorial,"50,000.00",0,0
2021,BACELAR,13,Nacional,BR,Ciência e Tecnologia,Difusão do conhecimento científico e tecnológico,"50,000.00",0,0
2021,ULDURICO JUNIOR,6,Nacional,BR,Defesa nacional,Normatização e fiscalização,"50,000.00","50,000.00","48,401.00"
2021,EFRAIM FILHO,6,PARAÍBA,PB,Saúde,Assistência hospitalar e ambulatorial,"50,000.00","50,000.00","50,000.00"
2021,AROLDO MARTINS,6,Exterior,EXT,Relações exteriores,Difusão cultural,"52,925.80","52,925.80","52,925.80"
2021,LUIZ PHILIPPE DE ORLEANS E BRAGANCA,11,Exterior,EXT,Relações exteriores,Difusão cultural,"53,463.25","53,463.25","53,463.25"
2021,CHRIS TONIETTO,14,Exterior,EXT,Relações exteriores,Difusão cultural,"54,095.53",0,0
2021,ROBERTO DE LUCENA,13,SÃO PAULO,SP,Saúde,Atenção básica,"56,187.00","56,187.00","56,187.00"
2022,JULIO CESAR,20,PIAUÍ,PI,Urbanismo,Assistência comunitária,"57,900.00","7,718.60",0
2021,EUCLYDES PETTERSEN,4,MINAS GERAIS,MG,Assistência social,Assistência comunitária,"60,000.00","60,000.00","60,000.00"
2021,VIVI REIS,17,PARÁ,PA,Educação,Ensino profissional,"60,000.00",0,0
2021,FLAVIA MORAIS,9,GOIÁS,GO,Assistência social,Assistência comunitária,"60,000.00","60,000.00","60,000.00"
2021,LUCIANO BIVAR,9,Pernambuco,PE,Defesa nacional,Atenção básica,"69,675.48","60,390.00","60,390.00"
2021,PROFESSORA ROSA NEIDE,2,Nacional,BR,Ciência e Tecnologia,Difusão do conhecimento científico e tecnológico,"70,000.00",0,0
2021,RAIMUNDO COSTA,5,BAHIA,BA,Assistência social,Assistência comunitária,"70,000.00","70,000.00","70,000.00"
2021,GUSTINHO RIBEIRO,2,SERGIPE,SE,Saúde,Assistência hospitalar e ambulatorial,"72,672.00","72,672.00","72,672.00"
2021,JOAO CAMPOS,19,GOIÁS,GO,Direitos da cidadania,"Direitos individuais, coletivos e difusos","72,799.00",0,0
2021,HEITOR FREIRE,12,Nacional,BR,Defesa nacional,Defesa terrestre,"74,375.51",0,0
2021,FREI ANASTACIO RIBEIRO,14,PARAÍBA,PB,Assistência social,Assistência comunitária,"75,000.00","75,000.00","75,000.00"
2021,JULIO CESAR,3,PIAUÍ,PI,Encargos especiais,Outras transferências,"75,000.00","75,000.00","75,000.00"
2021,TIAGO MITRAUD,21,Nacional,BR,Saúde,Vigilância epidemiológica ,"79,509.00",0,0
2021,ROBERTO DE LUCENA,12,SÃO PAULO,SP,Direitos da cidadania,"Direitos individuais, coletivos e difusos","79,871.00",0,0
2021,JOSE GUIMARAES,14,Nacional,BR,Defesa nacional,Administração geral,"79,998.59","79,304.57","79,304.57"
2021,SIDNEY LEITE,6,AMAZONAS,AM,Assistência social,Alimentação e nutrição,"80,000.00",0,0
2021,AROLDO MARTINS,2,Exterior,EXT,Relações exteriores,Difusão cultural,"83,418.65","83,418.65","83,418.65"
2021,LUIZA ERUNDINA,3,SÃO PAULO,SP,Saúde,Administração geral,"84,628.00","84,628.00","84,628.00"
2021,GENERAL GIRAO,14,RIO GRANDE DO NORTE,RN,Gestão ambiental,Controle ambiental,"89,104.68",0,0
2021,HELIO LOPES,14,Nacional,BR,Defesa nacional,Atenção básica,"91,117.93","30,566.34",0
2021,VICENTINHO,3,SÃO PAULO,SP,Saúde,Atenção básica,"93,000.00",0,0
2021,LEONARDO MONTEIRO,20,MINAS GERAIS,MG,Saúde,Atenção básica,"93,000.00",0,0
2021,MAGDA MOFATTO,5,GOIÁS,GO,Saúde,Atenção básica,"93,000.00",0,0
2021,REGINALDO LOPES,7,MINAS GERAIS,MG,Educação,Ensino profissional,"93,956.70",0,0
2021,JOSE RICARDO,20,AMAZONAS,AM,Saúde,Assistência hospitalar e ambulatorial,"94,134.00","94,134.00","94,134.00"
2021,CELIO MOURA,6,TOCANTINS,TO,Educação,Ensino profissional,"96,626.30","76,386.89","30,774.30"
2021,GORETE PEREIRA,15,CEARÁ,CE,Educação,Ensino superior,"97,049.78","90,751.10","45,244.40"
2021,DAMIAO FELICIANO,12,PARAÍBA,PB,Educação,Assistência hospitalar e ambulatorial,"97,788.65","20,854.00","20,854.00"
2021,WELLINGTON ROBERTO,14,Nacional,BR,Segurança pública,Policiamento,"98,227.00",0,0
2021,CHRISTINO AUREO,2,RIO DE JANEIRO,RJ,Assistência social,Assistência comunitária,"98,400.00",0,0
2021,EDUARDO BISMARCK,1,CEARÁ,CE,Saúde,Atenção básica,"98,496.00",0,0
2021,MAJOR VITOR HUGO,17,Nacional,BR,Defesa nacional,Desporto comunitário,"98,700.37","70,300.37","70,300.37"
2021,LUCAS VERGILIO,3,GOIÁS,GO,Saúde,Assistência hospitalar e ambulatorial,"98,714.00",0,0
2021,ZE SILVA,11,MINAS GERAIS,MG,Educação,Educação básica,"98,746.65",0,0
2021,LAURIETE,18,ESPÍRITO SANTO,ES,Direitos da cidadania,"Direitos individuais, coletivos e difusos","98,814.00","8,014.00","8,014.00"
2021,ZE VITOR,11,Exterior,EXT,Relações exteriores,Promoção comercial ,"98,892.43","98,892.43","98,892.43"
2021,GORETE PEREIRA,8,CEARÁ,CE,Cultura,"Patrimônio histórico, artístico e arqueológico","99,000.00",0,0
2021,REGINALDO LOPES,10,MINAS GERAIS,MG,Educação,Ensino superior,"99,147.75","99,147.75",0
2021,MOSES RODRIGUES,5,CEARÁ,CE,Defesa nacional,Administração geral,"99,156.97","77,676.69","49,076.69"
2021,RAUL HENRY,12,PERNAMBUCO,PE,Educação,Ensino superior,"99,175.00",0,0
2021,EDUARDO GIRAO,9,CEARÁ,CE,Defesa nacional,Desporto comunitário,"99,337.08","4,445.21",0
2021,CHICO DANGELO,21,RIO DE JANEIRO,RJ,Saúde,Atenção básica,"99,438.00","99,438.00","99,438.00"
2021,DAMIAO FELICIANO,11,PARAÍBA,PB,Educação,Ensino superior,"99,455.21","39,580.38",0
2021,MAJOR VITOR HUGO,7,GOIÁS,GO,Educação,Ensino profissional,"99,532.57","70,182.57","70,182.57"
2021,GUILHERME MUSSI,10,SÃO PAULO,SP,Saúde,Atenção básica,"99,576.00",0,0
2021,RAUL HENRY,4,Nacional,BR,Defesa nacional,Desporto comunitário,"99,620.40","87,037.40","70,463.70"
2021,PATRUS ANANIAS,11,MINAS GERAIS,MG,Direitos da cidadania,"Direitos individuais, coletivos e difusos","99,625.00",0,0
2021,DELEGADO EDER MAURO,8,PARÁ,PA,Defesa nacional,Administração geral,"99,655.51","99,655.51","95,031.39"
2021,MARCELO ARO,3,MINAS GERAIS,MG,Saúde,Assistência hospitalar e ambulatorial,"99,719.00",0,0
2021,DR. LUIZ OVANDO,10,Nacional,BR,Defesa nacional,Atenção básica,"99,727.17","67,847.88","67,847.88"
2021,PEDRO AUGUSTO BEZERRA,2,Nacional,BR,Defesa nacional,Desporto comunitário,"99,731.74","52,812.63","46,239.63"
2021,ROSANA VALLE,15,SÃO PAULO,SP,Educação,Ensino superior,"99,738.21","31,388.33","17,560.00"
2021,DRA. SORAYA MANATO,18,ESPÍRITO SANTO,ES,Educação,Ensino profissional,"99,741.58","99,741.58",0
2021,OSMAR TERRA,11,Nacional,BR,Agricultura,Difusão do conhecimento científico e tecnológico,"99,752.00",0,0
2021,GURGEL,6,RIO DE JANEIRO,RJ,Saúde,Atenção básica,"99,760.00","99,760.00","99,760.00"
2021,RAIMUNDO COSTA,17,BAHIA,BA,Saúde,Assistência hospitalar e ambulatorial,"99,809.00",0,0
2021,GORETE PEREIRA,16,CEARÁ,CE,Educação,Ensino superior,"99,857.40","16,600.00","8,300.00"
2021,TEREZA NELMA,2,Nacional,BR,Defesa nacional,Defesa terrestre,"99,865.55","72,182.43","72,182.43"
2021,CORONEL CHRISOSTOMO,1,RONDÔNIA,RO,Defesa nacional,Desporto comunitário,"99,866.24","95,471.24","16,841.24"
2021,CARLOS ZARATTINI,1,SÃO PAULO,SP,Educação,Ensino superior,"99,888.35","12,024.35","2,760.00"
2021,BIA KICIS,6,DISTRITO FEDERAL,DF,Defesa nacional,Administração geral,"99,895.26",0,0
2021,MARIA DO ROSARIO,13,RIO GRANDE DO SUL,RS,Educação,Ensino superior,"99,895.64","49,261.00","31,325.00"
2021,TED CONTI,7,ESPÍRITO SANTO,ES,Educação,Educação básica,"99,900.00",0,0
2021,DELEGADO PABLO,10,AMAZONAS,AM,Educação,Educação básica,"99,902.18",0,0
2021,MAJOR OLIMPIO,8,SÃO PAULO,SP,Educação,Educação básica,"99,921.72",0,0
2021,CORONEL ARMANDO,10,Nacional,BR,Defesa nacional,Desporto comunitário,"99,930.02","99,930.02","99,930.02"
2021,RAUL HENRY,5,Nacional,BR,Defesa nacional,Administração geral,"99,931.99","99,931.99","37,571.67"
2021,RAUL HENRY,3,Nacional,BR,Defesa nacional,Atenção básica,"99,933.99","99,933.99","99,933.99"
2021,CORONEL ARMANDO,21,Nacional,BR,Defesa nacional,Administração geral,"99,942.93","99,942.93","80,834.93"
2021,PEDRO UCZAI,3,SANTA CATARINA,SC,Ciência e Tecnologia,Desenvolvimento tecnológico e engenharia,"99,943.07",0,0
2021,ROSANA VALLE,19,Nacional,BR,Defesa nacional,Administração geral,"99,959.32","80,727.48","80,727.48"
2021,DANILO FORTE,6,CEARÁ,CE,Educação,Ensino superior,"99,961.90","86,100.20","14,700.20"
2021,SORAYA THRONICKE,7,Nacional,BR,Defesa nacional,Atenção básica,"99,963.70","99,953.70","3,200.00"
2021,GUILHERME MUSSI,6,SÃO PAULO,SP,Saúde,Atenção básica,"99,971.00","99,971.00","99,971.00"
2021,AUGUSTO COUTINHO,8,Nacional,BR,Defesa nacional,Desporto comunitário,"99,971.87",0,0
2021,DR. LEONARDO,11,Nacional,BR,Defesa nacional,Defesa naval,"99,972.00",0,0
2021,ROGERIO CORREIA,20,MINAS GERAIS,MG,Educação,Ensino superior,"99,974.00","1,040.00",0
2021,RICARDO TEOBALDO,7,PERNAMBUCO,PE,Saúde,Assistência hospitalar e ambulatorial,"99,976.00","99,976.00","99,976.00"
2021,LEONARDO MONTEIRO,12,MINAS GERAIS,MG,Educação,Ensino profissional,"99,987.44",0,0
2021,DAMIAO FELICIANO,15,PARAÍBA,PB,Educação,Ensino profissional,"99,987.60","99,289.60",0
2021,CORONEL ARMANDO,8,Nacional,BR,Defesa nacional,Atenção básica,"99,988.48","99,988.48","99,988.48"
2021,HEITOR FREIRE,11,Nacional,BR,Defesa nacional,Administração geral,"99,989.04","73,705.69","21,082.30"
2021,CHRIS TONIETTO,8,Nacional,BR,Defesa nacional,Atenção básica,"99,989.10","96,550.10","96,550.10"
2021,ANDRE DE PAULA,7,Nacional,BR,Defesa nacional,Defesa naval,"99,989.67","57,339.76","29,135.62"
2021,LUCIANO DUCCI,7,PARANÁ,PR,Educação,Ensino profissional,"99,990.00","99,990.00",0
2021,SANDERSON,17,RIO GRANDE DO SUL,RS,Defesa nacional,Defesa terrestre,"99,992.54","99,992.54","81,364.54"
2021,CORONEL ARMANDO,14,Nacional,BR,Defesa nacional,Administração geral,"99,994.92","70,534.92","68,094.92"
2021,ENRICO MISASI,11,SÃO PAULO,SP,Saúde,Atenção básica,"99,995.00",0,0
2021,DAMIAO FELICIANO,6,PARAÍBA,PB,Defesa nacional,Administração geral,"99,995.48","96,845.48","77,969.04"
2021,FABIO MITIDIERI,5,SERGIPE,SE,Defesa nacional,Defesa terrestre,"99,997.06",0,0
2021,DAMIAO FELICIANO,20,PARAÍBA,PB,Educação,Assistência hospitalar e ambulatorial,"99,999.02",0,0
2021,DR. LUIZ OVANDO,9,Nacional,BR,Defesa nacional,Desporto comunitário,"99,999.26","99,616.00","1,040.00"
2021,PEDRO UCZAI,14,Nacional,BR,Assistência social,Alimentação e nutrição,"99,999.84","99,999.84",0
2021,GONZAGA PATRIOTA,3,PERNAMBUCO,PE,Educação,Assistência hospitalar e ambulatorial,"99,999.90",0,0
2021,IDILVAN ALENCAR,7,CEARÁ,CE,Educação,Ensino profissional,"99,999.98","74,399.98","10,800.00"
2021,JOSE MARIO SCHREINER,4,GOIÁS,GO,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,LIDICE DA MATA,8,BAHIA,BA,Educação,Ensino superior,"100,000.00","50,839.64","50,839.64"
2021,PROFESSOR ALCIDES,2,GOIÁS,GO,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,MARCOS DO VAL,11,ESPÍRITO SANTO,ES,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,ERIKA KOKAY,14,Nacional,BR,Ciência e Tecnologia,Desenvolvimento científico,"100,000.00",0,0
2021,BILAC PINTO,3,MINAS GERAIS,MG,Defesa nacional,Administração geral,"100,000.00",0,0
2021,CLEBER VERDE,7,MARANHÃO,MA,Educação,Ensino profissional,"100,000.00",0,0
2021,ROMARIO,3,RIO DE JANEIRO,RJ,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,MISAEL VARELLA,14,MINAS GERAIS,MG,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,MAURICIO DZIEDRICKI,7,RIO GRANDE DO SUL,RS,Desporto e lazer,Desporto comunitário,"100,000.00",0,0
2021,REGINALDO LOPES,4,MINAS GERAIS,MG,Educação,Ensino superior,"100,000.00",0,0
2021,STYVENSON VALENTIM,10,RIO GRANDE DO NORTE,RN,Segurança pública,Policiamento,"100,000.00",0,0
2021,CEZINHA DE MADUREIRA,12,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,WALTER ALVES,3,RIO GRANDE DO NORTE,RN,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,ZE SILVA,17,MINAS GERAIS,MG,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,ELI CORREA FILHO,4,SÃO PAULO,SP,Saúde,Atenção básica,"100,000.00","100,000.00","100,000.00"
2021,CARLOS VERAS,4,PERNAMBUCO,PE,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,PR. MARCO FELICIANO,9,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,CAMILO CAPIBERIBE,6,AMAPÁ,AP,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,BACELAR,3,Nacional,BR,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,PADRE JOAO,4,Nacional,BR,Cultura,Difusão cultural,"100,000.00",0,0
2021,MARCON,6,RIO GRANDE DO SUL,RS,Educação,Ensino superior,"100,000.00","100,000.00",0
2021,VINICIUS FARAH,20,RIO DE JANEIRO,RJ,Encargos especiais,Outras transferências,"100,000.00","55,000.00","55,000.00"
2021,FAUSTO PINATO,11,SÃO PAULO,SP,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,GUSTAVO FRUET,12,Nacional,BR,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,LOURIVAL GOMES,18,RIO DE JANEIRO,RJ,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,LUCIO MOSQUINI,8,Nacional,BR,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,GORETE PEREIRA,14,Nacional,BR,Saúde,Formação de recursos humanos,"100,000.00",0,0
2021,STEFANO AGUIAR,10,MINAS GERAIS,MG,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,TEREZA NELMA,5,ALAGOAS,AL,Desporto e lazer,Desporto comunitário,"100,000.00",0,0
2021,ELIAS VAZ,14,GOIÁS,GO,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,SANDERSON,2,RIO GRANDE DO SUL,RS,Educação,Educação básica,"100,000.00",0,0
2021,AECIO NEVES,8,MINAS GERAIS,MG,Segurança pública,Custódia e reintegração social,"100,000.00",0,0
2021,JAQUES WAGNER,14,BAHIA,BA,Cultura,Difusão cultural,"100,000.00","100,000.00","100,000.00"
2021,LIDICE DA MATA,1,BAHIA,BA,Agricultura,Preservação e conservação ambiental,"100,000.00","100,000.00","100,000.00"
2021,JULIO DELGADO,5,MINAS GERAIS,MG,Cultura,Difusão cultural,"100,000.00",0,0
2021,CARLOS VERAS,6,PERNAMBUCO,PE,Cultura,Difusão cultural,"100,000.00",0,0
2021,MILTON COELHO,1,PERNAMBUCO,PE,Direitos da cidadania,"Direitos individuais, coletivos e difusos","100,000.00",0,0
2021,DR. ZACHARIAS CALIL,3,GOIÁS,GO,Saúde,Atenção básica,"100,000.00","100,000.00","100,000.00"
2021,REGINALDO LOPES,8,MINAS GERAIS,MG,Educação,Ensino superior,"100,000.00",0,0
2021,LEANDRE,1,PARANÁ,PR,Segurança pública,Policiamento,"100,000.00",0,0
2021,LUCIO MOSQUINI,5,SÃO PAULO,SP,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,FERNANDO MONTEIRO,12,PERNAMBUCO,PE,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,DANIEL FREITAS,3,SANTA CATARINA,SC,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,PROFESSOR ALCIDES,17,GOIÁS,GO,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,WELLINGTON ROBERTO,2,PARAÍBA,PB,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,REGINALDO LOPES,2,MINAS GERAIS,MG,Educação,Ensino superior,"100,000.00",0,0
2021,HELIO LEITE,10,PARÁ,PA,Saúde,Atenção básica,"100,000.00","100,000.00","100,000.00"
2021,BILAC PINTO,8,MINAS GERAIS,MG,Desporto e lazer,Desporto comunitário,"100,000.00","100,000.00","100,000.00"
2021,MAURO BENEVIDES FILHO,17,CEARÁ,CE,Saúde,Atenção básica,"100,000.00","100,000.00","100,000.00"
2021,HELDER SALOMAO,12,Nacional,BR,Saúde,Formação de recursos humanos,"100,000.00",0,0
2021,STEFANO AGUIAR,12,MINAS GERAIS,MG,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,ROGERIO CORREIA,22,MINAS GERAIS,MG,Cultura,Difusão cultural,"100,000.00",0,0
2021,LUIS MIRANDA,12,Nacional,BR,Saúde,Administração geral,"100,000.00","100,000.00","100,000.00"
2021,LEO DE BRITO,10,Nacional,BR,Educação,Ensino superior,"100,000.00",0,0
2021,CELIO STUDART,5,CEARÁ,CE,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,ELI CORREA FILHO,3,SÃO PAULO,SP,Saúde,Atenção básica,"100,000.00","100,000.00","100,000.00"
2021,ULDURICO JUNIOR,4,BAHIA,BA,Segurança pública,Policiamento,"100,000.00",0,0
2021,MIGUEL LOMBARDI,12,Nacional,BR,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,JOAO MAIA,8,RIO GRANDE DO NORTE,RN,Saúde,Assistência hospitalar e ambulatorial,"100,000.00",0,0
2021,WALTER ALVES,5,RIO GRANDE DO NORTE,RN,Educação,Ensino superior,"100,000.00",0,0
2021,BOHN GASS,8,RIO GRANDE DO SUL,RS,Assistência social,Assistência comunitária,"100,000.00",0,0
2021,LOURIVAL GOMES,22,RIO DE JANEIRO,RJ,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,MISAEL VARELLA,18,MINAS GERAIS,MG,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,MARINA SANTOS,14,PIAUÍ,PI,Segurança pública,Policiamento,"100,000.00",0,0
2021,ZE SILVA,14,MINAS GERAIS,MG,Gestão ambiental,Recursos hídricos,"100,000.00",0,0
2021,CLEBER VERDE,5,MARANHÃO,MA,Educação,Ensino profissional,"100,000.00",0,0
2021,ALINE GURGEL,9,AMAPÁ,AP,Organização agrária,Extensão rural,"100,000.00",0,0
2021,CAPITAO FABIO ABREU,1,PIAUÍ,PI,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,RUI FALCAO,16,PIAUÍ,PI,Encargos especiais,Outras transferências,"100,000.00","100,000.00","100,000.00"
2021,DAMIAO FELICIANO,5,PARAÍBA,PB,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,EFRAIM FILHO,4,PARAÍBA,PB,Saúde,Assistência hospitalar e ambulatorial,"100,000.00","100,000.00","100,000.00"
2021,JANDIRA FEGHALI,19,RIO DE JANEIRO,RJ,Agricultura,Extensão rural,"100,000.00",0,0
2021,BOHN GASS,11,RIO GRANDE DO SUL,RS,Agricultura,Difusão do conhecimento científico e tecnológico,"100,000.00",0,0
2021,MAURO BENEVIDES FILHO,25,CEARÁ,CE,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,EDUARDO CURY,15,SÃO PAULO,SP,Assistência social,Assistência comunitária,"100,000.00","100,000.00","100,000.00"
2021,JULIO DELGADO,12,MINAS GERAIS,MG,Educação,Ensino superior,"100,000.00","67,068.00","67,068.00"
