codigo,CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB
1323,2019,11,12019000,21,399,PI,320151,6000,6000000,2110980
1324,2019,5,12019000,21,372,SC,927700,15211,15211200,4981656
1325,2019,8,12019000,21,858,PR,917800,3346,3345694,1141062
1326,2019,5,12019000,21,161,DF,817800,2399,2399110,806197
1327,2019,7,12019000,21,190,GO,917800,20,20036,7048
1328,2019,5,12019000,21,399,TO,320151,11800,11800000,3984354
1329,2019,5,12019000,21,81,GO,817800,8000,8000000,2538460
1330,2019,4,12019000,21,573,AC,227600,1289,1288792,476479
1331,2019,3,12019000,21,160,GO,927700,14727,14727187,5054344
1332,2019,9,12019000,21,160,DF,727600,850,850490,294039
1333,2019,8,12019000,21,580,RJ,717600,5,0,10
1334,2019,9,12019000,21,160,MA,217800,5,5064,1600
1335,2019,8,12019000,21,493,MG,210200,6650,6650000,2334549
1336,2019,7,12019000,21,160,ND,320151,4000,4000000,1440000
1337,2019,6,12019000,21,776,SP,817800,13264,13263208,4585439
1338,2019,12,12019000,21,160,GO,1017700,4800,4800000,1796832
1339,2019,8,12019000,21,160,TO,917800,204,204380,73873
1340,2019,6,12019000,21,372,MT,817800,38020,38020508,14522694
1341,2019,9,12019000,21,741,SP,817800,0,0,85
1342,2019,12,12019000,21,160,ND,320151,42733,42733224,15569169
1343,2019,5,12019000,21,160,MS,817800,42676,42675531,14733327
1344,2019,11,12019000,21,160,BA,517800,270957,270957502,98784938
1345,2019,2,12019000,21,573,MS,917800,1000,1000000,357070
1346,2019,4,12019000,21,576,PI,517800,5373,5372720,1847567
1347,2019,8,12019000,21,399,PI,320151,2453,2453789,870680
1348,2019,12,12019000,21,160,MG,727600,92498,92497702,34216045
1349,2019,12,12019000,21,160,GO,817800,49826,49826990,18515018
1350,2019,4,12019000,21,245,MS,917800,44599,44599460,15413127
1351,2019,7,12019000,21,576,MT,817800,3438,3438000,1251203
1352,2019,3,12019000,21,160,MA,320151,10533,10533000,3921389
1353,2019,8,12019000,21,776,PI,320151,11077,11075803,3867819
1354,2019,6,12019000,21,160,ND,917800,161900,161900000,56430378
1355,2019,3,12019000,21,576,SP,817800,14350,14350400,4867571
1356,2019,9,12019000,21,827,PI,517800,930,929706,316357
1357,2019,5,12019000,21,576,ND,917800,30000,30000000,10125440
1358,2019,7,12019000,21,160,DF,817800,13547,13546966,4781960
1359,2019,8,12019000,21,160,RS,1017700,1000,1000000,339890
1360,2019,7,12019000,21,576,SC,917800,2361,2361059,796406
1361,2019,4,12019000,21,386,MT,217800,31553,31552965,10918902
1362,2019,3,12019000,21,160,GO,917800,497,497000,177265
1363,2019,4,12019000,21,676,GO,817800,24734,24734268,9035428
1364,2019,5,12019000,21,161,GO,817800,20381,20380890,6986592
1365,2019,9,12019000,21,776,MT,320151,14517,14517110,5159575
1366,2019,3,12019000,21,161,RS,1017700,19000,19000000,7342930
1367,2019,11,12019000,21,160,ND,817800,43500,43500000,15660000
1368,2019,12,12019000,21,573,MA,320151,4000,4000000,1395602
1369,2019,5,12019000,21,245,MT,210200,14180,14180000,4867341
1370,2019,5,12019000,21,160,MT,320151,14400,14400000,4718700
1371,2019,5,12019000,21,160,MS,1017700,242,241615,84515
1372,2019,7,12019000,21,607,MT,217800,67156,67156128,20202203
1373,2019,4,12019000,21,160,MT,1017700,16590,16589129,5731544
1374,2019,5,12019000,21,53,TO,217800,1206,1206251,406893
1375,2019,10,12019000,21,160,SC,927700,81172,81171425,29154159
1376,2019,4,12019000,21,858,MT,917800,5280,5280040,1812038
1377,2019,10,12019000,21,160,PA,1017700,16724,16724402,6145364
1378,2019,3,12019000,21,53,MT,217800,51280,51278230,18122702
1379,2019,6,12019000,21,97,PR,147600,27000,27000,21195
1380,2019,9,12019000,21,573,MA,320151,4165,4165216,1427264
1381,2019,9,12019000,21,245,BA,320151,7359,7359071,2459402
1382,2019,10,12019000,21,573,SC,917800,760,760140,270382
1383,2019,5,12019000,21,365,RS,1017700,18900,18900000,6272521
1384,2019,12,12019000,21,434,SP,817800,0,6,30
1385,2019,2,12019000,21,81,RS,917800,0,1,0
1386,2019,9,12019000,21,399,PA,320151,1431,1431000,497587
1387,2019,4,12019000,21,573,SP,917800,3190,3189825,1119373
1388,2019,6,12019000,21,576,TO,517800,101,100880,40016
1389,2019,5,12019000,21,399,BA,320151,5754,5753788,1995299
1390,2019,4,12019000,21,845,RS,1010253,52,52000,19084
1391,2019,2,12019000,21,160,SP,927700,0,15,6
1392,2019,7,12019000,21,245,PR,210200,8813,8812684,3214511
1393,2019,4,12019000,21,160,GO,927700,1877,1877245,656787
1394,2019,9,12019000,21,676,PA,240152,10434,10434569,3663119
1395,2019,7,12019000,21,160,PR,727600,10147,10146692,3402186
1396,2019,7,12019000,21,576,SP,917800,1679,1679017,571230
1397,2019,5,12019000,21,63,MS,147600,26822,26821888,8958873
1398,2019,7,12019000,21,160,PR,320151,2293,2293255,859684
1399,2019,4,12019000,21,81,RS,917800,312,311571,108966
1400,2019,2,12019000,21,160,RR,227600,4496,4495775,1531935
1401,2019,2,12019000,21,160,RO,210200,4150,4150000,1526578
1402,2019,9,12019000,21,383,SC,927700,4504,4504133,1575618
1403,2019,9,12019000,21,573,PR,927800,40,40000,32000
1404,2019,3,12019000,21,160,MS,817800,150,150000,53279
1405,2019,6,12019000,21,160,MS,927700,119630,119628538,39238853
1406,2019,5,12019000,21,245,TO,320151,10156,10156428,3549785
1407,2019,3,12019000,21,670,PR,917800,43306,43306770,14986308
1408,2019,8,12019000,21,399,MA,320151,5529,5529481,1943513
1409,2019,2,12019000,21,827,MT,217800,60783,60784080,21836034
1410,2019,9,12019000,21,160,MG,817800,24878,24878232,8934017
1411,2019,6,12019000,21,160,MA,320151,237493,237492883,80619096
1412,2019,10,12019000,21,160,PR,917800,616210,616209934,218897716
1413,2019,4,12019000,21,160,SP,817800,520555,520555575,181574319
1414,2019,9,12019000,21,160,TO,320151,123189,123189314,42631480
1415,2019,7,12019000,21,160,MT,927700,6225,6225692,2138204
1416,2019,1,12019000,21,160,MT,727600,15749,15750183,5940712
1417,2019,2,12019000,21,160,PA,217800,37000,37000000,14209617
1418,2019,3,12019000,21,776,MT,817800,56992,56992000,22460812
1419,2019,12,12019000,21,160,MT,927700,2415,2415085,877132
1420,2019,4,12019000,21,160,BA,517800,122259,122259342,43384442
1421,2019,7,12019000,21,850,RR,260151,77,77400,33634
1422,2019,10,12019000,21,160,MT,227600,15834,15834053,5748552
1423,2019,7,12019000,21,160,MT,227600,30059,30058437,10555922
1424,2019,3,12019000,21,81,MS,917800,14674,14674108,6007286
1425,2019,7,12019000,21,160,MS,917800,131764,131762900,45034484
1426,2019,12,12019000,21,160,RS,1017700,819390,819392236,297369731
1427,2019,2,12019000,21,827,MT,210200,39174,39174295,13459504
1428,2019,5,12019000,21,455,MT,817800,7389,7389100,2613325
1429,2019,1,12019000,21,160,MA,320151,61636,61635977,23882782
1430,2019,3,12019000,21,160,BA,320151,441,440135,153924
1431,2019,4,12019000,21,245,SP,210200,10187,10187385,3415423
1432,2019,8,12019000,21,160,PR,1017700,42768,42767900,15258625
1433,2019,2,12019000,21,160,MS,917800,45879,45880235,16682434
1434,2019,4,12019000,21,576,PR,817800,7195,7194551,2392136
1435,2019,7,12019000,21,776,MT,817800,32018,32017524,10550949
1436,2019,12,12019000,21,399,MT,320151,930,930180,318212
1437,2019,3,12019000,21,160,SC,927700,84100,84101860,31004246
1438,2019,5,12019000,21,160,SP,917800,18805,18805101,6337469
1439,2019,9,12019000,21,160,MT,917800,32230,32228635,11376769
1440,2019,12,12019000,21,160,DF,727600,5708,5707993,2098482
1441,2019,5,12019000,21,863,MT,817800,10497,10496710,3670174
1442,2019,7,12019000,21,161,SP,817800,5091,5090780,1734072
1443,2019,5,12019000,21,160,PA,217800,30556,30556466,10790204
1444,2019,11,12019000,21,573,GO,917800,14,13758,4894
1445,2019,3,12019000,21,160,MS,927700,117118,117116838,42501105
1446,2019,4,12019000,21,676,MG,817800,5786,5786037,2113639
1447,2019,5,12019000,21,160,PR,917800,1556,1556578,500471
1448,2019,4,12019000,21,573,PR,917800,5050,5049680,1761374
1449,2019,12,12019000,21,676,MT,217800,20246,20246485,6564518
1450,2019,3,12019000,21,858,MS,927700,36323,36322430,12622230
1451,2019,4,12019000,21,160,ND,727600,18021,18021000,7077027
1452,2019,6,12019000,21,161,GO,727600,7052,7052000,2194159
1453,2019,5,12019000,21,160,RS,1017700,93044,93044623,34260258
1454,2019,12,12019000,21,160,ND,1017700,90861,90860607,33962633
1455,2019,8,12019000,21,573,PA,320151,1607,1606590,546433
1456,2019,9,12019000,21,858,GO,927700,2257,2256898,789408
1457,2019,4,12019000,21,372,MS,927700,8477,8477430,2973289
1458,2019,10,12019000,21,776,PA,320151,11894,11894362,4192537
1459,2019,9,12019000,21,776,TO,320151,23020,23020000,7918828
1460,2019,6,12019000,21,160,MS,927502,149,148536,46196
1461,2019,10,12019000,21,573,SP,917800,7101,7101278,2525925
1462,2019,5,12019000,21,160,BA,320151,9,8910,3023
1463,2019,6,12019000,21,399,MT,817800,63,62890,26024
1464,2019,12,12019000,21,245,RO,227600,652,652161,244854
1465,2019,3,12019000,21,160,SP,727600,3300,3300000,1128930
1466,2019,4,12019000,21,161,TO,517800,203,202608,70913
1467,2019,4,12019000,21,372,MT,320151,18115,18115295,6931777
1468,2019,4,12019000,21,399,GO,927700,0,2,1
1469,2019,7,12019000,21,160,SC,927502,20313,20312905,6534865
1470,2019,3,12019000,21,399,SP,817800,3000,3000000,1050240
1471,2019,5,12019000,21,827,MA,320151,1427,1427393,494743
1472,2019,8,12019000,21,858,MS,817800,73,73380,26142
1473,2019,10,12019000,21,160,GO,1017700,14796,14795616,5357936
1474,2019,12,12019000,21,245,RR,227600,22142,22141956,8313197
1475,2019,9,12019000,21,160,PB,1017700,8000,8000000,2993920
1476,2019,6,12019000,21,573,PA,210200,8520,8519593,2945300
1477,2019,7,12019000,21,190,MG,917800,0,5,2
1478,2019,3,12019000,21,81,MT,917800,1300,1300000,489552
1479,2019,6,12019000,21,245,MG,320151,1192,1192357,434614
1480,2019,4,12019000,21,858,SC,917800,631,631285,220779
1481,2019,8,12019000,21,580,SP,817800,0,0,75
1482,2019,2,12019000,21,81,SP,917800,0,32,11
1483,2019,5,12019000,21,160,SP,727600,0,189,60
1484,2019,6,12019000,21,455,MT,817800,812,812000,286961
1485,2019,1,12019000,21,858,PR,927700,5301,5301314,2098949
1486,2019,5,12019000,21,160,MG,817800,308560,308558315,106828963
1487,2019,8,12019000,21,160,GO,817800,29471,29470986,10688120
1488,2019,3,12019000,21,434,ES,727600,0,0,9
1489,2019,11,12019000,21,160,MT,817800,232422,232421514,84095454
1490,2019,6,12019000,21,160,PR,917800,497332,497333684,172609908
1491,2019,11,12019000,21,160,MT,917800,25788,25787871,9447659
1492,2019,5,12019000,21,77,RJ,717600,0,0,36
1493,2019,8,12019000,21,160,MS,927700,24166,24165814,8683694
1494,2019,2,12019000,21,160,GO,817800,448801,448800509,161174923
1495,2019,7,12019000,21,160,MT,727600,16229,16228990,5698265
1496,2019,8,12019000,21,858,MG,727600,39449,39449090,13919251
1497,2019,4,12019000,21,161,BA,517800,28613,28613434,10049323
1498,2019,7,12019000,21,160,BA,517800,132279,132278766,45674311
1499,2019,5,12019000,21,372,PR,927700,10751,10751260,3687040
1500,2019,7,12019000,21,160,SC,917800,24429,24430062,8617126
1501,2019,5,12019000,21,628,MT,320151,9495,9495310,3190804
1502,2019,8,12019000,21,160,MT,320151,112023,112022150,39213856
1503,2019,5,12019000,21,275,MT,227600,40403,40402270,12527127
1504,2019,12,12019000,21,160,ND,917800,80073,80072998,29305564
1505,2019,8,12019000,21,271,PR,917800,106,106000,110678
1506,2019,3,12019000,21,493,MT,210200,58788,58787923,20626835
1507,2019,5,12019000,21,160,MT,817800,991336,991335225,336129606
1508,2019,11,12019000,21,160,MS,1017700,1464,1464348,538782
1509,2019,8,12019000,21,160,GO,727600,4620,4619863,1640979
1510,2019,1,12019000,21,160,MS,917800,21670,21670829,8339525
1511,2019,7,12019000,21,245,RO,210200,1269,1269000,431333
1512,2019,9,12019000,21,160,GO,817800,15524,15524887,5681429
1513,2019,4,12019000,21,573,MG,917800,426,425960,149478
1514,2019,5,12019000,21,160,BA,517800,285736,285735641,100569517
1515,2019,3,12019000,21,161,MG,817800,4938,4938248,1745816
1516,2019,8,12019000,21,628,GO,320151,902,902034,317615
1517,2019,6,12019000,21,160,MG,727600,43523,43521859,14305997
1518,2019,8,12019000,21,160,MT,927700,4300,4300416,1601473
1519,2019,3,12019000,21,160,PI,517800,855,855160,315169
1520,2019,3,12019000,21,160,BA,517800,99186,99186772,35010939
1521,2019,9,12019000,21,776,MA,320151,10267,10265831,3598028
1522,2019,4,12019000,21,399,SC,927700,11865,11865301,4114386
1523,2019,6,12019000,21,160,PA,210200,2184,2184322,712773
1524,2019,4,12019000,21,573,MS,917800,13000,13000000,4492670
1525,2019,6,12019000,21,160,GO,727600,53172,53173638,18510278
1526,2019,10,12019000,21,399,MA,320151,6625,6625000,2110593
1527,2019,3,12019000,21,160,PI,320151,18387,18386617,6696967
1528,2019,7,12019000,21,160,SC,1017700,35805,35805310,12794250
1529,2019,8,12019000,21,858,MT,817800,19327,19326876,6772557
1530,2019,11,12019000,21,160,SC,927700,96192,96192286,34753673
1531,2019,2,12019000,21,573,MT,227600,18184,18184580,5959087
1532,2019,1,12019000,21,160,MT,227600,7182,7182721,2572851
1533,2019,8,12019000,21,87,SP,817800,60,60000,34038
1534,2019,9,12019000,21,160,TO,320151,8885,8884810,3144956
1535,2019,1,12019000,21,160,SC,917800,20618,20618688,8108350
1536,2019,6,12019000,21,245,MA,320151,36450,36450000,11352513
1537,2019,5,12019000,21,245,PI,320151,10000,10000000,3139000
1538,2019,9,12019000,21,245,MA,217800,1,557,204
1539,2019,3,12019000,21,160,MG,727600,17904,17904465,6236548
1540,2019,12,12019000,21,538,MT,227600,59113,59112615,25635196
1541,2019,8,12019000,21,858,MG,727600,2514,2513500,887819
1542,2019,6,12019000,21,160,SC,927502,44303,44303051,13778692
1543,2019,9,12019000,21,573,MT,917800,28651,28651000,11060719
1544,2019,3,12019000,21,81,MS,817800,600,600000,210000
1545,2019,6,12019000,21,493,RO,210200,561,561216,190701
1546,2019,6,12019000,21,160,DF,927700,1341,1341110,414564
1547,2019,3,12019000,21,245,MG,817800,33,33010,11423
1548,2019,5,12019000,21,399,PA,320151,14000,14000000,4860675
1549,2019,6,12019000,21,372,PI,320151,14323,14322514,4940750
1550,2019,6,12019000,21,160,SP,320151,16100,16100000,5040692
1551,2019,3,12019000,21,538,MT,227600,28156,28155875,10343061
1552,2019,2,12019000,21,863,SC,917800,249,248848,89615
1553,2019,5,12019000,21,160,ND,817800,66000,66000000,20986550
1554,2019,3,12019000,21,160,PA,217800,111452,111452151,42530681
1555,2019,9,12019000,21,676,MT,927502,31403,31402590,12274644
1556,2019,3,12019000,21,63,MS,147600,21797,21797168,7543245
1557,2019,9,12019000,21,245,TO,320151,26622,26622680,9367221
1558,2019,3,12019000,21,160,ND,727600,19777,19777000,7532268
1559,2019,6,12019000,21,160,PR,1017700,2782,2781950,1000000
1560,2019,8,12019000,21,245,MA,320151,6805,6805151,2167985
1561,2019,7,12019000,21,858,MT,917800,3687,3686953,1319494
1562,2019,8,12019000,21,160,MS,917800,1258,1257691,445160
1563,2019,7,12019000,21,160,PR,1017700,61500,61500000,22461995
1564,2019,4,12019000,21,160,PR,1017700,62939,62939026,21576085
1565,2019,1,12019000,21,63,MS,147800,390,390300,115919
1566,2019,1,12019000,21,676,MT,927502,22758,22758289,8515469
1567,2019,5,12019000,21,573,TO,217800,5400,5400000,1660338
1568,2019,3,12019000,21,160,PR,517800,850,850000,295979
1569,2019,4,12019000,21,576,PR,517800,4150,4150000,1416839
1570,2019,7,12019000,21,169,MG,817700,0,6,436
1571,2019,3,12019000,21,576,DF,817800,474,474420,158376
1572,2019,6,12019000,21,386,MG,210200,1480,1480000,530092
1573,2019,5,12019000,21,573,SP,917800,2000,2000000,686960
1574,2019,6,12019000,21,160,MT,917800,86410,86409810,28973987
1575,2019,9,12019000,21,160,PI,320151,101180,101180333,35109812
1576,2019,4,12019000,21,160,TO,320151,235342,235342057,84369391
1577,2019,5,12019000,21,573,MT,917800,33000,33000000,11334840
1578,2019,8,12019000,21,160,TO,320151,119305,119304890,41398201
1579,2019,3,12019000,21,372,GO,817800,12000,12000000,4183834
1580,2019,2,12019000,21,399,SP,817600,0,8,2
1581,2019,7,12019000,21,776,MT,320151,18527,18526482,6462225
1582,2019,6,12019000,21,776,PR,320151,11422,11422185,3986000
1583,2019,5,12019000,21,160,SC,917800,9011,9010986,3074637
1584,2019,10,12019000,21,160,RS,927700,22977,22976661,8282215
1585,2019,5,12019000,21,160,RS,1017700,1286624,1285063606,433696177
1586,2019,2,12019000,21,160,MG,210200,9500,9500000,3316735
1587,2019,3,12019000,21,81,SP,917800,198,198127,67563
1588,2019,2,12019000,21,160,GO,917800,4896,4896283,1810226
1589,2019,12,12019000,21,399,MA,320151,10272,10272266,3555381
1590,2019,3,12019000,21,160,PR,927700,145647,145644302,51620076
1591,2019,6,12019000,21,573,MT,210200,63117,63116863,21887729
1592,2019,6,12019000,21,53,MA,320151,11831,11830743,4021270
1593,2019,9,12019000,21,160,PR,927700,115064,115063658,39594173
1594,2019,12,12019000,21,160,MA,320151,60462,60460955,21797797
1595,2019,5,12019000,21,160,GO,927700,142,141650,48149
1596,2019,12,12019000,21,160,SC,927700,53544,53542976,19617176
1597,2019,6,12019000,21,275,PA,217800,22000,22000000,7404980
1598,2019,5,12019000,21,160,MT,727600,108547,108546931,35803113
1599,2019,8,12019000,21,160,SP,927700,1121,1121234,401202
1600,2019,9,12019000,21,573,PI,320151,5049,5049471,1684363
1601,2019,5,12019000,21,160,SC,927700,109584,109583991,36373232
1602,2019,5,12019000,21,245,RO,227600,22626,22625145,9249611
1603,2019,2,12019000,21,160,MS,817800,52787,52787026,19450267
1604,2019,4,12019000,21,160,ND,1017700,238600,238600000,85973440
1605,2019,5,12019000,21,607,MA,320151,4800,4800389,1672080
1606,2019,3,12019000,21,493,RO,210200,6985,6984729,2471616
1607,2019,8,12019000,21,573,MT,227600,32400,32398820,10473406
1608,2019,9,12019000,21,160,GO,917800,5022,5021974,1805041
1609,2019,1,12019000,21,160,RO,227600,2547,2547420,912486
1610,2019,7,12019000,21,160,MS,1017700,310,309686,101684
1611,2019,8,12019000,21,351,SP,817800,0,0,12
1612,2019,5,12019000,21,160,MG,817800,17495,17494236,5686318
1613,2019,5,12019000,21,573,PR,917800,14165,14165808,4869911
1614,2019,5,12019000,21,160,MT,917800,658,658470,210340
1615,2019,2,12019000,21,160,RO,210200,8650,8650000,3011745
1616,2019,9,12019000,21,160,PA,217800,7793,7793024,2604809
1617,2019,1,12019000,21,160,SP,817800,9659,9659123,3740855
1618,2019,10,12019000,21,160,SC,917800,25958,25957842,9219380
1619,2019,9,12019000,21,160,RS,917800,13605,13605234,4840596
1620,2019,9,12019000,21,160,ND,917800,76450,76450000,27674525
1621,2019,4,12019000,21,245,MT,320151,20394,20394122,7312028
1622,2019,8,12019000,21,372,RS,927700,3361,3360200,1176675
1623,2019,3,12019000,21,160,MT,727600,7250,7250000,2549930
1624,2019,4,12019000,21,372,PA,210200,3064,3064265,1117323
1625,2019,5,12019000,21,59,MT,227600,326,325701,207569
1626,2019,10,12019000,21,160,SC,927502,6018,6017794,2212261
1627,2019,7,12019000,21,160,RS,927700,5841,5841218,1943149
1628,2019,3,12019000,21,160,PR,727600,59328,59328307,20967175
1629,2019,5,12019000,21,160,AM,227600,4400,4400000,1684408
1630,2019,7,12019000,21,776,MA,320151,23906,23905504,8179729
1631,2019,5,12019000,21,576,GO,817800,30269,30268955,9744407
1632,2019,10,12019000,21,160,TO,517800,8032,8032347,2795224
1633,2019,4,12019000,21,820,RO,210200,2400,2400000,875112
1634,2019,5,12019000,21,160,MT,210200,5600,5600000,1947680
1635,2019,2,12019000,21,858,SP,817800,7992,7992400,2679772
1636,2019,10,12019000,21,160,SC,917800,5695,5695352,1990238
1637,2019,4,12019000,21,160,RS,927502,12029,12029102,4074257
1638,2019,4,12019000,21,160,GO,917800,3536,3536242,1215875
1639,2019,9,12019000,21,827,MG,517800,9800,9800000,3503598
1640,2019,4,12019000,21,160,RS,917800,993,992568,340773
1641,2019,5,12019000,21,160,RO,227600,15429,15429010,5906533
1642,2019,8,12019000,21,160,ND,320151,15000,15000000,6000000
1643,2019,12,12019000,21,399,TO,320151,4069,4068461,1418269
1644,2019,4,12019000,21,160,MG,917800,286,285620,98408
1645,2019,7,12019000,21,431,SC,927700,790,790000,281359
1646,2019,3,12019000,21,160,MS,917800,5049,5049270,1863097
1647,2019,4,12019000,21,160,MA,927502,745,744636,252208
1648,2019,8,12019000,21,245,PA,217800,5941,5940827,2162525
1649,2019,3,12019000,21,670,MS,917800,7393,7393230,2558427
1650,2019,2,12019000,21,845,RS,1010253,26,26000,9542
1651,2019,4,12019000,21,372,MA,320151,21390,21390259,7930641
1652,2019,5,12019000,21,160,SC,927502,17895,17894849,5973301
1653,2019,9,12019000,21,245,MG,817800,1719,1719160,601362
1654,2019,9,12019000,21,245,PR,217800,3500,3500000,1015525
1655,2019,8,12019000,21,372,DF,927700,1395,1395146,488766
1656,2019,9,12019000,21,160,BA,320151,173,172991,61234
1657,2019,3,12019000,21,160,ND,817800,52000,52000000,19107400
1658,2019,5,12019000,21,160,MS,927502,661,660919,220615
1659,2019,5,12019000,21,628,PA,210200,43778,43777841,15209283
1660,2019,7,12019000,21,676,MT,927502,31734,31734370,12639165
1661,2019,5,12019000,21,245,PR,210200,68170,68170000,22633064
1662,2019,3,12019000,21,628,MT,210200,19931,19931155,7048382
1663,2019,1,12019000,21,160,MT,320151,24343,24342595,9469769
1664,2019,3,12019000,21,53,PA,217800,18000,18000000,7060396
1665,2019,11,12019000,21,160,GO,320151,42,42000,13625
1666,2019,11,12019000,21,160,MG,917800,599,598217,225043
1667,2019,8,12019000,21,628,GO,817800,4106,4106179,1423890
1668,2019,5,12019000,21,820,MT,217800,33000,32999932,10284428
1669,2019,5,12019000,21,573,MT,217800,19666,19665900,6450074
1670,2019,6,12019000,21,160,DF,727600,10879,10879281,3806062
1671,2019,4,12019000,21,576,TO,517800,4819,4818860,1667027
1672,2019,2,12019000,21,81,PR,917800,39765,39764973,15215264
1673,2019,4,12019000,21,160,DF,817800,3934,3933753,1364991
1674,2019,3,12019000,21,160,TO,320151,97167,97167741,34529776
1675,2019,3,12019000,21,161,GO,727600,6490,6490000,2303690
1676,2019,8,12019000,21,372,MS,927700,20609,20610010,7214909
1677,2019,3,12019000,21,160,MG,727600,88411,88411650,31571282
1678,2019,2,12019000,21,160,DF,727600,9397,9397237,3371251
1679,2019,6,12019000,21,160,MT,727600,62298,62298044,21084489
1680,2019,3,12019000,21,160,SP,917800,19817,19814797,6935194
1681,2019,7,12019000,21,160,PA,217800,150947,150946633,52279005
1682,2019,8,12019000,21,573,MS,917800,5527,5527788,1939795
1683,2019,4,12019000,21,160,SP,320151,9000,9000000,2966580
1684,2019,7,12019000,21,160,GO,927700,714,713765,221337
1685,2019,5,12019000,21,161,MG,817800,10739,10739106,3671395
1686,2019,8,12019000,21,160,MS,817800,7675,7674665,2744001
1687,2019,2,12019000,21,160,ND,917800,9000,9000000,3432724
1688,2019,4,12019000,21,399,MS,927700,21444,21444240,7412602
1689,2019,7,12019000,21,160,ND,217800,22000,22000000,7772820
1690,2019,6,12019000,21,160,ND,1017700,134901,134901795,47028210
1691,2019,11,12019000,21,160,MG,817800,27576,27575716,10070232
1692,2019,4,12019000,21,573,PA,217800,10000,10000000,3655234
1693,2019,5,12019000,21,160,MG,517800,2000,2000000,680900
1694,2019,7,12019000,21,160,PR,927700,67767,67767067,22554388
1695,2019,4,12019000,21,81,MS,917800,30256,30255494,12113011
1696,2019,5,12019000,21,160,PR,927502,13452,13452136,4490323
1697,2019,4,12019000,21,81,ND,817800,3000,3000000,1007640
1698,2019,8,12019000,21,399,BA,320151,383,383097,129050
1699,2019,7,12019000,21,160,MS,817800,35744,35742668,12459807
1700,2019,9,12019000,21,245,PA,320151,6000,6000000,2162662
1701,2019,8,12019000,21,160,MG,917800,8190,8189773,2784219
1702,2019,5,12019000,21,580,RJ,717800,0,10,21
1703,2019,10,12019000,21,160,MT,917800,219,218481,77223
1704,2019,5,12019000,21,160,RO,210200,400,400000,139120
1705,2019,8,12019000,21,607,BA,517800,5000,5000000,1843700
1706,2019,2,12019000,21,827,RO,227600,8200,8200000,2789640
1707,2019,5,12019000,21,823,PR,917800,2331,2330431,754181
1708,2019,4,12019000,21,160,GO,320151,6527,6527000,2315967
1709,2019,8,12019000,21,160,PR,917800,1847,1847256,620627
1710,2019,8,12019000,21,160,GO,320151,33,33100,11774
1711,2019,1,12019000,21,160,MS,927700,12567,12567725,4619778
1712,2019,11,12019000,21,81,MT,817800,500,500000,175000
1713,2019,6,12019000,21,827,RO,227600,24012,24011241,7732703
1714,2019,7,12019000,21,53,TO,320151,8251,8251268,2764215
1715,2019,8,12019000,21,573,PR,917800,17067,17067347,6323517
1716,2019,8,12019000,21,160,ND,1017700,67831,67831083,24718647
1717,2019,1,12019000,21,858,SC,927700,45400,45400257,17975324
1718,2019,3,12019000,21,160,PR,210200,3000,3000000,1045050
1719,2019,5,12019000,21,160,BA,320151,23365,23365230,7806242
1720,2019,4,12019000,21,160,PR,517800,3110,3110000,1050716
1721,2019,6,12019000,21,160,MG,210200,15100,15100000,5373788
1722,2019,7,12019000,21,245,PI,320151,2196,2195727,789605
1723,2019,3,12019000,21,676,SC,927502,855,854599,380613
1724,2019,6,12019000,21,160,PI,320151,1370,1370500,460543
1725,2019,5,12019000,21,160,TO,517800,19279,19278762,6934907
1726,2019,8,12019000,21,776,MG,517800,1700,1700000,622727
1727,2019,7,12019000,21,161,PI,517800,683,683469,230801
1728,2019,1,12019000,21,676,PA,217800,3539,3538663,1406300
1729,2019,7,12019000,21,160,BA,817800,93,93408,31818
1730,2019,8,12019000,21,160,GO,817800,800,799801,287129
1731,2019,8,12019000,21,576,SP,917800,1231,1231172,425488
1732,2019,2,12019000,21,160,MT,817800,8160,8160000,2959958
1733,2019,6,12019000,21,573,PR,917800,17195,17195424,5787808
1734,2019,3,12019000,21,245,GO,817800,111,111291,38512
1735,2019,3,12019000,21,160,MS,727600,500,500000,193375
1736,2019,8,12019000,21,399,PR,817600,0,300,150
1737,2019,5,12019000,21,383,PA,210200,2733,2733470,934109
1738,2019,7,12019000,21,160,SC,517800,2400,2400000,870419
1739,2019,9,12019000,21,383,MT,927700,74,73800,25843
1740,2019,9,12019000,21,858,DF,927700,1195,1195392,416707
1741,2019,4,12019000,21,245,PA,320151,8068,8067580,2854794
1742,2019,6,12019000,21,399,PA,217800,39000,39000000,13042647
1743,2019,10,12019000,21,827,PI,517800,521,520935,186448
1744,2019,6,12019000,21,160,TO,320151,158158,158158094,51665040
1745,2019,9,12019000,21,160,MS,917800,13765,13763980,4828210
1746,2019,6,12019000,21,576,GO,817800,18957,18957169,6468820
1747,2019,10,12019000,21,160,PR,927502,1207,1206641,443585
1748,2019,5,12019000,21,573,MS,917800,15124,15123250,5117044
1749,2019,9,12019000,21,160,PI,517800,16366,16366890,5703617
1750,2019,9,12019000,21,160,PR,917800,366211,366211151,128090290
1751,2019,6,12019000,21,190,MT,727600,30593,30593890,10180457
1752,2019,3,12019000,21,160,MG,817800,2980,2979716,1048329
