Casos,Casos por dia,Óbitos por dia,mes,dia,anos,date,ano_mes
5867871,6608,87,07,21,2022,2022-7-21,2022-7-1
5874616,6745,95,07,22,2022,2022-7-22,2022-7-1
5880733,6117,77,07,23,2022,2022-7-23,2022-7-1
5882959,2226,8,07,24,2022,2022-7-24,2022-7-1
5883611,652,11,07,25,2022,2022-7-25,2022-7-1
5890763,7152,99,07,26,2022,2022-7-26,2022-7-1
5897859,7096,73,07,27,2022,2022-7-27,2022-7-1
5904845,6986,89,07,28,2022,2022-7-28,2022-7-1
5911552,6707,71,07,29,2022,2022-7-29,2022-7-1
5917268,5716,48,07,30,2022,2022-7-30,2022-7-1
5919446,2178,9,07,31,2022,2022-7-31,2022-7-1
5920259,813,3,08,1,2022,2022-8-1,2022-8-1
5927119,6860,89,08,2,2022,2022-8-2,2022-8-1
5933089,5970,66,08,3,2022,2022-8-3,2022-8-1
5938736,5647,58,08,4,2022,2022-8-4,2022-8-1
5944141,5405,77,08,5,2022,2022-8-5,2022-8-1
5948320,4179,79,08,6,2022,2022-8-6,2022-8-1
5949473,1153,22,08,7,2022,2022-8-7,2022-8-1
5950313,840,8,08,8,2022,2022-8-8,2022-8-1
5955410,5097,72,08,9,2022,2022-8-9,2022-8-1
5960782,5372,66,08,10,2022,2022-8-10,2022-8-1
5965286,4504,39,08,11,2022,2022-8-11,2022-8-1
5968917,3631,44,08,12,2022,2022-8-12,2022-8-1
5973090,4173,71,08,13,2022,2022-8-13,2022-8-1
5973904,814,14,08,14,2022,2022-8-14,2022-8-1
5974191,287,16,08,15,2022,2022-8-15,2022-8-1
5979460,5269,53,08,16,2022,2022-8-16,2022-8-1
5984410,4950,70,08,17,2022,2022-8-17,2022-8-1
5989405,4995,48,08,18,2022,2022-8-18,2022-8-1
5993376,3971,33,08,19,2022,2022-8-19,2022-8-1
5997822,4446,46,08,20,2022,2022-8-20,2022-8-1
5999264,1442,2,08,21,2022,2022-8-21,2022-8-1
5999806,542,3,08,22,2022,2022-8-22,2022-8-1
6004283,4477,56,08,23,2022,2022-8-23,2022-8-1
6008751,4468,16,08,24,2022,2022-8-24,2022-8-1
6013105,4354,24,08,25,2022,2022-8-25,2022-8-1
6016839,3734,28,08,26,2022,2022-8-26,2022-8-1
6020485,3646,21,08,27,2022,2022-8-27,2022-8-1
6021118,633,5,08,28,2022,2022-8-28,2022-8-1
6021735,617,6,08,29,2022,2022-8-29,2022-8-1
6026158,4423,44,08,30,2022,2022-8-30,2022-8-1
6030546,4388,36,08,31,2022,2022-8-31,2022-8-1
6033960,3414,44,09,1,2022,2022-9-1,2022-9-1
6037128,3168,35,09,2,2022,2022-9-2,2022-9-1
6039943,2815,33,09,3,2022,2022-9-3,2022-9-1
6040654,711,0,09,4,2022,2022-9-4,2022-9-1
6041109,455,0,09,5,2022,2022-9-5,2022-9-1
6045123,4014,21,09,6,2022,2022-9-6,2022-9-1
6048231,3108,10,09,7,2022,2022-9-7,2022-9-1
6048691,460,2,09,8,2022,2022-9-8,2022-9-1
6051911,3220,21,09,9,2022,2022-9-9,2022-9-1
6055094,3183,19,09,10,2022,2022-9-10,2022-9-1
6055708,614,1,09,11,2022,2022-9-11,2022-9-1
6056142,434,3,09,12,2022,2022-9-12,2022-9-1
6059011,2869,29,09,13,2022,2022-9-13,2022-9-1
6062958,3947,26,09,14,2022,2022-9-14,2022-9-1
6065920,2962,16,09,15,2022,2022-9-15,2022-9-1
6068932,3012,42,09,16,2022,2022-9-16,2022-9-1
6070983,2051,31,09,17,2022,2022-9-17,2022-9-1
6071578,595,1,09,18,2022,2022-9-18,2022-9-1
6072244,666,2,09,19,2022,2022-9-19,2022-9-1
6074855,2611,19,09,20,2022,2022-9-20,2022-9-1
6076896,2041,21,09,21,2022,2022-9-21,2022-9-1
6079235,2339,32,09,22,2022,2022-9-22,2022-9-1
6081683,2448,26,09,23,2022,2022-9-23,2022-9-1
6084326,2643,0,09,24,2022,2022-9-24,2022-9-1
6084604,278,10,09,25,2022,2022-9-25,2022-9-1
6084812,208,1,09,26,2022,2022-9-26,2022-9-1
6087468,2656,0,09,27,2022,2022-9-27,2022-9-1
6089888,2420,0,09,28,2022,2022-9-28,2022-9-1
6092896,3008,0,09,29,2022,2022-9-29,2022-9-1
6096112,3216,0,09,30,2022,2022-9-30,2022-9-1
6099193,3081,191,10,1,2022,2022-10-1,2022-10-1
6099539,346,59,10,2,2022,2022-10-2,2022-10-1
6099661,122,2,10,3,2022,2022-10-3,2022-10-1
6102630,2969,57,10,4,2022,2022-10-4,2022-10-1
6105805,3175,63,10,5,2022,2022-10-5,2022-10-1
6108335,2530,73,10,6,2022,2022-10-6,2022-10-1
6110305,1970,43,10,7,2022,2022-10-7,2022-10-1
6112706,2401,22,10,8,2022,2022-10-8,2022-10-1
6112986,280,7,10,9,2022,2022-10-9,2022-10-1
6113201,215,2,10,10,2022,2022-10-10,2022-10-1
6115707,2506,29,10,11,2022,2022-10-11,2022-10-1
6118349,2642,50,10,12,2022,2022-10-12,2022-10-1
6118357,8,20,10,13,2022,2022-10-13,2022-10-1
6120384,2027,30,10,14,2022,2022-10-14,2022-10-1
6122233,1849,0,10,15,2022,2022-10-15,2022-10-1
6122233,0,0,10,16,2022,2022-10-16,2022-10-1
6122754,521,35,10,17,2022,2022-10-17,2022-10-1
6124591,1837,47,10,18,2022,2022-10-18,2022-10-1
6126367,1776,37,10,19,2022,2022-10-19,2022-10-1
6126367,0,0,10,20,2022,2022-10-20,2022-10-1
6126367,0,0,10,21,2022,2022-10-21,2022-10-1
6131859,5492,49,10,22,2022,2022-10-22,2022-10-1
6132040,181,9,10,23,2022,2022-10-23,2022-10-1
6132167,127,5,10,24,2022,2022-10-24,2022-10-1
