mat_codigo,mfo_referencia,mat_descricao,mat_marca,Legenda,end_descricao,Est_Fisico,Est_Vendido,Est_Comprado,Disponivel
40037,20100201097609,AMERICANO JG COPO DE AGUA 190 ML,NADIR,Em linha,R04-B15-A00-P01,6846,456,0,6390
3010,102010021,AMERICANO COPO DE AGUA 190ML,NADIR,Em linha,R01-B13-A00-P01,61176,6000,41472,55176
40536,29100201243207    ,AMERICANO COPO C/ TAMPA E CANUDO 450 ML,NADIR,Em linha,R03-B10-A01-P03,493,0,0,493
3020,102310025,AMERICANO COPO DE APERITIVO 45 ML,NADIR,Em linha,R02-B22-A00-P01,11112,816,4104,10296
45233,51100201017411,AMERICANO XICARA CAFE C/ PIRES 90 ML,NADIR,Ponta de Estoque,R06-B24-A00-P01,1080,60,0,1020
31436,51100201015888,AMERICANO XICARA CAFE S/ PIRES 90 ML,NADIR,Em linha,R01-B04-A00-P03,1284,48,0,1236
28014,59100200981291,AMERICANO CANECA 270 ML,NADIR,Em linha,R02-B10-A00-P01,2232,360,0,1872
31437,42100201016223,AMERICANO TIGELA C/ TAMPA COLOR 150 ML ,NADIR,Promocao,R02-B13-A00-P01,5304,312,5712,4992
35580,41100201157923,AMERICANO TIGELA C/ TAMPA COLOR 350 ML,NADIR,Em linha,R04-B13-A00-P01,5904,732,6600,5172
55037,46100201476959,AMERICANO TIGELA C/ TAMPA COLOR 1 L,NADIR,Em linha,R03-B15-A00-P01,1932,564,4320,1368
35581,40100201146829,AMERICANO CJ TIGELA C/TPA COLOR 615 ML C/ 03 PCS,NADIR,Em linha,R04-B03-A00-P03,140,0,324,140
38056,15090201189546,AMERICANO JG TIGELAS C/ TAMPA 3PC,NADIR,Em linha,R04-B01-A01-P01,1164,12,0,1152
40535,54100201210018    ,"AMERICANO JARRA 1,2L",NADIR,Em linha,R01-B08-A00-P03,852,12,0,840
45226,20100201199154,COCA COLA JG C/6 AMERICANO COPO LINHA TEMPO 190 ML,NADIR,Em linha,R01-B06-A00-P02,208,0,0,208
38048,70500201184091,COPO COCA CONTOUR CRISTAL 470 ML,NADIR,Em linha,R03-B06-A01-P01,4908,84,0,4824
22234,78560200930312,BARONE TACA CHAMPANHE 190 ML,NADIR,Em linha,R03-B06-A01-P03,2244,60,0,2184
10461,78330200689688,IMPERATRIZ TACA P/ CHAMPAGNE 220 ML,NADIR,Em linha,R02-B10-A01-P01,2568,84,0,2484
9475,70330200635891,IMPERATRIZ TACA P/ AGUA 425 ML,NADIR,Em linha,R01-B03-A01-P01,2604,72,0,2532
9473,71330200635903,IMPERATRIZ TACA P/ VINHO TINTO 350 ML,NADIR,Em linha,R02-B06-A01-P02,1236,48,1584,1188
42170,J8010201237860,SM ROYAL TACA VINHO 320 ML,NADIR,Em linha,R08-B24-A00-P01,2700,96,0,2604
3954,78280200752149,WINDSOR TACA P/CHAMPAGNE 190 ML,NADIR,Em linha,R02-B05-A01-P02,1284,72,0,1212
3945,70280200758031,WINDSOR TACA P/AGUA 300 ML,NADIR,Em linha,R02-B10-A01-P03,96,24,1008,72
3947,107128012,WINDSOR TACA P/VINHO TINTO 250 ML,NADIR,Em linha,R02-B09-A01-P01,1764,48,0,1716
3953,107728010,WINDSOR TACA P/CERVEJA 330 ML,NADIR,Em linha,R02-B09-A01-P02,156,24,3024,132
11546,79280200728510,WINDSOR TACA P/ COQUETEL 380 ML,NADIR,Em linha,R02-B05-A01-P02,54,0,3024,54
16310,78630200897840,CELEBRA TACA DE CHAMPANHE 190 ML,NADIR,Promocao,R02-B08-A01-P02,4452,156,0,4296
28011,76510200962357,DUBLIN TACA CERVEJA GOURMET 400 ML,NADIR,Em linha,R01-B05-A01-P01,588,144,1800,444
39279,J7000201232241,SM BUFFET TACA AGUA 300 ML,NADIR,Em linha,R08-B15-A00-P01,7056,600,1728,6456
39281,J7010201232461,SM BUFFET TACA VINHO 260 ML,NADIR,Em linha,R09-B15-A00-P01,6120,672,0,5448
40545,J7000201252200,SM BUFFET JG C/ 6 COPO AGUA,NADIR,Em linha,R08-B22-A00-P01,174,6,0,168
9722,78340200570880,LIRIO TACA P/ CHAMPAGNE 180 ML,NADIR,Em linha,R01-B02-A01-P02,1116,12,0,1104
9930,70340200774250,LIRIO JG 06 PCS TACA P/ AGUA 365 ML  ,NADIR,Em linha,R03-B29-A00-P01,813,161,1260,652
9723,70340200570863 ,LIRIO TACA P/ AGUA 350 ML,NADIR,Em linha,R02-B27-A00-P01,1104,12,360,1092
9931,71340200774276,LIRIO JG 06 PCS TACA VINHO 250 ML,NADIR,Em linha,R03-B31-A00-P01,434,53,1344,381
9724,71340200570871,LIRIO TACA P/ VINHO 250 ML,NADIR,Em linha,R01-B01-A01-P03,3132,12,0,3120
51168,79480201438485,TAÇA GIN TONICA 600 ML JG C/ 4,NADIR,Em linha,R03-B09-A00-P02,624,50,2160,574
38062,79480201184551,TACA GIN TONICA 600 ML,NADIR,Em linha,R02-B30-A00-P01,3426,300,3744,3126
3929,107808072,GALLANT JG TACA FLAUTA 180 ML,NADIR,Em linha,R02-B04-A01-P01,421,18,0,403
3794,107808021,GALLANT TACA FLAUTA 180 ML,NADIR,Em linha,R03-B17-A00-P01,6348,180,0,6168
3745,107708027,GALLANT JG TACA DE AGUA 320 ML,NADIR,Em linha,R02-B03-A01-P01,58,0,0,58
3740,107708019,GALLANT TACA DE AGUA 320 ML,NADIR,Promocao,R03-B19-A00-P01,1980,12,0,1968
3735,70080200772801,GALLANT JG TACA DE VINHO TINTO 250 ML,NADIR,Em linha,R02-B01-A01-P03,22,2,168,20
3730,107008017,GALLANT TACA DE VINHO TINTO 250 ML,NADIR,Em linha,R03-B18-A00-P01,192,48,1440,144
3180,107702037,PAULISTA TACA DE CERVEJA 300 ML,NADIR,Em linha,R02-B18-A00-P01,2113,264,1512,1849
3190,70020200772123,PAULISTA JG TACA DE AGUA 250 ML,NADIR,Em linha,R02-B02-A01-P03,477,1,0,476
3150,107002027,PAULISTA TACA DE AGUA 250 ML,NADIR,Em linha,R02-B19-A00-P01,5040,96,5040,4944
7300,72040200773231,PAULISTA JG TACA PARA SORVETE C/ 03 PCS 400 ML,NADIR,Em linha,R02-B02-A01-P02,670,19,0,651
7299,107204010,PAULISTA TACA PARA SORVETE 400 ML,NADIR,Promocao,R02-B06-A01-P03,4368,24,0,4344
3160,107202018,PAULISTA TACA SOBREMESA 220 ML,NADIR,Em linha,R04-B04-A00-P02,3408,72,0,3336
40546,J4000201252226,SM CASUAL JG C/ 6 COPO AGUA,NADIR,Em linha,R09-B27-A00-P01,510,18,0,492
39282,J4000201232381,SM CASUAL TACA AGUA 260 ML,NADIR,Em linha,R08-B21-A00-P01,72,48,6120,24
39283,J4010201234896,SM CASUAL TACA VINHO 180 ML,NADIR,Em linha,R09-B26-A00-P01,4920,72,0,4848
39284,J4160201232073,SM FIRENZE COPO LONG DRINK 360 ML,NADIR,Em linha,R08-B26-A00-P01,3360,144,0,3216
39285,J4150201231812,SM FIRENZE COPO ROCKS 275 ML,NADIR,Em linha,R09-B25-A00-P01,4728,0,0,4728
45236,77320201338636,FLORIPA JG C/ 2 TACA CERVEJA DEC BRASAO 300 ML,NADIR,Em linha,R03-B03-A01-P01,774,0,0,774
34106,77320200762195,FLORIPA TACA CERVEJA DEC BRASAO 300 ML,NADIR,Em linha,R01-B07-A01-P01,2496,684,8568,1812
13033,72240200825109,CLUBE TACA SORVETE 400 ML,NADIR,Promocao,R03-B07-A01-P01,108,36,900,72
28012,00430200981478,MARINE TACA 340 ML,NADIR,Em linha,R01-B10-A00-P03,348,0,1200,348
29533,04430200981241,MARINE TACA SOBREMESA CRISTAL 300 ML,NADIR,Em linha,R01-B04-A01-P02,3120,0,0,3120
8225,00110200500101,BRISTOL TACA AGUA 340 ML,NADIR,Em linha,R01-B10-A00-P01,1080,0,0,1080
13209,21110200792722,BRISTOL COPO P/SUCO 200 ML,NADIR,Em linha,R03-B07-A01-P02,1464,0,0,1464
7317,25110200746259,BRISTOL COPO ROCKS 320 ML ,NADIR,Em linha,R01-B10-A01-P03,5268,12,0,5256
3976,59110200793952,BRISTOL CANECA P/CHOPP 340 ML,NADIR,Em linha,R03-B07-A00-P04,1320,36,0,1284
34105,59020200792714,TABERNA CANECA P/ CHOPP 600 ML,NADIR,Em linha,R03-B10-A00-P01,108,12,0,96
33245,59030201100046,OKTOBER CANECA P/ CHOPP 355 ML,NADIR,Em linha,R03-B07-A00-P02,624,12,0,612
3797,77010200625730,COPO CERVEJA/CHOPP CALDERETA 350 ML,NADIR,Em linha,R04-B02-A01-P02,684,0,0,684
3077,71010200625748,COPO CERVEJA/CHOPP CALDERETA 220 ML,NADIR,Em linha,R02-B35-A00-P01,1920,180,0,1740
45227,71010201323910,COPO CERVEJA/CHOPP CALDERETA BRAHMA 220 ML,NADIR,Em linha,R02-B07-A01-P01,2328,144,0,2184
7895,70200200755358,FREVO COPO CERVEJA 320 ML,NADIR,Em linha,R04-B06-A00-P02,1008,24,0,984
7896,71200200751197,FREVO COPO CERVEJA 220 ML,NADIR,Em linha,R01-B08-A01-P01,672,72,2400,600
8227,79090200509042,COPO CERVEJA/CHOPP MUNICH 500 ML,NADIR,Em linha,R03-B06-A01-P04,528,0,0,528
39287,J5070201230431,SM LAGER COPO 300ML,NADIR,Em linha,R09-B24-A00-P01,4152,504,0,3648
3250,77090200773484,COPO CERVEJA/CHOPP MUNICH JG 300 ML,NADIR,Em linha,R03-B09-A00-P01,342,0,144,342
3240,77090200764060,COPO CERVEJA/CHOPP MUNICH 300 ML,NADIR,Em linha,R02-B15-A00-P02,226,192,9072,34
3760,71090200771972,COPO CERVEJA MUNICHINHO JG 200 ML,NADIR,Em linha,R03-B08-A00-P01,243,0,0,243
3750,107109034,COPO CERVEJA MUNICHINHO 200 ML,NADIR,Em linha,R02-B16-A00-P01,19688,1440,4440,18248
45237,08310201150107,CJ 5 COPOS CERVEJAS ESPECIAIS,NADIR,Em linha,R04-B01-A01-P02,322,1,0,321
40548,J3060201252251,SM ARUBA JG C/ 6 COPO LONG DRINK,NADIR,Em linha,R09-B28-A00-P01,618,24,0,594
39273,J3050201234714,SM ARUBA COPO ROCKS 345 ML,NADIR,Em linha,R09-B21-A01-P01,2664,120,1716,2544
39277,J2580201237827,SM BROOKLYN COPO TUBO 300 ML,NADIR,Em linha,R09-B29-A00-P01,5280,48,0,5232
39274,J2560201237801,SM BROOKLYN COPO LONG DRINK,NADIR,Em linha,R08-B25-A00-P01,1536,240,0,1296
38052,77290201144452,OCA JG COPO LD 300ML 6PC  ,NADIR,Em linha,R03-B13-A00-P01,1284,198,0,1086
38051,77290201165034,OCA COPO 300 ML,NADIR,Em linha,R03-B10-A01-P01,1345,0,0,1345
7904,76290200531194,OCA COPO P/REFRESCO 400 ML,NADIR,Em linha,R01-B08-A00-P02,1032,24,0,1008
7902,75290200531186,OCA COPO P/WHISKI 330 ML,NADIR,Em linha,R03-B08-A01-P01,504,24,1560,480
56563,76640200898025,DUBAI COPO 480ML,NADIR,Em linha,R04-B07-A00-P02,1056,120,4440,936
40038,76040200769135,LIGTHS JG COPO LONG DRINK 410 ML,NADIR,Em linha,R03-B14-A00-P01,1500,186,384,1314
3033,107604035,LIGTHS COPO LONG DRINK 410 ML,NADIR,Em linha,R04-B08-A00-P02,1464,72,0,1392
3031,70040200747665,LIGHTS COPO DE AGUA 260 ML,NADIR,Promocao,R04-B07-A00-P01,2760,192,0,2568
7268,75040200758823,LIGHTS COPO ROCKS 290 ML,NADIR,Em linha,R01-B10-A01-P02,37416,0,0,37416
11103,73040200748828,LIGHTS TIGELA SOBREMESA 315 ML,NADIR,Em linha,R01-B10-A01-P01,960,0,0,960
55148,77040201144268,LIGTHS JG C/ 6 COPO 300 ML,NADIR,Em linha,R02-B34-A00-P01,9546,174,0,9372
40547,J2060201252269,SM MANCHESTER JG C/ 6 COPO AGUA,NADIR,Em linha,R08-B27-A00-P01,996,6,0,990
39288,J2060201237771,SM MANCHESTER COPO LONG DRINK 310 ML,NADIR,Em linha,R09-B23-A00-P01,17040,768,0,16272
3135,117600016,CYLINDER COPO LONG DRINK 350 ML,NADIR,Em linha,R04-B02-A00-P01,2304,0,0,2304
3038,107800020,CYLINDER COPO TUBO 320 ML,NADIR,Em linha,R01-B07-A01-P02,2160,0,0,2160
3035,77000200760982,CYLINDER COPO LONG DRINK 300 ML,NADIR,Em linha,R02-B32-A00-P01,2808,120,0,2688
3125,107505037,CYLINDER COPO ROCKS 320 ML,NADIR,Em linha,R01-B01-A00-P03,3072,0,0,3072
7888,76230200640462,ILHABELA LONG DRINK 400 ML,NADIR,Em linha,R01-B04-A01-P01,1644,0,0,1644
7303,79230200640471,ILHABELA PARA CAIPIROSKA 350 ML,NADIR,Em linha,R01-B02-A00-P03,156,12,1452,144
50433,77710201369643,PROSA COPO 300 ML,NADIR,Em linha,R03-B02-A01-P01,1608,48,0,1560
50434,77720201369635,POEMA COPO 300 ML,NADIR,Em linha,R03-B01-A01-P01,5952,24,0,5928
16384,16160200898084,MORINGA JARRA 500 ML C/ 02 PCS ,NADIR,Em linha,R01-B09-A01-P01,612,12,0,600
3046,27520200764844,VEGAS COPO LONG DRINK 330 ML,NADIR,Em linha,R04-B01-A00-P03,888,144,1536,744
3480,20520200635743,VEGAS COPO DE AGUA 240 ML,NADIR,Em linha,R04-B01-A00-P01,1608,24,2400,1584
3490,25520200635719,VEGAS COPO ROCKS 290 ML,NADIR,Em linha,R04-B01-A00-P02,1344,144,1080,1200
41122,26440201196324,CAIRO JG COPO 350 ML,NADIR,Em linha,R09-B18-A00-P01,3174,348,4320,2826
42152,26440201188332    ,CAIRO COPO 350 ML,NADIR,Em linha,R03-B23-A00-P01,47688,3912,22464,43776
42153,26450201193801    ,MARROCOS COPO 350ML,NADIR,Em linha,R09-B13-A00-P01,16680,2184,17280,14496
11547,77450200762742,BRISA COPO LONG DRINK C/ DETALHES 300 ML,NADIR,Em linha,R01-B03-A00-P01,2760,0,0,2760
3090,102606030,BAR COPO LONG DRINK 340 ML,NADIR,Em linha,R04-B05-A00-P01,2640,120,2880,2520
3070,102601054,BAR COPO LONG DRINK 260 ML,NADIR,Em linha,R04-B06-A00-P03,5208,72,4800,5136
3060,101800231,BAR COPO ROCKS 265 ML,NADIR,Em linha,R02-B33-A00-P01,8568,288,0,8280
3018,102148015,BAR COPO DE VINHO 150 ML,NADIR,Em linha,R02-B29-A00-P01,7128,240,0,6888
3050,30330100636480,BAR COPO DE APERITIVO 100 ML,NADIR,Promocao,R02-B21-A00-P01,5616,408,6144,5208
8237,54160100521236,JARRA BAR 780 ML,NADIR,Em linha,R03-B04-A01-P02,3828,216,864,3612
42171,54470201304840    ,"SM TANGO JARRA 1,5L",NADIR,Em linha,R09-B14-A00-P01,3078,582,3600,2496
56562,54230201348949,JARRA 1750 ML TROPICANA,NADIR,Em linha,R08-B28-A00-P01,1458,48,0,1410
42173,54460201300849    ,"SM ZUMBA JARRA C/ TAMPA 1,2L",NADIR,Em linha,R08-B20-A00-P01,6210,756,2520,5454
31446,54120201018000,"JARRA LADRILHO CRISTALINA C/TPA COLOR 1,2 LTS",NADIR,Em linha,R01-B04-A00-P02,696,6,0,690
12904,54180100571188,MARACATU JARRA 1500 ML,NADIR,Em linha,R03-B16-A00-P01,7128,1116,12000,6012
11992,13180200785733,MARACATU CJ REFRESCO C/ 05 PCS,NADIR,Em linha,R03-B27-A00-P01,1072,192,1280,880
55036,20490201514361,AMAZON JG C/ 6 COPO 190 ML,NADIR,Em linha,R03-B32-A00-P01,22040,1216,3840,20824
42174,J1360201304815,SM ZUMBA JG C/ 6 COPO CRISTALINO 270 ML,NADIR,Em linha,R08-B16-A00-P01,1505,912,35384,593
42163,J1160201304823,SM AURORA JG C/ 6 COPO CRISTALINO 270 ML,NADIR,Em linha,R08-B18-A00-P01,29232,992,7200,28240
42166,J1260201304831,SM NATURE JG C/ 6 COPO CRISTALINO 270 ML,NADIR,Em linha,R08-B17-A00-P01,1313,952,34976,361
11996,20210200946955,GINGA COPO INCOLOR JG C/ 6 PCS 265 ML,NADIR,Em linha,R04-B14-A00-P01,34528,520,0,34008
40035,20260200946971,LAGUNA COPO INCOLOR JG C/ 6 PCS 265 ML,NADIR,Em linha,R04-B16-A00-P01,35912,368,0,35544
8230,20180200946082,MARACATU COPO LOSANGO INCOLOR JG C/ 6 PCS 265 ML,NADIR,Em linha,R05-B13-A00-P01,34680,568,0,34112
8232,20190200946699,BATUQUE COPO TRIANGULO INCOLOR JG C/ 6 PCS 265 ML,NADIR,Em linha,R05-B14-A00-P01,37224,232,0,36992
51166,67591701426741,"OPALINE ASSADEIRA OVAL 1,4 L",NADIR,Em linha,R05-B09-A00-P02,444,6,144,438
51165,65591701426732,OPALINE ASSADEIRA OVAL 1 L,NADIR,Em linha,R05-B04-A00-P01,174,12,450,162
51164,63591701438549,OPALINE ASSADEIRA OVAL 600 ML,NADIR,Em linha,R05-B07-A00-P01,192,12,324,180
28029,55470200979781,OPALINE STEAK PRATO 26 CM,NADIR,Ponta de Estoque,R06-B24-A00-P02,1632,0,0,1632
28027,57440200847076,"OPALINE PETALA PRATO RASO 25,5 CMS",NADIR,Em linha,R03-B35-A00-P04,2088,1440,11424,648
33248,55490201096032,OPALINE PRATO SATURNO RASO 26 CMS,NADIR,Em linha,R02-B25-A00-P01,4308,252,0,4056
33247,53490201096016,OPALINE PRATO SATURNO SOREMESA 19 CMS,NADIR,Em linha,R04-B03-A00-P01,2928,48,0,2880
22238,42450200923876,"OPALINE SALADEIRA 13 X 5,5    390 ML",NADIR,Em linha,R02-B06-A00-P02,504,72,432,432
22243,58460200923833,OPALINE PRATO PLAZA FUNDO 21 CMS,NADIR,Em linha,R02-B08-A00-P02,1128,0,0,1128
14385,55430200904042,OPALINE MENU PRATO PESO CERTO 27 CMS,NADIR,Em linha,R02-B06-A00-P03,720,72,816,648
40550,55430200848781    ,OPALINE MENU PRATO 27 CMS,NADIR,Em linha,R02-B36-A00-P01,528,312,1632,216
14383,57430200847041,OPALINE MENU PRATO RASO 24 CMS,NADIR,Em linha,R02-B05-A00-P02,456,240,1152,216
14384,58430200847050,OPALINE MENU PRATO FUNDO 23 CMS,NADIR,Em linha,R02-B05-A00-P01,408,360,2160,48
40549,55450200848829    ,OPALINE BLANC PRATO 27 CMS,NADIR,Em linha,R02-B10-A00-P03,216,48,1632,168
22240,58450200922742,OPALINE BLANC PRATO  FUNDO 22 CMS,NADIR,Em linha,R02-B07-A00-P01,960,0,0,960
22239,53450200922700,OPALINE BLANC PRATO  SOBREMESA 19 CMS,NADIR,Em linha,R02-B07-A00-P04,840,48,0,792
55149,18210200984468,DIAMANTE APARELHO DE JANTAR 12PC,NADIR,Em linha,R04-B08-A00-P01,136,0,0,136
8568,58380200511601,DIAMANTE PRATO FUNDO,NADIR,Em linha,R02-B04-A00-P03,246,0,0,246
12413,57380200815293,DIAMANTE PRATO RASO,NADIR,Em linha,R02-B03-A00-P02,600,96,2880,504
12414,58380200814282,DIAMANTE PRATO FUNDO 22 CMS,NADIR,Em linha,R03-B26-A00-P01,40992,3168,102912,37824
45235,58310201001401,"PRIMAVERA JG C/ 6 PRATO FUNDO 22,4 CMS",NADIR,Em linha,R04-B09-A00-P01,696,0,0,696
30843,58310200981339,"PRIMAVERA PRATO FUNDO 22,4 CMS",NADIR,Em linha,R03-B21-A00-P01,24361,4536,35328,19825
11898,58290200779202,ACQUA PRATO FUNDO 22 CMS,NADIR,Em linha,R03-B25-A00-P01,11256,1344,3072,9912
9780,SM400031803N,"MARINEX TIGELA BELLA 25,5 X 9,7  3,1 LTS",NADIR,Em linha,R05-B05-A00-P02,438,18,288,420
9779,SM400031703N,"MARINEX TIGELA BELLA 22,8 X 8,8  2 LTS",NADIR,Em linha,R05-B09-A00-P01,1332,48,0,1284
9778,SM400031503N,"MARINEX TIGELA BELLA 17,4 X 7,1  01 LT",NADIR,Em linha,R06-B22-A01-P01,504,18,1200,486
9764,SM400000800N,"ASTRAL PRATO FUNDO 22,2 CMS",NADIR,Em linha,R06-B13-A00-P01,30072,1728,0,28344
38060,SM400000400N,"ASTRAL PRATO SOPA 19,6 CM",NADIR,Em linha,R01-B02-A00-P02,1152,0,0,1152
9766,SM400011400N,ASTRAL XICARA CHA C/ PIRES,NADIR,Em linha,R04-B10-A00-P01,2568,0,0,2568
9765,SM400011200N,ASTRAL XICARA CAFE C/PIRES,NADIR,Em linha,R04-B06-A01-P01,624,0,1296,624
10517,SM400010400N,ASTRAL XICARA CHA S/PIRES,NADIR,Em linha,R04-B08-A01-P01,2160,72,840,2088
10518,SM400010200N,ASTRAL XICARA CAFE S/PIRES,NADIR,Em linha,R04-B07-A01-P03,1272,48,0,1224
10235,59090200715891,DIVERSOS CANECA ASPEN 300 ML,NADIR,Em linha,R04-B03-A00-P02,2856,2472,2880,384
9768,SM400420200N,"ASTRAL TACA SOBREMESA 10,5 X 5   250 ML",NADIR,Em linha,R04-B10-A01-P01,7944,0,0,7944
3100,104401060,DIVERSOS SALADEIRA PEQUENA 170 ML,NADIR,Em linha,R03-B04-A01-P01,1392,0,7200,1392
8577,61120200803250,"SEMPRE RETANG 29X18,4X6,4   1,8 LTS",NADIR,Em linha,R03-B01-A00-P03,4668,900,3456,3768
8576,65120200802871,"SEMPRE RETANG 36,2X23X6,4   03 LTS",NADIR,Em linha,R03-B01-A00-P02,498,30,600,468
20118,63140200805052,"SEMPRE OVAL 30X18,8X6,1   1,6 LTS",NADIR,Em linha,R01-B01-A00-P01,702,0,0,702
8579,65140200805079,"SEMPRE OVAL 43X34X25    2,5 LTS",NADIR,Em linha,R03-B05-A00-P03,216,24,0,192
11113,68140200803188,"SEMPRE OVAL S/ TPA   39,6X27,6X7,3   04 LTS",NADIR,Em linha,R03-B06-A00-P01,258,0,0,258
9458,61110200802863,SEMPRE QD  16X16X5  730 ML,NADIR,Em linha,R03-B02-A00-P03,996,12,0,984
9459,63110200792773,"SEMPRE QD  20X20X6,3   1,5 LTS",NADIR,Em linha,R03-B05-A00-P01,702,6,330,696
17808,65130200805757,"SEMPRE ASSADEIRA QD  26,4X23,9X7,4  2,4 LTS  ",NADIR,Em linha,R03-B03-A00-P02,486,6,0,480
55155,65190200790858,SEMPRE TIGELA 1 L P/PREPARO,NADIR,Em linha,R02-B02-A00-P01,3732,456,1050,3276
8578,65170200805327,"SEMPRE RED  30,4X27,6X6,1   2,4 LTS",NADIR,Em linha,R03-B04-A00-P02,846,6,0,840
8711,61150200808481,"SEMPRE TERRINA 21X17,2X8,9  01 LT",NADIR,Em linha,R03-B01-A00-P01,336,6,0,330
9461,61120200829100,"SEMPRE RETANG C/TPA  29,5X18,8X6,7   1,8 LTS",NADIR,Em linha,R03-B03-A00-P03,1092,18,0,1074
9460,65120200829089,"SEMPRE RETANG C/TAMPA 3,0 LTS",NADIR,Em linha,R02-B24-A00-P01,1236,24,18,1212
20119,63140200829169,"SEMPRE OVAL C/ TPA  30,4X19,2X6,4  1,57 LTS",NADIR,Em linha,R01-B07-A00-P02,786,0,0,786
17809,65140200829151,"SEMPRE ASSADEIRA OVAL C/ TPA 36X22,8X6,9  2,5 LTS",NADIR,Em linha,R01-B09-A00-P01,138,0,180,138
9462,65170200829126,"SEMPRE RED C/TPA   30,8X27,8X6,4   2,4 LTS",NADIR,Em linha,R03-B04-A00-P01,474,0,0,474
8713,61110200828975,"SEMPRE QUAD C/TPA COLOR  16,6X16,6X5,4  700 ML",NADIR,Em linha,R03-B33-A00-P01,3276,1332,4536,1944
8714,63110200828991,"SEMPRE QUAD C/TPA COLOR  19,9X19,9X6,5   1,5 LTS",NADIR,Em linha,R03-B34-A00-P02,828,36,0,792
9062,65130200829020,"SEMPRE QUAD C/TPA COLOR  27,1X24,1X7,8   2,4 LTS",NADIR,Em linha,R03-B06-A00-P02,840,24,0,816
34108,64190200829193,"SEMPRE TIGELA P/PREPARO C/TPA COLOR 13,8X7 500 ML",NADIR,Em linha,R04-B05-A00-P02,5712,0,0,5712
11111,65190200829214,"SEMPRE TIGELA P/PREPARO C/TPA COLOR 17,3X8,5  1 LT",NADIR,Em linha,R03-B04-A00-P03,234,6,0,228
11556,67190200829185,"SEMPRE TIGELA P/PREPARO C/TPA COLOR 21,5X10  02 LT",NADIR,Em linha,R03-B02-A00-P01,174,0,0,174
6120,GD16229417N,"FORMA FILET. 28,3X25,4X4,7  1,6 LTS",NADIR,Em linha,R07-B18-A00-P01,1860,36,0,1824
5148,GD16228413N,"FORMA FILET. 25,7X22,8X4,7 1,3 LTS",NADIR,Em linha,R06-B23-A00-P01,2076,12,0,2064
7644,GD16538414N,"LASANHEIRA RET FUNDA  40,4X24,9X7    05 LTS",NADIR,Em linha,R07-B20-A00-P01,564,12,0,552
22229,65370200928634,"LASANHEIRA 36,0X22,0X7,0 CM  3,7 LTS",NADIR,Em linha,R05-B10-A00-P03,36,12,360,24
5157,GD16536417N,ASSADEIRA RET GD 394X229X50,NADIR,Em linha,R05-B07-A00-P03,228,12,270,216
5156,GD16534019N,"ASSADEIRA RET MD 34,6X20,9X5,2   2,2 LTS",NADIR,Em linha,R06-B17-A00-P01,780,18,0,762
5155,GD16532011N,"ASSADEIRA RET 29,6X17,8X5  1,6 LTS",NADIR,Em linha,R04-B05-A01-P02,612,0,0,612
5153,GD16495063N,"ASSADEIRA RED 26,3X5,8   2,4 LTS",NADIR,Em linha,R04-B03-A01-P03,390,0,0,390
5159,GD16662010N,"ASSADEIRA OVAL  35X24,2X6,4  3,2 LTS",NADIR,Em linha,R05-B08-A00-P02,624,6,0,618
5150,GD16345016N,"ASSADEIRA OVAL 30,2X21,2X6,3   2,4 LTS",NADIR,Em linha,R04-B06-A01-P02,504,0,0,504
7330,GD16343410N,"ASSADEIRA OVAL 262X181X60  1,6 LTS",NADIR,Em linha,R06-B18-A01-P01,1638,0,0,1638
5160,GD16664419N,"ASSADEIRA OVAL 39,5X27,5X66  04 LTS",NADIR,Em linha,R05-B02-A00-P03,282,0,0,282
5147,GD16222010N,"ASSADEIRA QUAD 24,8X22,1X5,2  1,8 LTS",NADIR,Em linha,R05-B08-A00-P01,408,0,0,408
7329,GD16221418N,"ASSADEIRA QUAD 20,5X18,2X5,0   1,1 LTS",NADIR,Em linha,R05-B04-A00-P03,690,6,0,684
34107,SM400030903N,"ASTRAL TIGELA  29,4 X 10,6  04 LTS",NADIR,Em linha,R05-B05-A00-P03,1224,24,0,1200
9774,SM400030803N,"ASTRAL TIGELA  26,5 X 10  03 LTS",NADIR,Em linha,R04-B10-A01-P02,480,0,0,480
9773,SM400030603N,"ASTRAL TIGELA  20,4 X 9    1,5 LTS",NADIR,Em linha,R04-B04-A01-P01,636,0,0,636
12154,GD16538265N,"LASANHEIRA C/ TAMPA  41,1X25,5X8,4  05 LTS",NADIR,Em linha,R07-B19-A00-P01,744,104,0,640
22228,65360200930283,"COLOR-ASSADEIRA RET C/TPA  39,5X24X5,3  2,9 LTS",NADIR,Em linha,R05-B07-A00-P02,438,12,0,426
8762,GD16534251N,"COLOR-ASSADEIRA RET C/TPA  34,9X21,6X5,4  2,2 LTS",NADIR,Em linha,R05-B04-A00-P02,330,12,0,318
8761,GD16532254N,"COLOR-ASSADEIRA RET C/TPA  30,1X18,4X5,2  1,6 LTS",NADIR,Em linha,R04-B04-A01-P03,366,0,0,366
8760,GD16495257N,"COLOR-ASSADEIRA RED C/TPA  26,3 X 5,8  2,4 LTS  ",NADIR,Em linha,R04-B09-A01-P02,360,18,0,342
8763,GD16662253N,"COLOR-ASSADEIRA OVAL C/TPA 35,7X25X6,7  3,2 LTS",NADIR,Em linha,R05-B08-A00-P03,348,6,0,342
