mat_codigo,mfo_referencia,mat_descricao,mat_marca,Legenda,end_descricao,Est_Fisico,Est_Vendido,Est_Comprado,Disponivel
56433,UZ545-ROSE,"PORTA SABONETE LIQUIDO METALIZADO - 7,5 X 13,5 CM",UZ UTILIDADES,Em linha,R45-B04-A01-P01,308,9,0,299
56431,UZ546-ROSE,"PORTA ALGODÃO / COTONETE METALIZADO - 7,5 X 12 CM",UZ UTILIDADES,Promocao,R44-B04-A01-P03,271,2,0,269
42296,UZ528-ROSE,PORTA SABONETE LIQ. PREMIUM ROSE TRANSL,UZ UTILIDADES,Promocao,R45-B03-A01-P03,341,4,0,337
42295,UZ526-ROSE,PORTA ESCOVA C/ TAMPA PREMIUM ROSE TRANSL,UZ UTILIDADES,Promocao,R45-B02-A01-P03,213,6,0,207
56435,UZ543-ONIX,"PORTA ESCOVA C/ TAMPA ONIX - 7,5 X 22 CM",UZ UTILIDADES,Promocao,R45-B07-A00-P02,172,8,160,164
56436,UZ545-ONIX,"PORTA SABONETE LIQUIDO ONIX - 7,5 X 13,5 CM",UZ UTILIDADES,Em linha,R45-B07-A01-P04,207,11,120,196
56434,UZ546-ONIX,"PORTA ALGODAO / COTONETE ONIX - 7,5 X 12,7 CM",UZ UTILIDADES,Promocao,R45-B07-A01-P01,237,5,0,232
37027,UZ522-PR,PORTA SABONETE LIQ. PREMIUM PRETO TRANSLUCIDO,UZ UTILIDADES,Promocao,R44-B01-A00-P02,459,49,0,410
37025,UZ520-PR,PORTA ESCOVA C/ TAMPA PREMIUM PRETO TRANS,UZ UTILIDADES,Promocao,R45-B05-A01-P01,201,56,150,145
56429,UZ538-PR,"PORTA ESCOVA C/ TAMPA FUME - 7,5 X 22 CM",UZ UTILIDADES,Em linha,R44-B03-A02-P02,37,2,120,35
56430,UZ540-PR,"PORTA SABONETE LIQUIDO FUME - 7,5 X 13,5 CM",UZ UTILIDADES,Em linha,R45-B07-A01-P02,275,0,0,275
56428,UZ541-PR,"PORTA ALGODÃO / COTONETE FUME - 7,5 X 12,7 CM",UZ UTILIDADES,Promocao,R44-B02-A01-P02,152,0,0,152
45342,UZ528-PRDR,PORTA SABONETE LIQ. PREMIUM PRETO / DOURADO,UZ UTILIDADES,Promocao,R44-B03-A01-P03,168,3,0,165
45343,UZ526-PRDR,PORTA ESCOVA C/ TAMPA PREMIUM PRETO /DOURADO,UZ UTILIDADES,Promocao,R44-B03-A00-P03,125,2,0,123
54874,UZ1847-TR,DISPENSER ALCOOL EM GEL 300 ML,UZ UTILIDADES,Promocao,R44-B01-A01-P02,233,5,0,228
37029,UZ532-PRDR,KIT HIGIENE PREMIUM PRETO DOURADO,UZ UTILIDADES,Promocao,R45-B08-A01-P01,63,0,0,63
57179,470450,SQUEEZE BODY 1L MICKEY,PLASDURAN,Lancamento,R47-B08-A01-P02,169,9,60,160
42182,470912,GARRAFA PET 700ML MICKEY MOUSE,PLASDURAN,Em linha,R47-B04-A02-P02,127,6,240,121
57178,470451,SQUEEZE BODY 1L MINNIE,PLASDURAN,Lancamento,R48-B06-A00-P03,215,6,0,209
42183,470913,GARRAFA PET 700ML MINNIE MOUSE,PLASDURAN,Em linha,R47-B09-A02-P02,142,18,240,124
42353,470893,GARRAFA PET SLEEVE 550 ML MINIE,PLASDURAN,Em linha,R48-B09-A01-P03,368,0,240,368
52506,470539,GARRAFA PET PARIS 600ML MICKEY,PLASDURAN,Promocao,R48-B06-A00-P01,923,36,0,887
35706,470866,GARRAFA PET SLEEVE 550 ML MICKEY MOUSE,PLASDURAN,Em linha,R47-B03-A02-P01,466,0,0,466
52507,470542,GARRAFA PET PARIS 600ML MINNIE,PLASDURAN,Promocao,R48-B08-A01-P02,908,42,0,866
19621,470801,GARRAFA SLEEVE 250 ML MICKEY MOUSE,PLASDURAN,Promocao,R48-B07-A00-P03,1246,22,150,1224
21565,441637,CANECA 400 ML MICKEY MOUSE ,PLASDURAN,Em linha,R48-B07-A01-P01,343,21,240,322
19622,470802,GARRAFA SLEEVE 250 ML MINNIE MOUSE,PLASDURAN,Promocao,R47-B06-A02-P01,1221,34,600,1187
21566,441638,CANECA 400 ML MINNIE MOUSE ,PLASDURAN,Em linha,R48-B07-A01-P02,655,29,0,626
51693,470921,GARRAFA PET 700ML PRINCESAS,PLASDURAN,Em linha,R47-B06-A00-P02,87,9,60,78
52511,470543,GARRAFA PET PARIS 600ML PRINCESAS,PLASDURAN,Promocao,R48-B07-A00-P01,633,20,0,613
42355,470888,GARRAFA PET SLEEVE 550 ML PRINCESAS,PLASDURAN,Em linha,R48-B06-A01-P01,381,21,0,360
19624,470804,GARRAFA SLEEVE 250 ML PRINCESAS ,PLASDURAN,Promocao,R47-B10-A00-P01,918,25,0,893
21569,441639,CANECA 400 ML PRINCESAS ,PLASDURAN,Em linha,R48-B07-A01-P03,330,35,0,295
51691,470922,GARRAFA PET 700ML MARVEL,PLASDURAN,Em linha,R47-B05-A00-P02,97,5,120,92
52508,470544,GARRAFA PET PARIS 600ML MARVEL,PLASDURAN,Promocao,R48-B07-A02-P01,603,20,0,583
42351,470892,GARRAFA PET SLEEVE 550 ML MARVEL,PLASDURAN,Em linha,R48-B06-A00-P02,526,9,0,517
28120,470814,GARRAFA SLEEVE 250 ML MARVEL COMICS,PLASDURAN,Promocao,R48-B06-A01-P03,817,47,900,770
51692,470928,GARRAFA PET 700ML FROZEN,PLASDURAN,Em linha,R48-B08-A02-P03,50,0,120,50
52509,470547,GARRAFA PET PARIS 600ML FROZEN 2,PLASDURAN,Promocao,R47-B08-A02-P02,530,12,0,518
42350,470998,GARRAFA PET SLEEVE 550 ML FROZEN,PLASDURAN,Em linha,R48-B06-A02-P03,269,0,0,269
24419,470812,GARRAFA SLEEVE 250 ML FROZEN,PLASDURAN,Promocao,R48-B06-A02-P03,1033,30,0,1003
46869,470930,GARRAFA PET 700 ML UNICORNIO,PLASDURAN,Em linha,R47-B08-A00-P02,244,3,0,241
39438,470899,GARRAFA PET SLEEVE 550 ML UNICORNIO,PLASDURAN,Promocao,R47-B08-A02-P01,930,6,0,924
39319,470800,GARRAFA SLEEVE 250 ML UNICORNIO,PLASDURAN,Em linha,R48-B06-A01-P02,988,73,870,915
40567,470139    ,COPO 220 ML UNICORNIO C/ALÇA E SOBRE TAMPA ,PLASDURAN,Em linha,R48-B10-A01-P02,1547,26,0,1521
38201,470138,COPO 220 ML KIDS C/ALÇA E SOBRE TAMPA ,PLASDURAN,Em linha,R48-B10-A00-P02,1319,18,0,1301
46878,470931,GARRAFA PET 700 ML PANDA,PLASDURAN,Em linha,R48-B09-A01-P02,317,5,0,312
17340,470351,GARRAFA SLEEVE 250 ML URSINHO ,PLASDURAN,Em linha,R48-B06-A02-P02,1687,82,0,1605
28124,470658,GARRAFA SLEEVE 250 ML SAFARI ,PLASDURAN,Em linha,R48-B05-A01-P03,779,130,1350,649
39317,470667 PP,GARRAFA SLEEVE 250 ML PALHAÇO MENINA,PLASDURAN,Em linha,R47-B04-A02-P03,1861,84,0,1777
39318,470666 PP,GARRAFA SLEEVE 250 ML PALHAÇO MENINO,PLASDURAN,Em linha,R48-B06-A02-P01,1365,64,240,1301
38211,470634,GARRAFA SLEEVE 250ML CIRCO,PLASDURAN,Em linha,R47-B10-A01-P01,1738,67,0,1671
39314,470635,GARRAFA SLEEVE 250 ML DOGS,PLASDURAN,Em linha,R47-B10-A01-P03,630,134,600,496
12214,440125,COPO 325 ML INFANTIL C/ TAMPA ,PLASDURAN,Em linha,R48-B08-A00-P01,1723,90,110,1633
22359,440108,COPO 250 ML BABY ,PLASDURAN,Em linha,R48-B09-A02-P01,1021,24,600,997
31379,470128,COPO 250 ML CHUQUINHA C/ SOBRE TAMPA,PLASDURAN,Em linha,R47-B06-A02-P02,778,36,420,742
14117,470124,COPO 250 ML CHUQUINHA,PLASDURAN,Promocao,R48-B10-A01-P03,672,42,300,630
48540,470581,GARRAFA PET 550 ML HIMALAIA LISA,PLASDURAN,Em linha,R48-B10-A02-P03,1947,106,0,1841
52514,470537,GARRAFA PET PARIS 600ML FRASES,PLASDURAN,Em linha,R48-B08-A01-P01,1442,56,500,1386
21676,430190,GARRAFA SLEEVE 550 ML ICE,PLASDURAN,Promocao,R47-B04-A00-P01,368,36,450,332
11133,470511,GARRAFA SQUEEZE 500 ML ESPORTIVA COLOR ,PLASDURAN,Promocao,R47-B06-A01-P01,868,55,720,813
29342,430282,GARRAFA SQUEEZE 400 ML RED (GALAOZINHO),PLASDURAN,Em linha,R48-B05-A01-P01,413,30,540,383
32131,430300,GARRAFA SQUEEZE 300 ML LISA ,PLASDURAN,Em linha,R47-B10-A00-P03,2569,12,1200,2557
51689,470593,GARRAFA PET APTAR C/ALÇA 600ML,PLASDURAN,Em linha,R48-B05-A02-P03,889,18,720,871
34146,430283,GARRAFA PET APTAR REDONDA 500 ML,PLASDURAN,Em linha,R48-B05-A02-P01,818,30,500,788
56665,470492,GARRAFA SQUEEZE 1L TRANSLUCIDA LISA,PLASDURAN,Em linha,R47-B09-A01-P01,1451,156,600,1295
56666,470491,GARRAFA SQUEEZE 1L FECHADA LISA,PLASDURAN,Em linha,R47-B09-A00-P01,1196,50,360,1146
56140,470469,GARRAFA SQUEEZE 750 ML TRANSLUCIDA LISA,PLASDURAN,Em linha,R48-B07-A02-P02,1681,140,360,1541
56139,470470,GARRAFA SQUEEZE 750 ML FECHADA LISA,PLASDURAN,Em linha,R48-B08-A01-P03,1522,43,0,1479
54949,470509,GARRAFA PET 700 ML MÃES,PLASDURAN,Em linha,R47-B07-A00-P01,1292,0,0,1292
54950,470605,GARRAFA PET PARIS 600ML MÃES,PLASDURAN,Em linha,R47-B08-A00-P03,1091,0,0,1091
57177,470452,SQUEEZE BODY 1L TIPOGRÁFICA,PLASDURAN,Lancamento,R47-B08-A00-P02,402,10,300,392
56663,470569,SQUEEZE PORTA COMPRIMIDO 700 ML,PLASDURAN,Em linha,R47-B09-A01-P02,389,50,0,339
56664,470570,SHAKEIRA PORTA COMPRIMIDO 750 ML,PLASDURAN,Em linha,R47-B09-A00-P02,117,27,60,90
51690,470597,SHAKEIRA PET C/TELA 900ML,PLASDURAN,Em linha,R48-B08-A02-P01,573,57,140,516
57180,470561,SHAKEIRA 520 ML TRIPLO COMPARTIMENTO,PLASDURAN,Lancamento,R47-B07-A01-P02,337,15,0,322
57176,470463,PORTA COMPRIMIDO,PLASDURAN,Lancamento,R47-B08-A01-P01,216,20,180,196
57175,470562,KIT C/ 20 PEÇAS GARRAFA PET 700 ML SORT,PLASDURAN,Lancamento,R47-B08-A01-P03,110,5,70,105
52020,470798,GARRAFA PET 700 ML FÉ,PLASDURAN,Em linha,R47-B03-A02-P03,1160,40,1000,1120
52021,470550,GARRAFA PET 700 ML FRASES,PLASDURAN,Em linha,R48-B08-A02-P02,511,17,120,494
45362,470914,GARRAFA PET 700 ML LONDON / PARIS,PLASDURAN,Em linha,R47-B03-A02-P02,706,18,0,688
45364,470920,GARRAFA PET 700 ML LISA,PLASDURAN,Em linha,R48-B09-A01-P01,571,14,0,557
49933,470591,GARRAFA PET ROCCI 700 ML,PLASDURAN,Promocao,R47-B10-A01-P02,1590,65,0,1525
48535,470948,GARRAFA PET 700 ML MONALISA,PLASDURAN,Em linha,R48-B09-A02-P02,326,41,200,285
34138,470853,GARRAFA PET ESPORTIVA BODY 1000 ML,PLASDURAN,Em linha,R48-B09-A00-P02,464,25,0,439
34147,470852,GARRAFA PET ESPORTIVA FITNESS 1000 ML,PLASDURAN,Em linha,R48-B10-A00-P01,1010,78,0,932
48536,470950,GARRAFA PET ESPORTIVA FITNESS 750 ML,PLASDURAN,Promocao,R47-B08-A00-P01,1589,47,0,1542
34139,470854,GARRAFA PET ESPORTIVA SHAKE 800 ML,PLASDURAN,Em linha,R48-B09-A00-P01,335,4,0,331
42348,470862,GARRAFA PET ESP FRESCH 750 ML,PLASDURAN,Em linha,R47-B04-A00-P02,254,3,0,251
35704,470873,GARRAFA PET ESPORT SUNNY C/ TUBO P/GELO 900 ML,PLASDURAN,Em linha,R47-B04-A02-P01,298,12,80,286
35705,430289,GARRAFA PET RED C/ ALCA E TUBO P/ GELO 1000 ML,PLASDURAN,Em linha,R47-B05-A00-P01,946,18,0,928
34154,430285,GARRAFA PET REDONDA 1000 ML,PLASDURAN,Em linha,R47-B05-A01-P01,1401,10,0,1391
34136,470855,GARRAFA PET ESP POWER C/TUBO DE GELO 650 ML,PLASDURAN,Em linha,R47-B09-A02-P03,319,12,80,307
34133,470833,GARRAFA PET ESP FRESCH C/TUBO DE GELO 550 ML,PLASDURAN,Em linha,R48-B08-A00-P03,3580,87,0,3493
34132,470838,GARRAFA PET ESP FORCE C/TUBO DE GELO 680 ML,PLASDURAN,Em linha,R48-B08-A00-P02,218,6,90,212
48537,445421,"JARRA RATTAN 1,6 L",PLASDURAN,Em linha,R47-B10-A02-P01,889,12,0,877
33135,430270,GARRAFA D'AGUA 02 LTS FRUTAS,PLASDURAN,Promocao,R47-B05-A02-P01,1413,9,0,1404
17345,430280,"GARRAFA D'AGUA 1,4 LTS FRUTAS",PLASDURAN,Em linha,R47-B06-A01-P02,296,0,240,296
39439,430206,"JARRA 1,7 LITROS TROPICAL",PLASDURAN,Promocao,R48-B10-A01-P01,378,15,0,363
13234,440103,COPO 450 ML GRADUADO C/ TAMPA ,PLASDURAN,Em linha,R48-B05-A02-P02,415,3,0,412
51695,440719,BISNAGA 350 ML KETCHUP,PLASDURAN,Em linha,R47-B06-A00-P01,1926,111,0,1815
51694,440720,BISNAGA 350 ML MAIONESE,PLASDURAN,Em linha,R47-B05-A01-P03,2174,195,0,1979
51696,440721,BISNAGA 350 ML MOSTARDA,PLASDURAN,Em linha,R47-B05-A01-P02,1384,36,0,1348
24412,435448,PORTA CONDIMENTOS REDONDO C/05 PCS - 28X6X8 CMS,PLASDURAN,Em linha,R47-B10-A00-P02,279,15,90,264
56141,470609,SABONETEIRA 450 ML LIQUIDA PARIS ALCOOL GEL,PLASDURAN,Promocao,R47-B05-A02-P02,396,6,0,390
54951,440301,SABONETEIRA 450 ML LIQUIDA PARIS,PLASDURAN,Promocao,R47-B07-A02-P01,931,12,0,919
11135,400404,SABONETEIRA 300 ML LIQUIDA BOLA,PLASDURAN,Promocao,R48-B10-A02-P01,571,16,0,555
9048,430055,KIT C/ 04 PCS DE FUNIL,PLASDURAN,Em linha,R47-B05-A00-P02,989,75,0,914
57181,441372,FLOREIRA C/ALCA PRETA Ø21 X 38 CM,PLASDURAN,Lancamento,R47-B07-A01-P01,757,193,2400,564
32132,400401,PULVERIZADOR 300 ML BOLA,PLASDURAN,Promocao,R48-B10-A02-P02,1339,27,0,1312
54952,440302,PULVERIZADOR 450 ML PARIS,PLASDURAN,Promocao,R47-B08-A02-P03,1181,30,0,1151
39440,470158,PULVERIZADOR 650 ML ALADIM,PLASDURAN,Em linha,R47-B09-A02-P01,4497,0,0,4497
10846,430150,PULVERIZADOR 550 ML GIRAFA,PLASDURAN,Promocao,R48-B10-A02-P03,1629,132,0,1497
38212,430160,PULVERIZADOR 780ML GIRAFÃO,PLASDURAN,Em linha,R47-B05-A02-P01,2542,0,0,2542
56673,6600451010.00,DISNEY SUQUEIRA 3500 ML - MICKEY,TIBA LINE,Em linha,R46-B07-A01-P02,81,0,0,81
56674,6071451007.00,DISNEY GARRAFA TURQUEZA MICKEY 1800 ML,TIBA LINE,Em linha,R46-B10-A00-P02,188,6,0,182
56672,4604,DISNEY POTE ESPAGUETE PARIS MICKEY 1 KG,TIBA LINE,Em linha,R45-B09-A02-P03,251,0,0,251
56667,4605,DISNEY POTE PARIS MICKEY 3000 ML,TIBA LINE,Em linha,R45-B09-A02-P02,226,0,0,226
56669,4600,DISNEY POTE PARIS MICKEY 2100 ML,TIBA LINE,Em linha,R46-B01-A00-P02,272,12,0,260
56668,4601,DISNEY POTE PARIS MICKEY 1600 ML,TIBA LINE,Em linha,R46-B06-A01-P03,199,18,0,181
56670,4602,DISNEY POTE PARIS MICKEY 1250 ML,TIBA LINE,Promocao,R46-B10-A00-P03,244,6,72,238
56671,4603,DISNEY POTE PARIS MICKEY 600 ML,TIBA LINE,Promocao,R46-B03-A00-P02,211,0,0,211
56682,5000,DISNEY BALEIRO 2400 ML MICKEY,TIBA LINE,Em linha,R45-B10-A00-P01,240,6,0,234
56681,6124,"DISNEY BALEIRO 1,6 L MICKEY",TIBA LINE,Em linha,R45-B10-A02-P02,124,18,0,106
56684,6030,DISNEY BALEIRO 850 ML MICKEY,TIBA LINE,Em linha,R45-B10-A02-P01,134,12,0,122
56683,6156,DISNEY BALEIRO 250 ML MICKEY,TIBA LINE,Em linha,R46-B01-A00-P02,200,0,0,200
51732,6819452001.00,DISNEY POTE MULTIUSO 500 ML - MICKEY/MINNIE,TIBA LINE,Promocao,R46-B06-A00-P01,125,8,240,117
57222,4403451002.00,FRASCO APLICADOR DT 60 ML - MICKEY,TIBA LINE,Lancamento,R47-B03-A00-P01,640,5,0,635
57220,4402451002.00,FRASCO PUMP 60 ML - MICKEY,TIBA LINE,Lancamento,R47-B03-A00-P03,892,0,0,892
57218,4400451002.00,FRASCO SPRAY 60ML - MICKEY,TIBA LINE,Lancamento,R47-B03-A00-P02,775,11,0,764
57221,4411451002.00,FRASCO APLICADOR FT 100 ML - MICKEY,TIBA LINE,Lancamento,R47-B03-A00-P04,952,0,0,952
57219,4410451002.00,FRASCO SPRAY 100ML - MICKEY,TIBA LINE,Lancamento,R47-B04-A01-P01,826,0,0,826
48562,6506451001.00,GARRAFA SQUEEZE BOLA 250 ML CARETAS,TIBA LINE,Em linha,R46-B05-A00-P02,1494,18,0,1476
56680,6666451001.00,SUQUEIRA 3500 ML FLORAL,TIBA LINE,Em linha,R46-B07-A00-P03,70,0,0,70
52575,6665452001.00,POTE PARIS 3000 ML FLORAL,TIBA LINE,Em linha,R46-B07-A01-P01,130,14,180,116
52571,6660452001.00,POTE PARIS 2100 ML FLORAL,TIBA LINE,Promocao,R46-B06-A01-P01,246,0,240,246
52573,6662452001.00,POTE PARIS 1250 ML FLORAL,TIBA LINE,Em linha,R46-B05-A00-P01,457,0,0,457
52572,6661452001.00,POTE PARIS 1600 ML FLORAL,TIBA LINE,Promocao,R46-B06-A01-P02,244,6,300,238
51734,6620451001.00,GARRAFA GRASSA 1200 ML,TIBA LINE,Em linha,R46-B01-A01-P02,188,0,0,188
51735,6618451001.00,GARRAFA SOTTILE 1200 ML,TIBA LINE,Em linha,R46-B01-A01-P01,136,0,0,136
32478,6205452001.00,POTE GALINHAS 3000 ML,TIBA LINE,Em linha,R47-B02-A01-P02,670,36,600,634
32474,6200452001.00,POTE GALINHAS 2100 ML,TIBA LINE,Em linha,R47-B01-A01-P01,414,64,0,350
32475,6201452001.00,POTE GALINHAS 1600 ML,TIBA LINE,Promocao,R46-B04-A01-P01,655,76,360,579
32476,6202452001.00,POTE GALINHAS 1250 ML,TIBA LINE,Em linha,R46-B03-A01-P01,467,94,360,373
32477,6203452001.01,POTE GALINHAS 600 ML,TIBA LINE,Em linha,R46-B04-A00-P02,527,12,0,515
9795,4605452001.01,POTE CORUJAS 3000 ML,TIBA LINE,Em linha,R47-B02-A01-P01,122,9,720,113
9794,4600452001.01,POTE CORUJAS 2100 ML,TIBA LINE,Promocao,R46-B08-A01-P02,579,4,120,575
9525,4601452001.01,POTE CORUJAS 1600 ML,TIBA LINE,Promocao,R46-B09-A01-P03,1371,46,120,1325
9526,4602452001.01,POTE CORUJAS 1250 ML,TIBA LINE,Em linha,R46-B03-A01-P02,543,40,420,503
9527,4603452001.01,POTE CORUJAS 600 ML,TIBA LINE,Em linha,R46-B07-A00-P01,383,18,0,365
34183,6301452001.00,POTE PET 1600 ML,TIBA LINE,Em linha,R47-B01-A00-P03,844,18,0,826
34184,6302452001.00,POTE PET 3000 ML,TIBA LINE,Em linha,R47-B02-A01-P03,1386,18,0,1368
20426,6124452001.00,"BALEIRO 1,6 LITROS",TIBA LINE,Em linha,R46-B08-A01-P01,586,26,0,560
11653,6030452001.00,BALEIRO 850 ML,TIBA LINE,Em linha,R46-B03-A01-P03,524,30,0,494
56678,4128,POTE ESPAGUETEIRA JADE - DEGRADÊ,TIBA LINE,Em linha,R47-B02-A00-P02,113,0,0,113
56677,4127,POTE JADE 1000 ML - DEGRADÊ,TIBA LINE,Em linha,R46-B08-A00-P03,138,0,0,138
39536,6148452001.00,POTE VENEZA 2.200 ML,TIBA LINE,Em linha,R46-B09-A00-P01,529,24,0,505
39535,6147452001.00,POTE VENEZA 1.600 ML,TIBA LINE,Em linha,R46-B05-A00-P03,449,48,0,401
51741,6632452001.00,POTE VENEZA 2.200 ML C/ TPA METALIZADA,TIBA LINE,Em linha,R46-B02-A00-P01,178,12,120,166
51740,6631452001.00,POTE VENEZA 1.600 ML C/ TPA METALIZADA,TIBA LINE,Em linha,R46-B01-A00-P03,220,36,120,184
20430,6140451001.00,GARRAFA CRISTAL 1200 ML,TIBA LINE,Promocao,R46-B03-A00-P03,493,24,0,469
12198,6061451001.00,GARRAFA SLIM 1200 ML,TIBA LINE,Promocao,R45-B08-A00-P01,1557,86,2100,1471
12199,6062451001.00,GARRAFA FAT 1200 ML,TIBA LINE,Promocao,R46-B08-A01-P03,566,67,2100,499
39530,6166451001.00,GARRAFA VENEZA 1.500 ML,TIBA LINE,Em linha,R46-B01-A01-P03,373,0,0,373
35609,6191451001.00,GARRAFA SPORT 650 ML,TIBA LINE,Promocao,R46-B06-A00-P03,1560,2,120,1558
56679,6627,GARRAFA VENEZA 350 ML,TIBA LINE,Em linha,R45-B09-A02-P01,224,0,0,224
12318,6074451001.00,GARRAFA SQUEEZE CINTURADA 600 ML,TIBA LINE,Em linha,R46-B10-A01-P01,1376,54,0,1322
45406,6611451001.00,JARRA VENEZA C/ TAMPA 1800 ML,TIBA LINE,Em linha,R46-B02-A01-P01,204,6,0,198
45407,6612451001.00,JARRA VALSA C/ TAMPA 1800 ML,TIBA LINE,Em linha,R46-B04-A00-P01,1160,12,0,1148
8193,4130451001.00,FRASCO RUBI 1800 ML,TIBA LINE,Promocao,R46-B10-A00-P01,634,18,120,616
9528,2021451001.00,FRASCO SAFIRA 1500 ML,TIBA LINE,Promocao,R46-B05-A01-P03,577,12,0,565
8194,2080451001.00,FRASCO ESMERALDA 1500 ML,TIBA LINE,Promocao,R46-B05-A01-P02,375,12,540,363
8205,4261451001.00,FRASCO PEROLA 2000 ML,TIBA LINE,Promocao,R45-B09-A00-P01,2201,93,2100,2108
56203,6360452001.00,ORGANIZA MULTIDOSADOR 160 ML,TIBA LINE,Em linha,R46-B10-A01-P03,502,0,0,502
56204,6362452001.00,ORGANIZA MULTIDOSADOR 350 ML,TIBA LINE,Em linha,R46-B10-A01-P02,206,12,240,194
56202,6670452001.00,ORGANIZA MULTIUSO 160 ML,TIBA LINE,Em linha,R46-B04-A01-P02,610,0,0,610
56201,6672452001.00,ORGANIZA MULTIUSO 350 ML,TIBA LINE,Em linha,R46-B04-A01-P03,348,0,120,348
56200,6674452001.00,ORGANIZA MULTIUSO 540 ML,TIBA LINE,Em linha,R46-B04-A01-P04,417,0,0,417
56199,4340451001.00,RALADOR DUPLA FACE,TIBA LINE,Em linha,R46-B05-A01-P01,1287,0,0,1287
56210,4430451001.00,FRASCO SPRAY 240 ML - POÁ,TIBA LINE,Em linha,R47-B01-A00-P01,645,48,0,597
56211,4432451002.00,FRASCO PUMP 240 ML - POÁ,TIBA LINE,Em linha,R46-B09-A01-P01,639,48,0,591
56205,4400451001.00,FRASCO SPRAY 60 ML - POÁ,TIBA LINE,Em linha,R47-B01-A01-P02,1000,6,0,994
56207,4402451001.00,FRASCO PUMP 60 ML - POÁ,TIBA LINE,Em linha,R46-B04-A00-P03,1178,0,0,1178
56206,4403451001.00,FRASCO APLICADOR DT 60 ML - POÁ,TIBA LINE,Em linha,R47-B01-A01-P03,3280,0,0,3280
56209,4410451001.00,FRASCO SPRAY 100 ML - HIGIENE,TIBA LINE,Em linha,R46-B03-A00-P01,931,30,0,901
56208,4411451001.00,FRASCO APLICADOR FT 100 ML - HIGIENE,TIBA LINE,Em linha,R46-B02-A00-P01,602,5,240,597
16460,7000456002.00,PORTA CONDIMENTOS C/ 02 PCS 200 ML,TIBA LINE,Em linha,R46-B08-A00-P01,719,36,120,683
11089,7001456001.00,PORTA CONDIMENTOS C/ 02 PCS 500 ML,TIBA LINE,Em linha,R46-B07-A00-P02,1602,36,0,1566
42270,6505451001.00,PULVERIZADOR GIRAFA GRADUADO 550ML,TIBA LINE,Em linha,R46-B02-A01-P02,10705,0,0,10705
10294,5100451001.00,PULVERIZADOR 500 ML,TIBA LINE,Em linha,R46-B09-A01-P02,12479,0,0,12479
20425,6123451001.00,PULVERIZADOR BOLA 500 ML,TIBA LINE,Em linha,R47-B02-A00-P01,739,0,0,739
11837,6031451001.00,PULVERIZADOR BOLA 300 ML,TIBA LINE,Em linha,R46-B01-A00-P01,2484,10,0,2474
57211,6615452001.00,"VASO SEVILHA Ø14,5 X 28 CM ",TIBA LINE,Lancamento,R47-B03-A01-P03,556,6,120,550
57210,6613452001.00,"VASO VALÊNCIA Ø14,5 X 28 CM ",TIBA LINE,Lancamento,R47-B04-A00-P03,424,6,0,418
57216,6687452001.00,VASO GIRONA Ø14 X 20 CM ,TIBA LINE,Lancamento,R46-B08-A00-P02,843,12,120,831
57214,6682452001.00,VASO VALENCIA 790ML ,TIBA LINE,Lancamento,R47-B04-A01-P03,331,24,0,307
57215,6684452001.00,VASO SEVILHA 690ML ,TIBA LINE,Lancamento,R47-B03-A01-P01,787,36,120,751
57213,6646452001.00,"VASO FLORENÇA Ø10,5 X 10,3 CM ",TIBA LINE,Lancamento,R47-B04-A01-P02,321,36,180,285
17260,1714,GAVETEIRO PRETO C/03 GAVETAS PRATA - 46X33X53 CMS ,PLASNEW,Em linha,R49-B08-A02-P01,29,0,0,29
49948,71,CABIDE PRETO C/ 15 PCS,PLASNEW,Em linha,R48-B04-A00-P03,323,0,0,323
10404,69,CABIDE PRETO C/ 05  PCS,PLASNEW,Em linha,R50-B01-A00-P01,1839,40,0,1799
12257,7080,BALDE OVAL GRADUADO 8 LTS TRANS,PLASNEW,Em linha,R50-B02-A01-P03,404,25,0,379
12258,7135,"BALDE OVAL GRADUADO 13,5 LTS TRANS",PLASNEW,Em linha,R48-B03-A00-P01,338,20,0,318
12259,7018,BALDE OVAL GRADUADO 18 LTS TRANS,PLASNEW,Em linha,R48-B02-A00-P01,310,12,0,298
10413,177,"BALDE RETANGULAR 12,8 LTS",PLASNEW,Em linha,R48-B04-A01-P03,542,55,0,487
56571,201,BALDE 5L PRETO,PLASNEW,Em linha,R48-B01-A00-P02,218,10,0,208
7518,179,"BALDE 7,4 LTS",PLASNEW,Em linha,R50-B02-A00-P03,420,5,0,415
7519,180,"BALDE 13,6 LTS",PLASNEW,Em linha,R49-B09-A01-P04,444,0,0,444
7687,185,BALDE 20 LTS,PLASNEW,Em linha,R49-B09-A00-P02,194,0,0,194
49947,708,"CJ BACIA C/ 4 PC (1,3L-2,3L-4L-5L)",PLASNEW,Em linha,R49-B06-A02-P03,954,0,0,954
11504,36,BACIA OVAL 33 LTS,PLASNEW,Em linha,R48-B05-A00-P01,160,6,30,154
11505,37,BACIA OVAL 54 LTS,PLASNEW,Em linha,R49-B09-A00-P01,146,11,60,135
7520,178,BALDE CONCRETO GRADUADO 12 LTS,PLASNEW,Em linha,R48-B03-A00-P03,382,0,0,382
57184,292,LIXEIRA 8L INOX,PLASNEW,Lancamento,R49-B10-A01-P03,880,0,0,880
57183,392,LIXEIRA TAMPA MOVEL 8L INOX,PLASNEW,Lancamento,R48-B05-A00-P01,1384,3,0,1381
