codigo_ocorrencia 1,ocorrencia_classificacao,ocorrencia_uf,ocorrencia_dia,ocorrencia_hora,total_recomendacoes,ocorrencia_saida_pista,ocorrencia_tipo,aeronave_registro_categoria,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_ano_fabricacao,aeronave_fase_operacao,aeronave_assentos
66878,INCIDENTE,RS,6/11/2017,13:30:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,LEVE,2000,CORRIDA APÓS POUSO,6
66879,INCIDENTE,MT,6/10/2017,20:05:00,0,NÃO,VAZAMENTO DE OUTROS FLUIDOS,AVIÃO,PRIVADA,NENHUM,2002,CRUZEIRO,6
66880,ACIDENTE,RR,6/14/2017,18:00:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,NÃO REGULAR,***,1974,CRUZEIRO,6
66881,INCIDENTE,PA,6/15/2017,17:00:00,0,NÃO,OUTROS,AVIÃO,PRIVADA,NENHUM,2005,CORRIDA APÓS POUSO,6
66891,ACIDENTE,RR,6/14/2017,20:20:00,0,NÃO,OUTROS,HELICÓPTERO,PRIVADA,NENHUM,2009,PAIRADO,6
66895,INCIDENTE,MG,6/15/2017,18:17:00,0,NÃO,OUTROS,AVIÃO,PRIVADA,***,1985,APROXIMAÇÃO FINAL,9
66903,INCIDENTE,TO,6/13/2017,9:29:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,2002,CORRIDA APÓS POUSO,6
66907,INCIDENTE GRAVE,MT,6/19/2017,14:25:00,0,NÃO,PANE SECA,AVIÃO,PRIVADA,LEVE,1985,CRUZEIRO,1
66911,ACIDENTE,RR,6/21/2017,21:00:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2013,ESPECIALIZADA,5
66916,INCIDENTE,SP,4/17/2017,4:16:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,1980,CRUZEIRO,75
66922,INCIDENTE,PR,6/24/2017,20:00:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,2013,APROXIMAÇÃO FINAL,2
66924,INCIDENTE,MG,6/25/2017,19:12:00,0,NÃO,OUTROS,ULTRALEVE,PRIVADA,LEVE,2003,APROXIMAÇÃO FINAL,6
66925,ACIDENTE,GO,6/25/2017,13:00:00,0,NÃO,OUTROS,AVIÃO,PRIVADA,SUBSTANCIAL,1970,POUSO,8
66934,INCIDENTE,RO,5/13/2017,4:47:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,1973,CORRIDA APÓS POUSO,2
66937,INCIDENTE,SP,6/28/2017,11:35:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,LEVE,1980,CORRIDA APÓS POUSO,52
66952,INCIDENTE,PA,7/4/2017,15:25:00,0,NÃO,PERDA DE COMPONENTE EM VOO,AVIÃO,REGULAR,LEVE,1986,DESCIDA,6
66953,ACIDENTE,RR,7/3/2017,15:00:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,TÁXI AÉREO,DESTRUÍDA,1977,DECOLAGEM,6
66957,INCIDENTE,SP,6/30/2017,11:30:00,0,NÃO,AERONAVE ATINGIDA POR OBJETO,HELICÓPTERO,POLICIAL,LEVE,2009,ESPECIALIZADA,4
66962,ACIDENTE,SP,7/4/2017,20:20:00,0,SIM,POUSO LONGO,AVIÃO,PRIVADA,SUBSTANCIAL,1995,CORRIDA APÓS POUSO,4
66970,INCIDENTE,MA,7/9/2017,11:00:00,0,NÃO,POUSO EM LOCAL NÃO PREVISTO,AVIÃO,TÁXI AÉREO,NENHUM,1979,CRUZEIRO,5
66971,ACIDENTE,RJ,7/5/2017,14:20:00,0,NÃO,COLISÃO COM AVE,HELICÓPTERO,PRIVADA,SUBSTANCIAL,2012,CRUZEIRO,6
66972,ACIDENTE,PR,7/9/2017,16:15:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,PRIVADA,SUBSTANCIAL,1995,CORRIDA APÓS POUSO,6
66973,INCIDENTE,SP,7/9/2017,23:30:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,NENHUM,1990,POUSO,11
66974,INCIDENTE,AM,7/9/2017,13:45:00,0,NÃO,COM PARA-BRISAS / JANELA / PORTA,AVIÃO,TÁXI AÉREO,NENHUM,1996,DECOLAGEM,4
66977,INCIDENTE GRAVE,SC,7/10/2017,17:55:00,1,SIM,COM TREM DE POUSO,AVIÃO,PRIVADA,LEVE,1970,CORRIDA APÓS POUSO,6
66979,ACIDENTE,MT,7/8/2017,15:00:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,1972,SUBIDA,3
66980,INCIDENTE,RS,7/11/2017,3:10:00,0,NÃO,VAZAMENTO DE OUTROS FLUIDOS,AVIÃO,REGULAR,NENHUM,1976,SAÍDA IFR,NULL
66987,ACIDENTE,SP,7/11/2017,20:10:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2014,ESPECIALIZADA,2
66988,INCIDENTE,SC,7/7/2017,19:05:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,INSTRUÇÃO,NENHUM,1981,ARREMETIDA NO AR,6
66989,INCIDENTE,PR,7/9/2017,17:11:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,LEVE,1972,CORRIDA APÓS POUSO,6
66991,INCIDENTE,GO,7/1/2017,20:30:00,0,NÃO,TRÁFEGO AÉREO,AVIÃO,PRIVADA,NENHUM,1974,DECOLAGEM,2
67003,INCIDENTE,SC,7/13/2017,21:15:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,INSTRUÇÃO,LEVE,1980,CORRIDA APÓS POUSO,4
67005,INCIDENTE,PR,7/15/2017,15:20:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,2011,CORRIDA APÓS POUSO,172
67008,INCIDENTE,SP,7/17/2017,14:30:00,0,NÃO,OUTROS,AVIÃO,REGULAR,NENHUM,0,TÁXI,75
67009,INCIDENTE,PR,6/26/2017,14:08:00,0,NÃO,INCURSÃO EM PISTA,AVIÃO,REGULAR,NENHUM,2011,APROXIMAÇÃO FINAL,10
67010,INCIDENTE,RJ,6/3/2017,16:33:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,TÁXI AÉREO,NENHUM,1979,SUBIDA,1
67011,ACIDENTE,PR,7/17/2017,11:00:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,SUBSTANCIAL,1992,POUSO,21
67022,INCIDENTE,RJ,7/17/2017,18:00:00,0,NÃO,VAZAMENTO DE OUTROS FLUIDOS,HELICÓPTERO,NÃO REGULAR,NENHUM,2013,CRUZEIRO,75
67028,INCIDENTE,MG,7/17/2017,19:00:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2012,DECOLAGEM,173
67034,INCIDENTE,CE,7/19/2017,13:57:00,0,NÃO,OUTROS,AVIÃO,REGULAR,LEVE,NULL,ESTACIONAMENTO,4
67038,INCIDENTE,RJ,7/21/2017,13:00:00,0,NÃO,COM ROTOR,HELICÓPTERO,TÁXI AÉREO,LEVE,2006,CRUZEIRO,7
67040,ACIDENTE,PR,7/21/2017,15:40:00,2,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,1979,SUBIDA,166
67047,INCIDENTE,SP,7/16/2017,3:09:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,REGULAR,NENHUM,2002,SUBIDA,8
67048,INCIDENTE,SP,7/25/2017,8:43:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,1980,CORRIDA APÓS POUSO,6
67053,INCIDENTE,CE,7/25/2017,12:43:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,1975,POUSO,2
67054,ACIDENTE,MG,7/24/2017,19:00:00,0,NÃO,FALHA DO MOTOR EM VOO,ULTRALEVE,PRIVADA,DESTRUÍDA,1999,DESCIDA,125
67055,INCIDENTE,PR,7/24/2017,17:00:00,0,NÃO,OUTROS,AVIÃO,REGULAR,LEVE,2012,CORRIDA APÓS POUSO,4
67058,ACIDENTE,MT,7/20/2017,11:09:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,DESTRUÍDA,2000,DECOLAGEM,4
67066,ACIDENTE,SP,7/27/2017,18:43:00,0,SIM,POUSO LONGO,AVIÃO,PRIVADA,SUBSTANCIAL,1973,POUSO,6
67068,ACIDENTE,SP,7/30/2017,19:36:00,0,NÃO,FOGO EM VOO,BALÃO,EXPERIMENTAL,SUBSTANCIAL,1988,CRUZEIRO,NULL
67075,INCIDENTE GRAVE,RS,7/28/2017,17:05:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,LEVE,NULL,CRUZEIRO,141
67077,INCIDENTE,RJ,8/1/2017,4:45:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,AVIÃO,REGULAR,LEVE,2010,OUTRA FASE,129
67078,INCIDENTE,PR,7/26/2017,13:47:00,0,NÃO,COM TREM DE POUSO,AVIÃO,REGULAR,NENHUM,2008,APROXIMAÇÃO FINAL,184
67086,INCIDENTE,SP,8/1/2017,22:32:00,0,NÃO,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,AVIÃO,REGULAR,NENHUM,2006,SUBIDA,6
67096,INCIDENTE,SP,8/3/2017,11:30:00,0,NÃO,COLISÃO COM AVE,AVIÃO,PRIVADA,LEVE,2006,APROXIMAÇÃO FINAL,4
67098,INCIDENTE GRAVE,SP,8/2/2017,21:10:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,PRIVADA,NENHUM,1982,CORRIDA APÓS POUSO,6
67100,ACIDENTE,PA,8/1/2017,21:00:00,0,SIM,COM TREM DE POUSO,AVIÃO,PRIVADA,SUBSTANCIAL,1979,DECOLAGEM,NULL
67101,INCIDENTE,PR,8/5/2017,15:15:00,0,NÃO,VAZAMENTO DE OUTROS FLUIDOS,AVIÃO,PRIVADA,NENHUM,2015,SUBIDA,7
67114,ACIDENTE,AM,8/6/2017,21:00:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,***,1984,CRUZEIRO,6
67118,INCIDENTE GRAVE,MG,8/8/2017,12:50:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,POLICIAL,SUBSTANCIAL,1975,POUSO,153
67119,INCIDENTE,PR,8/3/2017,12:43:00,0,NÃO,VAZAMENTO DE OUTROS FLUIDOS,AVIÃO,REGULAR,NENHUM,2001,CORRIDA APÓS POUSO,4
67121,INCIDENTE,GO,8/4/2017,14:45:00,0,NÃO,OUTROS,AVIÃO,PRIVADA,LEVE,2003,CORRIDA APÓS POUSO,170
67127,INCIDENTE,DF,8/8/2017,2:16:00,0,NÃO,COM PESSOAL EM VOO,AVIÃO,REGULAR,NENHUM,0,DESCIDA,4
67129,INCIDENTE,PA,7/30/2017,14:15:00,0,NÃO,POUSO EM LOCAL NÃO PREVISTO,AVIÃO,PRIVADA,NENHUM,1953,DESCIDA,7
67136,INCIDENTE GRAVE,PA,8/8/2017,16:00:00,0,NÃO,COM TREM DE POUSO,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1982,CORRIDA APÓS POUSO,2
67137,ACIDENTE,GO,8/12/2017,20:30:00,0,NÃO,FALHA DO MOTOR EM VOO,ULTRALEVE,PRIVADA,SUBSTANCIAL,2010,DECOLAGEM,2
67139,INCIDENTE,GO,7/24/2017,10:00:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,LEVE,1993,DECOLAGEM,6
67140,INCIDENTE,AC,8/11/2017,2:15:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,LEVE,1992,CORRIDA APÓS POUSO,141
67142,INCIDENTE GRAVE,RJ,7/19/2017,11:55:00,0,NÃO,VOO CONTROLADO CONTRA O TERRENO,AVIÃO,REGULAR,NENHUM,2010,PROCEDIMENTO DE APROXIMAÇÃO IFR,7
67152,INCIDENTE GRAVE,RJ,8/17/2017,12:50:00,0,NÃO,COM HÉLICE,AVIÃO,ESPECIALIZADA,LEVE,1961,CRUZEIRO,113
67155,INCIDENTE,MT,8/10/2017,23:19:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,NENHUM,2009,DECOLAGEM,125
67158,INCIDENTE,GO,8/17/2017,19:35:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,NENHUM,2011,APROXIMAÇÃO FINAL,17
67159,INCIDENTE,BA,8/16/2017,18:25:00,0,NÃO,COLISÃO COM AVE,AVIÃO,TÁXI AÉREO,LEVE,1976,SUBIDA,NULL
67163,INCIDENTE,SP,8/20/2017,10:49:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,***,NENHUM,NULL,CRUZEIRO,1
77200,ACIDENTE,RS,12/30/2017,16:45:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,1973,SUBIDA,6
77202,INCIDENTE GRAVE,SP,12/29/2017,17:30:00,3,SIM,EXCURSÃO DE PISTA,AVIÃO,PRIVADA,LEVE,2008,CORRIDA APÓS POUSO,8
77203,INCIDENTE,TO,12/28/2017,6:30:00,0,NÃO,OUTROS,AVIÃO,PRIVADA,LEVE,2003,DECOLAGEM,4
77205,INCIDENTE,BA,12/27/2017,16:20:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,HELICÓPTERO,PRIVADA,NENHUM,2010,CRUZEIRO,1
77206,INCIDENTE GRAVE,GO,12/27/2017,9:15:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,AGRÍCOLA,LEVE,1976,CRUZEIRO,8
77208,INCIDENTE,RJ,12/26/2017,21:00:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,1977,POUSO,7
77209,INCIDENTE,SP,12/26/2017,14:16:00,0,NÃO,F.O.D.,HELICÓPTERO,PRIVADA,LEVE,2002,DESCIDA,21
77211,INCIDENTE,RJ,12/23/2017,13:15:00,0,NÃO,COM ROTOR,HELICÓPTERO,PRIVADA,LEVE,2013,DECOLAGEM,5
77213,INCIDENTE GRAVE,MG,12/23/2017,19:30:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,HELICÓPTERO,PRIVADA,LEVE,2013,DECOLAGEM,2
77230,INCIDENTE,PR,12/15/2017,15:27:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,INSTRUÇÃO,NENHUM,1978,CIRCUITO DE TRÁFEGO,4
77239,INCIDENTE,RS,12/13/2017,17:33:00,0,NÃO,COM PARA-BRISAS / JANELA / PORTA,AVIÃO,EXPERIMENTAL,LEVE,2011,SUBIDA,2
77244,INCIDENTE GRAVE,SP,12/11/2017,16:25:00,0,NÃO,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,LEVE,1960,POUSO,4
77245,INCIDENTE,SP,12/10/2017,11:52:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,NENHUM,2012,TÁXI,NULL
77247,INCIDENTE,SP,12/10/2017,13:30:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,PRIVADA,NENHUM,NULL,SUBIDA,7
77248,INCIDENTE GRAVE,GO,12/9/2017,9:30:00,1,NÃO,COM TREM DE POUSO,AVIÃO,NÃO REGULAR,LEVE,1981,CORRIDA APÓS POUSO,2
77249,INCIDENTE GRAVE,RS,12/9/2017,13:18:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,INSTRUÇÃO,LEVE,1988,CORRIDA APÓS POUSO,8
77250,INCIDENTE,BA,12/9/2017,17:30:00,0,NÃO,OUTROS,AVIÃO,PRIVADA,NENHUM,1999,TÁXI,2
77251,ACIDENTE,MG,12/9/2017,11:15:00,0,NÃO,FALHA DO MOTOR EM VOO,ULTRALEVE,PRIVADA,DESTRUÍDA,2009,DECOLAGEM,2
77252,ACIDENTE,MT,12/9/2017,13:30:00,0,NÃO,INDETERMINADO,ULTRALEVE,PRIVADA,DESTRUÍDA,2007,CRUZEIRO,6
77255,ACIDENTE,PA,12/8/2017,13:30:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,PRIVADA,SUBSTANCIAL,1985,APROXIMAÇÃO FINAL,11
77256,INCIDENTE,SC,12/7/2017,16:40:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,LEVE,1981,CORRIDA APÓS POUSO,8
77257,INCIDENTE,CE,12/7/2017,17:10:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,TÁXI AÉREO,NENHUM,1969,SUBIDA,125
77258,INCIDENTE,MG,12/6/2017,17:34:00,0,NÃO,FUMAÇA NA CABINE,AVIÃO,REGULAR,LEVE,2010,APROXIMAÇÃO FINAL,7
77259,ACIDENTE,SC,12/6/2017,11:53:00,1,NÃO,POUSO SEM TREM,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1980,POUSO,4
77264,ACIDENTE,SP,12/3/2017,15:00:00,0,NÃO,POUSO BRUSCO,AVIÃO,PRIVADA,SUBSTANCIAL,0,POUSO,4
77265,ACIDENTE,PR,12/3/2017,19:25:00,1,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,1960,SUBIDA,4
77267,ACIDENTE,MS,12/3/2017,20:45:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,PRIVADA,DESTRUÍDA,2007,DECOLAGEM,1
77271,ACIDENTE,PA,12/3/2017,11:20:00,3,SIM,COLISÃO COM FAUNA,AVIÃO,AGRÍCOLA,SUBSTANCIAL,1983,DECOLAGEM,182
77276,INCIDENTE GRAVE,DF,11/30/2017,8:40:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,AVIÃO,REGULAR,LEVE,2001,POUSO,4
77277,INCIDENTE GRAVE,MG,11/30/2017,12:30:00,0,NÃO,POUSO SEM TREM,AVIÃO,PRIVADA,LEVE,1980,POUSO,6
77278,ACIDENTE,PR,11/30/2017,18:24:00,1,NÃO,COM TREM DE POUSO,AVIÃO,PRIVADA,SUBSTANCIAL,1974,ARREMETIDA NO SOLO,0
77281,INCIDENTE GRAVE,SP,11/30/2017,21:33:00,0,NÃO,TRÁFEGO AÉREO,***,PRIVADA,NENHUM,0,CRUZEIRO,9
77285,INCIDENTE,RS,11/29/2017,21:35:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,***,PRIVADA,NENHUM,0,APROXIMAÇÃO FINAL,9
77288,INCIDENTE,PR,11/28/2017,15:30:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,TÁXI AÉREO,NENHUM,1985,PROCEDIMENTO DE APROXIMAÇÃO IFR,75
77289,INCIDENTE,BA,11/28/2017,0:00:00,0,NÃO,POUSO BRUSCO,AVIÃO,REGULAR,LEVE,2012,POUSO,10
77294,INCIDENTE,SP,11/27/2017,18:40:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,LEVE,1980,POUSO,6
77296,INCIDENTE,PR,11/27/2017,13:30:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,AVIÃO,PRIVADA,NENHUM,2009,PROCEDIMENTO DE APROXIMAÇÃO IFR,1
77297,INCIDENTE GRAVE,BA,11/26/2017,10:00:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,AGRÍCOLA,LEVE,2012,CORRIDA APÓS POUSO,184
77298,INCIDENTE,SC,11/26/2017,23:40:00,0,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,AVIÃO,REGULAR,LEVE,2008,POUSO,1
77299,ACIDENTE,BA,11/26/2017,12:30:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2011,MANOBRA,1
77301,ACIDENTE,SP,11/25/2017,11:30:00,1,SIM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2010,POUSO,7
77303,INCIDENTE,PR,11/25/2017,6:55:00,0,NÃO,FUMAÇA NA CABINE,AVIÃO,REGULAR,NENHUM,1978,CRUZEIRO,1
77304,ACIDENTE,MA,11/24/2017,9:40:00,2,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2004,CIRCUITO DE TRÁFEGO,6
77306,ACIDENTE,PA,11/23/2017,20:50:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,SUBSTANCIAL,1974,DESCIDA,125
77307,INCIDENTE,RS,11/23/2017,23:00:00,0,NÃO,OUTROS,AVIÃO,REGULAR,LEVE,2013,POUSO,7
77311,INCIDENTE,AM,11/21/2017,19:30:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,TÁXI AÉREO,NENHUM,1979,CRUZEIRO,8
77312,INCIDENTE,MG,11/20/2017,18:30:00,0,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,AVIÃO,PRIVADA,LEVE,1983,PARTIDA DO MOTOR,129
77314,INCIDENTE,RJ,11/19/2017,9:42:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2008,APROXIMAÇÃO FINAL,113
77315,INCIDENTE,RJ,11/19/2017,11:15:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,REGULAR,NENHUM,2010,DESCIDA,6
77316,ACIDENTE,SP,11/19/2017,12:10:00,1,SIM,EXCURSÃO DE PISTA,AVIÃO,PRIVADA,SUBSTANCIAL,2011,CORRIDA APÓS POUSO,0
77320,INCIDENTE GRAVE,PR,11/18/2017,2:47:00,3,SIM,POUSO LONGO,AVIÃO,REGULAR,NENHUM,2014,CORRIDA APÓS POUSO,4
77322,ACIDENTE,SP,11/18/2017,17:00:00,0,NÃO,OUTROS,AVIÃO,PRIVADA,SUBSTANCIAL,1984,OUTRA FASE,NULL
77323,INCIDENTE,ES,11/18/2017,21:59:00,0,NÃO,VAZAMENTO DE OUTROS FLUIDOS,AVIÃO,PRIVADA,NENHUM,NULL,CORRIDA APÓS POUSO,6
77324,ACIDENTE,PA,11/17/2017,17:15:00,0,SIM,PERDA DE CONTROLE NO SOLO,AVIÃO,PRIVADA,SUBSTANCIAL,1968,DECOLAGEM,1
77327,INCIDENTE,RN,11/16/2017,17:30:00,0,NÃO,COM HÉLICE,AVIÃO,AGRÍCOLA,LEVE,2016,CHEQUE DE MOTOR OU ROTOR,4
77329,INCIDENTE,SP,11/15/2017,21:15:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,NENHUM,1974,POUSO,0
77331,INCIDENTE GRAVE,MT,11/15/2017,12:30:00,0,NÃO,POUSO EM LOCAL NÃO PREVISTO,AVIÃO,PRIVADA,LEVE,0,CRUZEIRO,1
77333,ACIDENTE,SP,11/14/2017,21:15:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,INSTRUÇÃO,DESTRUÍDA,1966,MANOBRA,4
77337,INCIDENTE GRAVE,PB,11/13/2017,13:40:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,HELICÓPTERO,PRIVADA,LEVE,2007,TÁXI,2
77338,INCIDENTE,PR,11/13/2017,9:58:00,0,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,AVIÃO,PRIVADA,NENHUM,1971,CRUZEIRO,2
77345,ACIDENTE,PE,11/11/2017,12:50:00,0,NÃO,PERDA DE CONTROLE EM VOO,ULTRALEVE,EXPERIMENTAL,DESTRUÍDA,1990,CIRCUITO DE TRÁFEGO,NULL
77348,INCIDENTE,AC,11/11/2017,5:16:00,0,NÃO,COLISÃO COM AVE,AVIÃO,REGULAR,LEVE,NULL,DECOLAGEM,7
77349,ACIDENTE,RO,11/11/2017,20:40:00,0,NÃO,POUSO SEM TREM,AVIÃO,PRIVADA,SUBSTANCIAL,1981,POUSO,1
77351,ACIDENTE,RS,11/11/2017,0:00:00,0,SIM,EXCURSÃO DE PISTA,AVIÃO,AGRÍCOLA,SUBSTANCIAL,2011,DECOLAGEM,6
77352,INCIDENTE,MG,11/11/2017,16:48:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,1984,POUSO,6
77353,ACIDENTE,CE,11/10/2017,15:43:00,2,NÃO,OPERAÇÃO A BAIXA ALTITUDE,HELICÓPTERO,POLICIAL,SUBSTANCIAL,2001,ESPECIALIZADA,0
77354,ACIDENTE,GO,11/10/2017,16:27:00,1,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,PRIVADA,DESTRUÍDA,2015,DECOLAGEM,9
77357,INCIDENTE,BA,11/9/2017,14:15:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,TÁXI AÉREO,NENHUM,1988,CRUZEIRO,4
77360,ACIDENTE,PR,11/7/2017,21:35:00,0,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,HELICÓPTERO,PRIVADA,SUBSTANCIAL,2010,DECOLAGEM,6
77364,INCIDENTE,MG,11/6/2017,19:10:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,POLICIAL,LEVE,1974,CORRIDA APÓS POUSO,0
77368,INCIDENTE,PR,11/5/2017,16:38:00,0,NÃO,ESTOURO DE PNEU,***,PRIVADA,LEVE,0,DECOLAGEM,7
77371,ACIDENTE,AM,11/2/2017,19:30:00,1,SIM,ESTOURO DE PNEU,AVIÃO,TÁXI AÉREO,SUBSTANCIAL,1979,DECOLAGEM,2
77375,INCIDENTE GRAVE,RS,11/2/2017,19:30:00,0,NÃO,PANE SECA,ULTRALEVE,PRIVADA,LEVE,2004,CRUZEIRO,6
77377,INCIDENTE,ES,10/31/2017,21:18:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,1981,POUSO,6
77378,INCIDENTE GRAVE,MG,10/31/2017,20:43:00,0,SIM,POUSO LONGO,AVIÃO,PRIVADA,LEVE,2009,CORRIDA APÓS POUSO,NULL
77386,ACIDENTE,RS,10/29/2017,11:00:00,0,NÃO,PERDA DE CONTROLE EM VOO,AVIÃO,EXPERIMENTAL,DESTRUÍDA,NULL,CRUZEIRO,6
77388,INCIDENTE,SP,10/29/2017,18:25:00,0,NÃO,ESTOURO DE PNEU,AVIÃO,PRIVADA,LEVE,2013,CORRIDA APÓS POUSO,6
77391,ACIDENTE,GO,10/28/2017,11:55:00,3,SIM,POUSO LONGO,AVIÃO,POLICIAL,SUBSTANCIAL,1972,POUSO,1
77394,INCIDENTE,RS,10/26/2017,19:00:00,0,NÃO,FALHA DO MOTOR EM VOO,AVIÃO,AGRÍCOLA,NENHUM,2011,SUBIDA,141
