Restaurante;Cidade;Estado;N’vel;Produto;Codigo;Valor Atual; Ano; Tipo;dummie
Tullipi;Sao Paulo;Sao Paulo;A;SOPA;208;27.30;2018;Refeicao/Sobremessa;0
Tullipi;Sao Paulo;Sao Paulo;A;SOPA FILET MIGNON;213;38.50;2018;Refeicao/Sobremessa;0
Tullipi;Sao Paulo;Sao Paulo;A;SOPA FRANGO GRELHADO;210;36.40;2018;Refeicao/Sobremessa;0
Tullipi;Sao Paulo;Sao Paulo;A;SOPA LEGUMES;202;26.60;2018;Refeicao/Sobremessa;0
Tullipi;Sao Paulo;Sao Paulo;A;SOPA PICANHA GRELHADA;212;41.30;2018;Refeicao/Sobremessa;0
Tullipi;Sao Paulo;Sao Paulo;A;SOPA SALADA CAESAR/TROPICAL;209;28.70;2018;Refeicao/Sobremessa;0
Tullipi;Sao Paulo;Sao Paulo;A;SOPA SALMAO GRELHADO;2081;43.40;2018;Refeicao/Sobremessa;0
Tullipi;Sao Paulo;Sao Paulo;A;SPAGUETTI;301;7.00;2018;Refeicao/Sobremessa;0
Tullipi;Sao Paulo;Sao Paulo;A;STROGONOFF FILET MIGNON;403;39.89;2018;Refeicao/Sobremessa;0
Tullipi;Sao Paulo;Sao Paulo;A;STROGONOFF FRANGO;453;31.49;2018;Refeicao/Sobremessa;0
Tullipi;Sao Paulo;Sao Paulo;A;SUCO DE FRUTA;612;7.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SUCO ABACAXI;613;7.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SUCO ABACAXI HORTELA;614;7.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SUCO ACEROLA;615;7.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SUCO LARANJA;616;7.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SUCO LIMAO;617;7.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SUCO MARACUJA;618;7.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SUCO MELANCIA;619;7.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SUCO MELAO;620;7.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SUCO TOMATE;621;7.70;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SUCO CAJU;622;7.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SUCO GOIABA;623;7.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SUCO LARANJA COM MORANGO;692;7.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SUCO LIMAO GENGIBRE HORTELA;693;7.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;SUCO FRUTA MISTO;624;8.40;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;SUGESTAO;1007;41.30;2018;Refeicao/Sobremessa e Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;SUGESTAO CHEF;20135;28.00;2018;Refeicao/Sobremessa e Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;SUGESTAO MC DONALDS;22346;38.50;2018;Refeicao/Sobremessa e Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;SUGESTAO MIGNON;20137;41.30;2018;Refeicao/Sobremessa e Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;SUGESTAO OMELETE;20139;41.30;2018;Refeicao/Sobremessa e Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;SUGESTAO PEIXE;20138;41.30;2018;Refeicao/Sobremessa e Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;TACA SORVETE;556;13.30;2018;Refeicao/Sobremessa;0
Tullipi;Sao Paulo;Sao Paulo;A;TALHARINI;302;7.00;2018;Refeicao/Sobremessa;0
Tullipi;Sao Paulo;Sao Paulo;A;TAPIOCA;940;16.10;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;TAXA ROLHA;2071;21.00;2018;Servico;1
Tullipi;Sao Paulo;Sao Paulo;A;TEQUILA;651;19.60;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;TERMICA CAFE;627;0.70;2018;Cafe da manha ou Coffee Break;1
Tullipi;Sao Paulo;Sao Paulo;B;TERMICA CAFE I;22283;17.50;2018;Cafe da manha ou Coffee Break;1
Tullipi;Sao Paulo;Sao Paulo;B;CAFE TERMICA II;22284;8.40;2018;Cafe da manha ou Coffee Break;1
Tullipi;Sao Paulo;Sao Paulo;B;TERMICA CAFE III;22285;49.00;2018;Cafe da manha ou Coffee Break;1
Tullipi;Sao Paulo;Sao Paulo;B;TERMICA CAFE II;22286;49.00;2018;Cafe da manha ou Coffee Break;1
Tullipi;Sao Paulo;Sao Paulo;A;TERMICA LEITE PEQUENA;654;8.40;2018;Cafe da manha ou Coffee Break;1
Tullipi;Sao Paulo;Sao Paulo;A;TOSTEX INTEGRAL;70;23.09;2018;Cafe da manha ou Coffee Break;1
Tullipi;Sao Paulo;Sao Paulo;A;TOSTEX LIGHT;71;23.79;2018;Cafe da manha ou Coffee Break;1
Tullipi;Sao Paulo;Sao Paulo;A;TRADICIONAL CARPACCIO CARNE;151;27.30;2018;Refeicao/Sobremessa;0
Tullipi;Sao Paulo;Sao Paulo;A;VD AGUA;1058;2.91;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;VD CAPIRINHA;1056;2.91;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;VD SUCO;1057;2.91;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;VINHO GARRAFA;1511;98.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;FRASCATI SUPERIORE SELCIATELLA;1512;98.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;REGALEALI BIANCO;1513;119.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;ALMA NEGRA BLANCO;1514;138.60;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;MONTES ALPHA CHARDONNAY;1515;74.20;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;UXMAL SYRAH MALBEC;1516;67.20;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;ALAMOS MALBEC;1517;72.80;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;CATENA MALBEC;1518;129.50;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;MEIA CARMEN CARMENERE CLAS;1519;46.20;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;CARMEN CARMENERE CLASSIC;1520;66.50;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;MONTES ALPHA CABERNET SAUVIGNON;1521;143.50;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;VALLONTANO CABERNET SAUVIGNON;1522;68.60;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;VALLONTANO TANNAT RESERVA;1523;69.30;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;COPA REAL ORO TEMPRANILLO;1524;64.40;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;GRAN FEUDO CRIANZA;1525;101.50;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;CIRANDA TINTO;1526;64.40;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;LUIS PATO BAGA TOURIGA;1527;103.60;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;MONTEPULCIANO D ABRUZZO;1528;63.70;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;CHIANTI GENTILESCO DOCG;1529;81.90;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;CHARTRON LA FLEUR ROUGE;1530;111.30;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;BORDEAUX RES SPECIALE;1531;128.80;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;BLASON TIMBERLAY BORD 2012;1534;105.99;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;BOURGOGNE PINOT NOIR VIELLES VIG 2012;1535;131.98;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;LE CLOS DE REYNON 2011;1536;98.91;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;X DECIMA GRAN RESERVA 2008;1537;118.30;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;NEDERBURG ROSE;1579;47.60;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;BAYANEGRA TEMPRANILLO;1586;57.40;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;LAGOALVA TINTO;1587;68.60;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;BARDOLINO CLASSICO DOC;1588;77.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;ESTIBA CHARDONNAY;1589;61.60;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SOAVE DOC CLASSICO;1590;75.60;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;CARMEN SAUVIGNON BLANC;20122;74.20;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;MORANDE;20123;74.20;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;PINOT GRIGIO VENETO IGT;20134;77.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;MEIA ALAMOS MALBEC;22434;54.60;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;PADRILLOS MALBEC;22435;103.60;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;MEIA LAPOSTOLLE DALAMEL;22436;50.40;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;LAPOSTOLLE LE ROUGE;22437;98.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;SANGIOVESE TOSCANA IGT;22438;73.50;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;PRIMITIVO IGT PUGLIA;22439;77.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;QUINTA DO COTTO TINTO;22440;112.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;POSADAS VIEJAS;22441;52.50;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;ORVIETO CLASSICO;22443;119.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;ALAMOS TORRONTES;22444;77.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;VINHO SOBREMESA;1532;112.70;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;LATE HARVEST GEWURZTRAMINER;1533;112.70;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;VINHO TACA;1505;25.20;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;CARMEN SAUVIGNON BLANC;1506;25.20;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;ALAMOS CHARDONNAY;1507;25.20;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;ALAMOS MALBEC;1508;25.20;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;CARMEN CLASSIC CARMENERE;1509;25.20;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;CH BEL AIR;1510;30.10;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;B;OLARIA DOSE;1581;14.00;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;VITAMINA FRUTAS;625;11.90;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;WHISKY IMPORTADO 12 ANOS;644;25.20;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;WHISKY IMPORTADO 8 ANOS;643;19.60;2018;Bebida;1
Tullipi;Sao Paulo;Sao Paulo;A;WHISKY NACIONAL;642;9.10;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;ABADEJO BRADESCO;1010;42.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;B;HAPPY HOUR ESPECIAL DECK;22641;56.00;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;ABADEJO SUGESTAO;1033;56.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC ALHO OLEO;952;28.69;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC ARROZ BRANCO;901;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC ARROZ PIEMONTES;902;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC BATATA NOISETTE;904;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC BOLONHESA;954;30.79;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC BRANCO;953;28.69;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC BROCOLIS;908;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC CREME DE MILHO;909;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC CREME ESPINAFRE;910;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC FRITAS;905;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC FUNGHI;955;30.79;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC LEGUMES;907;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC PURE BATATA;906;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC SALADA VERDE;903;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC SICILIANO;956;30.79;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AC SUGO;951;29.39;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AD ARROZ BRANCO;911;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AD ARROZ PIEMONTES;912;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AD BATATA NOISETTE;915;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AD BROCOLIS;918;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AD CREME ESPINAFRE;920;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AD CREME MILHO;919;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AD FRITAS;914;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AD LEGUMES;917;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AD OVO FRITO;950;3.50;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AD PURE BATATA;916;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AD SALADA VERDE;913;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AGUA COM GAS;610;3.85;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AGUA SEM GAS;611;3.50;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;ALMO‚O/JANTAR;2045;24.50;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;B;BUFFET;2046;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;B;BUFFET COM BEBIDA;2047;37.80;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET X;2048;63.00;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;JANTAR EVENTO SOCIAL;2049;111.30;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;WORKING LUNCH OPCAO 01;2050;53.90;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BRUNCH;2051;67.55;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 02;2076;40.60;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 03;20113;29.40;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 04;20114;34.30;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 05;20116;52.50;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 06;20117;7.00;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET TIME;22250;21.00;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 10;22264;42.70;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 07;22298;33.60;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;WORKING LUNCH OPCAO 2;22300;56.98;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 08;22320;35.00;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 09;22321;35.70;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 11;22323;39.90;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 12;22324;44.80;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 13;22325;36.40;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 14;22326;25.20;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 15;22327;42.00;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 16;22328;47.60;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET TIME;22343;35.70;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 17;22350;59.50;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;EMPRATADO EM SALA;22415;45.50;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;JANTAR OPEN BAR;22433;111.65;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 18;22621;43.40;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 19;22622;45.50;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 20;22623;45.50;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 21;22624;45.50;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;BUFFET 22;22625;45.50;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;ALMOCO EMPRATADO OPCAO 1;22639;71.40;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;B;ALMOCO EMPRATADO OPCAO 2;22640;133.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;B;BUFFET PALLAS;22643;33.60;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;ALMOCO EMPRETADO SOBREMESA C/ BEBIDA;22684;52.50;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;B;ALMOCO EMPRETADO SOBREMESA;22685;45.50;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;AM APERITIVOS;1248;22.40;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;B;AM BAILEYS;1322;22.40;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;AM CERVEJA LN;1237;7.00;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;AM BOHEMIA LN;1238;9.80;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;AM VODKA;1203;17.50;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;AM VODKA NACIONAL;1329;16.80;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;ANCHO SUGESTAO;1036;56.00;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;BALDE DE GELO;652;7.00;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;BANQUETE KG;1008;27.23;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;BATATAS FRITAS;4;16.80;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;BEBIDA ALCOOLICA;802;0.70;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;BEIRUTE FILET FRANGO;59;27.29;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;BEIRUTE FILET MIGNON;58;28.69;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;BEIRUTE LIGHT;60;25.19;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;BIFE ANCHO PURE BATATAS;411;38.50;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;BRUSCHETTA TOMATE;7;26.60;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;BUFFET;1001;26.60;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;BUFFET 01;1002;24.50;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;BUFFET 02;1004;17.50;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;BUFFET 03;1005;14.00;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;BUFFET 04;1006;33.60;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;BUFFET 05;2066;29.40;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;BUFFET 07;1084;41.30;2018;Cafe da manha ou Coffee Break;1
Wavis;Sao Paulo;Sao Paulo;A;CAFE DA MANHA EMPRATADO;22638;38.50;2018;Cafe da manha ou Coffee Break;1
Wavis;Sao Paulo;Sao Paulo;A;CAFE DA MANHA NA SALA;22637;40.60;2018;Cafe da manha ou Coffee Break;1
Wavis;Sao Paulo;Sao Paulo;A;CAFE EXPRESSO;626;4.20;2018;Cafe da manha ou Coffee Break;1
Wavis;Sao Paulo;Sao Paulo;A;CAFE MANHA;1054;29.40;2018;Cafe da manha ou Coffee Break;1
Wavis;Sao Paulo;Sao Paulo;A;CAFE MANHA CONDOMINO;1053;24.99;2018;Cafe da manha ou Coffee Break;1
Wavis;Sao Paulo;Sao Paulo;A;CAFE MANHA HOTEL;1055;18.55;2018;Cafe da manha ou Coffee Break;1
Wavis;Sao Paulo;Sao Paulo;A;CAIPIRINHA;639;17.50;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CAIPIRINHA F;840;11.20;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CAIPIRINHA SALINAS;803;25.20;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CAIPIRINHA SAQUE;830;11.83;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CAIPIROSKA;640;17.50;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CAIPIROSKA ABSOLUT;641;24.50;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CAIPIROSKA F;841;13.30;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CAMPARI;645;15.40;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CANJA GALINHA;201;25.20;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;CAPELETTI CARNE;305;7.00;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;CAPUCCINO;628;7.70;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CEIA TIME LANCHE;22526;31.50;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CERVEJA LATA;631;7.00;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;CERVEJA SKOL LATA;632;7.00;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;CERVEJA BRAHMA LATA;633;7.00;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;CERV BOHEMIA LATA;634;7.00;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;CERVEJA AMSTEL 269ML;20129;4.20;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CERVEJA LATA F;844;5.60;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CERVEJA LONG NECK;635;9.10;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;CERVEJA BOHEMIA LN;636;9.10;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;CERVEJA STELLA ARTOIS LN;637;9.10;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;CERVEJA CERPA LN;638;9.10;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;CERVEJA HEINEKEN LN;20130;9.10;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CERVEJA LONG NECK F;843;7.00;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CHA;630;7.70;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CHEESE BURGER;54;20.29;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;CHEESE BURGER SALAD;55;24.49;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;CHOCOLATE QUENTE FRIO;629;9.10;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;A;CHURRASQUINHO DE FILƒ;72;26.59;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;CLUB BONJARDIM;52;27.29;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;CLUB SANDWICH;51;24.49;2018;Refeicao/Sobremessa;0
Wavis;Sao Paulo;Sao Paulo;A;COFFE BREAK;2001;66.50;2018;Refeicao/Sobremessa e Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;MARGARIDA;2002;19.25;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;TULIPA;2003;21.70;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;JASMIM;2004;27.65;2018;Bebida;1
Wavis;Sao Paulo;Sao Paulo;B;WELLCOME COFFEE;2005;24.50;2018;Bebida;1
