Restaurante;Cidade;Estado;N’vel;Produto;Codigo;Valor Atual; Ano; Tipo;dummie
Alphaville;Barueri;Sao Paulo;A;ABADEJO BRADESCO;1010;42.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;HAPPY HOUR ESPECIAL DECK;22641;56.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;ABADEJO SUGESTAO;1033;56.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC ALHO OLEO;952;28.69;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC ARROZ BRANCO;901;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC ARROZ PIEMONTES;902;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC BATATA NOISETTE;904;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC BOLONHESA;954;30.79;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC BRANCO;953;28.69;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC BROCOLIS;908;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC CREME DE MILHO;909;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC CREME ESPINAFRE;910;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC FRITAS;905;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC FUNGHI;955;30.79;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC LEGUMES;907;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC PURE BATATA;906;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC SALADA VERDE;903;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC SICILIANO;956;30.79;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AC SUGO;951;29.39;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AD ARROZ BRANCO;911;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AD ARROZ PIEMONTES;912;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AD BATATA NOISETTE;915;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AD BROCOLIS;918;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AD CREME ESPINAFRE;920;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AD CREME MILHO;919;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AD FRITAS;914;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AD LEGUMES;917;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AD OVO FRITO;950;3.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AD PURE BATATA;916;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AD SALADA VERDE;913;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AGUA COM GAS;610;3.85;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AGUA SEM GAS;611;3.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;ALMO‚O/JANTAR;2045;24.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET;2046;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET COM BEBIDA;2047;37.80;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET X;2048;63.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;JANTAR EVENTO SOCIAL;2049;111.30;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;WORKING LUNCH OPCAO 01;2050;53.90;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BRUNCH;2051;67.55;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 02;2076;40.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 03;20113;29.40;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 04;20114;34.30;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 05;20116;52.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 06;20117;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET TIME;22250;21.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 10;22264;42.70;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 07;22298;33.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;WORKING LUNCH OPCAO 2;22300;56.98;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 08;22320;35.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 09;22321;35.70;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 11;22323;39.90;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 12;22324;44.80;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 13;22325;36.40;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 14;22326;25.20;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 15;22327;42.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 16;22328;47.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET TIME;22343;35.70;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 17;22350;59.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;EMPRATADO EM SALA;22415;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;JANTAR OPEN BAR;22433;111.65;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 18;22621;43.40;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 19;22622;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 20;22623;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 21;22624;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET 22;22625;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;ALMOCO EMPRATADO OPCAO 1;22639;71.40;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;ALMOCO EMPRATADO OPCAO 2;22640;133.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BUFFET PALLAS;22643;33.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;ALMOCO EMPRETADO SOBREMESA C/ BEBIDA;22684;52.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;ALMOCO EMPRETADO SOBREMESA;22685;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;AM APERITIVOS;1248;22.40;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;AM BAILEYS;1322;22.40;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;AM CERVEJA LN;1237;7.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;AM BOHEMIA LN;1238;9.80;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;AM VODKA;1203;17.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;AM VODKA NACIONAL;1329;16.80;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;ANCHO SUGESTAO;1036;56.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;BALDE DE GELO;652;7.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;BANQUETE KG;1008;27.23;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;BATATAS FRITAS;4;16.80;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;BEBIDA ALCOOLICA;802;0.70;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;BEIRUTE FILET FRANGO;59;27.29;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;BEIRUTE FILET MIGNON;58;28.69;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;BEIRUTE LIGHT;60;25.19;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;BIFE ANCHO PURE BATATAS;411;38.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;BRUSCHETTA TOMATE;7;26.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;BUFFET;1001;26.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;BUFFET 01;1002;24.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;BUFFET 02;1004;17.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;BUFFET 03;1005;14.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;BUFFET 04;1006;33.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;BUFFET 05;2066;29.40;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;BUFFET 07;1084;41.30;2018;Cafe da manha ou Coffee Break;1
Alphaville;Barueri;Sao Paulo;A;CAFE DA MANHA EMPRATADO;22638;38.50;2018;Cafe da manha ou Coffee Break;1
Alphaville;Barueri;Sao Paulo;A;CAFE DA MANHA NA SALA;22637;40.60;2018;Cafe da manha ou Coffee Break;1
Alphaville;Barueri;Sao Paulo;A;CAFE EXPRESSO;626;4.20;2018;Cafe da manha ou Coffee Break;1
Alphaville;Barueri;Sao Paulo;A;CAFE MANHA;1054;29.40;2018;Cafe da manha ou Coffee Break;1
Alphaville;Barueri;Sao Paulo;A;CAFE MANHA CONDOMINO;1053;24.99;2018;Cafe da manha ou Coffee Break;1
Alphaville;Barueri;Sao Paulo;A;CAFE MANHA HOTEL;1055;18.55;2018;Cafe da manha ou Coffee Break;1
Alphaville;Barueri;Sao Paulo;A;CAIPIRINHA;639;17.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CAIPIRINHA F;840;11.20;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CAIPIRINHA SALINAS;803;25.20;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CAIPIRINHA SAQUE;830;11.83;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CAIPIROSKA;640;17.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CAIPIROSKA ABSOLUT;641;24.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CAIPIROSKA F;841;13.30;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CAMPARI;645;15.40;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CANJA GALINHA;201;25.20;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;CAPELETTI CARNE;305;7.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;CAPUCCINO;628;7.70;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CEIA TIME LANCHE;22526;31.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;CERVEJA LATA;631;7.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;CERVEJA SKOL LATA;632;7.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;CERVEJA BRAHMA LATA;633;7.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;CERV BOHEMIA LATA;634;7.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;CERVEJA AMSTEL 269ML;20129;4.20;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CERVEJA LATA F;844;5.60;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CERVEJA LONG NECK;635;9.10;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;CERVEJA BOHEMIA LN;636;9.10;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;CERVEJA STELLA ARTOIS LN;637;9.10;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;CERVEJA CERPA LN;638;9.10;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;CERVEJA HEINEKEN LN;20130;9.10;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CERVEJA LONG NECK F;843;7.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CHA;630;7.70;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CHEESE BURGER;54;20.29;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;CHEESE BURGER SALAD;55;24.49;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;CHOCOLATE QUENTE FRIO;629;9.10;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CHURRASQUINHO DE FILƒ;72;26.59;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;CLUB BONJARDIM;52;27.29;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;CLUB SANDWICH;51;24.49;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;COFFE BREAK;2001;66.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;MARGARIDA;2002;19.25;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;TULIPA;2003;21.70;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;JASMIM;2004;27.65;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;WELLCOME COFFEE;2005;24.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;LIGHT;2006;37.80;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;FESTA;2007;39.90;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;MINEIRA;2008;39.90;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;ORQUIDEA;2009;39.90;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;COFFEE B;2077;19.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;COMBO;2094;15.40;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;COFFEE BREAK I;2222;17.15;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;COFFEE BREAK II;2223;18.90;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;COFFEE BREAK IV;2224;17.36;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;COFFEE BREAK III;2225;16.10;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;COFFEE BREAK V;2226;21.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;COFFEE;20118;18.20;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;LANCHE TIME II;22241;33.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;WELCOME COFFEE II;22256;26.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;COFFE BREAK VI;22288;25.20;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;JUNINA;22299;39.90;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;MARGARIDA 02;22316;66.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;TULIPA 02;22317;21.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;LANCHE TIME VOLEI;22352;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;LANCHE TIME FUTEBOL;22353;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;COFFE BREAK VII;22402;17.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;COFFE BREAK VIII;22407;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;COFFE BREAK IX;22424;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;LANCHE TIME III;22530;28.00;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;LANCHE TIME IV;22535;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;LANCHE TIME V;22590;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;VIOLETA;22607;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;LANCHE TIME VI;22612;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;LANCHE TIME VII;22614;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;LANCHE TIME VIII;22615;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;LANCHE TIME IX;22618;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;LANCHE TIME PALLA;22644;18.90;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;COFFEE BREAK LANCHE BOX 1;22681;11.20;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;COFFEE BREAK LANCHE BOX 2;22682;15.40;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;COFFEE BREAK LANCHE BOX 3;22683;19.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;CONHAQUE IMPORTADO;650;23.10;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CONHAQUE NACIONAL;649;18.20;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;COPO GELO DESCARTAVEL;653;2.10;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;COQUETEL;2055;66.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;COQUETEL OPCAO 01;2056;31.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;PACOTE BEBIDA;2057;73.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;COQUETEL OPCAO 03;2058;45.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;COQUETEL OPCAO 04;2059;9.80;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;COQUETEL ALCOOLICOS;2063;63.70;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;PACOTE BEBIDA II;2100;10.92;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;COQUETEL PETISCOS;22244;15.75;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;COQUETEL OPCAO 02;22289;42.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;PACOTE DE BEBIDAS 01;22329;11.20;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;PACOTE DE BEBIDAS 02;22330;15.40;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;PACOTE DE BEBIDAS 03;22331;11.90;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;PACOTE DE BEBIDAS 04;22332;14.70;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;PACOTE DE BEBIDAS 05;22333;19.60;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;PACOTE DE BEBIDAS 06;22334;22.40;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;PACOTE DE BEBIDAS 07;22335;21.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;PACOTE DE BEBIDAS 08;22336;24.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;PACOTE DE BEBIDAS 09;22338;18.90;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;COQUETEL OPCAO 05;22339;52.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;COQUETEL OPCAO 06;22340;63.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;COQUETEL OPCAO 07;22341;87.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;COQUETEL OPCAO 08;22342;80.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;COQUETEL 10;22355;56.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;CREME ASPARGO;203;30.10;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;CREME PALMITO;204;30.10;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;CREME PAPAYA;554;14.70;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;DELIVERY;22666;0.70;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;SALADA CAESAR;22667;26.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;SALADA DE GRAOS;22668;31.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;HAMBURGUES DE PICANHA;22669;25.20;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BEIRUT DE FILE MIGNON;22670;33.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BEIRUT DE FRANGO;22671;32.20;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;RAVIOLLI DE MU‚ARELA;22672;34.30;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;POLPETONE COM TALHARIM;22673;31.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;RISOTO DE CARNE SECA;22674;39.90;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;RISOTO DE FUNGHI;22675;41.30;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;STROGONOFF DE MIGNON COM BATATAS;22676;41.30;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;FILE A PARMEGIANA;22677;44.80;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;BOLO DE CHOCOLATE RECHEADO;22678;15.40;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;PUDIM DE LEITE;22679;11.20;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;CHEESE CAKE;22680;12.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;B;AGUA COM GAS DELIVERY;22688;3.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;AGUA SEM GAS DELIVERY;22689;3.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;SODA ZERO LATA DELIVERY;22690;4.90;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;SODA LATA DELIVERY;22691;4.90;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;GUARANA ZERO LATA DELIVERY;22692;4.90;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;GUARANA LATA DELIVERY;22693;4.90;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;COCA ZERO LATA DELIVERY;22694;4.90;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;COCA LATA DELIVERY;22695;4.90;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;SUCO LARANJA SOUL 300ML DELIVERY;22696;6.30;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;DIA DA NOIVA;22347;59.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;DO CHEF;157;26.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;ESCALOPE FILET MOLHO MADEIRA;404;41.29;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;ESPUMANTES;1501;104.30;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;PROSECCO SACCHETTO BRUT;1502;109.90;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;BAGA ROSADO LUIS PATO BRUT;1503;117.60;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;MEIA VALLONTANO ESPUM BRUT;1504;46.90;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;VEUVE CLICQUOT;1550;420.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;VEUVE DU VERNAY BRUT GF;1553;66.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;VEUVE DU VERNAY ROSE TC;1555;35.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;FELIPA PATO 3B ROSE BRUT GF;1556;73.50;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;X DECIMA PROSECCO GF;1557;44.80;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;CHANDON;20124;119.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;B;BLANC DE BLANCA D ORMONT BRUT;22442;84.00;2018;Bebida;1
Alphaville;Barueri;Sao Paulo;A;FEIJOADA;1040;52.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;FEIJOADA II;1041;31.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;FESTA DAS SECRETARIAS;22345;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;FESTA JUNINA;22344;45.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;FESTIVAL SOPA 1;219;31.50;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;FILE SALMAO CREME MOSTARDA;506;47.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;FILET APERITIVO;3;33.60;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;FILET BADEJO BELLE MEUNIERE;501;41.29;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;FILET FRANGO EMPANADO PRESUNTO QUEIJO;454;29.39;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;FILET FRANGO GRELHADO;451;30.79;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;FILET MIGNON GRELHADO;401;37.09;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;FILET MIGNON PARMEGIANA;402;41.29;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;FILET SALMAO MOLHO MARACUJA;502;38.49;2018;Refeicao/Sobremessa;0
Alphaville;Barueri;Sao Paulo;A;FILET SALMAO MOLHO PESTO;503;44.79;2018;Refeicao/Sobremessa;0
