Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,28.540000915527344,29.219999313354492,28.530000686645508,29.09000015258789,23.861391067504883,52704700
2022-01-04,29.15999984741211,29.399999618530273,28.90999984741211,29.200000762939453,23.95162010192871,51739200
2022-01-05,29.190000534057617,29.270000457763672,27.940000534057617,28.06999969482422,23.02472496032715,78459800
2022-01-06,28.290000915527344,28.649999618530273,27.84000015258789,28.049999237060547,23.008319854736328,61163100
2022-01-07,28.110000610351562,28.290000915527344,27.81999969482422,28.18000030517578,23.114953994750977,47507600
2022-01-10,27.989999771118164,28.239999771118164,27.719999313354492,28.010000228881836,22.975509643554688,37455200
2022-01-11,28.100000381469727,29.06999969482422,27.850000381469727,28.84000015258789,23.656326293945312,73623800
2022-01-12,28.950000762939453,29.90999984741211,28.950000762939453,29.719999313354492,24.378154754638672,81378200
2022-01-13,29.530000686645508,30.6299991607666,29.5,30.31999969482422,24.870311737060547,76717500
2022-01-14,30.280000686645508,31.600000381469727,30.239999771118164,31.450000762939453,25.797208786010742,96458800
2022-01-17,31.399999618530273,31.809999465942383,31.25,31.5,25.838218688964844,35675900
2022-01-18,31.559999465942383,31.979999542236328,30.969999313354492,31.639999389648438,25.95305633544922,78198800
2022-01-19,31.899999618530273,32.209999084472656,31.440000534057617,31.489999771118164,25.83001708984375,77480200
2022-01-20,31.5,32.0,31.110000610351562,31.719999313354492,26.0186767578125,85353100
2022-01-21,31.56999969482422,31.8799991607666,31.530000686645508,31.770000457763672,26.059690475463867,61345400
2022-01-24,31.690000534057617,32.25,31.040000915527344,31.950000762939453,26.20733642578125,79117100
2022-01-25,31.700000762939453,33.22999954223633,31.579999923706055,32.9900016784668,27.06041145324707,98358500
2022-01-26,33.29999923706055,34.27000045776367,33.29999923706055,33.869998931884766,27.782238006591797,98679900
2022-01-27,34.25,34.63999938964844,33.16999816894531,33.880001068115234,27.790441513061523,90631000
2022-01-28,33.79999923706055,34.349998474121094,32.220001220703125,32.540000915527344,26.69129180908203,117400500
2022-01-31,32.5,33.0,32.06999969482422,32.349998474121094,26.53544044494629,62450300
2022-02-01,32.349998474121094,33.31999969482422,31.950000762939453,33.0,27.06861114501953,57315200
2022-02-02,33.40999984741211,33.4900016784668,32.36000061035156,32.52000045776367,26.67488670349121,36271700
2022-02-03,32.349998474121094,32.91999816894531,31.6200008392334,32.06999969482422,26.305768966674805,51087800
2022-02-04,32.40999984741211,33.22999954223633,31.8799991607666,32.630001068115234,26.765113830566406,59346800
2022-02-07,32.54999923706055,32.779998779296875,32.130001068115234,32.150001525878906,26.37139129638672,48868100
