Date,Open,High,Low,Close,Adj Close,Volume
2022-02-08,31.899999618530273,31.950000762939453,31.260000228881836,31.829999923706055,26.108905792236328,62590000
2022-02-09,31.739999771118164,32.689998626708984,31.649999618530273,31.950000762939453,26.20733642578125,50960500
2022-02-10,32.29999923706055,32.900001525878906,31.940000534057617,32.439998626708984,26.609262466430664,49534600
2022-02-11,32.77000045776367,33.90999984741211,32.630001068115234,33.7599983215332,27.69200897216797,88013400
2022-02-14,33.86000061035156,33.939998626708984,32.81999969482422,33.0,27.06861114501953,55687000
2022-02-15,32.65999984741211,32.68000030517578,31.889999389648438,32.47999954223633,26.64207649230957,65689000
2022-02-16,32.83000183105469,33.70000076293945,32.77000045776367,32.93000030517578,27.011194229125977,65811600
2022-02-17,32.849998474121094,33.290000915527344,32.54999923706055,32.79999923706055,26.904558181762695,43255200
2022-02-18,32.56999969482422,33.09000015258789,32.27000045776367,33.0,27.06861114501953,60304700
2022-02-21,33.04999923706055,34.0,33.0,33.849998474121094,27.765832901000977,51263800
2022-02-22,34.220001220703125,34.68000030517578,33.209999084472656,33.7400016784668,27.67560577392578,80206700
2022-02-23,34.18000030517578,34.599998474121094,33.79999923706055,34.220001220703125,28.0693302154541,86530100
2022-02-24,34.79999923706055,35.290000915527344,32.68000030517578,33.38999938964844,27.388511657714844,139674100
2022-02-25,33.45000076293945,34.0,32.900001525878906,34.0,27.888872146606445,86189100
2022-03-02,35.2599983215332,35.290000915527344,34.38999938964844,34.66999816894531,28.438444137573242,58071800
2022-03-03,34.81999969482422,34.93000030517578,34.15999984741211,34.2400016784668,28.085735321044922,69237400
2022-03-04,34.08000183105469,34.68000030517578,33.81999969482422,34.22999954223633,28.077531814575195,55418000
2022-03-07,34.5,34.599998474121094,31.6299991607666,31.799999237060547,26.08429718017578,110954100
2022-03-08,32.0,32.970001220703125,31.510000228881836,32.459999084472656,26.625669479370117,111633500
2022-03-09,32.599998474121094,32.81999969482422,31.739999771118164,32.560001373291016,26.70769691467285,87779300
2022-03-10,32.599998474121094,34.599998474121094,32.52000045776367,33.70000076293945,27.642793655395508,136437700
2022-03-11,33.90999984741211,34.380001068115234,32.06999969482422,32.4900016784668,26.650279998779297,92153700
2022-03-14,32.43000030517578,32.88999938964844,31.520000457763672,31.8700008392334,26.14171600341797,52274100
2022-03-15,31.139999389648438,31.540000915527344,30.469999313354492,31.100000381469727,25.510114669799805,66272000
2022-03-16,31.5,31.540000915527344,30.3700008392334,30.829999923706055,25.288644790649414,72034900
2022-03-17,31.25,31.399999618530273,29.5,30.010000228881836,24.616031646728516,178319300
2022-03-18,30.09000015258789,30.81999969482422,29.860000610351562,30.610000610351562,25.10818862915039,93097100
2022-03-21,30.90999984741211,32.09000015258789,30.639999389648438,31.760000228881836,26.05148696899414,67700800
2022-03-22,31.989999771118164,32.099998474121094,31.350000381469727,31.6200008392334,25.9366512298584,56128600
2022-03-23,31.93000030517578,32.470001220703125,31.690000534057617,32.04999923706055,26.289363861083984,52956100
2022-03-24,32.04999923706055,32.599998474121094,31.670000076293945,32.41999816894531,26.592857360839844,49402800
2022-03-25,32.150001525878906,32.54999923706055,31.920000076293945,32.29999923706055,26.494428634643555,51780100
2022-03-28,32.060001373291016,32.08000183105469,30.979999542236328,31.600000381469727,25.920246124267578,68610500
2022-03-29,32.130001068115234,32.7599983215332,31.920000076293945,32.29999923706055,26.494428634643555,93809000
2022-03-30,32.5,32.9900016784668,32.380001068115234,32.9900016784668,27.06041145324707,69648400
2022-03-31,32.56999969482422,33.56999969482422,32.5,33.45000076293945,27.437728881835938,94269500
2022-04-01,33.54999923706055,33.790000915527344,32.90999984741211,33.0099983215332,27.076812744140625,72545400
2022-04-04,32.900001525878906,32.900001525878906,32.25,32.70000076293945,26.822532653808594,56053000
2022-04-05,32.65999984741211,33.060001373291016,32.38999938964844,32.38999938964844,26.568252563476562,45847200
2022-04-06,32.599998474121094,32.779998779296875,32.040000915527344,32.36000061035156,26.543643951416016,56947100
2022-04-07,32.63999938964844,34.060001373291016,32.5,34.040000915527344,27.92168426513672,118469400
2022-04-08,34.06999969482422,34.40999984741211,33.849998474121094,34.209999084472656,28.061126708984375,60772700
2022-04-11,33.900001525878906,34.099998474121094,33.779998779296875,33.95000076293945,27.84786033630371,48125400
2022-04-12,34.400001525878906,34.68000030517578,33.79999923706055,33.849998474121094,27.765832901000977,68522800
2022-04-13,34.369998931884766,34.79999923706055,34.099998474121094,34.56999969482422,28.356420516967773,101438800
2022-04-14,31.600000381469727,32.06999969482422,31.15999984741211,31.270000457763672,28.060516357421875,119382100
2022-04-18,31.15999984741211,31.389999389648438,30.469999313354492,30.719999313354492,27.566965103149414,76350600
2022-04-19,31.15999984741211,32.0,31.1200008392334,31.649999618530273,28.401512145996094,88494100
2022-04-20,31.649999618530273,31.950000762939453,31.329999923706055,31.799999237060547,28.536115646362305,34694700
2022-04-22,31.049999237060547,31.299999237060547,30.31999969482422,30.559999465942383,27.42338752746582,74560900
2022-04-25,29.969999313354492,30.440000534057617,29.540000915527344,30.110000610351562,27.019575119018555,66413900
2022-04-26,30.110000610351562,30.579999923706055,29.889999389648438,30.059999465942383,26.974706649780273,48764100
2022-04-27,30.3700008392334,30.559999465942383,29.950000762939453,30.059999465942383,26.974706649780273,41881300
2022-04-28,30.450000762939453,30.6200008392334,30.25,30.260000228881836,27.154178619384766,43298500
2022-04-29,30.75,31.59000015258789,30.280000686645508,30.280000686645508,27.17212677001953,76243900
2022-05-02,30.170000076293945,30.329999923706055,29.329999923706055,29.979999542236328,26.902917861938477,72456200
2022-05-03,30.1200008392334,30.389999389648438,29.81999969482422,30.25,27.145206451416016,52531000
2022-05-04,30.600000381469727,32.16999816894531,30.399999618530273,32.06999969482422,28.778404235839844,109417000
2022-05-05,31.809999465942383,32.5,31.020000457763672,32.0099983215332,28.72456169128418,99439900
2022-05-06,32.689998626708984,33.119998931884766,31.899999618530273,33.060001373291016,29.666793823242188,129570200
2022-05-09,32.70000076293945,33.040000915527344,32.060001373291016,32.15999984741211,28.859167098999023,92314500
2022-05-10,32.36000061035156,32.849998474121094,32.20000076293945,32.439998626708984,29.110427856445312,60330600
2022-05-11,32.779998779296875,33.90999984741211,32.689998626708984,33.56999969482422,30.124448776245117,108895400
2022-05-12,33.2599983215332,34.08000183105469,33.2599983215332,33.83000183105469,30.357763290405273,114415900
2022-05-13,34.099998474121094,34.439998626708984,33.900001525878906,34.27000045776367,30.752601623535156,67000100
2022-05-16,34.25,34.880001068115234,34.0099983215332,34.61000061035156,31.05770492553711,92075300
2022-05-17,35.0,35.13999938964844,34.13999938964844,34.15999984741211,30.653892517089844,90914700
2022-05-18,34.18000030517578,34.560001373291016,33.43000030517578,33.599998474121094,30.1513671875,80986200
2022-05-19,33.52000045776367,34.290000915527344,33.33000183105469,34.16999816894531,30.662864685058594,63983100
2022-05-20,34.59000015258789,34.83000183105469,34.25,34.83000183105469,31.255126953125,79589900
2022-05-23,35.18000030517578,36.310001373291016,35.150001525878906,36.20000076293945,32.48451232910156,93807400
2022-05-24,31.200000762939453,32.09000015258789,30.709999084472656,31.600000381469727,31.600000381469727,154453100
2022-05-25,31.700000762939453,32.279998779296875,31.260000228881836,32.04999923706055,32.04999923706055,69991900
2022-05-26,32.02000045776367,32.560001373291016,31.950000762939453,32.130001068115234,32.130001068115234,78303600
2022-05-27,32.150001525878906,32.150001525878906,30.56999969482422,30.600000381469727,30.600000381469727,118295600
2022-05-30,30.84000015258789,30.8700008392334,29.1200008392334,29.989999771118164,29.989999771118164,98110100
2022-05-31,30.40999984741211,30.6200008392334,29.809999465942383,30.059999465942383,30.059999465942383,83598000
2022-06-01,29.899999618530273,30.329999923706055,29.850000381469727,30.020000457763672,30.020000457763672,46353200
2022-06-02,29.969999313354492,30.049999237060547,29.549999237060547,29.760000228881836,29.760000228881836,50738300
2022-06-03,29.709999084472656,30.440000534057617,29.530000686645508,30.280000686645508,30.280000686645508,60396900
2022-06-06,30.5,30.530000686645508,29.90999984741211,30.299999237060547,30.299999237060547,39213900
2022-06-07,30.190000534057617,31.299999237060547,30.15999984741211,30.65999984741211,30.65999984741211,80333700
2022-06-08,30.420000076293945,31.149999618530273,30.329999923706055,30.510000228881836,30.510000228881836,65923900
2022-06-09,30.510000228881836,30.65999984741211,29.979999542236328,30.06999969482422,30.06999969482422,53879000
2022-06-10,30.010000228881836,30.010000228881836,29.059999465942383,29.649999618530273,29.649999618530273,63101700
2022-06-13,29.020000457763672,29.579999923706055,28.670000076293945,29.270000457763672,29.270000457763672,64507100
2022-06-14,29.65999984741211,30.25,29.239999771118164,29.600000381469727,29.600000381469727,68816900
2022-06-15,30.0,30.020000457763672,28.84000015258789,29.079999923706055,29.079999923706055,72785700
2022-06-17,28.170000076293945,28.450000762939453,26.1299991607666,27.309999465942383,27.309999465942383,184606500
2022-06-20,26.020000457763672,28.25,25.90999984741211,27.6200008392334,27.6200008392334,92581800
2022-06-21,27.799999237060547,28.15999984741211,26.690000534057617,27.06999969482422,27.06999969482422,85179500
2022-06-22,26.579999923706055,27.549999237060547,26.389999389648438,26.989999771118164,26.989999771118164,57874700
2022-06-23,26.979999542236328,27.3799991607666,26.1200008392334,26.260000228881836,26.260000228881836,55519400
