MêsAno,me,Mês,Ano,Órgão Superior,Órgão/Entidade Vinculada,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos
Jun/21,6,Jun,21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,12401452.38,55432341.36,43408649.73,7627905.06
Mar/21,3,Mar,21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,2431295.10,41587891.95,41281773.41,778736.69
Jul/21,7,Jul,21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,21571154.95,47523892.77,59533945.85,454979.15
Jan/21,1,Jan,21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,351130547.64,41962409.18,12870018.78,30945214.18
mai/21,5,mai,21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,177000.00,433000.00,261600.00,0.00
Jun/21,6,Jun,21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,2306706.32,298507.65,432667.65,0.00
ago/21,8,ago,21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,0.00,406617.16,371817.16,0.00
abr/21,4,abr,21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,495000.00,549580.00,572360.00,0.00
Mar/21,3,Mar,21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,690874.00,284380.00,0.00,0.00
Jul/21,7,Jul,21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,100500.00,367600.00,298840.00,0.00
mai/21,5,mai,21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,39500953.40,9462630.76,9124846.38,1188130.24
ago/21,8,ago,21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,427071.54,8204607.59,9276211.66,1040114.75
Jan/21,1,Jan,21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,42490237.56,7831600.24,2655054.63,6075512.66
abr/21,4,abr,21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,2080104.64,8542046.63,8424758.33,1879277.23
fev/21,2,fev,21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,657800.90,7338192.94,7627748.20,470249.92
Mar/21,3,Mar,21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,815406.00,7415169.16,6953345.20,328876.55
Jun/21,6,Jun,21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,6584888.66,10359471.88,8162572.78,1169683.96
Jul/21,7,Jul,21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,291173.30,8191653.39,9736533.28,889283.39
Jul/21,7,Jul,21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,4513425.09,15655189.11,19640434.11,1710561.79
Mar/21,3,Mar,21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,1376902.90,13814562.18,13026220.31,1950082.24
mai/21,5,mai,21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,60002089.91,14975996.09,15215385.77,401012.96
Jun/21,6,Jun,21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,7014430.75,19655098.13,15094967.84,1355820.10
fev/21,2,fev,21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,612370.39,13116435.37,12943800.67,4273418.14
abr/21,4,abr,21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,2786379.63,15250665.31,14116927.72,3102463.43
Jan/21,1,Jan,21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,79494893.82,12959483.00,4373167.89,10365817.50
ago/21,8,ago,21,26000 - Ministério da Educação,26441 - Universidade Federal do Oeste do Pará,5281222.08,15754926.25,15755088.67,199020.11
fev/21,2,fev,21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,7202290.15,135224607.62,135865492.46,5500891.60
mai/21,5,mai,21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,-11834410.71,140996648.66,141323564.89,14320010.99
abr/21,4,abr,21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,105564112.59,139870218.32,141866823.33,17047614.06
Mar/21,3,Mar,21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,26675178.51,138848556.88,137453490.28,6257006.71
Jul/21,7,Jul,21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,131769789.16,142987751.86,186815047.55,2169170.61
Jan/21,1,Jan,21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,1000725587.26,136465464.17,44266036.59,104581598.05
ago/21,8,ago,21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,16803379.91,143386215.61,145145966.75,2079831.94
Jun/21,6,Jun,21,26000 - Ministério da Educação,26241 - Universidade Federal do Paraná,222765134.40,186070503.68,139138924.55,6596916.16
mai/21,5,mai,21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,91524045.79,116184757.91,115520243.83,5579616.57
fev/21,2,fev,21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,108975209.87,112267309.11,109631366.40,11931162.07
abr/21,4,abr,21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,125319052.99,116709975.04,114657410.90,7203521.47
Jun/21,6,Jun,21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,234770342.38,150351609.16,115969396.24,8816118.77
Jan/21,1,Jan,21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,146067782.23,109740591.52,34309913.87,90501537.55
Jul/21,7,Jul,21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,45182800.11,116890681.10,151139187.48,4103742.50
Mar/21,3,Mar,21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,131482107.18,112583125.04,111142861.40,5397780.03
ago/21,8,ago,21,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,113438644.30,116218533.88,116147342.55,2513307.20
abr/21,4,abr,21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,2064545.76,22188965.90,22648177.15,4051569.42
ago/21,8,ago,21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,1704892.96,23230878.37,23540825.23,1321249.47
mai/21,5,mai,21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,109937790.13,23671084.00,22914241.75,2650164.84
Mar/21,3,Mar,21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,1137468.30,21838024.18,20822973.08,1144783.05
Jun/21,6,Jun,21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,15280933.80,28298074.60,22908447.24,1804854.67
Jan/21,1,Jan,21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,136492826.36,21480951.58,7429609.37,21240098.84
fev/21,2,fev,21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,753774.37,20778657.72,21350853.17,3124330.80
Jul/21,7,Jul,21,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,4038872.15,23816682.81,28573719.93,2082864.58
mai/21,5,mai,21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,920075807.72,304360386.46,298145413.83,9420095.29
abr/21,4,abr,21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,102211932.69,291891836.76,301301094.73,16720681.01
Jan/21,1,Jan,21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,1092127652.26,277146129.91,84016110.66,234562458.02
Jul/21,7,Jul,21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,447261281.51,311573318.43,397262370.72,12806875.45
Jun/21,6,Jun,21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,238900983.16,390265442.65,304338157.01,27951783.51
fev/21,2,fev,21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,27405782.65,288185856.83,280722059.81,16894595.20
Mar/21,3,Mar,21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,128039679.14,298201823.11,290873486.56,14464371.27
ago/21,8,ago,21,26000 - Ministério da Educação,26245 - Universidade Federal do Rio de Janeiro,21528488.19,305574429.44,300169177.50,3724791.94
Jan/21,1,Jan,21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,264929771.38,41099237.52,12813413.19,37886758.43
Mar/21,3,Mar,21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,1871780.99,41651784.62,40584196.65,1589251.52
Jul/21,7,Jul,21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,16314970.13,45063886.26,58049753.72,673253.15
Jun/21,6,Jun,21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,54797383.68,58399899.35,45241149.89,1239180.99
abr/21,4,abr,21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,6064428.71,42481373.75,41987497.61,3694244.17
fev/21,2,fev,21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,1400208.55,40508871.67,41020333.40,3576706.91
mai/21,5,mai,21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,161959197.88,46173285.28,46077654.49,1457957.13
ago/21,8,ago,21,26000 - Ministério da Educação,26273 - Universidade Federal do Rio Grande,5945828.39,43863547.73,43213302.82,563529.75
ago/21,8,ago,21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,28071249.24,141340300.22,140712616.10,3538927.66
abr/21,4,abr,21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,15789336.66,139513344.90,134337205.91,31918303.86
Jan/21,1,Jan,21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,605960866.71,127868150.05,37486527.31,121607863.86
Jun/21,6,Jun,21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,393702276.83,177002689.45,137363967.80,4635941.43
mai/21,5,mai,21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,200460445.47,135478711.90,137367817.05,13620932.84
Mar/21,3,Mar,21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,115045121.06,131504177.29,128021356.57,50088417.85
Jul/21,7,Jul,21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,171202307.99,141376196.04,178641532.71,4435863.43
fev/21,2,fev,21,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,12633872.76,127595625.16,127760332.09,19043020.78
mai/21,5,mai,21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,141610319.83,145970866.00,145157202.91,4886394.61
Jul/21,7,Jul,21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,526504648.01,145582600.75,193636658.10,4645127.66
fev/21,2,fev,21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,1915366.62,138942668.99,141623454.06,10434892.98
Jun/21,6,Jun,21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,87737327.82,195577600.09,145669836.87,6913248.02
abr/21,4,abr,21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,5762871.30,143679357.71,145373765.37,14053901.29
Jan/21,1,Jan,21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,907667590.63,141820019.67,42814066.58,117670682.67
Mar/21,3,Mar,21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,8165896.95,142351167.80,139290358.97,4987649.99
ago/21,8,ago,21,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,9743900.92,148200348.13,145732732.69,3807717.24
abr/21,4,abr,21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,2621412.37,7795466.93,7558125.22,4369299.74
Jun/21,6,Jun,21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,3828542.20,9715545.00,7872406.90,2570670.70
fev/21,2,fev,21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,505118.48,6871525.04,7119719.90,2573318.71
Mar/21,3,Mar,21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,519963.70,7373351.89,6896325.45,660463.61
Jul/21,7,Jul,21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,225162.13,8350962.06,9472300.40,1454204.52
ago/21,8,ago,21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,1001540.71,8659844.48,9134263.20,1138655.84
Jan/21,1,Jan,21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,42317781.31,7061852.23,2291581.18,6710709.12
mai/21,5,mai,21,26000 - Ministério da Educação,26450 - Universidade Federal do Sul da Bahia,47895532.29,7719866.36,8002039.42,1628653.97
ago/21,8,ago,21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,1339118.33,10483657.28,11409711.73,524847.40
Jul/21,7,Jul,21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,2527414.44,11495166.38,13892460.33,1758077.11
Jun/21,6,Jun,21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,36269630.69,13035534.18,9719812.17,1530385.75
Jan/21,1,Jan,21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,54025703.45,9282087.25,2933881.50,7809849.59
mai/21,5,mai,21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,5039032.28,10168638.50,10043786.97,911591.08
fev/21,2,fev,21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,441548.30,9207969.62,9254615.54,2750048.73
Mar/21,3,Mar,21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,916634.52,9480261.44,9229506.97,1157802.28
abr/21,4,abr,21,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,16752025.52,9928408.88,9867849.33,2632103.24
Jan/21,1,Jan,21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,335549465.43,39187020.67,12325594.45,29301411.54
Jun/21,6,Jun,21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,11438864.00,52871267.75,40314648.73,1790210.47
ago/21,8,ago,21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,5367491.02,40427212.01,40977077.42,170470.56
Mar/21,3,Mar,21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,2821203.50,39000506.89,39727734.52,1803224.99
Jul/21,7,Jul,21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,6088596.65,40886389.47,52877343.81,317312.42
fev/21,2,fev,21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,2214969.89,39966059.91,39269755.20,3345164.15
mai/21,5,mai,21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,117228871.05,40166428.79,39335780.07,512843.21
abr/21,4,abr,21,26000 - Ministério da Educação,26254 - Universidade Federal do Triângulo Mineiro,2425356.11,40098108.46,40084067.04,4326487.02
ago/21,8,ago,21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,2071601.28,23035778.17,22322499.93,659768.88
mai/21,5,mai,21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,33440907.66,21404721.44,21097385.50,2442756.92
Jan/21,1,Jan,21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,128111418.70,20879832.67,6927664.08,19204431.89
abr/21,4,abr,21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,2284097.99,21180246.20,21503660.66,8809715.28
Jun/21,6,Jun,21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,78426136.40,26946643.53,23230889.92,4423520.03
Mar/21,3,Mar,21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,1362943.34,21049916.26,19988888.20,1986707.47
Jul/21,7,Jul,21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,4040783.92,21190056.77,25881845.04,1833239.70
fev/21,2,fev,21,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,429663.65,19877527.11,20720148.17,2609964.84
Jun/21,6,Jun,21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,266657470.86,226367980.10,168734947.34,15052765.69
ago/21,8,ago,21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,188932802.32,185426316.88,173282148.74,4455334.59
abr/21,4,abr,21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,157946379.19,166301313.80,163360417.78,15633327.33
Mar/21,3,Mar,21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,146662135.54,161860708.00,161511158.35,10542234.86
Jul/21,7,Jul,21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,164678623.98,169592203.31,225654548.17,12099128.25
Jan/21,1,Jan,21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,331400888.14,163041608.28,49962217.67,147624947.31
fev/21,2,fev,21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,148760794.25,161033930.45,162778900.91,17657638.39
mai/21,5,mai,21,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,160428581.25,170486372.05,169395431.84,8804029.98
mai/21,5,mai,21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,37425607.11,19241468.76,19180854.95,674297.55
abr/21,4,abr,21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,18963311.23,19737881.06,19394859.87,4973360.58
fev/21,2,fev,21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,1334168.45,17766268.97,17591826.14,2929047.45
ago/21,8,ago,21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,2573056.10,20358708.30,19305600.93,203504.48
Jul/21,7,Jul,21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,935864.79,19719348.98,25321283.64,2136488.53
Jan/21,1,Jan,21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,56268386.69,17346759.16,5295396.68,15443821.87
Mar/21,3,Mar,21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,2578677.08,19001662.20,17796546.72,1108085.25
Jun/21,6,Jun,21,26000 - Ministério da Educação,26253 - Universidade Federal Rural da Amazônia,59914046.15,25805364.44,19540537.12,4030672.38
ago/21,8,ago,21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,17086896.84,48437754.97,47433556.19,1948866.86
fev/21,2,fev,21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,44151084.39,44967915.06,44546312.67,3455278.93
Jan/21,1,Jan,21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,131220645.40,44372348.56,14244609.22,40504336.65
mai/21,5,mai,21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,39287750.99,48441441.77,47707747.40,3285143.59
abr/21,4,abr,21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,20433224.00,47206006.61,46464703.13,6750148.63
Mar/21,3,Mar,21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,37134664.89,45243637.66,44977641.81,3455228.64
Jun/21,6,Jun,21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,86485433.88,60794592.00,48959259.23,2498932.79
Jul/21,7,Jul,21,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,58055923.54,47096388.08,59446711.97,1777417.93
fev/21,2,fev,21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,272817.88,48343044.31,48403580.35,5663862.08
Jun/21,6,Jun,21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,6852370.48,63372795.54,50506860.69,2215740.21
Jul/21,7,Jul,21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,1570153.09,52746022.96,65213124.19,1800984.42
abr/21,4,abr,21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,11310706.83,51001067.34,49260194.37,6534188.34
mai/21,5,mai,21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,215918224.59,51142638.27,51852354.93,1168486.52
Jan/21,1,Jan,21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,364259351.80,42403032.35,9613024.26,55772833.05
ago/21,8,ago,21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,1068624.64,51859074.78,51485438.12,1995217.51
Mar/21,3,Mar,21,26000 - Ministério da Educação,26249 - Universidade Federal Rural do Rio de Janeiro,2115907.88,49379418.57,48534078.54,2724952.40
Mar/21,3,Mar,21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,19337631.22,20432819.79,19515206.81,1863587.25
Jan/21,1,Jan,21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,101586994.82,20051243.55,6709794.86,18351366.00
Jul/21,7,Jul,21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,5014854.83,21895457.85,26849588.77,2085049.64
mai/21,5,mai,21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,40488587.05,22192450.08,20674067.33,3762698.47
abr/21,4,abr,21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,4393299.41,20635274.24,20929512.22,4539550.15
fev/21,2,fev,21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,1086926.45,19412034.95,19927899.30,1903124.20
Jun/21,6,Jun,21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,51592502.84,26348575.08,21692227.17,1554388.64
ago/21,8,ago,21,26000 - Ministério da Educação,26264 - Universidade Federal Rural do Semi-Árido,22457426.91,23179429.76,21454118.76,1188503.95
Jul/21,7,Jul,21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,153959444.52,74927767.73,90754677.82,4791665.92
abr/21,4,abr,21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,99387720.77,77956202.27,71945610.61,14968854.80
fev/21,2,fev,21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,1703441.35,68840809.73,69770011.40,9069125.96
Jan/21,1,Jan,21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,334923806.05,70792661.09,25365370.51,69658278.04
ago/21,8,ago,21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,8207198.83,75328132.12,74083076.76,5040885.44
mai/21,5,mai,21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,47703642.36,72691355.59,77037375.05,6464551.98
Mar/21,3,Mar,21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,33845140.70,70896455.79,70261458.54,6515057.01
Jun/21,6,Jun,21,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná,41610800.97,90164188.84,73463734.19,9399677.11
set/21,9,set,21,26000 - Ministério da Educação,26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,18889460.27,31136380.56,31212644.04,935050.19
out/21,10,out,21,26000 - Ministério da Educação,26256 - Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,1092452.60,27486939.89,21925006.54,33613.13
out/21,10,out,21,26000 - Ministério da Educação,26257 - Centro Federal de Educação Tecnológica de Minas Gerais,1873951.68,598788.91,25750854.24,2174086.58
set/21,9,set,21,26000 - Ministério da Educação,26257 - Centro Federal de Educação Tecnológica de Minas Gerais,6396370.72,39901338.61,40016715.90,554733.98
out/21,10,out,21,26000 - Ministério da Educação,26201 - Colégio Pedro II,1627218.02,1636331.53,38208275.49,848092.79
set/21,9,set,21,26000 - Ministério da Educação,26201 - Colégio Pedro II,2603472.18,52659123.23,51819476.29,2114855.97
out/21,10,out,21,26000 - Ministério da Educação,26443 - Empresa Brasileira de Serviços Hospitalares,122306302.80,161748631.23,412053312.33,8320112.81
set/21,9,set,21,26000 - Ministério da Educação,26443 - Empresa Brasileira de Serviços Hospitalares,384395925.20,656005429.46,652955949.57,17581799.56
out/21,10,out,21,26000 - Ministério da Educação,26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,17615759.13,46913703.89,199987776.60,5940862.21
set/21,9,set,21,26000 - Ministério da Educação,26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,62891641.06,350640972.82,415533376.23,15235349.28
set/21,9,set,21,26000 - Ministério da Educação,26292 - Fundação Joaquim Nabuco,667409.49,9490944.33,9370713.02,73582.23
out/21,10,out,21,26000 - Ministério da Educação,26292 - Fundação Joaquim Nabuco,935528.33,1344581.54,6803722.99,306226.39
set/21,9,set,21,26000 - Ministério da Educação,26271 - Fundação Universidade de Brasília,109736690.74,146820624.76,143835929.70,59097897.13
out/21,10,out,21,26000 - Ministério da Educação,26271 - Fundação Universidade de Brasília,6400093.71,4248818.04,95505515.13,3709156.88
out/21,10,out,21,26000 - Ministério da Educação,26270 - Fundação Universidade do Amazonas,4119540.42,7867919.17,48189242.13,1811505.11
set/21,9,set,21,26000 - Ministério da Educação,26270 - Fundação Universidade do Amazonas,138480340.55,63756793.78,64085361.87,3380371.20
out/21,10,out,21,26000 - Ministério da Educação,26272 - Fundação Universidade do Maranhão,4661972.57,4790458.44,46384878.56,121403.59
set/21,9,set,21,26000 - Ministério da Educação,26272 - Fundação Universidade do Maranhão,38156104.31,69193281.73,71183054.32,1696526.64
set/21,9,set,21,26000 - Ministério da Educação,26350 - Fundação Universidade Federal da Grande Dourados,1866312.08,21790287.71,21299728.06,982209.99
out/21,10,out,21,26000 - Ministério da Educação,26350 - Fundação Universidade Federal da Grande Dourados,1374040.54,1255714.93,14508201.18,310632.23
set/21,9,set,21,26000 - Ministério da Educação,26284 - Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,5271491.66,13070258.37,13311981.93,387205.46
out/21,10,out,21,26000 - Ministério da Educação,26284 - Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,3639190.32,253102.01,9199975.28,184568.77
out/21,10,out,21,26000 - Ministério da Educação,26278 - Fundação Universidade Federal de Pelotas,25810741.75,3704742.35,43861619.49,285714.32
set/21,9,set,21,26000 - Ministério da Educação,26278 - Fundação Universidade Federal de Pelotas,10191280.70,64170239.95,65683002.69,423977.67
set/21,9,set,21,26000 - Ministério da Educação,26268 - Fundação Universidade Federal de Rondônia,39200039.43,21508875.69,21819414.55,282931.56
out/21,10,out,21,26000 - Ministério da Educação,26268 - Fundação Universidade Federal de Rondônia,4432754.62,1600241.22,15900132.77,316974.04
out/21,10,out,21,26000 - Ministério da Educação,26281 - Fundação Universidade Federal de Sergipe,-3864488.51,5352012.19,40191876.00,757412.07
set/21,9,set,21,26000 - Ministério da Educação,26281 - Fundação Universidade Federal de Sergipe,46001780.99,63152260.82,65926900.08,1608866.92
out/21,10,out,21,26000 - Ministério da Educação,26280 - Fundação Universidade Federal de São Carlos,569103.18,1760883.65,35786845.12,67606.01
set/21,9,set,21,26000 - Ministério da Educação,26280 - Fundação Universidade Federal de São Carlos,52266427.38,52100830.96,51428087.24,916629.08
set/21,9,set,21,26000 - Ministério da Educação,26285 - Fundação Universidade Federal de São João Del-Rei,5488726.44,26409426.85,26729995.22,2630523.45
