DATA,ESTADO,CIDADE,CASOS CONFIRMADOS,ÓBITOS,POPULAÇÃO ESTIMADA,LETALIDADE
9/22/2021,PR,Guairaçá,442,12,6609,2.71
9/22/2021,PR,Guamiranga,1227,20,8811,1.63
9/22/2021,PR,Guapirama,633,8,3784,1.26
9/22/2021,PR,Guaporema,252,4,2241,1.59
9/22/2021,PR,Guaraci,622,9,5530,1.45
9/22/2021,PR,Guaraniaçu,1611,28,12217,1.74
9/22/2021,PR,Guarapuava,22533,601,182644,2.67
9/22/2021,PR,Guaraqueçaba,749,19,7594,2.54
9/22/2021,PR,Guaratuba,5210,183,37527,3.51
9/22/2021,PR,Honório Serpa,611,11,5119,1.8
9/22/2021,PR,Ibaiti,4017,146,31644,3.63
9/22/2021,PR,Ibema,543,25,6370,4.6
9/22/2021,PR,Ibiporã,7403,172,55131,2.32
9/22/2021,PR,Icaraíma,935,16,7786,1.71
9/22/2021,PR,Iguaraçu,621,23,4440,3.7
9/22/2021,PR,Iguatu,317,10,2253,3.15
9/22/2021,PR,Imbaú,2006,58,13282,2.89
9/22/2021,PR,Imbituva,4828,112,32940,2.32
9/22/2021,PR,Importados/Indefinidos,6104,217,,3.56
9/22/2021,PR,Inácio Martins,1294,19,11121,1.47
9/22/2021,PR,Inajá,392,10,3116,2.55
9/22/2021,PR,Indianópolis,964,12,4465,1.24
9/22/2021,PR,Ipiranga,1333,32,15251,2.4
9/22/2021,PR,Iporã,1775,15,13782,0.85
9/22/2021,PR,Iracema do Oeste,238,4,2251,1.68
9/22/2021,PR,Irati,8719,185,61088,2.12
9/22/2021,PR,Iretama,1089,21,10098,1.93
9/22/2021,PR,Itaguajé,341,9,4446,2.64
9/22/2021,PR,Itaipulândia,1498,22,11385,1.47
9/22/2021,PR,Itambaracá,894,19,6549,2.13
9/22/2021,PR,Itambé,777,36,6109,4.63
9/22/2021,PR,Itapejara d'Oeste,2096,44,12094,2.1
9/22/2021,PR,Itaperuçu,3924,121,29070,3.08
9/22/2021,PR,Itaúna do Sul,281,5,2781,1.78
9/22/2021,PR,Ivaí,1117,24,13965,2.15
9/22/2021,PR,Ivaiporã,3800,93,31935,2.45
9/22/2021,PR,Ivaté,626,4,8240,0.64
9/22/2021,PR,Ivatuba,292,12,3279,4.11
9/22/2021,PR,Jaboti,578,14,5303,2.42
9/22/2021,PR,Jacarezinho,6183,105,39322,1.7
9/22/2021,PR,Jaguapitã,2073,54,13742,2.6
9/22/2021,PR,Jaguariaíva,4805,152,35027,3.16
9/22/2021,PR,Jandaia do Sul,3066,84,21230,2.74
9/22/2021,PR,Janiópolis,514,19,5095,3.7
9/22/2021,PR,Japira,634,12,4930,1.89
9/22/2021,PR,Japurá,1224,17,9500,1.39
9/22/2021,PR,Jardim Alegre,1040,32,11196,3.08
9/22/2021,PR,Jardim Olinda,70,2,1320,2.86
9/22/2021,PR,Jataizinho,1849,40,12638,2.16
9/22/2021,PR,Jesuítas,1070,20,8330,1.87
9/22/2021,PR,Joaquim Távora,2044,52,12009,2.54
9/22/2021,PR,Jundiaí do Sul,183,7,3269,3.83
9/22/2021,PR,Juranda,1058,31,7292,2.93
9/22/2021,PR,Jussara,730,6,7041,0.82
9/22/2021,PR,Kaloré,1273,27,4047,2.12
9/22/2021,PR,Lapa,4797,130,48410,2.71
9/22/2021,PR,Laranjal,409,13,5784,3.18
9/22/2021,PR,Laranjeiras do Sul,2741,87,32139,3.17
9/22/2021,PR,Leópolis,471,11,3925,2.34
9/22/2021,PR,Lidianópolis,429,8,3231,1.86
9/22/2021,PR,Lindoeste,549,9,4592,1.64
9/22/2021,PR,Loanda,3284,52,23242,1.58
9/22/2021,PR,Lobato,561,14,4819,2.5
9/22/2021,PR,Londrina,89527,2038,575377,2.28
9/22/2021,PR,Luiziana,789,14,7240,1.77
9/22/2021,PR,Lunardelli,564,7,4744,1.24
9/22/2021,PR,Lupionópolis,375,20,4945,5.33
9/22/2021,PR,Mallet,812,14,13663,1.72
9/22/2021,PR,Mamborê,1407,27,13014,1.92
9/22/2021,PR,Mandaguaçu,4063,82,23100,2.02
9/22/2021,PR,Mandaguari,5021,124,34515,2.47
9/22/2021,PR,Mandirituba,3532,92,27315,2.6
9/22/2021,PR,Manfrinópolis,237,5,2506,2.11
9/22/2021,PR,Mangueirinha,2147,52,16642,2.42
9/22/2021,PR,Manoel Ribas,1561,29,13510,1.86
9/22/2021,PR,Marechal Cândido Rondon,7108,143,53495,2.01
9/22/2021,PR,Maria Helena,556,4,5634,0.72
9/22/2021,PR,Marialva,6163,129,35804,2.09
9/22/2021,PR,Marilândia do Sul,1195,41,8814,3.43
9/22/2021,PR,Marilena,722,18,7084,2.49
9/22/2021,PR,Mariluz,1487,50,10336,3.36
9/22/2021,PR,Maringá,62482,1571,430157,2.51
9/22/2021,PR,Mariópolis,733,24,6632,3.27
9/22/2021,PR,Maripá,739,19,5582,2.57
9/22/2021,PR,Marmeleiro,2304,44,14387,1.91
9/22/2021,PR,Marquinho,372,8,4340,2.15
9/22/2021,PR,Marumbi,698,11,4677,1.58
9/22/2021,PR,Matelândia,2950,66,18107,2.24
9/22/2021,PR,Matinhos,3823,142,35219,3.71
9/22/2021,PR,Mato Rico,168,4,3206,2.38
9/22/2021,PR,Mauá da Serra,1243,24,10800,1.93
9/22/2021,PR,Medianeira,7911,141,46574,1.78
9/22/2021,PR,Mercedes,570,8,5577,1.4
9/22/2021,PR,Mirador,232,3,2196,1.29
9/22/2021,PR,Miraselva,245,6,1796,2.45
9/22/2021,PR,Missal,1238,20,10704,1.62
9/22/2021,PR,Moreira Sales,1078,35,12042,3.25
9/22/2021,PR,Morretes,2235,57,16446,2.55
9/22/2021,PR,Munhoz de Melo,504,9,4009,1.79
9/22/2021,PR,Nossa Senhora das Graças,616,10,4008,1.62
9/22/2021,PR,Nova Aliança do Ivaí,148,2,1551,1.35
9/22/2021,PR,Nova América da Colina,436,8,3434,1.83
9/22/2021,PR,Nova Aurora,1637,35,10299,2.14
9/22/2021,PR,Nova Cantu,802,20,5061,2.49
9/22/2021,PR,Nova Esperança,2429,83,27984,3.42
9/22/2021,PR,Nova Esperança do Sudoeste,642,11,5030,1.71
9/22/2021,PR,Nova Fátima,681,13,8136,1.91
9/22/2021,PR,Nova Laranjeiras,932,11,11507,1.18
9/22/2021,PR,Nova Londrina,1745,31,13200,1.78
9/22/2021,PR,Nova Olímpia,710,19,5826,2.68
9/22/2021,PR,Nova Prata do Iguaçu,1252,23,10544,1.84
9/22/2021,PR,Nova Santa Bárbara,590,20,4277,3.39
9/22/2021,PR,Nova Santa Rosa,1028,15,8266,1.46
9/22/2021,PR,Nova Tebas,572,17,5448,2.97
9/22/2021,PR,Novo Itacolomi,310,7,2840,2.26
9/22/2021,PR,Ortigueira,2299,46,21960,2
9/22/2021,PR,Ourizona,341,12,3425,3.52
9/22/2021,PR,Ouro Verde do Oeste,986,31,6016,3.14
9/22/2021,PR,Paiçandu,5225,132,41773,2.53
9/22/2021,PR,Palmas,6866,164,51755,2.39
9/22/2021,PR,Palmeira,4206,93,33994,2.21
9/22/2021,PR,Palmital,1387,36,12960,2.6
9/22/2021,PR,Palotina,6221,90,32121,1.45
9/22/2021,PR,Paraíso do Norte,2234,46,14023,2.06
9/22/2021,PR,Paranacity,1014,24,11580,2.37
9/22/2021,PR,Paranaguá,23599,560,156174,2.37
9/22/2021,PR,Paranapoema,247,3,3241,1.21
9/22/2021,PR,Paranavaí,11704,289,88922,2.47
9/22/2021,PR,Pato Bragado,610,11,5684,1.8
9/22/2021,PR,Pato Branco,13492,297,83843,2.2
9/22/2021,PR,Paula Freitas,632,16,5908,2.53
9/22/2021,PR,Paulo Frontin,408,2,7387,0.49
9/22/2021,PR,Peabiru,1665,39,14007,2.34
9/22/2021,PR,Perobal,962,6,6160,0.62
9/22/2021,PR,Pérola,1498,31,11321,2.07
9/22/2021,PR,Pérola d'Oeste,517,8,6288,1.55
9/22/2021,PR,Piên,1885,31,12882,1.64
9/22/2021,PR,Pinhais,19128,595,133490,3.11
9/22/2021,PR,Pinhalão,869,21,6324,2.42
9/22/2021,PR,Pinhal de São Bento,196,1,2737,0.51
9/22/2021,PR,Pinhão,2346,83,32559,3.54
9/22/2021,PR,Piraí do Sul,3350,83,25617,2.48
9/22/2021,PR,Piraquara,13754,340,114970,2.47
9/22/2021,PR,Pitanga,3632,52,29994,1.43
9/22/2021,PR,Pitangueiras,470,9,3262,1.91
9/22/2021,PR,Planaltina do Paraná,443,7,4272,1.58
9/22/2021,PR,Planalto,1267,19,13431,1.5
9/22/2021,PR,Ponta Grossa,48900,1271,355336,2.6
9/22/2021,PR,Pontal do Paraná,3599,124,27915,3.45
9/22/2021,PR,Porecatu,1735,49,12748,2.82
9/22/2021,PR,Porto Amazonas,514,20,4874,3.89
9/22/2021,PR,Porto Barreiro,309,4,3184,1.29
9/22/2021,PR,Porto Rico,447,5,2556,1.12
9/22/2021,PR,Porto Vitória,135,5,4061,3.7
9/22/2021,PR,Prado Ferreira,106,17,3780,16.04
9/22/2021,PR,Pranchita,644,8,5095,1.24
9/22/2021,PR,Presidente Castelo Branco,667,11,5351,1.65
9/22/2021,PR,Primeiro de Maio,647,29,11130,4.48
9/22/2021,PR,Prudentópolis,3654,106,52513,2.9
9/22/2021,PR,Quarto Centenário,295,5,4465,1.69
9/22/2021,PR,Quatiguá,1533,31,7477,2.02
9/22/2021,PR,Quatro Barras,3689,101,23911,2.74
9/22/2021,PR,Quatro Pontes,718,8,4029,1.11
9/22/2021,PR,Quedas do Iguaçu,3670,78,34409,2.13
9/22/2021,PR,Querência do Norte,1273,8,12232,0.63
9/22/2021,PR,Quinta do Sol,609,9,4508,1.48
9/22/2021,PR,Quitandinha,1715,58,19221,3.38
9/22/2021,PR,Ramilândia,475,12,4476,2.53
9/22/2021,PR,Rancho Alegre,449,4,3784,0.89
9/22/2021,PR,Rancho Alegre D'Oeste,294,8,2628,2.72
9/22/2021,PR,Realeza,2472,37,16950,1.5
9/22/2021,PR,Rebouças,1842,40,14946,2.17
9/22/2021,PR,Renascença,824,22,6787,2.67
9/22/2021,PR,Reserva,3362,79,26825,2.35
9/22/2021,PR,Reserva do Iguaçu,668,9,8069,1.35
9/22/2021,PR,Ribeirão Claro,1283,21,10645,1.64
9/22/2021,PR,Ribeirão do Pinhal,1645,48,12948,2.92
9/22/2021,PR,Rio Azul,1392,23,15336,1.65
9/22/2021,PR,Rio Bom,374,13,3182,3.48
9/22/2021,PR,Rio Bonito do Iguaçu,967,11,13255,1.14
