Mês Ano,Órgão Superior,Órgão/Entidade Vinculada,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos
set/21,26000 - Ministério da Educação,26257 - Centro Federal de Educação Tecnológica de Minas Gerais,"6.396.370,72","39.901.338,61","40.016.715,90","554.733,98"
out/21,26000 - Ministério da Educação,26201 - Colégio Pedro II,"1.627.218,02","1.636.331,53","38.208.275,49","848.092,79"
set/21,26000 - Ministério da Educação,26201 - Colégio Pedro II,"2.603.472,18","52.659.123,23","51.819.476,29","2.114.855,97"
out/21,26000 - Ministério da Educação,26443 - Empresa Brasileira de Serviços Hospitalares,"122.306.302,80","161.748.631,23","412.053.312,33","8.320.112,81"
set/21,26000 - Ministério da Educação,26443 - Empresa Brasileira de Serviços Hospitalares,"384.395.925,20","656.005.429,46","652.955.949,57","17.581.799,56"
out/21,26000 - Ministério da Educação,26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,"17.615.759,13","46.913.703,89","199.987.776,60","5.940.862,21"
set/21,26000 - Ministério da Educação,26291 - Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,"62.891.641,06","350.640.972,82","415.533.376,23","15.235.349,28"
set/21,26000 - Ministério da Educação,26292 - Fundação Joaquim Nabuco,"667.409,49","9.490.944,33","9.370.713,02","73.582,23"
out/21,26000 - Ministério da Educação,26292 - Fundação Joaquim Nabuco,"935.528,33","1.344.581,54","6.803.722,99","306.226,39"
set/21,26000 - Ministério da Educação,26271 - Fundação Universidade de Brasília,"109.736.690,74","146.820.624,76","143.835.929,70","59.097.897,13"
out/21,26000 - Ministério da Educação,26271 - Fundação Universidade de Brasília,"6.400.093,71","4.248.818,04","95.505.515,13","3.709.156,88"
out/21,26000 - Ministério da Educação,26270 - Fundação Universidade do Amazonas,"4.119.540,42","7.867.919,17","48.189.242,13","1.811.505,11"
set/21,26000 - Ministério da Educação,26270 - Fundação Universidade do Amazonas,"138.480.340,55","63.756.793,78","64.085.361,87","3.380.371,20"
out/21,26000 - Ministério da Educação,26272 - Fundação Universidade do Maranhão,"4.661.972,57","4.790.458,44","46.384.878,56","121.403,59"
set/21,26000 - Ministério da Educação,26272 - Fundação Universidade do Maranhão,"38.156.104,31","69.193.281,73","71.183.054,32","1.696.526,64"
set/21,26000 - Ministério da Educação,26350 - Fundação Universidade Federal da Grande Dourados,"1.866.312,08","21.790.287,71","21.299.728,06","982.209,99"
out/21,26000 - Ministério da Educação,26350 - Fundação Universidade Federal da Grande Dourados,"1.374.040,54","1.255.714,93","14.508.201,18","310.632,23"
set/21,26000 - Ministério da Educação,26284 - Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,"5.271.491,66","13.070.258,37","13.311.981,93","387.205,46"
out/21,26000 - Ministério da Educação,26284 - Fundação Universidade Federal de Ciências da Saúde de Porto Alegre,"3.639.190,32","253.102,01","9.199.975,28","184.568,77"
out/21,26000 - Ministério da Educação,26278 - Fundação Universidade Federal de Pelotas,"25.810.741,75","3.704.742,35","43.861.619,49","285.714,32"
set/21,26000 - Ministério da Educação,26278 - Fundação Universidade Federal de Pelotas,"10.191.280,70","64.170.239,95","65.683.002,69","423.977,67"
set/21,26000 - Ministério da Educação,26268 - Fundação Universidade Federal de Rondônia,"39.200.039,43","21.508.875,69","21.819.414,55","282.931,56"
out/21,26000 - Ministério da Educação,26268 - Fundação Universidade Federal de Rondônia,"4.432.754,62","1.600.241,22","15.900.132,77","316.974,04"
out/21,26000 - Ministério da Educação,26281 - Fundação Universidade Federal de Sergipe,"-3.864.488,51","5.352.012,19","40.191.876,00","757.412,07"
set/21,26000 - Ministério da Educação,26281 - Fundação Universidade Federal de Sergipe,"46.001.780,99","63.152.260,82","65.926.900,08","1.608.866,92"
out/21,26000 - Ministério da Educação,26280 - Fundação Universidade Federal de São Carlos,"569.103,18","1.760.883,65","35.786.845,12","67.606,01"
set/21,26000 - Ministério da Educação,26280 - Fundação Universidade Federal de São Carlos,"52.266.427,38","52.100.830,96","51.428.087,24","916.629,08"
set/21,26000 - Ministério da Educação,26285 - Fundação Universidade Federal de São João Del-Rei,"5.488.726,44","26.409.426,85","26.729.995,22","2.630.523,45"
out/21,26000 - Ministério da Educação,26285 - Fundação Universidade Federal de São João Del-Rei,"1.997.719,09","2.421.471,76","16.646.592,69","101.405,54"
out/21,26000 - Ministério da Educação,26274 - Fundação Universidade Federal de Uberlândia,"126.194.525,35","7.839.046,70","87.493.895,49","3.329.403,57"
set/21,26000 - Ministério da Educação,26274 - Fundação Universidade Federal de Uberlândia,"48.572.250,45","128.127.762,92","119.143.027,95","4.482.101,19"
out/21,26000 - Ministério da Educação,26352 - Fundação Universidade Federal do ABC,"773.949,99","2.043.660,70","16.235.102,06","241.871,88"
set/21,26000 - Ministério da Educação,26352 - Fundação Universidade Federal do ABC,"25.095.238,47","24.198.493,51","24.115.972,65","2.787.127,78"
set/21,26000 - Ministério da Educação,26275 - Fundação Universidade Federal do Acre,"5.304.030,91","26.893.293,86","26.764.287,75","1.472.580,49"
out/21,26000 - Ministério da Educação,26275 - Fundação Universidade Federal do Acre,"46.281.453,99","1.371.637,64","19.033.639,50","1.094.230,44"
out/21,26000 - Ministério da Educação,26286 - Fundação Universidade Federal do Amapá,"665.678,07","2.077.315,47","10.394.912,68","402.554,49"
set/21,26000 - Ministério da Educação,26286 - Fundação Universidade Federal do Amapá,"12.490.864,82","16.293.197,65","16.405.524,01","2.074.741,03"
set/21,26000 - Ministério da Educação,26276 - Fundação Universidade Federal do Mato Grosso,"68.343.165,50","66.949.666,57","67.386.879,87","2.937.828,07"
out/21,26000 - Ministério da Educação,26276 - Fundação Universidade Federal do Mato Grosso,"3.023.503,75","11.573.695,48","52.079.100,42","3.525.934,55"
out/21,26000 - Ministério da Educação,26283 - Fundação Universidade Federal do Mato Grosso do Sul,"1.826.300,88","5.039.265,37","45.425.539,50","390.044,65"
set/21,26000 - Ministério da Educação,26283 - Fundação Universidade Federal do Mato Grosso do Sul,"18.547.801,69","88.533.941,06","89.381.694,90","2.100.449,91"
out/21,26000 - Ministério da Educação,26266 - Fundação Universidade Federal do Pampa,"44.376.024,89","858.070,58","17.167.251,54","606.477,68"
set/21,26000 - Ministério da Educação,26266 - Fundação Universidade Federal do Pampa,"3.307.428,80","26.409.563,30","25.984.364,26","1.786.846,23"
set/21,26000 - Ministério da Educação,26279 - Fundação Universidade Federal do Piauí,"37.848.693,47","60.202.240,74","63.535.612,50","2.956.131,74"
out/21,26000 - Ministério da Educação,26279 - Fundação Universidade Federal do Piauí,"2.600.308,53","2.104.579,95","39.507.387,07","249.663,50"
out/21,26000 - Ministério da Educação,26251 - Fundação Universidade Federal do Tocantins,"2.274.242,46","980.476,42","18.779.027,75","373.937,95"
set/21,26000 - Ministério da Educação,26251 - Fundação Universidade Federal do Tocantins,"43.377.898,02","28.855.979,25","30.559.237,58","2.159.449,22"
out/21,26000 - Ministério da Educação,26230 - Fundação Universidade Federal do Vale do São Francisco,"4.198.646,56","4.123.739,04","14.200.575,98","588.999,33"
set/21,26000 - Ministério da Educação,26230 - Fundação Universidade Federal do Vale do São Francisco,"12.157.810,65","18.859.622,12","16.581.620,25","1.952.670,20"
out/21,26000 - Ministério da Educação,26298 - Fundo Nacional de Desenvolvimento da Educação,"835.225.328,50","2.181.481.595,29","2.171.617.811,24","95.933.943,67"
set/21,26000 - Ministério da Educação,26298 - Fundo Nacional de Desenvolvimento da Educação,"1.515.978.431,69","4.160.505.746,79","4.227.510.585,04","126.550.455,05"
set/21,26000 - Ministério da Educação,26294 - Hospital de Clínicas de Porto Alegre,"143.705.585,20","129.295.896,16","126.499.075,36","329.543,96"
out/21,26000 - Ministério da Educação,26294 - Hospital de Clínicas de Porto Alegre,"24.416.568,65","13.239.029,70","85.276.720,89","424.685,35"
set/21,26000 - Ministério da Educação,26404 - Instituto Federal Baiano,"9.599.111,17","25.079.744,69","25.546.319,03","2.119.405,35"
out/21,26000 - Ministério da Educação,26404 - Instituto Federal Baiano,"1.777.251,67","1.475.386,64","16.321.708,67","833.913,50"
set/21,26000 - Ministério da Educação,26422 - Instituto Federal Catarinense,"11.411.325,60","29.909.866,48","30.679.076,29","2.395.754,54"
out/21,26000 - Ministério da Educação,26422 - Instituto Federal Catarinense,"2.776.829,82","2.034.050,69","19.901.941,09","949.202,42"
out/21,26000 - Ministério da Educação,26427 - Instituto Federal da Bahia,"2.235.865,39","2.959.648,26","30.306.748,06","1.887.672,87"
set/21,26000 - Ministério da Educação,26427 - Instituto Federal da Bahia,"3.750.368,71","46.337.554,47","47.712.818,53","1.759.772,38"
set/21,26000 - Ministério da Educação,26417 - Instituto Federal da Paraíba,"14.600.919,24","44.866.781,10","45.065.835,19","915.869,93"
out/21,26000 - Ministério da Educação,26417 - Instituto Federal da Paraíba,"4.806.663,99","2.716.979,49","30.034.793,85","1.692.003,85"
set/21,26000 - Ministério da Educação,26402 - Instituto Federal de Alagoas,"12.036.650,33","33.222.292,32","33.968.458,04","1.795.080,51"
out/21,26000 - Ministério da Educação,26402 - Instituto Federal de Alagoas,"51.749.851,13","2.123.367,52","22.677.172,37","442.920,39"
set/21,26000 - Ministério da Educação,26428 - Instituto Federal de Brasília,"18.187.591,91","19.851.176,34","21.144.589,00","1.111.221,83"
out/21,26000 - Ministério da Educação,26428 - Instituto Federal de Brasília,"2.153.894,35","1.976.510,72","13.156.571,88","669.411,80"
set/21,26000 - Ministério da Educação,"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás","5.508.899,56","37.643.273,01","37.474.334,06","1.740.824,53"
out/21,26000 - Ministério da Educação,"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás","4.798.783,74","1.176.384,00","24.611.621,79","403.107,16"
out/21,26000 - Ministério da Educação,26409 - Instituto Federal de Minas Gerais,"53.882.278,68","3.025.662,53","23.095.339,19","1.231.345,94"
set/21,26000 - Ministério da Educação,26409 - Instituto Federal de Minas Gerais,"5.111.970,77","33.315.855,92","33.516.305,76","1.742.908,59"
set/21,26000 - Ministério da Educação,26418 - Instituto Federal de Pernambuco,"53.113.591,70","43.839.337,33","45.059.829,43","2.057.104,53"
out/21,26000 - Ministério da Educação,26418 - Instituto Federal de Pernambuco,"1.604.179,39","2.475.785,26","29.638.116,04","684.542,11"
set/21,26000 - Ministério da Educação,26421 - Instituto Federal de Rondônia,"33.026.436,70","17.233.921,89","17.020.385,04","1.069.559,16"
out/21,26000 - Ministério da Educação,26421 - Instituto Federal de Rondônia,"3.908.157,09","2.013.210,97","11.621.870,85","1.694.657,21"
set/21,26000 - Ministério da Educação,26437 - Instituto Federal de Roraima,"9.025.067,61","10.336.841,10","10.293.594,23","260.428,08"
out/21,26000 - Ministério da Educação,26437 - Instituto Federal de Roraima,"2.645.738,02","495.670,93","6.644.591,27","170.460,37"
set/21,26000 - Ministério da Educação,26438 - Instituto Federal de Santa Catarina,"24.200.920,49","47.052.714,71","48.369.025,28","1.566.517,36"
out/21,26000 - Ministério da Educação,26438 - Instituto Federal de Santa Catarina,"2.331.096,98","2.914.827,68","31.156.713,29","1.967.293,40"
out/21,26000 - Ministério da Educação,26423 - Instituto Federal de Sergipe,"852.699,86","1.127.875,49","14.483.787,97","88.582,65"
set/21,26000 - Ministério da Educação,26423 - Instituto Federal de Sergipe,"2.741.109,78","21.857.415,31","22.540.571,49","647.438,26"
set/21,26000 - Ministério da Educação,26439 - Instituto Federal de São Paulo,"115.722.544,26","75.656.280,33","77.199.121,03","2.868.067,44"
out/21,26000 - Ministério da Educação,26439 - Instituto Federal de São Paulo,"2.381.829,95","6.246.952,40","51.512.972,24","896.230,90"
out/21,26000 - Ministério da Educação,26425 - Instituto Federal do Acre,"94.363,25","474.857,19","6.036.402,60","464.939,74"
set/21,26000 - Ministério da Educação,26425 - Instituto Federal do Acre,"2.186.910,25","9.277.759,17","9.264.647,08","477.359,42"
out/21,26000 - Ministério da Educação,26426 - Instituto Federal do Amapá,"917.124,98","111.844,95","5.281.501,73","1.332.738,11"
set/21,26000 - Ministério da Educação,26426 - Instituto Federal do Amapá,"1.912.195,88","7.265.307,61","7.331.877,82","502.322,78"
out/21,26000 - Ministério da Educação,26403 - Instituto Federal do Amazonas,"2.139.383,03","1.219.426,04","18.756.727,05","490.190,82"
set/21,26000 - Ministério da Educação,26403 - Instituto Federal do Amazonas,"2.892.703,67","27.900.074,73","28.152.300,02","3.690.924,08"
out/21,26000 - Ministério da Educação,26405 - Instituto Federal do Ceará,"1.292.332,19","3.744.579,45","39.535.754,98","3.136.107,46"
set/21,26000 - Ministério da Educação,26405 - Instituto Federal do Ceará,"10.876.269,38","58.957.706,59","58.951.020,89","4.666.783,66"
set/21,26000 - Ministério da Educação,26406 - Instituto Federal do Espírito Santo,"64.480.979,56","55.586.088,71","57.136.865,89","2.147.019,02"
out/21,26000 - Ministério da Educação,26406 - Instituto Federal do Espírito Santo,"3.736.217,48","4.943.200,88","37.999.139,61","787.071,84"
set/21,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,"12.084.765,34","48.341.316,96","49.521.781,86","1.291.659,68"
out/21,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,"5.532.844,50","2.908.244,74","31.042.981,47","673.897,58"
out/21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,"3.839.618,23","3.690.007,44","24.737.881,36","739.413,15"
set/21,26000 - Ministério da Educação,26414 - Instituto Federal do Mato Grosso,"8.140.031,50","36.499.892,87","38.151.761,10","2.664.382,44"
out/21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,"15.309.314,46","12.978.257,27","10.829.183,45","484.568,95"
set/21,26000 - Ministério da Educação,26415 - Instituto Federal do Mato Grosso do Sul,"16.522.495,36","16.250.592,89","16.764.567,88","831.032,73"
set/21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,"7.556.185,08","21.953.512,86","21.288.368,60","1.272.527,11"
out/21,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,"1.264.642,87","1.435.970,98","14.800.085,63","712.419,53"
set/21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,"6.740.812,00","34.400.360,44","34.926.934,63","2.871.078,33"
out/21,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,"2.241.567,16","1.598.494,18","22.109.560,47","1.107.162,90"
out/21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,"57.430.566,58","2.893.889,43","24.153.155,03","854.418,31"
set/21,26000 - Ministério da Educação,26416 - Instituto Federal do Pará,"4.601.695,78","36.862.016,84","38.476.568,33","648.089,92"
set/21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,"3.061.721,27","35.556.811,88","36.347.112,10","624.184,34"
out/21,26000 - Ministério da Educação,26431 - Instituto Federal do Piauí,"1.431.483,10","2.433.685,93","23.633.793,21","498.383,75"
out/21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,"1.243.758,70","1.901.951,48","22.543.794,30","2.824.053,10"
set/21,26000 - Ministério da Educação,26433 - Instituto Federal do Rio de Janeiro,"4.097.920,71","34.421.247,38","34.670.347,66","608.441,58"
set/21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,"57.255.390,40","49.023.990,37","47.362.548,63","3.883.725,48"
out/21,26000 - Ministério da Educação,26435 - Instituto Federal do Rio Grande do Norte,"2.572.654,52","1.181.513,15","32.105.838,13","1.783.166,77"
out/21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,"2.689.061,07","1.559.703,86","24.016.907,11","801.928,20"
set/21,26000 - Ministério da Educação,26419 - Instituto Federal do Rio Grande do Sul,"4.173.480,70","36.579.110,95","37.239.111,98","1.052.302,55"
set/21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,"2.092.936,74","14.217.195,04","14.581.481,97","424.491,86"
out/21,26000 - Ministério da Educação,26430 - Instituto Federal do Sertão de Pernambuco,"3.293.058,86","814.806,72","9.795.088,06","149.061,77"
set/21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,"13.989.244,47","23.250.795,45","25.169.921,00","517.107,32"
out/21,26000 - Ministério da Educação,26411 - Instituto Federal do Sudeste de Minas Gerais,"3.150.604,45","1.192.562,87","15.737.663,91","341.534,43"
out/21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,"1.587.950,70","1.862.828,06","14.797.373,08","2.344.026,69"
set/21,26000 - Ministério da Educação,26412 - Instituto Federal do Sul de Minas Gerais,"27.253.104,94","22.080.491,04","22.552.852,47","3.323.332,85"
set/21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,"8.057.583,32","19.637.239,55","20.079.716,89","961.679,59"
out/21,26000 - Ministério da Educação,26424 - Instituto Federal do Tocantins,"3.708.443,42","1.048.208,80","12.890.826,47","305.383,35"
out/21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,"983.500,28","1.336.938,52","13.034.147,62","164.780,59"
set/21,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,"2.118.979,64","19.951.360,93","20.408.836,90","832.298,87"
set/21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,"14.514.943,44","23.733.637,13","24.384.096,08","1.300.623,60"
out/21,26000 - Ministério da Educação,26420 - Instituto Federal Farroupilha,"36.406.903,09","1.596.847,58","15.503.773,14","854.583,28"
out/21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,"2.350.577,79","3.733.955,21","22.143.040,59","747.504,61"
set/21,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,"21.947.622,65","33.152.537,43","32.694.748,60","372.951,63"
out/21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,"5.179.821,90","2.116.852,89","16.361.465,29","468.929,27"
set/21,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,"20.042.950,96","25.769.981,14","28.373.212,85","1.514.084,16"
out/21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,"2.588.201,38","2.843.344,65","24.540.548,73","690.946,09"
set/21,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,"12.551.789,58","36.476.739,56","37.340.373,20","1.184.843,12"
set/21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,"43.270.925,26","20.739.188,39","19.999.082,64","14.920.343,90"
out/21,26000 - Ministério da Educação,26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira,"10.257.642,05","30.121.222,83","30.034.039,38","15.096.924,73"
set/21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,"93.162.948,47","66.237.898,61","65.955.514,69","1.141.724,61"
out/21,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,"38.842.118,56","40.048.345,96","64.316.822,59","3.088.422,73"
set/21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,"11.598.793,89","11.548.753,73","11.623.392,83","769.216,81"
out/21,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,"15.048.294,77","902.480,15","7.074.277,45","549.002,20"
set/21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,"46.444.843,37","162.359.129,22","156.354.772,36","845.303,03"
out/21,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,"189.249.566,65","14.983.478,11","104.775.188,59","995.593,66"
out/21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,"18.476.953,27","1.492.291,62","14.259.151,71","1.103.262,01"
set/21,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,"35.007.568,97","21.181.837,71","23.606.230,20","1.389.161,64"
out/21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,"499.424,14","404.896,85","8.457.544,15","115.495,35"
set/21,26000 - Ministério da Educação,26267 - Universidade Federal da Integração Latino-Americana,"7.704.496,93","12.573.521,21","12.552.692,92","1.346.327,67"
set/21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,"110.257.161,38","150.078.214,47","151.158.037,45","3.502.708,82"
out/21,26000 - Ministério da Educação,26240 - Universidade Federal da Paraíba,"5.057.935,93","6.112.539,57","104.785.437,03","2.047.845,58"
set/21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,"5.020.673,22","73.076.303,96","73.934.079,38","800.421,19"
out/21,26000 - Ministério da Educação,26231 - Universidade Federal de Alagoas,"92.536.892,40","6.182.526,17","52.289.886,28","124.103,36"
set/21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,"5.192.355,20","19.177.395,03","20.408.694,07","945.367,42"
out/21,26000 - Ministério da Educação,26260 - Universidade Federal de Alfenas,"1.724.130,14","1.798.271,95","12.178.627,11","364.382,57"
set/21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,"26.092.142,09","63.165.512,43","62.835.050,77","1.857.658,93"
out/21,26000 - Ministério da Educação,26252 - Universidade Federal de Campina Grande,"5.175.758,61","7.861.587,44","40.082.079,74","1.151.660,68"
out/21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,"-249.066,28","234.758,86","4.920.442,11","27.153,29"
set/21,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,"14.149.075,16","7.778.167,04","7.759.786,28","732.412,03"
set/21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,"119.080.981,11","101.557.496,80","105.625.879,88","6.537.666,68"
out/21,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,"8.616.564,51","5.598.859,69","70.777.899,41","140.413,29"
set/21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,"13.717.179,15","18.636.515,34","19.337.744,76","982.157,36"
out/21,26000 - Ministério da Educação,26261 - Universidade Federal de Itajubá,"2.322.984,67","1.192.717,37","12.440.519,16","232.714,23"
out/21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,"1.963.307,15","846.478,34","4.411.272,17","103.070,68"
set/21,26000 - Ministério da Educação,26453 - UNIVERSIDADE FEDERAL DE JATAI,"1.121.550,68","7.798.327,74","7.893.106,19","37.893,95"
set/21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,"21.909.559,57","75.916.763,42","77.074.030,57","-3.142.263,68"
out/21,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,"11.009.187,79","9.467.817,65","57.190.063,72","1.026.271,46"
set/21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,"23.695.968,73","30.018.492,36","30.705.912,85","2.806.574,29"
out/21,26000 - Ministério da Educação,26263 - Universidade Federal de Lavras,"17.809.316,24","2.832.240,44","21.573.320,06","1.061.363,39"
set/21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,"59.097.791,88","186.684.483,41","189.304.444,65","3.374.598,20"
out/21,26000 - Ministério da Educação,26238 - Universidade Federal de Minas Gerais,"2.219.877,01","26.095.627,48","134.438.431,98","584.653,20"
set/21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,"16.165.515,86","34.246.887,24","34.988.887,82","1.838.925,36"
out/21,26000 - Ministério da Educação,26277 - Universidade Federal de Ouro Preto,"2.116.143,03","2.403.588,45","24.387.141,73","783.491,82"
set/21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,"16.175.609,29","141.268.849,38","139.386.415,18","3.789.401,42"
out/21,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco,"10.943.029,07","4.727.403,54","99.211.784,70","4.566.830,25"
out/21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,"713.098,77","1.393.625,65","5.472.039,39","23.531,90"
set/21,26000 - Ministério da Educação,26454 - UNIVERSIDADE FEDERAL DE RONDONOPOLIS,"7.697.221,11","6.914.308,91","6.880.713,18","99.719,81"
set/21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,"40.879.006,22","18.566.542,54","18.645.912,90","1.114.189,14"
out/21,26000 - Ministério da Educação,26250 - Universidade Federal de Roraima,"1.052.214,78","1.378.175,88","12.428.261,17","618.044,11"
set/21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,"113.269.992,99","143.306.727,79","146.718.387,08","11.662.114,78"
out/21,26000 - Ministério da Educação,26246 - Universidade Federal de Santa Catarina,"15.696.007,26","8.157.427,31","96.224.942,13","2.346.422,75"
out/21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,"173.084.648,84","4.934.412,06","76.320.812,83","3.436.619,53"
set/21,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,"40.753.120,94","110.147.797,30","113.695.771,00","5.304.415,43"
out/21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,"54.054.577,32","8.582.682,18","76.107.494,60","1.450.146,24"
set/21,26000 - Ministério da Educação,26262 - Universidade Federal de São Paulo,"79.760.568,07","113.193.642,02","114.173.126,93","1.168.018,67"
out/21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,"77.032.302,58","2.339.132,59","53.059.016,99","2.390.739,87"
set/21,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,"9.171.659,68","72.303.391,69","71.418.590,62","2.223.180,86"
out/21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,"4.422.656,43","7.295,60","2.725.312,27",0
set/21,26000 - Ministério da Educação,26456 - UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,"4.340.262,90","4.243.336,53","4.227.994,86","128.239,99"
set/21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,"1.032.913,43","9.332.089,85","10.770.967,51","766.670,22"
out/21,26000 - Ministério da Educação,26449 - Universidade Federal do Cariri,"365.738,01","1.259.709,68","5.575.743,19","36.728,50"
set/21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,"23.140.317,13","130.744.621,72","133.537.542,94","2.705.475,13"
out/21,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,"17.037.818,41","2.860.524,24","90.280.790,32","1.623.542,11"
set/21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,"1.022.187,75","4.676.454,10","4.739.464,42","104.683,00"
out/21,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,"12.964,00","47.547,78","2.894.929,20",0
set/21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,"19.017.376,57","86.529.038,03","86.406.049,30","2.845.625,86"
out/21,26000 - Ministério da Educação,26234 - Universidade Federal do Espírito Santo,"750.697,79","3.074.108,29","59.549.187,23","1.179.430,60"
set/21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,"73.776.286,83","46.804.972,80","47.183.863,24","3.158.412,55"
out/21,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,"7.864.172,07","4.836.788,62","32.122.167,86","387,67"
out/21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,0,"979.653,50","482.842,21",0
set/21,26000 - Ministério da Educação,26457 - UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS,"3.143.344,02","374.901,24","734.725,94",0
out/21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,"132.071,96","800.357,59","5.928.505,18","399.263,63"
set/21,26000 - Ministério da Educação,26447 - Universidade Federal do Oeste da Bahia,"4.399.806,59","8.704.916,85","8.535.151,37","2.441.174,97"
