Ano,Região,UF,estado,Município,VAB total,Impostos,PIB,PIB per capita
2017,Norte,RO,Rondônia,Alta Floresta D'Oeste,470071.67,28792.52,498864.19,19611.75
2017,Norte,RO,Rondônia,Ariquemes,2064061.69,232012.01,2296073.71,21389.67
2017,Norte,RO,Rondônia,Cabixi,133399.27,5494.28,138893.55,22315.80
2017,Norte,RO,Rondônia,Cacoal,1909688.75,217834.51,2127523.25,24037.91
2017,Norte,RO,Rondônia,Cerejeiras,384811.23,63712.94,448524.17,25009.71
2017,Norte,RO,Rondônia,Colorado do Oeste,317271.73,22774.78,340046.50,18413.74
2017,Norte,RO,Rondônia,Corumbiara,321002.88,9390.33,330393.21,38156.05
2017,Norte,RO,Rondônia,Costa Marques,207957.89,8034.37,215992.26,12413.35
2017,Norte,RO,Rondônia,Espigão D'Oeste,530647.79,47334.51,577982.30,17498.71
2017,Norte,RO,Rondônia,Guajará-Mirim,692569.10,112000.50,804569.61,16955.80
2017,Norte,RO,Rondônia,Jaru,1257167.27,156461.03,1413628.30,25301.65
2017,Norte,RO,Rondônia,Ji-Paraná,2626957.94,399800.84,3026758.78,22814.71
2017,Norte,RO,Rondônia,Machadinho D'Oeste,572960.49,34150.72,607111.21,15724.60
2017,Norte,RO,Rondônia,Nova Brasilândia D'Oeste,337975.26,22990.49,360965.75,16598.42
2017,Norte,RO,Rondônia,Ouro Preto do Oeste,718879.78,58833.70,777713.47,19560.69
2017,Norte,RO,Rondônia,Pimenta Bueno,907415.35,168995.46,1076410.81,28288.63
2017,Norte,RO,Rondônia,Porto Velho,14700097.94,1814437.26,16514535.20,31793.20
2017,Norte,RO,Rondônia,Presidente Médici,379612.67,35437.46,415050.13,18760.18
2017,Norte,RO,Rondônia,Rio Crespo,102904.24,3416.24,106320.48,27767.17
2017,Norte,RO,Rondônia,Rolim de Moura,1194899.80,102625.00,1297524.80,22734.08
2017,Norte,RO,Rondônia,Santa Luzia D'Oeste,151814.78,6797.68,158612.46,19347.70
2017,Norte,RO,Rondônia,Vilhena,2225120.77,330461.22,2555581.99,26723.64
2017,Norte,RO,Rondônia,São Miguel do Guaporé,612316.93,37587.19,649904.11,26876.64
2017,Norte,RO,Rondônia,Nova Mamoré,452725.16,20301.31,473026.47,16372.80
2017,Norte,RO,Rondônia,Alvorada D'Oeste,250728.67,11962.87,262691.54,15685.89
2017,Norte,RO,Rondônia,Alto Alegre dos Parecis,322620.38,12820.01,335440.38,23883.26
2017,Norte,RO,Rondônia,Alto Paraíso,300909.91,18874.48,319784.39,15288.98
2017,Norte,RO,Rondônia,Buritis,620139.20,46093.94,666233.14,17063.65
2017,Norte,RO,Rondônia,Novo Horizonte do Oeste,161392.64,6910.68,168303.31,16744.93
2017,Norte,RO,Rondônia,Cacaulândia,136851.70,3936.75,140788.45,21793.88
2017,Norte,RO,Rondônia,Campo Novo de Rondônia,267406.36,9125.49,276531.85,19092.23
2017,Norte,RO,Rondônia,Candeias do Jamari,505670.78,32484.28,538155.05,21299.57
2017,Norte,RO,Rondônia,Castanheiras,108966.10,2516.97,111483.07,31403.68
2017,Norte,RO,Rondônia,Chupinguaia,268093.32,12669.76,280763.08,26504.59
2017,Norte,RO,Rondônia,Cujubim,309483.02,14539.95,324022.96,14437.60
2017,Norte,RO,Rondônia,Governador Jorge Teixeira,176873.22,5756.13,182629.35,18740.83
2017,Norte,RO,Rondônia,Itapuã do Oeste,153134.55,7692.96,160827.51,15599.18
2017,Norte,RO,Rondônia,Ministro Andreazza,205780.61,12318.89,218099.50,20286.44
2017,Norte,RO,Rondônia,Mirante da Serra,201668.06,10728.78,212396.84,17327.20
2017,Norte,RO,Rondônia,Monte Negro,256781.61,11476.53,268258.14,16573.47
2017,Norte,RO,Rondônia,Nova União,117775.25,3719.48,121494.73,15638.40
2017,Norte,RO,Rondônia,Parecis,98992.59,3400.89,102393.48,17343.07
2017,Norte,RO,Rondônia,Pimenteiras do Oeste,96280.55,2745.80,99026.35,41089.77
2017,Norte,RO,Rondônia,Primavera de Rondônia,61388.75,1967.11,63355.85,18573.98
2017,Norte,RO,Rondônia,São Felipe D'Oeste,87131.99,4005.55,91137.54,15204.80
2017,Norte,RO,Rondônia,São Francisco do Guaporé,324278.19,17134.45,341412.64,17335.87
2017,Norte,RO,Rondônia,Seringueiras,225896.01,14640.66,240536.67,19010.25
2017,Norte,RO,Rondônia,Teixeirópolis,80539.80,2874.78,83414.57,16916.36
2017,Norte,RO,Rondônia,Theobroma,179985.13,4831.66,184816.78,16283.42
2017,Norte,RO,Rondônia,Urupá,199355.10,9634.36,208989.47,15946.09
2017,Norte,RO,Rondônia,Vale do Anari,144289.15,6487.95,150777.11,13523.82
2017,Norte,RO,Rondônia,Vale do Paraíso,136660.60,4067.81,140728.41,17488.31
2017,Norte,AC,Acre,Acrelândia,218948.51,10678.92,229627.43,15984.09
2017,Norte,AC,Acre,Assis Brasil,88938.40,2802.20,91740.59,13132.06
2017,Norte,AC,Acre,Brasiléia,359474.23,28436.55,387910.78,15663.67
2017,Norte,AC,Acre,Bujari,155829.53,2468.78,158298.31,16380.21
2017,Norte,AC,Acre,Capixaba,166185.96,4800.31,170986.27,15354.37
2017,Norte,AC,Acre,Cruzeiro do Sul,1160196.54,127525.56,1287722.10,15585.70
2017,Norte,AC,Acre,Epitaciolândia,363854.57,72056.31,435910.88,25139.04
2017,Norte,AC,Acre,Feijó,338648.92,12221.35,350870.27,10842.72
2017,Norte,AC,Acre,Jordão,77144.31,1483.87,78628.17,10006.13
2017,Norte,AC,Acre,Mâncio Lima,190411.91,4006.14,194418.05,10855.28
2017,Norte,AC,Acre,Manoel Urbano,129917.51,5681.17,135598.67,15259.81
2017,Norte,AC,Acre,Marechal Thaumaturgo,191679.26,3664.05,195343.30,10914.86
2017,Norte,AC,Acre,Plácido de Castro,232483.68,8714.63,241198.30,13030.70
2017,Norte,AC,Acre,Porto Walter,109936.46,2772.68,112709.14,9927.70
2017,Norte,AC,Acre,Rio Branco,7079341.50,1072152.08,8151493.58,21258.68
2017,Norte,AC,Acre,Rodrigues Alves,182440.49,2566.98,185007.47,10309.69
2017,Norte,AC,Acre,Santa Rosa do Purus,69675.88,1595.27,71271.16,11439.99
2017,Norte,AC,Acre,Senador Guiomard,337264.97,22493.49,359758.46,16692.58
2017,Norte,AC,Acre,Sena Madureira,482812.61,17699.55,500512.17,11602.31
2017,Norte,AC,Acre,Tarauacá,451334.36,19503.76,470838.12,11763.89
2017,Norte,AC,Acre,Xapuri,223646.95,7650.12,231297.07,12726.81
2017,Norte,AC,Acre,Porto Acre,223622.28,6300.58,229922.86,13169.30
2017,Norte,AM,Amazonas,Alvarães,157091.23,2001.51,159092.74,10000.80
2017,Norte,AM,Amazonas,Amaturá,79537.06,1251.86,80788.91,7186.35
2017,Norte,AM,Amazonas,Anamã,105873.99,2234.69,108108.68,8330.15
2017,Norte,AM,Amazonas,Anori,190139.00,2712.78,192851.78,9549.01
2017,Norte,AM,Amazonas,Apuí,187327.94,6131.92,193459.86,9037.65
2017,Norte,AM,Amazonas,Atalaia do Norte,138608.61,2533.74,141142.35,7407.49
2017,Norte,AM,Amazonas,Autazes,318474.76,9433.37,327908.13,8527.28
2017,Norte,AM,Amazonas,Barcelos,156529.76,3942.09,160471.84,5784.23
2017,Norte,AM,Amazonas,Barreirinha,234850.58,4681.15,239531.72,7594.06
2017,Norte,AM,Amazonas,Benjamin Constant,270638.77,9025.27,279664.03,6766.77
2017,Norte,AM,Amazonas,Beruri,138420.34,2984.07,141404.41,7450.96
2017,Norte,AM,Amazonas,Boa Vista do Ramos,122416.35,3170.44,125586.79,6794.72
2017,Norte,AM,Amazonas,Boca do Acre,347459.12,17140.78,364599.89,10668.30
2017,Norte,AM,Amazonas,Borba,286414.37,9530.15,295944.52,7313.77
2017,Norte,AM,Amazonas,Caapiranga,140453.45,1870.68,142324.13,11101.73
2017,Norte,AM,Amazonas,Canutama,100464.82,2486.58,102951.40,6646.31
2017,Norte,AM,Amazonas,Carauari,277399.36,8095.61,285494.97,10074.99
2017,Norte,AM,Amazonas,Careiro,263733.61,8647.49,272381.10,7283.11
2017,Norte,AM,Amazonas,Careiro da Várzea,309992.76,3225.49,313218.25,10730.33
2017,Norte,AM,Amazonas,Coari,1266568.89,54052.57,1320621.47,15580.35
2017,Norte,AM,Amazonas,Codajás,459410.81,4660.42,464071.23,16683.01
2017,Norte,AM,Amazonas,Eirunepé,425667.50,8057.06,433724.56,12431.91
2017,Norte,AM,Amazonas,Envira,146451.76,2228.60,148680.36,7627.76
2017,Norte,AM,Amazonas,Fonte Boa,162106.77,5219.86,167326.63,8507.12
2017,Norte,AM,Amazonas,Guajará,112849.49,2968.15,115817.64,7088.42
2017,Norte,AM,Amazonas,Humaitá,521797.27,33412.81,555210.08,10400.50
2017,Norte,AM,Amazonas,Ipixuna,137769.81,2088.03,139857.84,4942.15
2017,Norte,AM,Amazonas,Iranduba,668924.29,35444.60,704368.89,14857.91
2017,Norte,AM,Amazonas,Itacoatiara,1738836.58,239978.66,1978815.24,19817.09
2017,Norte,AM,Amazonas,Itamarati,91285.11,2487.12,93772.23,11536.94
2017,Norte,AM,Amazonas,Itapiranga,104983.50,2592.92,107576.41,11789.20
2017,Norte,AM,Amazonas,Japurá,60520.01,1443.72,61963.73,14735.73
2017,Norte,AM,Amazonas,Juruá,97125.08,2601.44,99726.52,7145.78
2017,Norte,AM,Amazonas,Jutaí,213145.18,5133.73,218278.90,13794.17
2017,Norte,AM,Amazonas,Lábrea,479794.62,15157.82,494952.44,11033.02
2017,Norte,AM,Amazonas,Manacapuru,1488032.80,37132.40,1525165.21,15811.37
2017,Norte,AM,Amazonas,Manaquiri,230485.93,5435.92,235921.85,7806.29
2017,Norte,AM,Amazonas,Manaus,59271432.79,13930218.46,73201651.25,34362.71
2017,Norte,AM,Amazonas,Manicoré,481200.31,14741.80,495942.12,9065.26
2017,Norte,AM,Amazonas,Maraã,152285.96,1997.03,154282.99,8325.67
2017,Norte,AM,Amazonas,Maués,441173.53,17729.47,458903.01,7376.44
2017,Norte,AM,Amazonas,Nhamundá,138382.79,3704.42,142087.21,6797.78
2017,Norte,AM,Amazonas,Nova Olinda do Norte,227620.28,6531.95,234152.23,6427.28
2017,Norte,AM,Amazonas,Novo Airão,127089.67,4440.43,131530.11,7076.84
2017,Norte,AM,Amazonas,Novo Aripuanã,177994.76,5030.87,183025.63,7288.37
2017,Norte,AM,Amazonas,Parintins,1049484.92,42607.02,1092091.94,9593.89
2017,Norte,AM,Amazonas,Pauini,148036.92,2679.06,150715.98,7690.77
2017,Norte,AM,Amazonas,Presidente Figueiredo,416948.63,27870.80,444819.43,12865.72
2017,Norte,AM,Amazonas,Rio Preto da Eva,367446.70,16377.18,383823.88,11994.12
2017,Norte,AM,Amazonas,Santa Isabel do Rio Negro,120477.23,2144.82,122622.05,5159.77
2017,Norte,AM,Amazonas,Santo Antônio do Içá,167314.05,5230.29,172544.34,7477.54
2017,Norte,AM,Amazonas,São Gabriel da Cachoeira,297305.08,16217.26,313522.34,7037.06
2017,Norte,AM,Amazonas,São Paulo de Olivença,231002.74,4362.25,235364.99,6186.16
2017,Norte,AM,Amazonas,São Sebastião do Uatumã,99318.23,2236.13,101554.36,7566.82
2017,Norte,AM,Amazonas,Silves,94198.15,2091.12,96289.27,10453.73
2017,Norte,AM,Amazonas,Tabatinga,434642.89,27090.12,461733.00,7255.96
2017,Norte,AM,Amazonas,Tapauá,336048.86,2769.07,338817.93,18896.71
2017,Norte,AM,Amazonas,Tefé,713965.08,30834.52,744799.60,12008.83
2017,Norte,AM,Amazonas,Tonantins,121347.63,2444.86,123792.49,6591.02
2017,Norte,AM,Amazonas,Uarini,183005.81,3394.32,186400.13,13881.45
2017,Norte,AM,Amazonas,Urucará,293111.65,4948.68,298060.33,17566.03
2017,Norte,AM,Amazonas,Urucurituba,139030.44,3841.29,142871.73,6450.77
2017,Norte,RR,Roraima,Amajari,161964.06,1255.93,163220.00,14119.38
2017,Norte,RR,Roraima,Alto Alegre,275287.87,2795.73,278083.59,17453.31
2017,Norte,RR,Roraima,Boa Vista,8159329.82,779987.32,8939317.15,26924.03
2017,Norte,RR,Roraima,Bonfim,264382.81,2704.46,267087.27,22359.75
2017,Norte,RR,Roraima,Cantá,233840.15,13997.15,247837.31,14684.91
2017,Norte,RR,Roraima,Caracaraí,331039.35,19613.92,350653.27,16852.66
2017,Norte,RR,Roraima,Caroebe,160780.65,2267.56,163048.21,17175.63
2017,Norte,RR,Roraima,Iracema,149247.73,2045.43,151293.16,13932.51
2017,Norte,RR,Roraima,Mucajaí,284164.64,15871.79,300036.43,17804.20
2017,Norte,RR,Roraima,Normandia,147416.18,1100.88,148517.06,14108.20
2017,Norte,RR,Roraima,Pacaraima,166519.44,5254.26,171773.70,13880.70
2017,Norte,RR,Roraima,Rorainópolis,480502.70,50860.41,531363.11,18832.65
2017,Norte,RR,Roraima,São João da Baliza,137132.11,17990.33,155122.44,20041.66
2017,Norte,RR,Roraima,São Luiz,113850.62,5503.44,119354.06,15710.68
2017,Norte,RR,Roraima,Uiramutã,115902.15,627.47,116529.62,11847.26
2017,Norte,PA,Pará,Abaetetuba,1238537.15,98657.23,1337194.37,8718.18
2017,Norte,PA,Pará,Abel Figueiredo,75771.49,4863.35,80634.85,11151.27
2017,Norte,PA,Pará,Acará,913772.61,18379.52,932152.13,17231.44
2017,Norte,PA,Pará,Afuá,349630.72,8630.49,358261.21,9392.33
2017,Norte,PA,Pará,Água Azul do Norte,392985.73,49916.33,442902.06,16599.28
2017,Norte,PA,Pará,Alenquer,595447.34,13796.97,609244.32,11027.84
2017,Norte,PA,Pará,Almeirim,606321.11,59727.71,666048.82,20064.73
2017,Norte,PA,Pará,Altamira,2282426.58,218164.03,2500590.61,22439.90
2017,Norte,PA,Pará,Anajás,196298.23,8421.59,204719.83,7191.73
2017,Norte,PA,Pará,Ananindeua,6154277.01,824858.03,6979135.03,13523.96
2017,Norte,PA,Pará,Anapu,321652.75,29549.89,351202.64,12961.42
2017,Norte,PA,Pará,Augusto Corrêa,324982.00,7792.98,332774.98,7438.97
2017,Norte,PA,Pará,Aurora do Pará,269859.52,7533.00,277392.52,9103.49
2017,Norte,PA,Pará,Aveiro,142731.91,1984.70,144716.62,9074.85
2017,Norte,PA,Pará,Bagre,173046.36,3194.83,176241.19,5912.55
2017,Norte,PA,Pará,Baião,348036.84,8554.57,356591.40,7733.49
2017,Norte,PA,Pará,Bannach,74460.18,2002.82,76463.00,23894.69
2017,Norte,PA,Pará,Barcarena,3722772.59,1092421.56,4815194.14,39732.60
2017,Norte,PA,Pará,Belém,25610960.12,4627523.84,30238483.96,20821.46
2017,Norte,PA,Pará,Belterra,153050.10,5013.85,158063.95,9163.66
2017,Norte,PA,Pará,Benevides,1126715.78,267168.77,1393884.54,22854.31
2017,Norte,PA,Pará,Bom Jesus do Tocantins,154387.18,10238.58,164625.75,9967.05
2017,Norte,PA,Pará,Bonito,121430.01,14804.02,136234.03,8603.89
2017,Norte,PA,Pará,Bragança,1048818.76,67075.79,1115894.55,8985.82
2017,Norte,PA,Pará,Brasil Novo,225605.77,14443.34,240049.11,16342.10
2017,Norte,PA,Pará,Brejo Grande do Araguaia,77314.35,3255.47,80569.82,11218.30
2017,Norte,PA,Pará,Breu Branco,537594.15,42740.23,580334.38,9040.32
2017,Norte,PA,Pará,Breves,704032.40,39253.69,743286.09,7440.60
2017,Norte,PA,Pará,Bujaru,490188.80,8615.86,498804.66,17606.32
2017,Norte,PA,Pará,Cachoeira do Piriá,182879.79,5227.73,188107.51,5709.40
2017,Norte,PA,Pará,Cachoeira do Arari,168918.71,3559.20,172477.91,7463.35
2017,Norte,PA,Pará,Cametá,1144913.71,38611.06,1183524.78,8825.69
2017,Norte,PA,Pará,Canaã dos Carajás,3895020.01,192511.90,4087531.91,113457.46
2017,Norte,PA,Pará,Capanema,839570.99,127779.61,967350.60,14405.82
2017,Norte,PA,Pará,Capitão Poço,433345.17,20640.49,453985.66,8591.87
2017,Norte,PA,Pará,Castanhal,3204225.77,552933.00,3757158.78,19242.51
2017,Norte,PA,Pará,Chaves,178438.07,2963.18,181401.25,7864.44
2017,Norte,PA,Pará,Colares,77104.67,1938.65,79043.32,6721.94
2017,Norte,PA,Pará,Conceição do Araguaia,515062.12,44299.32,559361.43,12010.94
2017,Norte,PA,Pará,Concórdia do Pará,280114.81,12239.00,292353.81,9024.66
2017,Norte,PA,Pará,Cumaru do Norte,270334.45,5100.35,275434.80,21036.80
2017,Norte,PA,Pará,Curionópolis,832997.86,26811.32,859809.18,49264.26
2017,Norte,PA,Pará,Curralinho,622626.18,8350.94,630977.12,18840.76
2017,Norte,PA,Pará,Curuá,118001.98,2938.20,120940.18,8641.05
2017,Norte,PA,Pará,Curuçá,268376.49,7857.84,276234.33,7090.39
2017,Norte,PA,Pará,Dom Eliseu,626370.52,53447.86,679818.38,11706.68
2017,Norte,PA,Pará,Eldorado do Carajás,335071.76,24241.52,359313.28,10924.03
2017,Norte,PA,Pará,Faro,55270.20,1228.43,56498.62,8060.87
2017,Norte,PA,Pará,Floresta do Araguaia,239831.80,9801.27,249633.07,12642.21
2017,Norte,PA,Pará,Garrafão do Norte,236046.32,6256.90,242303.22,9553.41
2017,Norte,PA,Pará,Goianésia do Pará,352600.26,20967.20,373567.46,9492.97
2017,Norte,PA,Pará,Gurupá,224693.65,5900.40,230594.05,7104.38
2017,Norte,PA,Pará,Igarapé-Açu,287095.61,17363.03,304458.64,8064.49
2017,Norte,PA,Pará,Igarapé-Miri,360935.47,15786.63,376722.09,6176.38
2017,Norte,PA,Pará,Inhangapi,110111.69,4552.98,114664.67,10068.90
2017,Norte,PA,Pará,Ipixuna do Pará,520952.61,20013.31,540965.91,8692.03
2017,Norte,PA,Pará,Irituia,208355.84,8760.58,217116.41,6854.94
2017,Norte,PA,Pará,Itaituba,1597126.90,173524.61,1770651.51,17971.96
2017,Norte,PA,Pará,Itupiranga,542288.96,18122.73,560411.69,10811.45
2017,Norte,PA,Pará,Jacareacanga,280390.98,47238.89,327629.87,40653.91
2017,Norte,PA,Pará,Jacundá,455611.53,33580.49,489192.03,8503.84
2017,Norte,PA,Pará,Juruti,1005633.79,40183.55,1045817.34,18567.55
2017,Norte,PA,Pará,Limoeiro do Ajuru,448692.10,4897.45,453589.55,16120.18
2017,Norte,PA,Pará,Mãe do Rio,270972.98,21983.17,292956.16,10012.17
2017,Norte,PA,Pará,Magalhães Barata,73286.78,2027.29,75314.06,9056.52
2017,Norte,PA,Pará,Marabá,7768120.92,827879.37,8596000.28,31650.18
2017,Norte,PA,Pará,Maracanã,213537.70,5566.56,219104.26,7639.88
2017,Norte,PA,Pará,Marapanim,215060.29,6337.49,221397.77,8030.68
2017,Norte,PA,Pará,Marituba,1532443.46,255523.76,1787967.21,13984.01
2017,Norte,PA,Pará,Medicilândia,559475.28,21299.47,580774.75,18901.74
2017,Norte,PA,Pará,Melgaço,166407.81,3388.06,169795.87,6312.82
2017,Norte,PA,Pará,Mocajuba,297099.63,9427.40,306527.03,10124.09
2017,Norte,PA,Pará,Moju,838232.83,54205.77,892438.60,11179.94
2017,Norte,PA,Pará,Mojuí dos Campos,150107.11,5100.40,155207.51,9919.95
2017,Norte,PA,Pará,Monte Alegre,664394.50,25799.85,690194.35,12223.18
2017,Norte,PA,Pará,Muaná,254573.30,6604.45,261177.75,6657.43
2017,Norte,PA,Pará,Nova Esperança do Piriá,209179.31,6426.57,215605.88,10371.15
2017,Norte,PA,Pará,Nova Ipixuna,130660.33,6328.51,136988.84,8445.15
2017,Norte,PA,Pará,Nova Timboteua,117483.22,5402.69,122885.92,8224.19
2017,Norte,PA,Pará,Novo Progresso,560982.95,47459.99,608442.93,24268.79
2017,Norte,PA,Pará,Novo Repartimento,785398.11,54497.43,839895.54,11380.39
2017,Norte,PA,Pará,Óbidos,599698.98,24785.83,624484.82,12310.70
2017,Norte,PA,Pará,Oeiras do Pará,424468.61,7294.12,431762.73,13655.17
2017,Norte,PA,Pará,Oriximiná,1592204.38,108068.80,1700273.17,23921.23
2017,Norte,PA,Pará,Ourém,180929.46,6945.87,187875.33,10824.81
2017,Norte,PA,Pará,Ourilândia do Norte,452773.93,87473.29,540247.22,16924.51
2017,Norte,PA,Pará,Pacajá,556259.41,24297.83,580557.25,12516.60
2017,Norte,PA,Pará,Palestina do Pará,64255.51,1774.46,66029.97,8939.88
2017,Norte,PA,Pará,Paragominas,2724459.85,225384.39,2949844.24,26810.43
2017,Norte,PA,Pará,Parauapebas,17854576.76,577327.64,18431904.40,91086.52
2017,Norte,PA,Pará,Pau D'Arco,72122.68,2263.14,74385.82,13927.32
2017,Norte,PA,Pará,Peixe-Boi,50918.91,1994.77,52913.68,6732.02
2017,Norte,PA,Pará,Piçarra,191736.11,9013.27,200749.38,15892.13
2017,Norte,PA,Pará,Placas,247075.25,8783.17,255858.42,8497.74
2017,Norte,PA,Pará,Ponta de Pedras,206920.85,5644.65,212565.50,7034.17
2017,Norte,PA,Pará,Portel,630002.99,18021.50,648024.49,10742.76
2017,Norte,PA,Pará,Porto de Moz,287121.98,8820.32,295942.29,7400.22
2017,Norte,PA,Pará,Prainha,296430.78,6092.07,302522.86,10407.78
2017,Norte,PA,Pará,Primavera,125964.65,23289.86,149254.50,14168.83
2017,Norte,PA,Pará,Quatipuru,88081.46,2557.36,90638.82,6847.38
2017,Norte,PA,Pará,Redenção,1480462.11,219515.71,1699977.82,20614.79
2017,Norte,PA,Pará,Rio Maria,420429.48,55990.15,476419.63,26908.76
2017,Norte,PA,Pará,Rondon do Pará,491539.21,28950.58,520489.79,10220.71
2017,Norte,PA,Pará,Rurópolis,339570.23,19577.98,359148.21,7315.67
2017,Norte,PA,Pará,Salinópolis,390148.35,34821.56,424969.91,10739.97
2017,Norte,PA,Pará,Salvaterra,159651.89,6102.05,165753.94,7176.74
2017,Norte,PA,Pará,Santa Bárbara do Pará,153265.17,12536.87,165802.04,8091.06
2017,Norte,PA,Pará,Santa Cruz do Arari,67185.79,991.03,68176.82,6925.02
2017,Norte,PA,Pará,Santa Izabel do Pará,654605.69,64121.68,718727.37,10441.16
2017,Norte,PA,Pará,Santa Luzia do Pará,156224.96,7891.66,164116.62,8496.41
2017,Norte,PA,Pará,Santa Maria das Barreiras,364005.64,11712.38,375718.03,18020.91
2017,Norte,PA,Pará,Santa Maria do Pará,294961.09,15592.06,310553.15,12840.20
2017,Norte,PA,Pará,Santana do Araguaia,728468.74,74645.18,803113.92,11349.19
2017,Norte,PA,Pará,Santarém,4416995.86,418191.88,4835187.73,16318.44
2017,Norte,PA,Pará,Santarém Novo,40175.00,1044.03,41219.03,6316.13
2017,Norte,PA,Pará,Santo Antônio do Tauá,327167.52,16811.02,343978.54,11237.09
2017,Norte,PA,Pará,São Caetano de Odivelas,127411.10,3814.29,131225.40,7471.70
2017,Norte,PA,Pará,São Domingos do Araguaia,256975.68,15444.74,272420.41,10958.62
2017,Norte,PA,Pará,São Domingos do Capim,302915.85,6303.52,309219.38,9935.40
2017,Norte,PA,Pará,São Félix do Xingu,1316460.87,76091.96,1392552.83,11157.74
2017,Norte,PA,Pará,São Francisco do Pará,192585.37,11547.37,204132.74,13209.06
2017,Norte,PA,Pará,São Geraldo do Araguaia,395873.47,45557.72,441431.19,18250.01
2017,Norte,PA,Pará,São João da Ponta,41323.95,882.73,42206.68,7069.80
2017,Norte,PA,Pará,São João de Pirabas,151235.12,7731.16,158966.28,7091.96
2017,Norte,PA,Pará,São João do Araguaia,113077.48,3906.11,116983.60,8591.63
2017,Norte,PA,Pará,São Miguel do Guamá,635064.00,33014.66,668078.66,11646.31
2017,Norte,PA,Pará,São Sebastião da Boa Vista,202209.29,4679.82,206889.11,7986.76
2017,Norte,PA,Pará,Sapucaia,98257.05,9732.89,107989.94,18728.74
2017,Norte,PA,Pará,Senador José Porfírio,122118.61,4847.48,126966.09,11179.54
2017,Norte,PA,Pará,Soure,168694.11,6315.83,175009.93,7090.59
2017,Norte,PA,Pará,Tailândia,768992.68,77508.29,846500.96,8192.92
2017,Norte,PA,Pará,Terra Alta,69707.70,2106.83,71814.54,6300.07
2017,Norte,PA,Pará,Terra Santa,518006.69,9230.38,527237.07,28878.63
2017,Norte,PA,Pará,Tomé-Açu,598873.93,40482.43,639356.36,10360.83
2017,Norte,PA,Pará,Tracuateua,242028.44,6299.52,248327.96,8247.91
2017,Norte,PA,Pará,Trairão,306875.15,22564.69,329439.84,17837.45
2017,Norte,PA,Pará,Tucumã,658452.95,98438.64,756891.58,19655.44
2017,Norte,PA,Pará,Tucuruí,6357264.18,102956.94,6460221.12,58455.08
2017,Norte,PA,Pará,Ulianópolis,1207398.62,37979.84,1245378.45,21649.34
2017,Norte,PA,Pará,Uruará,483105.92,28857.18,511963.10,11567.70
2017,Norte,PA,Pará,Vigia,355401.62,17883.94,373285.56,7148.87
2017,Norte,PA,Pará,Viseu,598067.51,15373.39,613440.90,10269.37
2017,Norte,PA,Pará,Vitória do Xingu,2999830.21,88215.17,3088045.38,209799.94
2017,Norte,PA,Pará,Xinguara,1033416.39,183786.11,1217202.50,27962.38
2017,Norte,AP,Amapá,Serra do Navio,69095.37,1732.27,70827.63,13857.88
2017,Norte,AP,Amapá,Amapá,158146.19,8785.60,166931.79,19062.67
2017,Norte,AP,Amapá,Pedra Branca do Amapari,246227.93,34763.72,280991.64,18577.96
2017,Norte,AP,Amapá,Calçoene,142059.62,4862.24,146921.87,13959.32
2017,Norte,AP,Amapá,Cutias,71814.87,980.45,72795.32,12913.84
2017,Norte,AP,Amapá,Ferreira Gomes,495387.09,4433.88,499820.97,68751.16
2017,Norte,AP,Amapá,Itaubal,65011.38,740.34,65751.72,12713.02
2017,Norte,AP,Amapá,Laranjal do Jari,831630.25,18892.05,850522.30,17885.40
2017,Norte,AP,Amapá,Macapá,9231525.17,763352.03,9994877.20,21054.88
2017,Norte,AP,Amapá,Mazagão,241750.83,2962.35,244713.18,12003.39
2017,Norte,AP,Amapá,Oiapoque,371188.13,23311.60,394499.73,15462.09
2017,Norte,AP,Amapá,Porto Grande,314817.44,17165.61,331983.05,16107.08
2017,Norte,AP,Amapá,Pracuúba,62305.86,636.30,62942.15,13170.57
2017,Norte,AP,Amapá,Santana,1789065.30,120794.21,1909859.51,16539.73
2017,Norte,AP,Amapá,Tartarugalzinho,199327.52,2676.36,202003.88,12537.48
2017,Norte,AP,Amapá,Vitória do Jari,181216.12,3227.00,184443.12,12303.59
2017,Norte,TO,Tocantins,Abreulândia,54414.46,1762.99,56177.46,21850.43
2017,Norte,TO,Tocantins,Aguiarnópolis,109045.27,11879.76,120925.03,18719.04
2017,Norte,TO,Tocantins,Aliança do Tocantins,110613.37,4199.37,114812.74,20773.07
2017,Norte,TO,Tocantins,Almas,144653.26,5359.49,150012.76,20625.98
2017,Norte,TO,Tocantins,Alvorada,284581.22,41292.06,325873.28,38266.00
2017,Norte,TO,Tocantins,Ananás,116435.40,6024.71,122460.11,12561.30
2017,Norte,TO,Tocantins,Angico,34085.00,1206.26,35291.26,10310.04
2017,Norte,TO,Tocantins,Aparecida do Rio Negro,87944.97,2932.58,90877.55,19229.27
2017,Norte,TO,Tocantins,Aragominas,61374.03,1671.62,63045.64,10749.47
2017,Norte,TO,Tocantins,Araguacema,128103.61,3948.24,132051.85,18856.47
2017,Norte,TO,Tocantins,Araguaçu,176219.65,7666.41,183886.06,21155.78
2017,Norte,TO,Tocantins,Araguaína,3597755.48,415856.53,4013612.00,22809.80
2017,Norte,TO,Tocantins,Araguanã,62471.93,1775.29,64247.21,11381.26
2017,Norte,TO,Tocantins,Araguatins,364421.07,18976.66,383397.72,10887.03
