Mês Ano,Área de atuação (Função),Subfunção,Programa Orçamentário,Plano Orçamentário,Grupo de Despesa,Elemento de Despesa,Modalidade de Despesa,Valor Empenhado,Valor Liquidado,Valor Pago,Valor Restos a Pagar Pagos
Mar-19,18 - Gestão ambiental,544 - Recursos hídricos,2084 - RECURSOS HIDRICOS,0004 - ELABORACAO DE PLANOS E ESTUDOS DE RECURSOS HIDRICOS,3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,700.00,700.00,700.00,0.00
Mar-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0001 - RECUPERACAO E MODERNIZACAO DE UNIDADES ARMAZENADORAS NAO ATENDIDAS PELO CONTRATO COM O BANCO DO BRASIL,3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,554.00,403.34,403.34,0.00
Mar-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0000 - ATIVOS CIVIS DA UNIAO,1 - Pessoal e Encargos Sociais,13 - Obrigações Patronais,90 - Reserva de Contingência,0.00,240421.40,240421.40,0.00
Mar-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0001 - RECUPERACAO E MODERNIZACAO DE UNIDADES ARMAZENADORAS NAO ATENDIDAS PELO CONTRATO COM O BANCO DO BRASIL,3 - Outras Despesas Correntes,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,0.00,2580.00,3830.00,0.00
Mar-19,08 - Assistência social,244 - Assistência comunitária,2069 - SEGURANCA ALIMENTAR E NUTRICIONAL,0001 - DISTRIBUICAO DE ALIMENTOS A GRUPOS POPULACIONAIS ESPECIFICOS - BRASIL SEM MISERIA,3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,-97.01,0.00,0.00,0.00
Mar-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,14 - Diárias - Civil,90 - Reserva de Contingência,-242.00,1815.00,1815.00,0.00
Mar-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0000 - ATIVOS CIVIS DA UNIAO,1 - Pessoal e Encargos Sociais,13 - Obrigações Patronais,91 - APLICACOES DIRETAS - OPER.INTRA-ORCAMENTARIAS,0.00,824864.96,873749.33,0.00
Mar-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0000 - ATIVOS CIVIS DA UNIAO,1 - Pessoal e Encargos Sociais,11 - Vencimentos e Vantagens Fixas - Pessoal Civil,90 - Reserva de Contingência,0.00,178502.17,0.00,0.00
Mar-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,"0004 - PESQUISA, ACOMPANHAMENTO E AVALIACAO DE SAFRAS",3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,1561.90,2327.90,2379.40,0.00
Mar-19,28 - Encargos especiais,846 - Outros encargos especiais,0901 - OPERACOES ESPECIAIS: CUMPRIMENTO DE SENTENCAS JUDICIAIS,0001 - SENTENCAS JUDICIAIS DE EMPRESAS ESTATAIS DEPENDENTES,1 - Pessoal e Encargos Sociais,91 - Sentenças Judiciais,90 - Reserva de Contingência,47814.09,47814.09,47814.09,0.00
Mar-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,16774.76,2474.76,5672.10,564.70
Mar-19,20 - Agricultura,301 - Atenção básica,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO,3 - Outras Despesas Correntes,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,224022.75,224022.75,212317.23,0.00
Mar-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,"0004 - PESQUISA, ACOMPANHAMENTO E AVALIACAO DE SAFRAS",3 - Outras Despesas Correntes,14 - Diárias - Civil,90 - Reserva de Contingência,5324.00,5324.00,5324.00,0.00
Mar-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,37 - Locação de Mão-de-Obra,90 - Reserva de Contingência,16636.79,16636.79,38210.67,0.00
Mar-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,"0004 - PESQUISA, ACOMPANHAMENTO E AVALIACAO DE SAFRAS",3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,2160.36,2160.36,2160.36,0.00
Mar-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,599.88,362.00,617.80,0.00
Mar-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,119347.00,120504.80,202357.95,5071.06
Mar-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0001 - RECUPERACAO E MODERNIZACAO DE UNIDADES ARMAZENADORAS NAO ATENDIDAS PELO CONTRATO COM O BANCO DO BRASIL,3 - Outras Despesas Correntes,14 - Diárias - Civil,90 - Reserva de Contingência,484.00,484.00,484.00,0.00
Mar-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0001 - RECUPERACAO E MODERNIZACAO DE UNIDADES ARMAZENADORAS NAO ATENDIDAS PELO CONTRATO COM O BANCO DO BRASIL,3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,366.98,366.98,566.98,0.00
Apr-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,47 - Obrigações Tributárias e Contributivas,90 - Reserva de Contingência,239.29,239.29,26391.32,0.00
Apr-19,20 - Agricultura,125 - Normatização e fiscalização,2077 - AGROPECUARIA SUSTENTAVEL,0000 - FISCALIZACAO DOS ESTOQUES E DAS OPERACOES DE GARANTIA E SUSTENTACAO DE PRECOS NA COMERCIALIZACAO DE PRODUTOS AGROPECUARIOS,3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,-800.83,1217.17,1205.15,0.00
Apr-19,28 - Encargos especiais,846 - Outros encargos especiais,0901 - OPERACOES ESPECIAIS: CUMPRIMENTO DE SENTENCAS JUDICIAIS,0002 - DEPOSITOS RECURSAIS DEVIDOS POR EMPRESAS ESTATAIS DEPENDENTES,3 - Outras Despesas Correntes,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,469.13,469.13,469.13,0.00
Apr-19,28 - Encargos especiais,846 - Outros encargos especiais,0901 - OPERACOES ESPECIAIS: CUMPRIMENTO DE SENTENCAS JUDICIAIS,0001 - SENTENCAS JUDICIAIS DE EMPRESAS ESTATAIS DEPENDENTES,3 - Outras Despesas Correntes,91 - Sentenças Judiciais,90 - Reserva de Contingência,10574.18,10574.18,10574.18,0.00
Apr-19,08 - Assistência social,306 - Alimentação e nutrição,2069 - SEGURANCA ALIMENTAR E NUTRICIONAL,0002 - AQUISICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR,3 - Outras Despesas Correntes,"32 - Material, Bem ou Serviço para Distribuição Gratuita",90 - Reserva de Contingência,0.00,0.00,0.00,2339.89
Apr-19,18 - Gestão ambiental,544 - Recursos hídricos,2084 - RECURSOS HIDRICOS,0004 - ELABORACAO DE PLANOS E ESTUDOS DE RECURSOS HIDRICOS,3 - Outras Despesas Correntes,14 - Diárias - Civil,90 - Reserva de Contingência,-242.00,-242.00,-242.00,0.00
Apr-19,18 - Gestão ambiental,544 - Recursos hídricos,2084 - RECURSOS HIDRICOS,0004 - ELABORACAO DE PLANOS E ESTUDOS DE RECURSOS HIDRICOS,3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,-304.86,458.14,413.50,0.00
Apr-19,18 - Gestão ambiental,544 - Recursos hídricos,2084 - RECURSOS HIDRICOS,0004 - ELABORACAO DE PLANOS E ESTUDOS DE RECURSOS HIDRICOS,3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,-179.94,-179.94,-179.94,0.00
Apr-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0001 - RECUPERACAO E MODERNIZACAO DE UNIDADES ARMAZENADORAS NAO ATENDIDAS PELO CONTRATO COM O BANCO DO BRASIL,3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,633.34,784.00,422.00,0.00
Apr-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0000 - ATIVOS CIVIS DA UNIAO,1 - Pessoal e Encargos Sociais,13 - Obrigações Patronais,90 - Reserva de Contingência,0.00,240871.97,240871.97,0.00
Apr-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0001 - RECUPERACAO E MODERNIZACAO DE UNIDADES ARMAZENADORAS NAO ATENDIDAS PELO CONTRATO COM O BANCO DO BRASIL,3 - Outras Despesas Correntes,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,0.00,1500.00,37131.93,0.00
Apr-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,14 - Diárias - Civil,90 - Reserva de Contingência,847.00,0.00,0.00,0.00
Apr-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0000 - ATIVOS CIVIS DA UNIAO,1 - Pessoal e Encargos Sociais,13 - Obrigações Patronais,91 - APLICACOES DIRETAS - OPER.INTRA-ORCAMENTARIAS,0.00,814516.72,825002.56,0.00
Apr-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,93 - Indenizações e Restituições,90 - Reserva de Contingência,0.00,0.00,8928.00,0.00
Apr-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0000 - ATIVOS CIVIS DA UNIAO,1 - Pessoal e Encargos Sociais,11 - Vencimentos e Vantagens Fixas - Pessoal Civil,90 - Reserva de Contingência,0.00,177290.74,0.00,0.00
Apr-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,"0004 - PESQUISA, ACOMPANHAMENTO E AVALIACAO DE SAFRAS",3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,-482.50,2242.50,2242.50,0.00
Apr-19,28 - Encargos especiais,846 - Outros encargos especiais,0901 - OPERACOES ESPECIAIS: CUMPRIMENTO DE SENTENCAS JUDICIAIS,0001 - SENTENCAS JUDICIAIS DE EMPRESAS ESTATAIS DEPENDENTES,1 - Pessoal e Encargos Sociais,91 - Sentenças Judiciais,90 - Reserva de Contingência,683768.44,683768.44,665129.44,0.00
Apr-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,7235.81,21835.27,21361.42,0.00
Apr-19,20 - Agricultura,301 - Atenção básica,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO,3 - Outras Despesas Correntes,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,387268.81,387268.81,391068.75,0.00
Apr-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,"0004 - PESQUISA, ACOMPANHAMENTO E AVALIACAO DE SAFRAS",3 - Outras Despesas Correntes,14 - Diárias - Civil,90 - Reserva de Contingência,10648.00,10648.00,10648.00,0.00
Apr-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,37 - Locação de Mão-de-Obra,90 - Reserva de Contingência,144824.63,143724.63,196120.62,0.00
Apr-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,"0004 - PESQUISA, ACOMPANHAMENTO E AVALIACAO DE SAFRAS",3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,3478.73,3478.73,3478.73,0.00
Apr-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,220.00,0.00,0.00,0.00
Apr-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,213922.22,229287.30,385290.27,4191.46
Apr-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0001 - RECUPERACAO E MODERNIZACAO DE UNIDADES ARMAZENADORAS NAO ATENDIDAS PELO CONTRATO COM O BANCO DO BRASIL,3 - Outras Despesas Correntes,14 - Diárias - Civil,90 - Reserva de Contingência,5082.00,4114.00,3509.00,0.00
Apr-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0001 - RECUPERACAO E MODERNIZACAO DE UNIDADES ARMAZENADORAS NAO ATENDIDAS PELO CONTRATO COM O BANCO DO BRASIL,3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,753.99,753.99,2320.39,0.00
May-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0003 - CADASTRO NACIONAL DE UNIDADES ARMAZENADORAS,3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,609.38,609.38,609.38,0.00
May-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0003 - CADASTRO NACIONAL DE UNIDADES ARMAZENADORAS,3 - Outras Despesas Correntes,14 - Diárias - Civil,90 - Reserva de Contingência,1089.00,1089.00,1089.00,0.00
May-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,47 - Obrigações Tributárias e Contributivas,90 - Reserva de Contingência,3402.31,3402.32,8221.40,0.00
May-19,20 - Agricultura,125 - Normatização e fiscalização,2077 - AGROPECUARIA SUSTENTAVEL,0000 - FISCALIZACAO DOS ESTOQUES E DAS OPERACOES DE GARANTIA E SUSTENTACAO DE PRECOS NA COMERCIALIZACAO DE PRODUTOS AGROPECUARIOS,3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,109.00,109.00,213.72,0.00
May-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0003 - CADASTRO NACIONAL DE UNIDADES ARMAZENADORAS,3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,10.80,10.80,0.00,0.00
May-19,28 - Encargos especiais,846 - Outros encargos especiais,0901 - OPERACOES ESPECIAIS: CUMPRIMENTO DE SENTENCAS JUDICIAIS,0002 - DEPOSITOS RECURSAIS DEVIDOS POR EMPRESAS ESTATAIS DEPENDENTES,3 - Outras Despesas Correntes,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,726.02,726.02,726.02,0.00
May-19,28 - Encargos especiais,846 - Outros encargos especiais,0901 - OPERACOES ESPECIAIS: CUMPRIMENTO DE SENTENCAS JUDICIAIS,0001 - SENTENCAS JUDICIAIS DE EMPRESAS ESTATAIS DEPENDENTES,3 - Outras Despesas Correntes,91 - Sentenças Judiciais,90 - Reserva de Contingência,5774.28,5774.28,5774.28,0.00
May-19,08 - Assistência social,306 - Alimentação e nutrição,2069 - SEGURANCA ALIMENTAR E NUTRICIONAL,0002 - AQUISICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR,3 - Outras Despesas Correntes,"32 - Material, Bem ou Serviço para Distribuição Gratuita",90 - Reserva de Contingência,0.00,0.00,0.00,7353.32
May-19,18 - Gestão ambiental,544 - Recursos hídricos,2084 - RECURSOS HIDRICOS,0004 - ELABORACAO DE PLANOS E ESTUDOS DE RECURSOS HIDRICOS,3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,0.00,0.00,44.64,0.00
May-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0001 - RECUPERACAO E MODERNIZACAO DE UNIDADES ARMAZENADORAS NAO ATENDIDAS PELO CONTRATO COM O BANCO DO BRASIL,3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,-66.39,-66.39,295.61,0.00
May-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0000 - ATIVOS CIVIS DA UNIAO,1 - Pessoal e Encargos Sociais,13 - Obrigações Patronais,90 - Reserva de Contingência,0.00,240550.90,240550.90,0.00
May-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,14 - Diárias - Civil,90 - Reserva de Contingência,0.00,847.00,847.00,0.00
May-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0000 - ATIVOS CIVIS DA UNIAO,1 - Pessoal e Encargos Sociais,13 - Obrigações Patronais,91 - APLICACOES DIRETAS - OPER.INTRA-ORCAMENTARIAS,0.00,835643.32,814516.72,0.00
May-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,93 - Indenizações e Restituições,90 - Reserva de Contingência,0.00,0.00,13106.54,0.00
May-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0000 - ATIVOS CIVIS DA UNIAO,1 - Pessoal e Encargos Sociais,11 - Vencimentos e Vantagens Fixas - Pessoal Civil,90 - Reserva de Contingência,0.00,177861.18,0.00,0.00
May-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,"0004 - PESQUISA, ACOMPANHAMENTO E AVALIACAO DE SAFRAS",3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,1908.00,4197.00,3990.99,0.00
May-19,28 - Encargos especiais,846 - Outros encargos especiais,0901 - OPERACOES ESPECIAIS: CUMPRIMENTO DE SENTENCAS JUDICIAIS,0001 - SENTENCAS JUDICIAIS DE EMPRESAS ESTATAIS DEPENDENTES,1 - Pessoal e Encargos Sociais,91 - Sentenças Judiciais,90 - Reserva de Contingência,706211.44,706211.44,724850.44,0.00
May-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,10177.42,7752.84,6029.05,0.00
May-19,20 - Agricultura,301 - Atenção básica,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO,3 - Outras Despesas Correntes,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,278826.73,278826.73,284746.39,0.00
May-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,37 - Locação de Mão-de-Obra,90 - Reserva de Contingência,72851.38,71851.38,120120.15,0.00
May-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,"0004 - PESQUISA, ACOMPANHAMENTO E AVALIACAO DE SAFRAS",3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,-873.40,-873.40,-873.40,0.00
May-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,-115.20,434.80,383.30,0.00
May-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,39 - Outros Serviços de Terceiros - Pessoa Jurídica,90 - Reserva de Contingência,171857.10,172580.18,172289.49,2524.94
May-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0001 - RECUPERACAO E MODERNIZACAO DE UNIDADES ARMAZENADORAS NAO ATENDIDAS PELO CONTRATO COM O BANCO DO BRASIL,3 - Outras Despesas Correntes,14 - Diárias - Civil,90 - Reserva de Contingência,-242.00,726.00,1331.00,0.00
May-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0001 - RECUPERACAO E MODERNIZACAO DE UNIDADES ARMAZENADORAS NAO ATENDIDAS PELO CONTRATO COM O BANCO DO BRASIL,3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,0.00,0.00,314.08,0.00
Jun-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0003 - CADASTRO NACIONAL DE UNIDADES ARMAZENADORAS,3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,-41.56,-41.56,-41.56,0.00
Jun-19,08 - Assistência social,306 - Alimentação e nutrição,2069 - SEGURANCA ALIMENTAR E NUTRICIONAL,0002 - AQUISICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR,3 - Outras Despesas Correntes,30 - Material de Consumo,90 - Reserva de Contingência,120.00,0.00,0.00,0.00
Jun-19,20 - Agricultura,122 - Administração geral,"2105 - PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0001 - COORDENACAO E GESTAO DO ABASTECIMENTO AGROALIMENTAR,3 - Outras Despesas Correntes,47 - Obrigações Tributárias e Contributivas,90 - Reserva de Contingência,3546.00,1548.00,5001.79,0.00
Jun-19,20 - Agricultura,125 - Normatização e fiscalização,2077 - AGROPECUARIA SUSTENTAVEL,0000 - FISCALIZACAO DOS ESTOQUES E DAS OPERACOES DE GARANTIA E SUSTENTACAO DE PRECOS NA COMERCIALIZACAO DE PRODUTOS AGROPECUARIOS,3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,2180.00,1090.00,997.30,0.00
Jun-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0003 - CADASTRO NACIONAL DE UNIDADES ARMAZENADORAS,3 - Outras Despesas Correntes,33 - Passagens e Despesas com Locomoção,90 - Reserva de Contingência,490.51,490.51,454.96,0.00
Jun-19,20 - Agricultura,605 - Abastecimento,2077 - AGROPECUARIA SUSTENTAVEL,0001 - RECUPERACAO E MODERNIZACAO DE UNIDADES ARMAZENADORAS NAO ATENDIDAS PELO CONTRATO COM O BANCO DO BRASIL,4 - Investimentos,52 - Equipamentos e Material Permanente,90 - Reserva de Contingência,0.00,0.00,0.00,0.00
