epidemiological_week,date,state,city,city_ibge_code,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_deaths,last_available_death_rate,estimated_population,infected_confirmed
202119,5/14/2021,RJ,Angra dos Reis,3300100,12496,603543208,412,0.033,207044,1
202119,5/14/2021,RJ,AperibÃ©,3300159,493,414250903,19,0.0385,11901,1
202119,5/14/2021,RJ,Araruama,3300209,4933,367331134,304,0.0616,134293,1
202119,5/14/2021,RJ,Areal,3300225,886,699344858,37,0.0418,12669,1
202119,5/14/2021,RJ,ArmaÃ§Ã£o dos BÃºzios,3300233,4001,1160483801,43,0.0107,34477,1
202119,5/14/2021,RJ,Arraial do Cabo,3300258,614,200699506,26,0.0423,30593,1
202119,5/14/2021,RJ,Barra do PiraÃ­,3300308,5150,511095232,286,0.0555,100764,1
202119,5/14/2021,RJ,Barra Mansa,3300407,13549,733040096,472,0.0348,184833,1
202119,5/14/2021,RJ,Belford Roxo,3300456,19233,374826063,570,0.0296,513118,1
202119,5/14/2021,RJ,Bom Jardim,3300506,1303,471827926,31,0.0238,27616,1
202119,5/14/2021,RJ,Bom Jesus do Itabapoana,3300605,2711,728704674,73,0.0269,37203,1
202119,5/14/2021,RJ,Cabo Frio,3300704,10776,467752997,561,0.0521,230378,1
202119,5/14/2021,RJ,Cachoeiras de Macacu,3300803,2458,414481561,84,0.0342,59303,1
202119,5/14/2021,RJ,Cambuci,3300902,734,473121052,28,0.0381,15514,1
202119,5/14/2021,RJ,Campos dos Goytacazes,3301009,23014,450223801,1143,0.0497,511168,1
202119,5/14/2021,RJ,Cantagalo,3301108,2166,107397858,16,0.0074,20168,1
202119,5/14/2021,RJ,Carapebus,3300936,1336,805498613,10,0.0075,16586,1
202119,5/14/2021,RJ,Cardoso Moreira,3301157,1086,847047812,10,0.0092,12821,1
202119,5/14/2021,RJ,Carmo,3301207,1866,980557015,34,0.0182,19030,1
202119,5/14/2021,RJ,Casimiro de Abreu,3301306,3683,817699429,105,0.0285,45041,1
202119,5/14/2021,RJ,Comendador Levy Gasparian,3300951,618,720615672,22,0.0356,8576,1
202119,5/14/2021,RJ,ConceiÃ§Ã£o de Macabu,3301405,1875,801350543,70,0.0373,23398,1
202119,5/14/2021,RJ,Cordeiro,3301504,2121,962297536,8,0.0038,22041,1
202119,5/14/2021,RJ,Duas Barras,3301603,178,154406662,6,0.0337,11528,1
202119,5/14/2021,RJ,Duque de Caxias,3301702,19791,214043763,1297,0.0655,924624,1
202119,5/14/2021,RJ,Engenheiro Paulo de Frontin,3301801,1309,930282141,52,0.0397,14071,1
202119,5/14/2021,RJ,Guapimirim,3301850,4555,742001694,158,0.0347,61388,1
202119,5/14/2021,RJ,Iguaba Grande,3301876,3791,1314630509,93,0.0245,28837,1
202119,5/14/2021,RJ,Importados/Indefinidos,,0,,0,0,,0
202119,5/14/2021,RJ,ItaboraÃ­,3301900,8654,356802711,601,0.0694,242543,1
202119,5/14/2021,RJ,ItaguaÃ­,3302007,4760,353065963,287,0.0603,134819,1
202119,5/14/2021,RJ,Italva,3302056,460,300673247,20,0.0435,15299,1
202119,5/14/2021,RJ,Itaocara,3302106,1843,793643958,67,0.0364,23222,1
202119,5/14/2021,RJ,Itaperuna,3302205,6274,604431599,170,0.0271,103800,1
202119,5/14/2021,RJ,Itatiaia,3302254,1286,401072854,51,0.0397,32064,1
202119,5/14/2021,RJ,Japeri,3302270,972,92090802,68,0.07,105548,1
202119,5/14/2021,RJ,Laje do MuriaÃ©,3302304,493,672945673,6,0.0122,7326,1
202119,5/14/2021,RJ,MacaÃ©,3302403,23080,882597007,575,0.0249,261501,1
202119,5/14/2021,RJ,Macuco,3302452,827,1470745154,7,0.0085,5623,1
202119,5/14/2021,RJ,MagÃ©,3302502,10487,425551773,456,0.0435,246433,1
202119,5/14/2021,RJ,Mangaratiba,3302601,2409,532728881,107,0.0444,45220,1
202119,5/14/2021,RJ,MaricÃ¡,3302700,8152,49555026,391,0.048,164504,1
202119,5/14/2021,RJ,Mendes,3302809,1669,895002145,30,0.018,18648,1
202119,5/14/2021,RJ,Mesquita,3302858,2980,168772548,352,0.1181,176569,1
202119,5/14/2021,RJ,Miguel Pereira,3302908,2083,814276221,49,0.0235,25581,1
202119,5/14/2021,RJ,Miracema,3303005,2065,760477278,19,0.0092,27154,1
202119,5/14/2021,RJ,Natividade,3303104,1044,681862713,18,0.0172,15311,1
202119,5/14/2021,RJ,NilÃ³polis,3303203,3072,188821892,394,0.1283,162693,1
202119,5/14/2021,RJ,NiterÃ³i,3303302,35305,685112271,1609,0.0456,515317,1
202119,5/14/2021,RJ,Nova Friburgo,3303401,16511,863735758,545,0.033,191158,1
202119,5/14/2021,RJ,Nova IguaÃ§u,3303500,15567,18908007,1378,0.0885,823302,1
202119,5/14/2021,RJ,Paracambi,3303609,2329,44207809,97,0.0416,52683,1
202119,5/14/2021,RJ,ParaÃ­ba do Sul,3303708,4111,923446696,130,0.0316,44518,1
202119,5/14/2021,RJ,Paraty,3303807,2184,5000,63,0.0288,43680,1
202119,5/14/2021,RJ,Paty do Alferes,3303856,1839,660133534,34,0.0185,27858,1
202119,5/14/2021,RJ,PetrÃ³polis,3303906,8923,290956639,1015,0.1138,306678,1
202119,5/14/2021,RJ,Pinheiral,3303955,2474,975398202,58,0.0234,25364,1
202119,5/14/2021,RJ,PiraÃ­,3304003,3295,1115247927,60,0.0182,29545,1
202119,5/14/2021,RJ,PorciÃºncula,3304102,1908,1006329114,61,0.032,18960,1
202119,5/14/2021,RJ,Porto Real,3304110,1493,747471713,32,0.0214,19974,1
202119,5/14/2021,RJ,Quatis,3304128,670,464149636,24,0.0358,14435,1
202119,5/14/2021,RJ,Queimados,3304144,5039,332969901,148,0.0294,151335,1
202119,5/14/2021,RJ,QuissamÃ£,3304151,2310,919366393,64,0.0277,25126,1
202119,5/14/2021,RJ,Resende,3304201,10944,827135861,384,0.0351,132312,1
202119,5/14/2021,RJ,Rio Bonito,3304300,4807,793587902,172,0.0358,60573,1
202119,5/14/2021,RJ,Rio Claro,3304409,1263,678849772,44,0.0348,18605,1
202119,5/14/2021,RJ,Rio das Flores,3304508,162,173373288,13,0.0802,9344,1
202119,5/14/2021,RJ,Rio das Ostras,3304524,9998,644230088,372,0.0372,155193,1
202119,5/14/2021,RJ,Rio de Janeiro,3304557,292496,433467723,24949,0.0853,6747815,1
202119,5/14/2021,RJ,Santa Maria Madalena,3304607,223,214588145,9,0.0404,10392,1
202119,5/14/2021,RJ,Santo AntÃ´nio de PÃ¡dua,3304706,3884,911865521,114,0.0294,42594,1
202119,5/14/2021,RJ,SÃ£o FidÃ©lis,3304805,514,132782227,79,0.1537,38710,1
202119,5/14/2021,RJ,SÃ£o Francisco de Itabapoana,3304755,1399,331438048,66,0.0472,42210,1
202119,5/14/2021,RJ,SÃ£o GonÃ§alo,3304904,42570,389929076,2120,0.0498,1091737,1
202119,5/14/2021,RJ,SÃ£o JoÃ£o da Barra,3305000,3638,998819427,18,0.0049,36423,1
202119,5/14/2021,RJ,SÃ£o JoÃ£o de Meriti,3305109,8202,173438273,890,0.1085,472906,1
202119,5/14/2021,RJ,SÃ£o JosÃ© de UbÃ¡,3305133,299,414932001,5,0.0167,7206,1
202119,5/14/2021,RJ,SÃ£o JosÃ© do Vale do Rio Preto,3305158,1585,723215915,52,0.0328,21916,1
202119,5/14/2021,RJ,SÃ£o Pedro da Aldeia,3305208,4096,386236551,213,0.052,106049,1
202119,5/14/2021,RJ,SÃ£o SebastiÃ£o do Alto,3305307,425,452753808,17,0.04,9387,1
202119,5/14/2021,RJ,Sapucaia,3305406,2551,1397884816,97,0.038,18249,1
202119,5/14/2021,RJ,Saquarema,3305505,2219,244968703,204,0.0919,90583,1
202119,5/14/2021,RJ,SeropÃ©dica,3305554,1955,235281375,159,0.0813,83092,1
202119,5/14/2021,RJ,Silva Jardim,3305604,1176,54009369,18,0.0153,21774,1
202119,5/14/2021,RJ,Sumidouro,3305703,985,628710027,47,0.0477,15667,1
202119,5/14/2021,RJ,TanguÃ¡,3305752,2637,761918521,91,0.0345,34610,1
202119,5/14/2021,RJ,TeresÃ³polis,3305802,23061,1251682588,686,0.0297,184240,1
202119,5/14/2021,RJ,Trajano de Moraes,3305901,445,418233083,3,0.0067,10640,1
202119,5/14/2021,RJ,TrÃªs Rios,3306008,8629,1050497918,192,0.0223,82142,1
202119,5/14/2021,RJ,ValenÃ§a,3306107,2717,353458481,131,0.0482,76869,1
202119,5/14/2021,RJ,Varre-Sai,3306156,1828,164595714,5,0.0027,11106,1
202119,5/14/2021,RJ,Vassouras,3306206,1989,536364372,104,0.0523,37083,1
202119,5/14/2021,RJ,Volta Redonda,3306305,27042,986977532,842,0.0311,273988,1
202119,5/14/2021,RJ,,33,809971,466406878,47699,0.0589,17366189,1
202119,5/13/2021,RJ,Angra dos Reis,3300100,12496,603543208,412,0.033,207044,1
202119,5/13/2021,RJ,AperibÃ©,3300159,493,414250903,19,0.0385,11901,1
202119,5/13/2021,RJ,Araruama,3300209,4933,367331134,304,0.0616,134293,1
202119,5/13/2021,RJ,Areal,3300225,886,699344858,37,0.0418,12669,1
202119,5/13/2021,RJ,ArmaÃ§Ã£o dos BÃºzios,3300233,4001,1160483801,43,0.0107,34477,1
202119,5/13/2021,RJ,Arraial do Cabo,3300258,614,200699506,26,0.0423,30593,1
202119,5/13/2021,RJ,Barra do PiraÃ­,3300308,5150,511095232,286,0.0555,100764,1
202119,5/13/2021,RJ,Barra Mansa,3300407,13549,733040096,472,0.0348,184833,1
202119,5/13/2021,RJ,Belford Roxo,3300456,19233,374826063,570,0.0296,513118,1
202119,5/13/2021,RJ,Bom Jardim,3300506,1303,471827926,31,0.0238,27616,1
202119,5/13/2021,RJ,Bom Jesus do Itabapoana,3300605,2711,728704674,73,0.0269,37203,1
202119,5/13/2021,RJ,Cabo Frio,3300704,10776,467752997,561,0.0521,230378,1
202119,5/13/2021,RJ,Cachoeiras de Macacu,3300803,2458,414481561,84,0.0342,59303,1
202119,5/13/2021,RJ,Cambuci,3300902,734,473121052,28,0.0381,15514,1
202119,5/13/2021,RJ,Campos dos Goytacazes,3301009,23014,450223801,1143,0.0497,511168,1
202119,5/13/2021,RJ,Cantagalo,3301108,2166,107397858,16,0.0074,20168,1
202119,5/13/2021,RJ,Carapebus,3300936,1336,805498613,10,0.0075,16586,1
202119,5/13/2021,RJ,Cardoso Moreira,3301157,1086,847047812,10,0.0092,12821,1
202119,5/13/2021,RJ,Carmo,3301207,1866,980557015,34,0.0182,19030,1
202119,5/13/2021,RJ,Casimiro de Abreu,3301306,3683,817699429,105,0.0285,45041,1
202119,5/13/2021,RJ,Comendador Levy Gasparian,3300951,618,720615672,22,0.0356,8576,1
202119,5/13/2021,RJ,ConceiÃ§Ã£o de Macabu,3301405,1875,801350543,70,0.0373,23398,1
202119,5/13/2021,RJ,Cordeiro,3301504,2121,962297536,8,0.0038,22041,1
202119,5/13/2021,RJ,Duas Barras,3301603,178,154406662,6,0.0337,11528,1
202119,5/13/2021,RJ,Duque de Caxias,3301702,19791,214043763,1297,0.0655,924624,1
202119,5/13/2021,RJ,Engenheiro Paulo de Frontin,3301801,1309,930282141,52,0.0397,14071,1
202119,5/13/2021,RJ,Guapimirim,3301850,4555,742001694,158,0.0347,61388,1
202119,5/13/2021,RJ,Iguaba Grande,3301876,3791,1314630509,93,0.0245,28837,1
202119,5/13/2021,RJ,Importados/Indefinidos,,0,,0,0,,0
202119,5/13/2021,RJ,ItaboraÃ­,3301900,8654,356802711,601,0.0694,242543,1
202119,5/13/2021,RJ,ItaguaÃ­,3302007,4760,353065963,287,0.0603,134819,1
202119,5/13/2021,RJ,Italva,3302056,460,300673247,20,0.0435,15299,1
202119,5/13/2021,RJ,Itaocara,3302106,1843,793643958,67,0.0364,23222,1
202119,5/13/2021,RJ,Itaperuna,3302205,6274,604431599,170,0.0271,103800,1
202119,5/13/2021,RJ,Itatiaia,3302254,1286,401072854,51,0.0397,32064,1
202119,5/13/2021,RJ,Japeri,3302270,972,92090802,68,0.07,105548,1
202119,5/13/2021,RJ,Laje do MuriaÃ©,3302304,493,672945673,6,0.0122,7326,1
202119,5/13/2021,RJ,MacaÃ©,3302403,23080,882597007,575,0.0249,261501,1
202119,5/13/2021,RJ,Macuco,3302452,827,1470745154,7,0.0085,5623,1
202119,5/13/2021,RJ,MagÃ©,3302502,10487,425551773,456,0.0435,246433,1
202119,5/13/2021,RJ,Mangaratiba,3302601,2409,532728881,107,0.0444,45220,1
202119,5/13/2021,RJ,MaricÃ¡,3302700,8152,49555026,391,0.048,164504,1
202119,5/13/2021,RJ,Mendes,3302809,1669,895002145,30,0.018,18648,1
202119,5/13/2021,RJ,Mesquita,3302858,2980,168772548,352,0.1181,176569,1
202119,5/13/2021,RJ,Miguel Pereira,3302908,2083,814276221,49,0.0235,25581,1
202119,5/13/2021,RJ,Miracema,3303005,2065,760477278,19,0.0092,27154,1
202119,5/13/2021,RJ,Natividade,3303104,1044,681862713,18,0.0172,15311,1
202119,5/13/2021,RJ,NilÃ³polis,3303203,3072,188821892,394,0.1283,162693,1
202119,5/13/2021,RJ,NiterÃ³i,3303302,35305,685112271,1609,0.0456,515317,1
202119,5/13/2021,RJ,Nova Friburgo,3303401,16511,863735758,545,0.033,191158,1
202119,5/13/2021,RJ,Nova IguaÃ§u,3303500,15567,18908007,1378,0.0885,823302,1
202119,5/13/2021,RJ,Paracambi,3303609,2329,44207809,97,0.0416,52683,1
202119,5/13/2021,RJ,ParaÃ­ba do Sul,3303708,4111,923446696,130,0.0316,44518,1
202119,5/13/2021,RJ,Paraty,3303807,2184,5000,63,0.0288,43680,1
202119,5/13/2021,RJ,Paty do Alferes,3303856,1839,660133534,34,0.0185,27858,1
202119,5/13/2021,RJ,PetrÃ³polis,3303906,8923,290956639,1015,0.1138,306678,1
202119,5/13/2021,RJ,Pinheiral,3303955,2474,975398202,58,0.0234,25364,1
202119,5/13/2021,RJ,PiraÃ­,3304003,3295,1115247927,60,0.0182,29545,1
202119,5/13/2021,RJ,PorciÃºncula,3304102,1908,1006329114,61,0.032,18960,1
202119,5/13/2021,RJ,Porto Real,3304110,1493,747471713,32,0.0214,19974,1
202119,5/13/2021,RJ,Quatis,3304128,670,464149636,24,0.0358,14435,1
202119,5/13/2021,RJ,Queimados,3304144,5039,332969901,148,0.0294,151335,1
202119,5/13/2021,RJ,QuissamÃ£,3304151,2310,919366393,64,0.0277,25126,1
202119,5/13/2021,RJ,Resende,3304201,10944,827135861,384,0.0351,132312,1
202119,5/13/2021,RJ,Rio Bonito,3304300,4807,793587902,172,0.0358,60573,1
202119,5/13/2021,RJ,Rio Claro,3304409,1263,678849772,44,0.0348,18605,1
202119,5/13/2021,RJ,Rio das Flores,3304508,162,173373288,13,0.0802,9344,1
202119,5/13/2021,RJ,Rio das Ostras,3304524,9998,644230088,372,0.0372,155193,1
202119,5/13/2021,RJ,Rio de Janeiro,3304557,292496,433467723,24949,0.0853,6747815,1
202119,5/13/2021,RJ,Santa Maria Madalena,3304607,223,214588145,9,0.0404,10392,1
202119,5/13/2021,RJ,Santo AntÃ´nio de PÃ¡dua,3304706,3884,911865521,114,0.0294,42594,1
202119,5/13/2021,RJ,SÃ£o FidÃ©lis,3304805,514,132782227,79,0.1537,38710,1
202119,5/13/2021,RJ,SÃ£o Francisco de Itabapoana,3304755,1399,331438048,66,0.0472,42210,1
202119,5/13/2021,RJ,SÃ£o GonÃ§alo,3304904,42570,389929076,2120,0.0498,1091737,1
202119,5/13/2021,RJ,SÃ£o JoÃ£o da Barra,3305000,3638,998819427,18,0.0049,36423,1
202119,5/13/2021,RJ,SÃ£o JoÃ£o de Meriti,3305109,8202,173438273,890,0.1085,472906,1
202119,5/13/2021,RJ,SÃ£o JosÃ© de UbÃ¡,3305133,299,414932001,5,0.0167,7206,1
202119,5/13/2021,RJ,SÃ£o JosÃ© do Vale do Rio Preto,3305158,1585,723215915,52,0.0328,21916,1
202119,5/13/2021,RJ,SÃ£o Pedro da Aldeia,3305208,4096,386236551,213,0.052,106049,1
202119,5/13/2021,RJ,SÃ£o SebastiÃ£o do Alto,3305307,425,452753808,17,0.04,9387,1
202119,5/13/2021,RJ,Sapucaia,3305406,2551,1397884816,97,0.038,18249,1
202119,5/13/2021,RJ,Saquarema,3305505,2219,244968703,204,0.0919,90583,1
202119,5/13/2021,RJ,SeropÃ©dica,3305554,1955,235281375,159,0.0813,83092,1
202119,5/13/2021,RJ,Silva Jardim,3305604,1176,54009369,18,0.0153,21774,1
202119,5/13/2021,RJ,Sumidouro,3305703,985,628710027,47,0.0477,15667,1
202119,5/13/2021,RJ,TanguÃ¡,3305752,2637,761918521,91,0.0345,34610,1
202119,5/13/2021,RJ,TeresÃ³polis,3305802,23061,1251682588,686,0.0297,184240,1
202119,5/13/2021,RJ,Trajano de Moraes,3305901,445,418233083,3,0.0067,10640,1
202119,5/13/2021,RJ,TrÃªs Rios,3306008,8629,1050497918,192,0.0223,82142,1
202119,5/13/2021,RJ,ValenÃ§a,3306107,2717,353458481,131,0.0482,76869,1
202119,5/13/2021,RJ,Varre-Sai,3306156,1828,164595714,5,0.0027,11106,1
202119,5/13/2021,RJ,Vassouras,3306206,1989,536364372,104,0.0523,37083,1
202119,5/13/2021,RJ,Volta Redonda,3306305,27042,986977532,842,0.0311,273988,1
202119,5/13/2021,RJ,,33,803040,46241579,47355,0.059,17366189,1
202119,5/12/2021,RJ,Angra dos Reis,3300100,12496,603543208,412,0.033,207044,1
202119,5/12/2021,RJ,AperibÃ©,3300159,493,414250903,19,0.0385,11901,1
202119,5/12/2021,RJ,Araruama,3300209,4933,367331134,304,0.0616,134293,1
202119,5/12/2021,RJ,Areal,3300225,886,699344858,37,0.0418,12669,1
202119,5/12/2021,RJ,ArmaÃ§Ã£o dos BÃºzios,3300233,4001,1160483801,43,0.0107,34477,1
202119,5/12/2021,RJ,Arraial do Cabo,3300258,614,200699506,26,0.0423,30593,1
202119,5/12/2021,RJ,Barra do PiraÃ­,3300308,5150,511095232,286,0.0555,100764,1
202119,5/12/2021,RJ,Barra Mansa,3300407,13549,733040096,472,0.0348,184833,1
202119,5/12/2021,RJ,Belford Roxo,3300456,19233,374826063,570,0.0296,513118,1
202119,5/12/2021,RJ,Bom Jardim,3300506,1303,471827926,31,0.0238,27616,1
202119,5/12/2021,RJ,Bom Jesus do Itabapoana,3300605,2711,728704674,73,0.0269,37203,1
202119,5/12/2021,RJ,Cabo Frio,3300704,10776,467752997,561,0.0521,230378,1
202119,5/12/2021,RJ,Cachoeiras de Macacu,3300803,2458,414481561,84,0.0342,59303,1
202119,5/12/2021,RJ,Cambuci,3300902,734,473121052,28,0.0381,15514,1
202119,5/12/2021,RJ,Campos dos Goytacazes,3301009,23014,450223801,1143,0.0497,511168,1
202119,5/12/2021,RJ,Cantagalo,3301108,2166,107397858,16,0.0074,20168,1
202119,5/12/2021,RJ,Carapebus,3300936,1336,805498613,10,0.0075,16586,1
202119,5/12/2021,RJ,Cardoso Moreira,3301157,1086,847047812,10,0.0092,12821,1
202119,5/12/2021,RJ,Carmo,3301207,1866,980557015,34,0.0182,19030,1
202119,5/12/2021,RJ,Casimiro de Abreu,3301306,3683,817699429,105,0.0285,45041,1
202119,5/12/2021,RJ,Comendador Levy Gasparian,3300951,618,720615672,22,0.0356,8576,1
202119,5/12/2021,RJ,ConceiÃ§Ã£o de Macabu,3301405,1875,801350543,70,0.0373,23398,1
202119,5/12/2021,RJ,Cordeiro,3301504,2121,962297536,8,0.0038,22041,1
202119,5/12/2021,RJ,Duas Barras,3301603,178,154406662,6,0.0337,11528,1
202119,5/12/2021,RJ,Duque de Caxias,3301702,19791,214043763,1297,0.0655,924624,1
202119,5/12/2021,RJ,Engenheiro Paulo de Frontin,3301801,1309,930282141,52,0.0397,14071,1
202119,5/12/2021,RJ,Guapimirim,3301850,4555,742001694,158,0.0347,61388,1
202119,5/12/2021,RJ,Iguaba Grande,3301876,3791,1314630509,93,0.0245,28837,1
202119,5/12/2021,RJ,Importados/Indefinidos,,0,,0,0,,0
202119,5/12/2021,RJ,ItaboraÃ­,3301900,8654,356802711,601,0.0694,242543,1
202119,5/12/2021,RJ,ItaguaÃ­,3302007,4760,353065963,287,0.0603,134819,1
202119,5/12/2021,RJ,Italva,3302056,460,300673247,20,0.0435,15299,1
202119,5/12/2021,RJ,Itaocara,3302106,1843,793643958,67,0.0364,23222,1
202119,5/12/2021,RJ,Itaperuna,3302205,6274,604431599,170,0.0271,103800,1
202119,5/12/2021,RJ,Itatiaia,3302254,1286,401072854,51,0.0397,32064,1
202119,5/12/2021,RJ,Japeri,3302270,972,92090802,68,0.07,105548,1
202119,5/12/2021,RJ,Laje do MuriaÃ©,3302304,493,672945673,6,0.0122,7326,1
202119,5/12/2021,RJ,MacaÃ©,3302403,23080,882597007,575,0.0249,261501,1
202119,5/12/2021,RJ,Macuco,3302452,827,1470745154,7,0.0085,5623,1
202119,5/12/2021,RJ,MagÃ©,3302502,10487,425551773,456,0.0435,246433,1
202119,5/12/2021,RJ,Mangaratiba,3302601,2409,532728881,107,0.0444,45220,1
202119,5/12/2021,RJ,MaricÃ¡,3302700,8152,49555026,391,0.048,164504,1
202119,5/12/2021,RJ,Mendes,3302809,1669,895002145,30,0.018,18648,1
202119,5/12/2021,RJ,Mesquita,3302858,2980,168772548,352,0.1181,176569,1
202119,5/12/2021,RJ,Miguel Pereira,3302908,2083,814276221,49,0.0235,25581,1
202119,5/12/2021,RJ,Miracema,3303005,2065,760477278,19,0.0092,27154,1
202119,5/12/2021,RJ,Natividade,3303104,1044,681862713,18,0.0172,15311,1
202119,5/12/2021,RJ,NilÃ³polis,3303203,3072,188821892,394,0.1283,162693,1
202119,5/12/2021,RJ,NiterÃ³i,3303302,35305,685112271,1609,0.0456,515317,1
202119,5/12/2021,RJ,Nova Friburgo,3303401,16511,863735758,545,0.033,191158,1
202119,5/12/2021,RJ,Nova IguaÃ§u,3303500,15567,18908007,1378,0.0885,823302,1
202119,5/12/2021,RJ,Paracambi,3303609,2329,44207809,97,0.0416,52683,1
202119,5/12/2021,RJ,ParaÃ­ba do Sul,3303708,4111,923446696,130,0.0316,44518,1
202119,5/12/2021,RJ,Paraty,3303807,2184,5000,63,0.0288,43680,1
202119,5/12/2021,RJ,Paty do Alferes,3303856,1839,660133534,34,0.0185,27858,1
202119,5/12/2021,RJ,PetrÃ³polis,3303906,8923,290956639,1015,0.1138,306678,1
202119,5/12/2021,RJ,Pinheiral,3303955,2474,975398202,58,0.0234,25364,1
202119,5/12/2021,RJ,PiraÃ­,3304003,3295,1115247927,60,0.0182,29545,1
202119,5/12/2021,RJ,PorciÃºncula,3304102,1908,1006329114,61,0.032,18960,1
202119,5/12/2021,RJ,Porto Real,3304110,1493,747471713,32,0.0214,19974,1
202119,5/12/2021,RJ,Quatis,3304128,670,464149636,24,0.0358,14435,1
202119,5/12/2021,RJ,Queimados,3304144,5039,332969901,148,0.0294,151335,1
202119,5/12/2021,RJ,QuissamÃ£,3304151,2310,919366393,64,0.0277,25126,1
202119,5/12/2021,RJ,Resende,3304201,10944,827135861,384,0.0351,132312,1
202119,5/12/2021,RJ,Rio Bonito,3304300,4807,793587902,172,0.0358,60573,1
202119,5/12/2021,RJ,Rio Claro,3304409,1263,678849772,44,0.0348,18605,1
202119,5/12/2021,RJ,Rio das Flores,3304508,162,173373288,13,0.0802,9344,1
202119,5/12/2021,RJ,Rio das Ostras,3304524,9998,644230088,372,0.0372,155193,1
202119,5/12/2021,RJ,Rio de Janeiro,3304557,292496,433467723,24949,0.0853,6747815,1
202119,5/12/2021,RJ,Santa Maria Madalena,3304607,223,214588145,9,0.0404,10392,1
202119,5/12/2021,RJ,Santo AntÃ´nio de PÃ¡dua,3304706,3884,911865521,114,0.0294,42594,1
202119,5/12/2021,RJ,SÃ£o FidÃ©lis,3304805,514,132782227,79,0.1537,38710,1
202119,5/12/2021,RJ,SÃ£o Francisco de Itabapoana,3304755,1399,331438048,66,0.0472,42210,1
202119,5/12/2021,RJ,SÃ£o GonÃ§alo,3304904,42570,389929076,2120,0.0498,1091737,1
202119,5/12/2021,RJ,SÃ£o JoÃ£o da Barra,3305000,3638,998819427,18,0.0049,36423,1
202119,5/12/2021,RJ,SÃ£o JoÃ£o de Meriti,3305109,8202,173438273,890,0.1085,472906,1
202119,5/12/2021,RJ,SÃ£o JosÃ© de UbÃ¡,3305133,299,414932001,5,0.0167,7206,1
202119,5/12/2021,RJ,SÃ£o JosÃ© do Vale do Rio Preto,3305158,1585,723215915,52,0.0328,21916,1
202119,5/12/2021,RJ,SÃ£o Pedro da Aldeia,3305208,4096,386236551,213,0.052,106049,1
202119,5/12/2021,RJ,SÃ£o SebastiÃ£o do Alto,3305307,425,452753808,17,0.04,9387,1
202119,5/12/2021,RJ,Sapucaia,3305406,2551,1397884816,97,0.038,18249,1
202119,5/12/2021,RJ,Saquarema,3305505,2219,244968703,204,0.0919,90583,1
202119,5/12/2021,RJ,SeropÃ©dica,3305554,1955,235281375,159,0.0813,83092,1
202119,5/12/2021,RJ,Silva Jardim,3305604,1176,54009369,18,0.0153,21774,1
202119,5/12/2021,RJ,Sumidouro,3305703,985,628710027,47,0.0477,15667,1
202119,5/12/2021,RJ,TanguÃ¡,3305752,2637,761918521,91,0.0345,34610,1
202119,5/12/2021,RJ,TeresÃ³polis,3305802,23061,1251682588,686,0.0297,184240,1
202119,5/12/2021,RJ,Trajano de Moraes,3305901,445,418233083,3,0.0067,10640,1
202119,5/12/2021,RJ,TrÃªs Rios,3306008,8629,1050497918,192,0.0223,82142,1
202119,5/12/2021,RJ,ValenÃ§a,3306107,2717,353458481,131,0.0482,76869,1
202119,5/12/2021,RJ,Varre-Sai,3306156,1828,164595714,5,0.0027,11106,1
202119,5/12/2021,RJ,Vassouras,3306206,1989,536364372,104,0.0523,37083,1
202119,5/12/2021,RJ,Volta Redonda,3306305,27042,986977532,842,0.0311,273988,1
202119,5/12/2021,RJ,,33,797033,458956769,47052,0.059,17366189,1
202119,5/11/2021,RJ,Angra dos Reis,3300100,12481,602818725,410,0.0328,207044,1
202119,5/11/2021,RJ,AperibÃ©,3300159,493,414250903,19,0.0385,11901,1
202119,5/11/2021,RJ,Araruama,3300209,4895,3645015,293,0.0599,134293,1
202119,5/11/2021,RJ,Areal,3300225,886,699344858,37,0.0418,12669,1
202119,5/11/2021,RJ,ArmaÃ§Ã£o dos BÃºzios,3300233,3951,1145981379,42,0.0106,34477,1
202119,5/11/2021,RJ,Arraial do Cabo,3300258,611,19971889,25,0.0409,30593,1
202119,5/11/2021,RJ,Barra do PiraÃ­,3300308,5116,507721011,280,0.0547,100764,1
202119,5/11/2021,RJ,Barra Mansa,3300407,13516,7312547,468,0.0346,184833,1
202119,5/11/2021,RJ,Belford Roxo,3300456,19172,373637253,563,0.0294,513118,1
202119,5/11/2021,RJ,Bom Jardim,3300506,1275,461688876,30,0.0235,27616,1
202119,5/11/2021,RJ,Bom Jesus do Itabapoana,3300605,2703,72655431,73,0.027,37203,1
202119,5/11/2021,RJ,Cabo Frio,3300704,10668,46306505,555,0.052,230378,1
202119,5/11/2021,RJ,Cachoeiras de Macacu,3300803,2457,414312935,84,0.0342,59303,1
202119,5/11/2021,RJ,Cambuci,3300902,733,472476473,28,0.0382,15514,1
202119,5/11/2021,RJ,Campos dos Goytacazes,3301009,22907,448130556,1136,0.0496,511168,1
202119,5/11/2021,RJ,Cantagalo,3301108,2152,106703689,16,0.0074,20168,1
202119,5/11/2021,RJ,Carapebus,3300936,1336,805498613,10,0.0075,16586,1
202119,5/11/2021,RJ,Cardoso Moreira,3301157,1076,839248109,10,0.0093,12821,1
