Ano,mes,Empresa (nome),Empresa (sigla),Empresa (pais),Natureza,Passageiros,carga e correio (kg)
2019,1,AIGLE AZUR,AAF,FRANÃ‡A,INTERNACIONAL,7169,126460
2019,1,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,132819,3254526
2019,1,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,25586,460667
2019,1,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,25011,594884
2019,1,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,64770,1676283
2019,1,AMERISTAR AIR CARGO,AJI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,23,0
2019,1,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,20210,934735
2019,1,ANDES LINEAS AEREAS,ANS,ARGENTINA,INTERNACIONAL,13058,0
2019,1,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,115596,16614
2019,1,AUSTRAL LINEAS AÃ‰REAS - CIELOS DEL SUR,AUT,ARGENTINA,INTERNACIONAL,12555,3040
2019,1,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,AVA,COLÃ”MBIA,INTERNACIONAL,27661,333900
2019,1,ALITALIA SOCIETA AEREA ITALIANA S.P.A.,AZA,ITÃLIA,INTERNACIONAL,44162,384134
2019,1,COMPAÃ‘IA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY),AZP,PARAGUAI,INTERNACIONAL,3337,0
2019,1,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,2051290,5168115
2019,1,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,136966,1917119
2019,1,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,29676,1415453
2019,1,TRANSPORTES AEREOS BOLIVIANOS,BOL,BOLÃVIA,INTERNACIONAL,0,60138
2019,1,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,12425,18808
2019,1,AIR CHINA,CCA,CHINA,INTERNACIONAL,5068,205188
2019,1,CONDOR FLUGDIENST GMBH,CFG,ALEMANHA,INTERNACIONAL,5306,63059
2019,1,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,3628227
2019,1,COMPAÃ‘IA PANAMEÃ‘A DE AVIACION S.A. (COPA AIRLINES),CMP,PANAMÃ,INTERNACIONAL,93019,71277
2019,1,DELTA AIR LINES INC.,DAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,67805,808502
2019,1,DEUTSCHE LUFTHANSA A.G.,DLH,ALEMANHA,INTERNACIONAL,41961,1100604
2019,1,LAN ARGENTINA S.A.,DSM,ARGENTINA,INTERNACIONAL,19092,0
2019,1,TAAG LINHAS AÃ‰REAS DA ANGOLA (ANGOLA AIRLINES),DTA,ANGOLA,INTERNACIONAL,12298,126755
2019,1,DIVI DIVI AIR,DVR,CURAÃ‡AO,INTERNACIONAL,213,0
2019,1,EDELWEISS AIR AG,EDW,SUÃÃ‡A,INTERNACIONAL,4900,26074
2019,1,ETHIOPIAN AIRLINES GROUP,ETH,ETIÃ“PIA,INTERNACIONAL,21141,603219
2019,1,FEDEX - FEDERAL EXPRESS CORPORATION,FDX,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1037784
2019,1,LUFTHANSA CARGO AG,GEC,ALEMANHA,INTERNACIONAL,0,2281860
2019,1,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,DOMÃ‰STICA,3265539,6557385
2019,1,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,INTERNACIONAL,212952,114628
2019,1,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,5472771
2019,1,HI FLY TRANSPORTES AEREOS,HFY,PORTUGAL,INTERNACIONAL,2030,0
2019,1,IBÃ‰RIA LINEAS AEREAS DE ESPAÃ‘A SOCIEDAD ANONIMA OPERADORA,IBE,ESPANHA,INTERNACIONAL,30210,564053
2019,1,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,1637080
2019,1,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,43173,1400571
2019,1,"SKY LEASE I,INC",KYE,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,39270
2019,1,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,497127
2019,1,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,78054,1201032
2019,1,TRANSPORTE AÃ‰REOS DEL MERCOSUR S.A. (TAM MERCOSUR),LAP,PARAGUAI,INTERNACIONAL,51654,51346
2019,1,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,1326318
2019,1,LAN PERU S.A.,LPE,PERU,INTERNACIONAL,15716,12381
2019,1,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,2051992
2019,1,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,5967550
2019,1,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,775010
2019,1,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,147816
2019,1,OCEANAIR LINHAS AÃ‰REAS S.A. (AVIANCA),ONE,BRASIL,INTERNACIONAL,62208,2494093
2019,1,OCEANAIR LINHAS AÃ‰REAS S.A. (AVIANCA),ONE,BRASIL,DOMÃ‰STICA,928837,5024446
2019,1,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,1126,96256
2019,1,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,9575,27
2019,1,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,28681,30
2019,1,PRIVILEGE STYLE S.A.,PVG,ESPANHA,INTERNACIONAL,469,0
2019,1,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,23254,1223785
2019,1,COMPAGNIE NATIONALE ROYAL AIR MAROC,RAM,MARROCOS,INTERNACIONAL,15321,187803
2019,1,AVIOR AIRLINES BRASIL C.A.,ROI,VENEZUELA,INTERNACIONAL,941,0
2019,1,ACT AIRLINES,RUN,TURQUIA,INTERNACIONAL,0,305
2019,1,SOUTH AFRICAN AIRWAYS STATE OWNED COMPANY (SOC) LIMITED,SAA,ÃFRICA DO SUL,INTERNACIONAL,12664,133687
2019,1,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,0,4107394
2019,1,SKY AIRLINES S.A.,SKU,CHILE,INTERNACIONAL,21979,0
2019,1,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,614,3
2019,1,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,19561,973580
2019,1,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,2637462,8820447
2019,1,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,553474,11034892
2019,1,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,145538,3323154
2019,1,EMPRESA DE TRANSPORTES AÃ‰REOS DE CABO VERDE - TACV S.A.,TCV,CABO VERDE,INTERNACIONAL,3500,2980
2019,1,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,27027,1219100
2019,1,TRANSCARGA INTERNATIONAL AIRWAYS C.A.,TIW,VENEZUELA,INTERNACIONAL,0,95410
2019,1,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,971931
2019,1,AVIANCA PERU S.A (EX: TRANS AMERICAN AIRLINES S.A. - TACA PERU),TPU,PERU,INTERNACIONAL,29050,297715
2019,1,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,5522,1602460
2019,1,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,61959,1427173
2019,1,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,64854,1330235
2019,1,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1616035
2019,2,AIGLE AZUR,AAF,FRANÃ‡A,INTERNACIONAL,6410,65895
2019,2,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,101176,3323414
2019,2,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,21826,523246
2019,2,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,22256,723493
2019,2,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,57765,2230804
2019,2,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,17587,994101
2019,2,ANDES LINEAS AEREAS,ANS,ARGENTINA,INTERNACIONAL,13524,0
2019,2,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,105615,22252
2019,2,AUSTRAL LINEAS AÃ‰REAS - CIELOS DEL SUR,AUT,ARGENTINA,INTERNACIONAL,12964,5862
2019,2,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,AVA,COLÃ”MBIA,INTERNACIONAL,21742,375930
2019,2,ALITALIA SOCIETA AEREA ITALIANA S.P.A.,AZA,ITÃLIA,INTERNACIONAL,39513,461382
2019,2,COMPAÃ‘IA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY),AZP,PARAGUAI,INTERNACIONAL,1685,0
2019,2,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,1868621,5735703
2019,2,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,103373,1681949
2019,2,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,24844,1448970
2019,2,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,9187,40177
2019,2,AIR CHINA,CCA,CHINA,INTERNACIONAL,4892,249313
2019,2,CONDOR FLUGDIENST GMBH,CFG,ALEMANHA,INTERNACIONAL,4055,36941
2019,2,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,3911046
2019,2,COMPAÃ‘IA PANAMEÃ‘A DE AVIACION S.A. (COPA AIRLINES),CMP,PANAMÃ,INTERNACIONAL,72399,54023
2019,2,DELTA AIR LINES INC.,DAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,52150,907459
2019,2,DEUTSCHE LUFTHANSA A.G.,DLH,ALEMANHA,INTERNACIONAL,36328,1174460
2019,2,LAN ARGENTINA S.A.,DSM,ARGENTINA,INTERNACIONAL,17887,0
2019,2,TAAG LINHAS AÃ‰REAS DA ANGOLA (ANGOLA AIRLINES),DTA,ANGOLA,INTERNACIONAL,10088,180991
2019,2,DIVI DIVI AIR,DVR,CURAÃ‡AO,INTERNACIONAL,66,0
2019,2,EDELWEISS AIR AG,EDW,SUÃÃ‡A,INTERNACIONAL,4205,76552
2019,2,ETHIOPIAN AIRLINES GROUP,ETH,ETIÃ“PIA,INTERNACIONAL,14249,254939
2019,2,FEDEX - FEDERAL EXPRESS CORPORATION,FDX,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1076468
2019,2,LUFTHANSA CARGO AG,GEC,ALEMANHA,INTERNACIONAL,0,2298810
2019,2,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,DOMÃ‰STICA,2477819,7384876
2019,2,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,INTERNACIONAL,181697,137662
2019,2,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,4917050
2019,2,IBÃ‰RIA LINEAS AEREAS DE ESPAÃ‘A SOCIEDAD ANONIMA OPERADORA,IBE,ESPANHA,INTERNACIONAL,24342,411593
2019,2,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,1029898
2019,2,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,38730,1612316
2019,2,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,1183060
2019,2,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,67269,947128
2019,2,TRANSPORTE AÃ‰REOS DEL MERCOSUR S.A. (TAM MERCOSUR),LAP,PARAGUAI,INTERNACIONAL,38682,55983
2019,2,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,1647116
2019,2,LAN PERU S.A.,LPE,PERU,INTERNACIONAL,14432,8310
2019,2,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,2607841
2019,2,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,5135113
2019,2,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,924700
2019,2,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,312264
2019,2,FLYEST LINEAS AÃ‰REAS (EX SOL S.A. LINEAS AEREAS),OLS,ARGENTINA,INTERNACIONAL,41,0
2019,2,OCEANAIR LINHAS AÃ‰REAS S.A. (AVIANCA),ONE,BRASIL,DOMÃ‰STICA,814189,4983999
2019,2,OCEANAIR LINHAS AÃ‰REAS S.A. (AVIANCA),ONE,BRASIL,INTERNACIONAL,45301,2294291
2019,2,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,1155,97446
2019,2,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,9742,0
2019,2,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,26908,31
2019,2,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,21616,1209774
2019,2,COMPAGNIE NATIONALE ROYAL AIR MAROC,RAM,MARROCOS,INTERNACIONAL,9079,275439
2019,2,AVIOR AIRLINES BRASIL C.A.,ROI,VENEZUELA,INTERNACIONAL,422,0
2019,2,SOUTH AFRICAN AIRWAYS STATE OWNED COMPANY (SOC) LIMITED,SAA,ÃFRICA DO SUL,INTERNACIONAL,8374,131506
2019,2,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,INTERNACIONAL,52,0
2019,2,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,139,3921762
2019,2,SKY AIRLINES S.A.,SKU,CHILE,INTERNACIONAL,19119,0
2019,2,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,822,1768
2019,2,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,16394,980438
2019,2,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,485063,11861834
2019,2,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,2204525,9770668
2019,2,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,110072,3097603
2019,2,EMPRESA DE TRANSPORTES AÃ‰REOS DE CABO VERDE - TACV S.A.,TCV,CABO VERDE,INTERNACIONAL,2431,1
2019,2,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,23005,860430
2019,2,TRANSCARGA INTERNATIONAL AIRWAYS C.A.,TIW,VENEZUELA,INTERNACIONAL,0,46024
2019,2,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,767361
2019,2,AVIANCA PERU S.A (EX: TRANS AMERICAN AIRLINES S.A. - TACA PERU),TPU,PERU,INTERNACIONAL,24128,236713
2019,2,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,4951,1334895
2019,2,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,50342,1751280
2019,2,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,54810,1333180
2019,2,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1873878
2019,3,AIGLE AZUR,AAF,FRANÃ‡A,INTERNACIONAL,7509,143021
2019,3,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,113762,3935798
2019,3,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,23864,664416
2019,3,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,24532,838403
2019,3,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,62851,2014606
2019,3,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,19387,941034
2019,3,ANDES LINEAS AEREAS,ANS,ARGENTINA,INTERNACIONAL,3691,0
2019,3,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,104464,13374
2019,3,AUSTRAL LINEAS AÃ‰REAS - CIELOS DEL SUR,AUT,ARGENTINA,INTERNACIONAL,15345,6008
2019,3,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,AVA,COLÃ”MBIA,INTERNACIONAL,33903,133592
2019,3,ALITALIA SOCIETA AEREA ITALIANA S.P.A.,AZA,ITÃLIA,INTERNACIONAL,40852,570106
2019,3,COMPAÃ‘IA DE AVIACION PARAGUAYA SOCIEDAD ANONIMA - PARANAIR (EX- AMASZONAS PARAGUAY),AZP,PARAGUAI,INTERNACIONAL,1171,0
2019,3,AVIACON ZITOTRANS,AZS,RÃšSSIA,INTERNACIONAL,0,9570
2019,3,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,DOMÃ‰STICA,1937612,6395092
2019,3,AZUL LINHAS AÃ‰REAS BRASILEIRAS S/A,AZU,BRASIL,INTERNACIONAL,101784,1841589
2019,3,BRITISH AIRWAYS PLC,BAW,INGLATERRA,INTERNACIONAL,28946,2014394
2019,3,BOA BOLIVIANA DE AVIACIÃ“N,BOV,BOLÃVIA,INTERNACIONAL,10144,48054
2019,3,AIR CHINA,CCA,CHINA,INTERNACIONAL,5626,268034
2019,3,CONDOR FLUGDIENST GMBH,CFG,ALEMANHA,INTERNACIONAL,4464,49094
2019,3,CARGOLUX AIRLINES INTERNATIONAL S/A,CLX,LUXEMBURGO,INTERNACIONAL,0,4215718
2019,3,COMPAÃ‘IA PANAMEÃ‘A DE AVIACION S.A. (COPA AIRLINES),CMP,PANAMÃ,INTERNACIONAL,82169,113135
2019,3,DELTA AIR LINES INC.,DAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,53766,1021797
2019,3,DEUTSCHE LUFTHANSA A.G.,DLH,ALEMANHA,INTERNACIONAL,38560,1208957
2019,3,LAN ARGENTINA S.A.,DSM,ARGENTINA,INTERNACIONAL,19825,0
2019,3,TAAG LINHAS AÃ‰REAS DA ANGOLA (ANGOLA AIRLINES),DTA,ANGOLA,INTERNACIONAL,10130,204370
2019,3,DIVI DIVI AIR,DVR,CURAÃ‡AO,INTERNACIONAL,397,0
2019,3,EDELWEISS AIR AG,EDW,SUÃÃ‡A,INTERNACIONAL,4265,62195
2019,3,ETHIOPIAN AIRLINES GROUP,ETH,ETIÃ“PIA,INTERNACIONAL,13093,476160
2019,3,FEDEX - FEDERAL EXPRESS CORPORATION,FDX,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1190781
2019,3,LUFTHANSA CARGO AG,GEC,ALEMANHA,INTERNACIONAL,0,2435892
2019,3,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,INTERNACIONAL,178117,178667
2019,3,GOL LINHAS AÃ‰REAS S.A. (EX- VRG LINHAS AÃ‰REAS S.A.),GLO,BRASIL,DOMÃ‰STICA,2514655,7992343
2019,3,ATLAS AIR INC,GTI,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,5606920
2019,3,IBÃ‰RIA LINEAS AEREAS DE ESPAÃ‘A SOCIEDAD ANONIMA OPERADORA,IBE,ESPANHA,INTERNACIONAL,27474,579494
2019,3,KOREAN AIR LINES CO. LTD.,KAL,COREIA DO SUL,INTERNACIONAL,0,1949415
2019,3,KLM CIA. REAL HOLANDESA DE AVIAÃ‡ÃƒO,KLM,HOLANDA,INTERNACIONAL,41951,1709843
2019,3,LÃNEA AÃ‰REA CARGUEIRA DE COLOMBIA S.A - LANCO,LAE,COLÃ”MBIA,INTERNACIONAL,0,1515994
2019,3,LATAM AIRLINES GROUP (EX - LAN AIRLINES S/A),LAN,CHILE,INTERNACIONAL,58207,1145675
2019,3,TRANSPORTE AÃ‰REOS DEL MERCOSUR S.A. (TAM MERCOSUR),LAP,PARAGUAI,INTERNACIONAL,35703,55246
2019,3,LAN CARGO S.A.,LCO,CHILE,INTERNACIONAL,0,2815824
2019,3,LAN PERU S.A.,LPE,PERU,INTERNACIONAL,15441,38229
2019,3,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,DOMÃ‰STICA,0,3819101
2019,3,ABSA - AEROLINHAS BRASILEIRAS S.A.,LTG,BRASIL,INTERNACIONAL,0,6004829
2019,3,MARTINAIR HOLLAND N.V.,MPH,PAÃSES BAIXOS,INTERNACIONAL,0,992246
2019,3,MODERN TRANSPORTE AEREO DE CARGA S.A,MWM,BRASIL,DOMÃ‰STICA,0,384280
2019,3,NORWEGIAN AIR UKÂ LIMITED,NRS,REINO UNIDO,INTERNACIONAL,316,0
2019,3,FLYEST LINEAS AÃ‰REAS (EX SOL S.A. LINEAS AEREAS),OLS,ARGENTINA,INTERNACIONAL,90,0
2019,3,OCEANAIR LINHAS AÃ‰REAS S.A. (AVIANCA),ONE,BRASIL,DOMÃ‰STICA,880497,2977801
2019,3,OCEANAIR LINHAS AÃ‰REAS S.A. (AVIANCA),ONE,BRASIL,INTERNACIONAL,21594,343065
2019,3,TWO TÃXI AÃ‰REO LTDA.,OWT,BRASIL,DOMÃ‰STICA,1170,104209
2019,3,MAP TRANSPORTES AÃ‰REOS LTDA.,PAM,BRASIL,DOMÃ‰STICA,10501,5
2019,3,PASSAREDO TRANSPORTES AÃ‰REOS S.A.,PTB,BRASIL,DOMÃ‰STICA,26628,0
2019,3,QATAR AIRWAYS GROUP,QTR,QATAR,INTERNACIONAL,24883,1231906
2019,3,COMPAGNIE NATIONALE ROYAL AIR MAROC,RAM,MARROCOS,INTERNACIONAL,11016,299421
2019,3,AVIOR AIRLINES BRASIL C.A.,ROI,VENEZUELA,INTERNACIONAL,762,0
2019,3,SOUTH AFRICAN AIRWAYS STATE OWNED COMPANY (SOC) LIMITED,SAA,ÃFRICA DO SUL,INTERNACIONAL,9826,127091
2019,3,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,DOMÃ‰STICA,121,3340571
2019,3,SIDERAL LINHAS AÃ‰REAS LTDA.,SID,BRASIL,INTERNACIONAL,183,0
2019,3,SKY AIRLINES S.A.,SKU,CHILE,INTERNACIONAL,11701,0
2019,3,SURINAM AIRWAYS LTD,SLM,SURINAME,INTERNACIONAL,992,2
2019,3,SWISS INTERNATIONAL AIR LINES LTD.,SWR,SUÃÃ‡A,INTERNACIONAL,17467,1101108
2019,3,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,INTERNACIONAL,499328,12644227
2019,3,TAM LINHAS AÃ‰REAS S.A.,TAM,BRASIL,DOMÃ‰STICA,2364875,10868636
2019,3,TAP - TRANSPORTES AÃ‰REOS PORTUGUESES S/A,TAP,PORTUGAL,INTERNACIONAL,133291,4266881
2019,3,EMPRESA DE TRANSPORTES AÃ‰REOS DE CABO VERDE - TACV S.A.,TCV,CABO VERDE,INTERNACIONAL,2258,212
2019,3,TURKISH AIRLINES INC,THY,TURQUIA,INTERNACIONAL,27036,1124001
2019,3,TRANSCARGA INTERNATIONAL AIRWAYS C.A.,TIW,VENEZUELA,INTERNACIONAL,0,1500
2019,3,TUI AIRWAYS LTD,TOM,REINO UNIDO,INTERNACIONAL,316,0
2019,3,TAMPA CARGO S.A.,TPA,COLÃ”MBIA,INTERNACIONAL,0,1274833
2019,3,AVIANCA PERU S.A (EX: TRANS AMERICAN AIRLINES S.A. - TACA PERU),TPU,PERU,INTERNACIONAL,27158,464389
2019,3,TOTAL LINHAS AÃ‰REAS S.A.,TTL,BRASIL,DOMÃ‰STICA,5113,995090
2019,3,EMIRATES,UAE,EMIRADOS ÃRABES UNIDOS,INTERNACIONAL,51224,1535277
2019,3,"UNITED AIRLINES,INC",UAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,60525,1609123
2019,3,UPS - UNITED PARCEL SERVICE CO.,UPS,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,0,1868938
2019,4,AIGLE AZUR,AAF,FRANÃ‡A,INTERNACIONAL,9279,150949
2019,4,"AMERICAN AIRLINES,INC.",AAL,ESTADOS UNIDOS DA AMÃ‰RICA,INTERNACIONAL,101183,3820126
2019,4,AIR CANADA,ACA,CANADÃ,INTERNACIONAL,16139,677513
2019,4,AER CARAIBE S.A.,ACL,COLÃ”MBIA,INTERNACIONAL,0,37510
2019,4,AIR EUROPA LINEAS AEREAS SOCIEDAD ANONIMA,AEA,ESPANHA,INTERNACIONAL,26844,746348
2019,4,SOCIÃ‰TÃ‰ AIR FRANCE,AFR,FRANÃ‡A,INTERNACIONAL,57332,2039390
2019,4,AEROVÃAS DE MÃ‰XICO S.A DE C.V - AEROMÃ‰XICO,AMX,MÃ‰XICO,INTERNACIONAL,17308,596755
2019,4,AEROLINEAS ARGENTINAS S/A,ARG,ARGENTINA,INTERNACIONAL,79938,0
2019,4,AUSTRAL LINEAS AÃ‰REAS - CIELOS DEL SUR,AUT,ARGENTINA,INTERNACIONAL,3958,0
2019,4,AEROVIAS DEL CONTINENTE AMERICANO S.A. AVIANCA,AVA,COLÃ”MBIA,INTERNACIONAL,29512,342323
2019,4,ALITALIA SOCIETA AEREA ITALIANA S.P.A.,AZA,ITÃLIA,INTERNACIONAL,40251,697302
