Index, Preço ,Marca,Modelo,Ano,Status do veículo,Milhas,Cor,Estado,País
0," $ 6,300.00 ",toyota,cruiser,2008,clean vehicle,274117,black,new jersey, usa
1," $ 2,899.00 ",ford,se,2011,clean vehicle,190552,silver,tennessee, usa
2," $ 5,350.00 ",dodge,mpv,2018,clean vehicle,39590,silver,georgia, usa
3," $ 25,000.00 ",ford,door,2014,clean vehicle,64146,blue,virginia, usa
4," $ 27,700.00 ",chevrolet,1500,2018,clean vehicle,6654,red,florida, usa
5," $ 5,700.00 ",dodge,mpv,2018,clean vehicle,45561,white,texas, usa
6," $ 7,300.00 ",chevrolet,pk,2010,clean vehicle,149050,black,georgia, usa
7," $ 13,350.00 ",gmc,door,2017,clean vehicle,23525,gray,california, usa
8," $ 14,600.00 ",chevrolet,malibu,2018,clean vehicle,9371,silver,florida, usa
9," $ 5,250.00 ",ford,mpv,2017,clean vehicle,63418,black,texas, usa
10," $ 10,400.00 ",dodge,coupe,2009,clean vehicle,107856,orange,georgia, usa
11," $ 12,920.00 ",gmc,mpv,2017,clean vehicle,39650,white,california, usa
12," $ 31,900.00 ",chevrolet,1500,2018,clean vehicle,22909,black,tennessee, usa
13," $ 5,430.00 ",chrysler,wagon,2017,clean vehicle,138650,gray,texas, usa
14," $ 20,700.00 ",ford,door,2013,clean vehicle,100757,black,virginia, usa
15," $ 12,710.00 ",gmc,door,2017,clean vehicle,25747,white,california, usa
16," $ 5,200.00 ",kia,forte,2018,clean vehicle,46194,blue,north carolina, usa
17," $ 16,500.00 ",buick,encore,2018,clean vehicle,20002,red,tennessee, usa
18," $ 5,210.00 ",ford,mpv,2017,clean vehicle,35714,white,texas, usa
19," $ 38,100.00 ",ford,door,2013,clean vehicle,54380,gray,virginia, usa
20," $ 12,520.00 ",gmc,door,2017,clean vehicle,30114,white,california, usa
21," $ 7,300.00 ",kia,forte,2018,clean vehicle,38823,black,north carolina, usa
22," $ 15,000.00 ",chevrolet,door,2015,clean vehicle,61578,black,ohio, usa
23," $ 6,180.00 ",ford,mpv,2017,clean vehicle,46010,blue,texas, usa
24," $ 20,800.00 ",ford,door,2013,clean vehicle,105510,silver,virginia, usa
25," $ 11,900.00 ",gmc,door,2017,clean vehicle,28040,silver,california, usa
26," $ 21,500.00 ",kia,sorento,2020,clean vehicle,11451,blue,north carolina, usa
27," $ 12,000.00 ",buick,door,2014,clean vehicle,31039,brown,ohio, usa
28," $ 4,190.00 ",ford,doors,2017,clean vehicle,44174,white,texas, usa
29," $ 13,000.00 ",ford,chassis,2008,clean vehicle,93698,white,tennessee, usa
30," $ 12,710.00 ",gmc,door,2017,clean vehicle,26364,silver,california, usa
31," $ 18,500.00 ",infiniti,q70,2016,clean vehicle,71967,gray,new york, usa
32," $ 29,800.00 ",chevrolet,camaro,1973,clean vehicle,46226,red,pennsylvania, usa
33," $ 5,330.00 ",ford,mpv,2017,clean vehicle,37792,no_color,texas, usa
34," $ 13,000.00 ",ford,convertible,2003,clean vehicle,58817,gray,virginia, usa
35," $ 11,900.00 ",gmc,door,2017,clean vehicle,27965,black,california, usa
36," $ 16,600.00 ",mercedes-benz,vans,2016,clean vehicle,110907,white,new york, usa
37," $ 19,200.00 ",chevrolet,1500,2018,clean vehicle,2430,white,tennessee, usa
38," $ 7,320.00 ",ford,mpv,2017,clean vehicle,32366,gold,texas, usa
39," $ 7,000.00 ",ford,pk,2003,clean vehicle,176567,white,tennessee, usa
40," $ 12,710.00 ",gmc,door,2017,clean vehicle,30049,white,california, usa
41," $ 16,600.00 ",mercedes-benz,vans,2016,clean vehicle,97983,white,new york, usa
42," $ 30,500.00 ",chevrolet,1500,2018,clean vehicle,30442,red,tennessee, usa
43," $ 6,330.00 ",ford,mpv,2017,clean vehicle,38123,red,texas, usa
44," $ 55,000.00 ",ford,srw,2017,clean vehicle,15273,black,pennsylvania, usa
45," $ 12,520.00 ",gmc,door,2017,clean vehicle,28972,black,california, usa
46," $ 16,200.00 ",jeep,compass,2019,clean vehicle,30061,red,north carolina, usa
47," $ 19,000.00 ",chevrolet,malibu,2017,clean vehicle,18414,white,tennessee, usa
48," $ 5,580.00 ",dodge,mpv,2017,clean vehicle,46829,gray,texas, usa
49," $ 54,000.00 ",ford,srw,2017,clean vehicle,26241,black,pennsylvania, usa
50," $ 12,710.00 ",gmc,mpv,2017,clean vehicle,39886,red,california, usa
51," $ 16,000.00 ",jeep,compass,2019,clean vehicle,31594,silver,north carolina, usa
52," $ 27,000.00 ",buick,enclave,2017,clean vehicle,32107,no_color,tennessee, usa
53," $ 7,760.00 ",ford,mpv,2017,clean vehicle,44794,gray,texas, usa
54," $ 19,600.00 ",chrysler,300,2019,clean vehicle,42648,gray,south carolina, usa
55," $ 12,920.00 ",gmc,mpv,2017,clean vehicle,39165,silver,california, usa
56," $ 20,000.00 ",jeep,cherokee,2019,clean vehicle,38355,charcoal,north carolina, usa
57," $ 18,100.00 ",buick,door,2017,clean vehicle,46766,silver,florida, usa
58," $ 23,000.00 ",chrysler,pacifica,2020,clean vehicle,2473,white,ohio, usa
59," $ 18,500.00 ",chrysler,300,2019,clean vehicle,38586,gray,south carolina, usa
60," $ 13,490.00 ",gmc,door,2017,clean vehicle,27842,white,california, usa
61," $ 20,700.00 ",jeep,cherokee,2019,clean vehicle,31156,white,north carolina, usa
62," $ 17,800.00 ",chevrolet,door,2017,clean vehicle,52435,black,florida, usa
63," $ 6,650.00 ",ford,door,2017,clean vehicle,29942,black,texas, usa
64," $ 29,100.00 ",chrysler,pacifica,2019,clean vehicle,25281,red,south carolina, usa
65," $ 12,710.00 ",gmc,door,2017,clean vehicle,32504,silver,california, usa
66," $ 21,100.00 ",jeep,cherokee,2019,clean vehicle,28649,silver,north carolina, usa
67," $ 18,600.00 ",chevrolet,door,2017,clean vehicle,35200,white,florida, usa
68," $ 4,340.00 ",ford,door,2017,clean vehicle,25602,silver,texas, usa
69," $ 19,300.00 ",chrysler,300,2019,clean vehicle,34801,gray,south carolina, usa
70," $ 12,780.00 ",gmc,door,2017,clean vehicle,31009,black,california, usa
71," $ 15,800.00 ",jeep,compass,2019,clean vehicle,35595,charcoal,north carolina, usa
72," $ 29,400.00 ",bmw,x3,2017,clean vehicle,23765,black,tennessee, usa
73," $ 4,430.00 ",ford,door,2017,clean vehicle,31792,black,texas, usa
74," $ 19,400.00 ",chrysler,300,2019,clean vehicle,33135,gray,south carolina, usa
75," $ 12,520.00 ",gmc,door,2017,clean vehicle,30636,red,california, usa
76," $ 15,900.00 ",jeep,compass,2019,clean vehicle,34502,red,north carolina, usa
77," $ 26,400.00 ",buick,door,2017,clean vehicle,25434,white,florida, usa
78," $ 4,140.00 ",ford,door,2017,clean vehicle,36732,black,texas, usa
79," $ 18,300.00 ",chrysler,300,2019,clean vehicle,41792,gray,south carolina, usa
80," $ 12,520.00 ",gmc,door,2017,clean vehicle,31992,black,california, usa
81," $ 17,900.00 ",jeep,compass,2019,clean vehicle,32501,red,north carolina, usa
82," $ 18,300.00 ",chevrolet,camaro,2017,clean vehicle,28395,black,florida, usa
83," $ 4,640.00 ",ford,door,2017,clean vehicle,36139,blue,texas, usa
84," $ 24,000.00 ",ford,door,2016,clean vehicle,84413,black,pennsylvania, usa
85," $ 13,200.00 ",gmc,door,2017,clean vehicle,33457,white,california, usa
86," $ 18,000.00 ",jeep,compass,2019,clean vehicle,29245,gray,north carolina, usa
87," $ 14,900.00 ",chevrolet,equinox,2017,clean vehicle,12783,silver,florida, usa
88," $ 4,140.00 ",ford,door,2017,clean vehicle,17617,white,texas, usa
89," $ 11,500.00 ",ford,door,2016,clean vehicle,36855,black,pennsylvania, usa
90," $ 9,110.00 ",ford,door,2017,clean vehicle,110316,white,texas, usa
91," $ 7,350.00 ",chrysler,door,2015,clean vehicle,88227,black,pennsylvania, usa
92," $ 24,500.00 ",bmw,door,2017,clean vehicle,17626,gray,michigan, usa
93," $ 9,300.00 ",ford,door,2017,clean vehicle,120353,white,texas, usa
94," $ 39,800.00 ",dodge,challenger,2015,clean vehicle,3641,white,pennsylvania, usa
95," $ 53,500.00 ",bmw,m,2017,clean vehicle,29355,blue,michigan, usa
96," $ 15,110.00 ",ford,door,2017,clean vehicle,39333,black,texas, usa
97," $ 34,000.00 ",ford,door,2015,clean vehicle,42930,white,pennsylvania, usa
98," $ 26,502.00 ",chevrolet,colorado,2017,clean vehicle,24993,black,michigan, usa
99," $ 5,990.00 ",ford,mpv,2017,clean vehicle,44929,black,texas, usa
100," $ 13,600.00 ",ford,focus,2018,clean vehicle,16971,black,south carolina, usa
101," $ 23,605.00 ",cadillac,door,2017,clean vehicle,35598,gray,michigan, usa
102," $ 10,780.00 ",ford,mpv,2017,clean vehicle,40455,white,texas, usa
103," $ 13,800.00 ",ford,focus,2018,clean vehicle,23164,white,south carolina, usa
104," $ 25,201.00 ",cadillac,door,2017,clean vehicle,19011,no_color,michigan, usa
105," $ 7,070.00 ",ford,mpv,2017,clean vehicle,45191,white,texas, usa
106," $ 8,700.00 ",ford,focus,2018,clean vehicle,21405,white,south carolina, usa
107," $ 18,003.00 ",chevrolet,malibu,2017,clean vehicle,19117,no_color,michigan, usa
108," $ 8,530.00 ",ford,door,2017,clean vehicle,42104,black,texas, usa
109," $ 23,100.00 ",dodge,durango,2018,clean vehicle,49496,white,south carolina, usa
110," $ 24,500.00 ",cadillac,door,2017,clean vehicle,32418,white,michigan, usa
111," $ 7,000.00 ",ford,mpv,2017,clean vehicle,29882,white,texas, usa
112," $ 17,000.00 ",ford,escape,2018,clean vehicle,34819,gold,south carolina, usa
113," $ 34,002.00 ",chevrolet,1500,2017,clean vehicle,31923,white,michigan, usa
114," $ 6,980.00 ",ford,mpv,2017,clean vehicle,29168,gray,texas, usa
115," $ 25,000.00 ",dodge,charger,2018,clean vehicle,28307,silver,michigan, usa
116," $ 20,802.00 ",chevrolet,colorado,2017,clean vehicle,33791,turquoise,michigan, usa
117," $ 9,200.00 ",ford,door,2017,clean vehicle,21770,black,texas, usa
118," $ 26,500.00 ",chrysler,pacifica,2017,clean vehicle,18375,gray,michigan, usa
119," $ 24,802.00 ",chevrolet,colorado,2017,clean vehicle,14158,gray,michigan, usa
120," $ 7,070.00 ",ford,mpv,2017,clean vehicle,30318,black,texas, usa
121," $ 28,500.00 ",ford,door,2017,clean vehicle,48086,red,south carolina, usa
122," $ 47,500.00 ",cadillac,door,2017,clean vehicle,26562,black,michigan, usa
123," $ 23,500.00 ",ford,explorer,2017,clean vehicle,57611,black,south carolina, usa
124," $ 23,505.00 ",chevrolet,colorado,2017,clean vehicle,47357,black,michigan, usa
125," $ 10,940.00 ",ford,door,2017,clean vehicle,84916,white,texas, usa
126," $ 32,100.00 ",ford,f-150,2017,clean vehicle,24521,gray,south carolina, usa
127," $ 53,000.00 ",chevrolet,3500,2018,clean vehicle,16105,black,washington, usa
128," $ 6,830.00 ",ford,mpv,2017,clean vehicle,35888,gold,texas, usa
129," $ 11,900.00 ",dodge,caravan,2017,clean vehicle,59537,gray,south carolina, usa
130," $ 26,414.00 ",chevrolet,1500,2017,clean vehicle,55222,black,michigan, usa
131," $ 4,160.00 ",dodge,mpv,2018,clean vehicle,32870,gray,florida, usa
132," $ 19,405.00 ",chevrolet,door,2017,clean vehicle,39687,silver,michigan, usa
133," $ 5,690.00 ",dodge,mpv,2018,clean vehicle,47085,silver,florida, usa
134," $ 25,900.00 ",chrysler,van,2017,clean vehicle,32224,silver,south carolina, usa
135," $ 24,005.00 ",chevrolet,1500,2017,clean vehicle,51293,beige,michigan, usa
136," $ 5,090.00 ",dodge,mpv,2018,clean vehicle,42989,gray,florida, usa
137," $ 19,500.00 ",chrysler,300,2017,clean vehicle,31311,gray,arizona, usa
138," $ 32,012.00 ",chevrolet,1500,2017,clean vehicle,46091,white,michigan, usa
139," $ 6,800.00 ",dodge,dart,2016,clean vehicle,49033,black,michigan, usa
140," $ 4,260.00 ",dodge,mpv,2018,clean vehicle,33957,gray,florida, usa
141, $ -   ,dodge,van,2008,salvage insurance,177948,orange,utah, usa
142," $ 31,802.00 ",chevrolet,2500,2017,clean vehicle,19845,silver,michigan, usa
143," $ 7,210.00 ",dodge,doors,2018,clean vehicle,38910,black,florida, usa
144, $ -   ,dodge,door,2014,salvage insurance,123660,silver,utah, usa
145," $ 28,402.00 ",chevrolet,1500,2017,clean vehicle,31234,black,michigan, usa
146," $ 6,800.00 ",dodge,doors,2018,clean vehicle,36767,gray,florida, usa
147," $ 33,300.00 ",cadillac,esv,2015,clean vehicle,57932,gray,washington, usa
148," $ 10,780.00 ",dodge,mpv,2018,clean vehicle,19420,white,florida, usa
149," $ 6,700.00 ",ford,cutaway,2014,clean vehicle,204155,beige,pennsylvania, usa
150," $ 20,000.00 ",chevrolet,1500,2016,clean vehicle,93493,white,washington, usa
151," $ 6,440.00 ",chrysler,doors,2018,clean vehicle,20942,gray,florida, usa
152," $ 19,900.00 ",ford,door,2016,clean vehicle,86826,gray,south carolina, usa
153," $ 37,000.00 ",chevrolet,door,2015,clean vehicle,45787,white,washington, usa
154," $ 4,040.00 ",dodge,mpv,2018,clean vehicle,50765,red,florida, usa
155," $ 22,300.00 ",ford,explorer,2016,clean vehicle,62774,black,south carolina, usa
156," $ 31,200.00 ",chevrolet,door,2011,clean vehicle,76326,gray,washington, usa
157," $ 4,290.00 ",dodge,mpv,2018,clean vehicle,39029,white,florida, usa
158," $ 22,800.00 ",ford,el,2016,clean vehicle,72885,silver,south carolina, usa
159," $ 19,002.00 ",cadillac,door,2016,clean vehicle,46467,white,michigan, usa
160," $ 4,160.00 ",dodge,mpv,2018,clean vehicle,6743,gray,florida, usa
161," $ 18,500.00 ",ford,edge,2016,clean vehicle,33514,white,south carolina, usa
162," $ 39,000.00 ",bmw,series,2016,clean vehicle,39917,blue,michigan, usa
163," $ 6,060.00 ",dodge,doors,2018,clean vehicle,32504,black,florida, usa
164," $ 28,800.00 ",ford,door,2016,clean vehicle,77638,white,south carolina, usa
165," $ 40,000.00 ",bmw,series,2016,clean vehicle,31727,gray,michigan, usa
166," $ 6,140.00 ",dodge,doors,2018,clean vehicle,52966,silver,florida, usa
167," $ 21,000.00 ",ford,flex,2016,clean vehicle,24157,gray,south carolina, usa
168," $ 20,105.00 ",buick,door,2016,clean vehicle,51393,beige,michigan, usa
169," $ 6,760.00 ",dodge,doors,2018,clean vehicle,35461,white,florida, usa
170," $ 25,800.00 ",ford,door,2014,clean vehicle,47055,brown,pennsylvania, usa
171," $ 39,000.00 ",bmw,series,2016,clean vehicle,33110,black,michigan, usa
172," $ 5,470.00 ",dodge,mpv,2018,clean vehicle,39721,black,florida, usa
173," $ 14,600.00 ",ford,door,2014,clean vehicle,75785,black,pennsylvania, usa
174," $ 24,502.00 ",chevrolet,1500,2016,clean vehicle,33624,black,michigan, usa
175," $ 15,110.00 ",ford,door,2017,clean vehicle,42289,white,texas, usa
176," $ 7,900.00 ",ford,door,2014,clean vehicle,79422,white,new york, usa
177," $ 27,305.00 ",chevrolet,door,2016,clean vehicle,28844,blue,michigan, usa
178," $ 15,290.00 ",ford,door,2017,clean vehicle,66582,white,texas, usa
179," $ 26,500.00 ",ford,door,2015,clean vehicle,61436,silver,south carolina, usa
180," $ 25,502.00 ",chevrolet,door,2016,clean vehicle,58303,silver,michigan, usa
181," $ 7,320.00 ",ford,mpv,2017,clean vehicle,55618,white,texas, usa
182," $ 3,800.00 ",chevrolet,van,2009,clean vehicle,261648,white,michigan, usa
183," $ 24,502.00 ",chevrolet,door,2016,clean vehicle,33045,white,michigan, usa
184," $ 4,140.00 ",ford,door,2017,clean vehicle,40747,white,texas, usa
185," $ 1,400.00 ",dodge,pk,2002,clean vehicle,185460,black,michigan, usa
186," $ 18,402.00 ",cadillac,srx,2016,clean vehicle,26667,gray,michigan, usa
187," $ 4,160.00 ",ford,door,2017,clean vehicle,37176,white,texas, usa
188, $ 175.00 ,chrysler,door,2000,salvage insurance,231240,red,north carolina, usa
189," $ 24,503.00 ",chevrolet,colorado,2016,clean vehicle,18006,brown,michigan, usa
190," $ 15,840.00 ",ford,door,2017,clean vehicle,72445,white,texas, usa
191," $ 20,500.00 ",ford,door,2014,clean vehicle,123355,black,south carolina, usa
192," $ 21,003.00 ",chevrolet,1500,2016,clean vehicle,44116,silver,michigan, usa
193," $ 4,200.00 ",ford,door,2017,clean vehicle,60219,red,texas, usa
194," $ 17,400.00 ",ford,door,2011,clean vehicle,135077,red,georgia, usa
195," $ 32,001.00 ",chevrolet,door,2016,clean vehicle,32058,black,michigan, usa
196, $ -   ,ford,mpv,2017,clean vehicle,76858,white,texas, usa
197," $ 15,700.00 ",ford,cab,2011,clean vehicle,309564,white,south carolina, usa
198," $ 31,009.00 ",chevrolet,door,2016,clean vehicle,33928,white,michigan, usa
199," $ 3,740.00 ",ford,wagon,2017,clean vehicle,90618,white,texas, usa
200," $ 5,000.00 ",dodge,pickup,2001,clean vehicle,109360,white,georgia, usa
201," $ 31,002.00 ",chevrolet,door,2016,clean vehicle,71809,white,michigan, usa
202," $ 3,160.00 ",ford,doors,2017,clean vehicle,31563,gray,texas, usa
203," $ 8,600.00 ",dodge,pickup,2005,clean vehicle,219823,gray,south carolina, usa
204," $ 6,000.00 ",chevrolet,malibu,2018,clean vehicle,42090,gray,texas, usa
205," $ 12,990.00 ",ford,door,2017,clean vehicle,126523,white,texas, usa
206, $ 25.00 ,chevrolet,vehicl,2020,salvage insurance,7232,black,kentucky, usa
207," $ 13,200.00 ",buick,encore,2017,clean vehicle,60171,black,texas, usa
208," $ 4,410.00 ",ford,wagon,2017,clean vehicle,209915,white,texas, usa
209, $ 25.00 ,chrysler,door,2005,salvage insurance,151815,silver,massachusetts, usa
210," $ 22,500.00 ",chevrolet,camaro,2020,clean vehicle,13826,green,georgia, usa
211," $ 7,420.00 ",ford,mpv,2017,clean vehicle,55854,white,texas, usa
212," $ 13,500.00 ",ford,door,2016,clean vehicle,45757,silver,arizona, usa
213," $ 15,500.00 ",chevrolet,trax,2020,clean vehicle,16545,white,georgia, usa
214," $ 3,540.00 ",ford,door,2017,clean vehicle,112893,white,texas, usa
215," $ 17,000.00 ",ford,door,2016,clean vehicle,126802,no_color,florida, usa
216," $ 45,500.00 ",chevrolet,tahoe,2020,clean vehicle,13303,white,georgia, usa
217," $ 4,130.00 ",ford,door,2017,clean vehicle,34061,silver,texas, usa
218," $ 15,700.00 ",ford,door,2015,clean vehicle,70251,white,arizona, usa
219," $ 45,500.00 ",chevrolet,tahoe,2020,clean vehicle,13679,gray,georgia, usa
220," $ 4,130.00 ",ford,doors,2017,clean vehicle,42426,gray,texas, usa
221," $ 15,500.00 ",dodge,door,2012,clean vehicle,66452,black,pennsylvania, usa
222," $ 16,300.00 ",chevrolet,trax,2020,clean vehicle,18221,white,georgia, usa
223," $ 4,530.00 ",ford,mpv,2017,clean vehicle,41455,white,texas, usa
224," $ 15,600.00 ",dodge,door,2011,clean vehicle,35275,black,pennsylvania, usa
225," $ 45,500.00 ",chevrolet,tahoe,2020,clean vehicle,13885,white,georgia, usa
226," $ 4,100.00 ",ford,door,2017,clean vehicle,38815,gray,texas, usa
227," $ 18,200.00 ",dodge,door,2011,clean vehicle,162281,white,pennsylvania, usa
228," $ 10,200.00 ",chevrolet,door,2013,clean vehicle,56479,black,texas, usa
229," $ 4,080.00 ",ford,doors,2017,clean vehicle,61027,black,texas, usa
230," $ 5,700.00 ",ford,van,2014,clean vehicle,178703,white,florida, usa
231," $ 10,200.00 ",chevrolet,3500,2014,clean vehicle,173469,white,texas, usa
232," $ 5,000.00 ",ford,door,2017,clean vehicle,37321,white,texas, usa
233," $ 1,700.00 ",ford,door,2014,clean vehicle,112789,white,florida, usa
234," $ 6,200.00 ",bmw,door,2011,clean vehicle,80394,gray,texas, usa
235," $ 3,650.00 ",ford,door,2016,clean vehicle,68142,white,texas, usa
236," $ 10,500.00 ",dodge,door,2014,clean vehicle,74203,white,arizona, usa
237," $ 43,500.00 ",chevrolet,2500,2018,clean vehicle,57604,white,georgia, usa
238," $ 4,610.00 ",dodge,van,2016,clean vehicle,87229,silver,texas, usa
239," $ 3,450.00 ",ford,door,2012,clean vehicle,90711,white,florida, usa
240," $ 38,500.00 ",chevrolet,suburban,2018,clean vehicle,11135,silver,georgia, usa
241," $ 6,810.00 ",ford,mpv,2016,clean vehicle,66781,silver,texas, usa
242," $ 2,900.00 ",ford,cargo,2011,clean vehicle,190994,white,florida, usa
243," $ 43,500.00 ",chevrolet,2500,2018,clean vehicle,56007,white,georgia, usa
244," $ 4,450.00 ",ford,mpv,2016,clean vehicle,32486,white,texas, usa
245," $ 5,800.00 ",ford,door,2011,clean vehicle,195908,white,florida, usa
246," $ 16,500.00 ",chevrolet,equinox,2018,clean vehicle,18020,silver,georgia, usa
247," $ 4,240.00 ",dodge,mpv,2016,clean vehicle,83262,white,texas, usa
248," $ 26,500.00 ",ford,pickup,2008,clean vehicle,62015,white,pennsylvania, usa
249," $ 13,700.00 ",chevrolet,equinox,2017,clean vehicle,36421,silver,georgia, usa
250," $ 8,600.00 ",ford,door,2016,clean vehicle,73321,white,texas, usa
251," $ 8,000.00 ",ford,chassis,2008,clean vehicle,132379,white,florida, usa
252," $ 14,200.00 ",chevrolet,equinox,2017,clean vehicle,28013,silver,georgia, usa
253," $ 7,040.00 ",ford,mpv,2016,clean vehicle,33291,silver,texas, usa
254," $ 4,700.00 ",ford,chassis,2005,clean vehicle,225236,no_color,florida, usa
255," $ 30,851.00 ",chevrolet,door,2016,clean vehicle,43176,red,georgia, usa
256," $ 4,880.00 ",ford,mpv,2016,clean vehicle,36876,silver,texas, usa
257," $ 14,500.00 ",dodge,pickup,2006,clean vehicle,111782,silver,pennsylvania, usa
258," $ 7,600.00 ",chevrolet,door,2017,clean vehicle,110489,brown,nebraska, usa
259," $ 13,270.00 ",ford,door,2016,clean vehicle,84035,white,texas, usa
260," $ 12,800.00 ",ford,door,2012,clean vehicle,131101,gray,arizona, usa
261," $ 33,000.00 ",chevrolet,1500,2018,clean vehicle,52521,white,ontario, canada
262," $ 9,280.00 ",ford,door,2016,clean vehicle,101380,white,texas, usa
263, $ 900.00 ,ford,van,2003,clean vehicle,142027,white,florida, usa
264," $ 7,560.00 ",ford,door,2016,clean vehicle,111476,gray,texas, usa
265," $ 19,500.00 ",ford,drw,2011,clean vehicle,76897,white,pennsylvania, usa
266," $ 17,100.00 ",chevrolet,malibu,2019,clean vehicle,15780,white,washington, usa
267," $ 8,020.00 ",ford,door,2016,clean vehicle,31944,white,texas, usa
268," $ 10,300.00 ",ford,fiesta,2019,clean vehicle,18937,black,missouri, usa
269," $ 22,600.00 ",chevrolet,van,2019,clean vehicle,9706,white,washington, usa
270," $ 10,480.00 ",ford,doors,2016,clean vehicle,57289,gray,texas, usa
271," $ 10,300.00 ",ford,fiesta,2019,clean vehicle,19956,silver,missouri, usa
272," $ 22,700.00 ",chevrolet,van,2019,clean vehicle,6075,white,washington, usa
273," $ 7,410.00 ",ford,door,2016,clean vehicle,21034,gray,texas, usa
274," $ 10,300.00 ",ford,fiesta,2019,clean vehicle,22881,gray,missouri, usa
275," $ 10,300.00 ",chevrolet,door,2013,clean vehicle,167600,gray,washington, usa
276," $ 7,570.00 ",ford,door,2016,clean vehicle,37252,white,texas, usa
277," $ 67,000.00 ",dodge,challenger,2019,clean vehicle,10944,blue,ohio, usa
278," $ 18,900.00 ",chevrolet,impala,2019,clean vehicle,27601,white,texas, usa
279," $ 12,560.00 ",ford,doors,2019,clean vehicle,15958,white,florida, usa
280," $ 33,000.00 ",dodge,durango,2019,clean vehicle,32251,white,ohio, usa
281," $ 18,300.00 ",chevrolet,impala,2019,clean vehicle,25809,black,texas, usa
282," $ 11,760.00 ",ford,cab,2017,clean vehicle,30553,white,texas, usa
283," $ 31,700.00 ",dodge,durango,2019,clean vehicle,26549,red,ohio, usa
284, $ 25.00 ,dodge,door,2007,salvage insurance,160528,dark blue,minnesota, usa
285, $ -   ,ford,door,2000,salvage insurance,124969,black,oklahoma, usa
286," $ 7,340.00 ",ford,doors,2019,clean vehicle,15854,gray,florida, usa
287," $ 8,200.00 ",hyundai,door,2017,clean vehicle,56690,white,connecticut, usa
288," $ 3,000.00 ",kia,door,2013,clean vehicle,97142,silver,missouri, usa
289," $ 6,530.00 ",jeep,mpv,2019,clean vehicle,10185,black,georgia, usa
290, $ -   ,mazda,door,2009,salvage insurance,117541,gray,indiana, usa
291," $ 12,700.00 ",kia,soul,2019,clean vehicle,23514,silver,california, usa
292," $ 13,800.00 ",kia,sorento,2017,clean vehicle,86959,gray,north carolina, usa
293, $ -   ,chevrolet,pickup,1998,salvage insurance,258631,gray,texas, usa
294, $ 725.00 ,ford,door,2017,salvage insurance,67279,gray,virginia, usa
295," $ 7,400.00 ",ford,doors,2019,clean vehicle,16482,gray,florida, usa
296," $ 9,800.00 ",hyundai,elantra,2017,clean vehicle,35687,red,connecticut, usa
297, $ -   ,honda,door,2003,salvage insurance,152608,white,arkansas, usa
298," $ 4,400.00 ",jeep,mpv,2019,clean vehicle,17911,green,georgia, usa
299," $ 10,330.00 ",infiniti,mpv,2019,clean vehicle,21278,blue,florida, usa
300," $ 1,800.00 ",chevrolet,door,2011,salvage insurance,47269,black,arkansas, usa
301, $ 50.00 ,chevrolet,door,2008,salvage insurance,172102,blue,texas, usa
302, $ 720.00 ,ford,wagon,2006,clean vehicle,26914,no_color,florida, usa
303," $ 22,800.00 ",ford,door,2017,clean vehicle,67217,red,michigan, usa
304," $ 2,500.00 ",ford,door,2017,salvage insurance,78698,black,california, usa
305, $ -   ,ford,door,2003,salvage insurance,246065,gold,kansas, usa
306," $ 9,190.00 ",gmc,mpv,2017,clean vehicle,41961,black,virginia, usa
307," $ 10,900.00 ",jeep,mpv,2019,clean vehicle,13273,red,michigan, usa
308," $ 10,400.00 ",infiniti,mpv,2019,clean vehicle,31713,black,florida, usa
309, $ -   ,chevrolet,door,2004,salvage insurance,0,maroon,wyoming, usa
310, $ -   ,chevrolet,door,2003,salvage insurance,194673,gray,texas, usa
311," $ 7,320.00 ",chevrolet,pickup,2008,clean vehicle,325611,silver,florida, usa
312," $ 22,809.00 ",ford,f-150,2017,clean vehicle,50732,black,michigan, usa
313, $ -   ,ford,van,1998,salvage insurance,186855,blue,california, usa
314, $ -   ,ford,door,2013,salvage insurance,94004,black,minnesota, usa
315," $ 5,520.00 ",gmc,mpv,2017,clean vehicle,52904,silver,virginia, usa
316," $ 10,900.00 ",jeep,mpv,2019,clean vehicle,14195,orange,michigan, usa
317," $ 6,330.00 ",jeep,mpv,2019,clean vehicle,43965,red,florida, usa
318, $ -   ,chevrolet,door,2009,salvage insurance,117059,black,colorado, usa
319, $ 25.00 ,chevrolet,pickup,2010,salvage insurance,149189,white,colorado, usa
320," $ 2,320.00 ",dodge,door,2007,clean vehicle,112182,red,florida, usa
321," $ 23,702.00 ",ford,door,2017,clean vehicle,49024,black,michigan, usa
322, $ -   ,ford,chassis,1994,salvage insurance,0,green,california, usa
323, $ -   ,ford,door,1997,salvage insurance,203297,green,minnesota, usa
324," $ 5,520.00 ",gmc,mpv,2017,clean vehicle,35821,silver,virginia, usa
325," $ 4,050.00 ",heartland,pioneer,2018,clean vehicle,1,gray,pennsylvania, usa
326," $ 14,810.00 ",infiniti,mpv,2019,clean vehicle,32611,brown,florida, usa
327, $ 25.00 ,chevrolet,door,2011,salvage insurance,105244,white,colorado, usa
328," $ 2,960.00 ",chrysler,van,2008,clean vehicle,164048,red,florida, usa
329," $ 24,800.00 ",ford,door,2017,clean vehicle,46955,gray,michigan, usa
330, $ -   ,ford,door,1996,salvage insurance,296860,green,california, usa
331, $ -   ,ford,door,2006,salvage insurance,203158,red,illinois, usa
