FID,gid,UF,nome,Censo,PIB,Pop_est_2009,PIB_percapita,Descrição,legenda,classe
vw_pib_percapita.fid--5b279956_17f92acfb81_f97,1653,MARANHÃO,João Lisboa,2010,898422734375,20395,440510986328,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_f69,2046,MINAS GERAIS,Sapucaí-Mirim,2010,378908515625,6046,626708984375,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_f3,4036,MATO GROSSO,Canarana,2010,32744553125,18014,1817727929688,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_f,2033,MARANHÃO,Açailândia,2010,1301121,101130,128658203125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_e5,3092,PARANÁ,Quatiguá,2010,59380734375,7148,83073203125,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_dc,3786,SÃO PAULO,Iacri,2010,696596015625,6879,1012641015625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_da,775,ALAGOAS,Murici,2010,109038859375,26918,40507800293,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_ce,1066,GOIÁS,Mossâmedes,2010,4660453515625,4901,950919042969,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_c8,5247,SANTA CATARINA,Caçador,2010,1308291,70720,1849958984375,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_c1,489,RIO GRANDE DO SUL,Santa Cruz do Sul,2010,4378957,122451,35760890625,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_70a1,672,RIO GRANDE DO SUL,Machadinho,2010,57150171875,5623,1016363964844,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_709,982,AMAZONAS,Barcelos,2010,77717203125,25410,30585300293,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_7080,617,RIO GRANDE DO SUL,Barra do Guarita,2010,2198063671875,3067,716681982422,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_7,5486,PIAUÍ,São Luis do Piauí,2010,844526953125,2687,314301000977,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_6edd,3779,SÃO PAULO,Guararapes,2010,532019125,29639,1794997070312,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_6e31,2749,PARANÁ,Planalto,2010,138553546875,13983,990870996094,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_6df4,5254,SANTA CATARINA,Campo Erê,2010,18762890625,9737,192696796875,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_6d84,4060,PARANÁ,Sabáudia,2010,7135915625,5642,1264784960938,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_6d65,251,RIO GRANDE DO SUL,Encantado,2010,411468,20530,200422890625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_6cf4,2066,RIO GRANDE DO NORTE,Nísia Floresta,2010,1209326484375,24109,501608007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_6b13,2260,PARÁ,Faro,2010,402365703125,19585,205445996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_6afa,4524,SÃO PAULO,Icém,2010,902583984375,6524,1383483007812,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_6ac6,1925,RIO DE JANEIRO,São João da Barra,2010,2039369875,30595,666569609375,Produto Interno Bruto per capita,52702.10 - 133669.00,4
vw_pib_percapita.fid--5b279956_17f92acfb81_6abe,3046,MINAS GERAIS,São Francisco do Glória,2010,3237613085938,5685,569500976562,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_6a9b,2102,PARÁ,Santa Maria do Pará,2010,998881484375,23202,430514990234,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_686a,759,AMAZONAS,Lábrea,2010,39456234375,39393,1001604980469,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_6794,391,RIO GRANDE DO SUL,Saldanha Marinho,2010,7268340625,3019,240753203125,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_6722,3764,SÃO PAULO,Garça,2010,613207,43380,1413570996094,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_670b,5509,SANTA CATARINA,Rio do Oeste,2010,128651765625,7033,1829258984375,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_66f0,1904,CEARÁ,Quixeré,2010,13548928125,19772,685258007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_6619,4973,SANTA CATARINA,Tangará,2010,193337234375,8611,22452359375,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_65e3,5292,PIAUÍ,Bertolínia,2010,2867276757812,5484,522843994141,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_65e,1854,CEARÁ,Meruoca,2010,3979394921875,12780,311377001953,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_6565,2003,RIO DE JANEIRO,Magé,2010,1843263,244334,754402978516,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_6328,1532,RORAIMA,Uiramutã,2010,534291328125,7934,673420019531,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_62f4,3762,SÃO PAULO,Gabriel Monteiro,2010,69091734375,2698,25609,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_6288,2906,MINAS GERAIS,Barbacena,2010,1335419625,128572,1038654980469,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_6279,3053,MINAS GERAIS,São Gonçalo do Sapucaí,2010,288686,23627,1221846972656,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_621c,2302,PARÁ,Oeiras do Pará,2010,896073984375,26796,334406005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_61f8,2597,MINAS GERAIS,Nova Ponte,2010,4681494375,12504,3743996875,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_6194,2371,PARÁ,São Miguel do Guamá,2010,171330625,44818,382281005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_6182,2850,PERNAMBUCO,Gameleira,2010,1026988984375,27823,369114990234,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_6101,3862,PARANÁ,Três Barras do Paraná,2010,13265153125,12088,109738203125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_60b0,1022,GOIÁS,Formoso,2010,3097659960938,5327,581502001953,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_605a,3095,PARANÁ,Carlópolis,2010,1069157578125,13581,787245019531,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_5f6f,5253,SANTA CATARINA,Campo Belo do Sul,2010,958641484375,8212,1167366992188,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_5f50,2585,MINAS GERAIS,Nacip Raydan,2010,1600775878906,3015,530937011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_5f37,2164,PARAÍBA,Manaíra,2010,37588046875,11366,330706005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_5eeb,4814,SÃO PAULO,Santa Gertrudes,2010,36887034375,21028,17541859375,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_5edc,67,BAHIA,Nazaré,2010,1362083125,27427,496620996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_5db8,2324,MATO GROSSO,Nossa Senhora do Livramento,2010,983712265625,12819,767385986328,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_5d6d,5438,SANTA CATARINA,Ouro,2010,822989765625,7231,1138141015625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_5d5c,4655,SÃO PAULO,Mineiros do Tietê,2010,98549375,12334,799006005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_5d38,4249,SÃO PAULO,Cândido Mota,2010,44240915625,30776,1437513964844,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_5ccd,2211,PARÁ,Bannach,2010,308763671875,3947,782274023438,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_5cb6,2698,MINAS GERAIS,Pequeri,2010,2347400390625,3093,758939990234,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_5ba2,1036,TOCANTINS,Pium,2010,769910546875,6701,1148949023438,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_5b8b,5393,SANTA CATARINA,Massaranduba,2010,258986640625,14500,1786115039062,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_5b00,1225,GOIÁS,Porteirão,2010,14455484375,3158,457741796875,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_5af6,2410,PARAÍBA,Carrapateira,2010,1032857910156,2347,440075976562,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_5a5b,1115,GOIÁS,Pirenópolis,2010,1820774375,20945,869312011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_59e8,1340,PIAUÍ,Lagoa do Barro do Piauí,2010,1567751660156,4692,334133007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_59cf,4714,SÃO PAULO,Paraíso,2010,708996484375,5816,1219045019531,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_594a,1919,RIO DE JANEIRO,São José de Ubá,2010,821366953125,7297,1125623046875,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_593d,2556,PARAÍBA,Logradouro,2010,1518288671875,3971,382343994141,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_591a,359,RIO GRANDE DO SUL,David Canabarro,2010,75632625,4857,1557187988281,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_58e2,3024,MINAS GERAIS,Santa Rita do Itueto,2010,5520868359375,5739,961991015625,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_58da,5016,TOCANTINS,Cachoeirinha,2010,1205481054688,2255,534581005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_5880,5550,TOCANTINS,Palmeirante,2010,6896503125,4959,1390704003906,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_57d,5356,TOCANTINS,Nova Rosalândia,2010,2291480664062,3956,579241992188,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_57c2,2104,PARÁ,Santarém,2010,1765658375,276665,638193994141,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_5776,4191,SÃO PAULO,Andradina,2010,949488,56593,1677747070312,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_574e,3041,MINAS GERAIS,São Domingos do Prata,2010,1147069375,17857,642364013672,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_56b,4531,SÃO PAULO,Ilha Solteira,2010,1119035,25144,4450503125,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_5682,2881,PARANÁ,Assaí,2010,206111453125,16112,1279241992188,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_5628,3318,MINAS GERAIS,Tocantins,2010,1187088828125,16408,723481982422,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_54d9,5543,TOCANTINS,Bandeirantes do Tocantins,2010,494906015625,2807,17631140625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_54c5,113,BAHIA,São Felipe,2010,805953125,20952,384665991211,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_54b5,3722,PERNAMBUCO,Timbaúba,2010,385873625,51770,745360986328,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_538f,1820,MARANHÃO,Arame,2010,972238828125,27750,350356005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_5372,5382,SANTA CATARINA,Lindóia do Sul,2010,10262384375,4662,2201283984375,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_5330,2380,PARAÍBA,Cacimbas,2010,2376469140625,7029,338094995117,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_52c9,2531,MARANHÃO,Turilândia,2010,70475,21102,333973999023,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_514b,474,RIO GRANDE DO SUL,Quaraí,2010,235271359375,22883,1028149023438,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_508b,3633,MINAS GERAIS,José Gonçalves de Minas,2010,1959885742188,4662,420395996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_506b,3146,MINAS GERAIS,São José da Barra,2010,30104703125,7090,4246080078125,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_4f4b,1548,CEARÁ,Camocim,2010,264770375,61278,432081005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_4edd,4259,SÃO PAULO,Castilho,2010,641493875,16165,3968412109375,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_4ca8,2396,PARÁ,Vitória do Xingu,2010,680703671875,9664,704370996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_4b2a,2163,PARÁ,Água Azul do Norte,2010,187433203125,31216,600439990234,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_4a0c,3984,MATO GROSSO,Alto Garças,2010,250193453125,9550,2619826953125,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_49c9,1949,RIO DE JANEIRO,Paty do Alferes,2010,249084640625,26196,9509,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_4978,3894,PARANÁ,Reserva,2010,231634,25148,921083007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_48f5,2720,MINAS GERAIS,Piraúba,2010,6262169921875,10931,572881982422,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_48cb,2186,RIO GRANDE DO NORTE,São Miguel do Gostoso,2010,4802487109375,9240,5198,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_471,745,ACRE,Jordão,2010,4167313671875,6520,639158984375,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_4686,2268,PARÁ,Ipixuna do Pará,2010,220101859375,44396,495770019531,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_4638,4885,SÃO PAULO,Teodoro Sampaio,2010,22292321875,21202,10514,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_4616,2999,MINAS GERAIS,Cabo Verde,2010,12810340625,14042,912287011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_45cf,4331,BAHIA,Candeias,2010,3224812,81699,39471859375,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_45c,2565,PERNAMBUCO,Trindade,2010,108724109375,26250,414187011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_4517,3983,MATO GROSSO,Guarantã do Norte,2010,260429,32142,810243994141,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_432c,4077,MATO GROSSO,Marcelândia,2010,289745,14473,200196796875,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_42f2,2058,MARANHÃO,Araguanã,2010,35695109375,10325,345714990234,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_42c0,1131,SERGIPE,Lagarto,2010,614668,92474,664691992188,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_423d,3967,MATO GROSSO,Serra Nova Dourada,2010,1596253320312,1447,1103146972656,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_420a,3616,MINAS GERAIS,Jampruca,2010,2699045703125,5145,524595996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_4206,3529,PARANÁ,Paranapoema,2010,2623605664062,2818,931016992188,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_3f31,4014,MATO GROSSO,Poxoréo,2010,28797678125,17758,1621673046875,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_3e6c,4152,PARANÁ,Marquinho,2010,4026409375,5258,765768017578,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_3e5f,779,ALAGOAS,Pindoba,2010,1483916210938,3246,457152001953,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_3e3b,1716,RIO GRANDE DO NORTE,Jaçanã,2010,3376264453125,8045,419672021484,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_3e33,549,RIO GRANDE DO SUL,Lindolfo Collor,2010,1042775390625,5732,1819216992188,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_3dad,3191,PARANÁ,Campo Bonito,2010,5801960546875,4385,1323137988281,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_3d59,4146,PARANÁ,Palotina,2010,8773165625,28966,3028780078125,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_3d52,5004,SÃO PAULO,Barueri,2010,26908070,270173,99595703125,Produto Interno Bruto per capita,52702.10 - 133669.00,4
vw_pib_percapita.fid--5b279956_17f92acfb81_3d4b,3182,MINAS GERAIS,Senador José Bento,2010,256558515625,1855,1383065039062,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_3cb6,4380,BAHIA,Chorrochó,2010,41587015625,11022,377309008789,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_3b3b,2219,PARÁ,Brasil Novo,2010,78731859375,19754,398562011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_3b34,1263,SERGIPE,Cedro de São João,2010,2648983007812,5522,479714013672,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_3b1b,1905,CEARÁ,Redenção,2010,98211515625,26768,366898999023,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_3acb,3773,SÃO PAULO,Guapiara,2010,175721890625,20927,839690039062,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_39c,5410,TOCANTINS,Barrolândia,2010,363133671875,5322,682325976562,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_39b7,3212,MINAS GERAIS,Claro dos Poções,2010,5358340234375,8389,638733984375,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_38bb,5530,AMAZONAS,Barreirinha,2010,101256609375,28162,359551000977,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_381a,1202,PIAUÍ,Palmeirais,2010,456648984375,14306,319201000977,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_3752,2756,PARANÁ,Corbélia,2010,253314109375,15850,1598195996094,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_36cb,1759,RIO GRANDE DO NORTE,Frutuoso Gomes,2010,2023662304688,4468,452924023438,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_369e,5166,SANTA CATARINA,Alto Bela Vista,2010,2961734765625,2071,1430099023438,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_362b,2580,MINAS GERAIS,Morro do Pilar,2010,174905625,3524,496327001953,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_357c,4712,SÃO PAULO,Paraguaçu Paulista,2010,7239101875,44685,1620029980469,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_3553,268,RIO GRANDE DO SUL,Bom Princípio,2010,208189875,11731,1774699023438,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_354b,1523,SERGIPE,Frei Paulo,2010,1793203125,13060,13731,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_3402,1364,AMAPÁ,Macapá,2010,4679694,366484,1276916015625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_33fc,4415,BAHIA,Arataca,2010,584493984375,10953,533637988281,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_33e5,707,ALAGOAS,São José da Laje,2010,14775559375,23112,639302001953,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_33a8,2778,MINAS GERAIS,Alvinópolis,2010,13098540625,15678,835473046875,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_338c,5432,SANTA CATARINA,Nova Itaberaba,2010,613004765625,4222,1451929980469,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_330b,4340,SÃO PAULO,Torre de Pedra,2010,1793200976562,3149,569450976562,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_324c,3901,PARANÁ,Paranaguá,2010,5443256,139796,38937140625,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_3244,1849,RIO DE JANEIRO,Pinheiral,2010,18085146875,22382,808022021484,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_31b3,1959,CEARÁ,Senador Sá,2010,2610908007812,6669,391498999023,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_311a,141,BAHIA,São Sebastião do Passé,2010,317994,41758,761516992188,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_30cd,1396,MATO GROSSO DO SUL,Coronel Sapucaia,2010,88014453125,14569,604120996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_301a,2816,MINAS GERAIS,Raposos,2010,6177972265625,15521,398039990234,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2fb5,3664,MINAS GERAIS,Lagoa dos Patos,2010,233636484375,4596,508347021484,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2f9d,5224,PIAUÍ,Cristino Castro,2010,3665173046875,9836,37262800293,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2f26,4964,SÃO PAULO,Campinas,2010,31654720,1064669,2973198046875,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acfb81_2e9e,362,RIO GRANDE DO SUL,São José do Inhacorá,2010,2895725976562,2122,1364620996094,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_2e3a,1633,MARANHÃO,Humberto de Campos,2010,762564921875,25403,300187011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2db1,817,PIAUÍ,Avelino Lopes,2010,3182127148438,12039,264317993164,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2c69,299,RIO GRANDE DO SUL,Canguçu,2010,545155,56064,972379980469,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acfb81_2c3d,2837,MINAS GERAIS,Rio Pomba,2010,13850128125,17359,797864013672,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acfb81_2bf2,1910,CEARÁ,Santana do Acaraú,2010,108160671875,30410,3557,Produto Interno Bruto per capita, - 9639.65,1
