FID,gid,UF,nome,Censo,PIB,Pop_est_2009,PIB_percapita,Descrição,legenda,classe
vw_pib_percapita.fid--5b279956_17f92acdf1f_56c5,5471,SANTA CATARINA,Ponte Alta do Norte,2010,5689335546875,3677,1547275976562,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_5683,159,BAHIA,Porto Seguro,2010,8052364375,122896,655218017578,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_567e,5429,SANTA CATARINA,Morro Grande,2010,7187684375,2775,259015703125,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acdf1f_566c,3522,MINAS GERAIS,Igaratinga,2010,659437421875,9045,729062988281,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_5662,4458,BAHIA,Gongogi,2010,2637515234375,6170,427474023438,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_564d,4779,SÃO PAULO,Ribeirão Bonito,2010,120750140625,11857,1018387011719,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_5615,4578,SÃO PAULO,Itobi,2010,675647734375,7708,876554003906,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_55ef,2602,MINAS GERAIS,Novo Oriente de Minas,2010,400017890625,10763,371660009766,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_558c,1456,MATO GROSSO DO SUL,Juti,2010,606553515625,5569,1089161035156,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_5577,2573,PARANÁ,Pinhal de São Bento,2010,213293046875,2600,820358007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_54de,2586,MINAS GERAIS,Nanuque,2010,362926,41329,878138964844,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_54d5,4681,SÃO PAULO,Nova Campina,2010,1372618125,9267,1481188964844,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_54a7,2368,PARÁ,São João da Ponta,2010,1729559179688,5038,34330300293,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_547f,3339,MINAS GERAIS,Urucuia,2010,67718234375,12203,554931005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_545d,3296,MINAS GERAIS,Cristália,2010,2899957617188,5961,486487988281,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_541a,670,RIO GRANDE DO SUL,Sertão,2010,1215421953125,6644,1829352929688,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_51d9,1007,AMAZONAS,Pauini,2010,6959659375,19111,364169995117,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_51c0,292,BAHIA,Mirante,2010,266499296875,8375,318208007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_51af,5333,SANTA CATARINA,Ipira,2010,4298697265625,4771,901004980469,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_518f,3793,PARANÁ,Grandes Rios,2010,535364375,7839,6830,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_50e9,4078,MATO GROSSO,Colíder,2010,33827346875,32096,105394296875,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_50df,3355,MINAS GERAIS,Divinésia,2010,1955094335938,3409,573510009766,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_50a2,3349,MINAS GERAIS,Descoberto,2010,33449546875,5126,652547021484,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_5099,3151,MINAS GERAIS,São José do Divino,2010,237748359375,3881,612595996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_505b,2532,MARANHÃO,Tutóia,2010,13514171875,48424,279080004883,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_504e,3781,SÃO PAULO,Guariba,2010,50286915625,34508,1457254003906,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_502f,649,RIO GRANDE DO SUL,São José das Missões,2010,2813948828125,3039,925945996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_502d,2842,PERNAMBUCO,Escada,2010,32713803125,62604,522550976562,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_501a,4320,BAHIA,Cairu,2010,409264625,14736,27773109375,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acdf1f_4ff9,685,SÃO PAULO,Adolfo,2010,684261484375,3710,184437109375,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_4f78,3806,PARANÁ,Goioxim,2010,749180859375,8240,9092,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4ef8,2209,PARÁ,Bagre,2010,4575063671875,20386,22442199707,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4ef6,1147,PIAUÍ,São José do Piauí,2010,2635414453125,7028,374987988281,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4ef4,2480,MARANHÃO,São Bernardo,2010,895967578125,26615,336639990234,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4eeb,679,RIO GRANDE DO SUL,São João da Urtiga,2010,5949582421875,5123,1161346972656,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_4ee0,1045,GOIÁS,Mambaí,2010,2951258398438,7096,415904980469,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4edd,4204,SÃO PAULO,Arealva,2010,128288984375,7886,1626794042969,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_4ec3,4663,SÃO PAULO,Moji Mirim,2010,2281639,88373,2581826953125,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acdf1f_4ebe,4726,SÃO PAULO,Pedranópolis,2010,3110359179688,2834,1097516015625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_4e83,3755,MINAS GERAIS,Monte Alegre de Minas,2010,361593,19051,18980,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_4e32,638,RIO GRANDE DO SUL,Áurea,2010,446218984375,3789,1177670019531,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_4d44,1388,MATO GROSSO DO SUL,Brasilândia,2010,197891875,12538,1578337011719,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_4ba0,1448,MATO GROSSO DO SUL,Inocência,2010,141434296875,7501,18855390625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_4b85,4111,PARANÁ,Bom Sucesso,2010,543434140625,6676,814012011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4b15,752,ACRE,Acrelândia,2010,151120015625,12241,1234540039062,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_4af4,4629,SÃO PAULO,Lorena,2010,1190193375,82770,1437953027344,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_4aaf,2436,PARAÍBA,Serraria,2010,2876153125,6798,423087988281,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4aac,1656,RIO GRANDE DO NORTE,Lagoa de Velhos,2010,1493408105469,2789,535464013672,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4a39,851,GOIÁS,Guarani de Goiás,2010,2906602539062,4093,710139990234,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4a31,808,ALAGOAS,Monteirópolis,2010,229851328125,7292,315210009766,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4883,4133,MATO GROSSO,Porto dos Gaúchos,2010,134702203125,6383,2110326953125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_4874,1622,MARANHÃO,Formosa da Serra Negra,2010,6483162109375,17792,364386010742,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_483d,3558,MINAS GERAIS,Ipaba,2010,592798671875,15422,384385009766,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4824,1648,RIO GRANDE DO NORTE,Pau dos Ferros,2010,190029671875,27809,683339013672,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_47f6,1221,SERGIPE,Tobias Barreto,2010,243702859375,49261,494718017578,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_475f,2866,MINAS GERAIS,Ritápolis,2010,328516171875,5149,638018994141,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4758,45,RIO GRANDE DO SUL,Doutor Ricardo,2010,269101171875,2101,1280824023438,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_4720,3267,PERNAMBUCO,Lagoa Grande,2010,200862234375,22408,896386035156,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_471d,1244,PIAUÍ,Wall Ferraz,2010,1607815722656,4636,346811010742,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_46c6,5054,SÃO PAULO,Itu,2010,4131263,157384,2624958007812,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acdf1f_467c,1010,RORAIMA,Caroebe,2010,77312140625,7569,1021430957031,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_465c,1591,MARANHÃO,Central do Maranhão,2010,2376675390625,9246,257048999023,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_464f,2576,MINAS GERAIS,Monte Sião,2010,178911,20135,88855703125,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_463c,3357,MINAS GERAIS,Divino das Laranjeiras,2010,2934526171875,5092,576300976562,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4630,3062,PERNAMBUCO,Jaqueira,2010,473178203125,12642,374290991211,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_454d,2700,MINAS GERAIS,Perdigão,2010,6026873046875,7961,7571,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_454a,5278,SANTA CATARINA,Descanso,2010,135342984375,8898,15211,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_4453,3960,MATO GROSSO,Peixoto de Azevedo,2010,220627171875,30363,726631982422,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_4409,3977,MATO GROSSO,Pontal do Araguaia,2010,4280826953125,5322,804364013672,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_43ff,1722,MARANHÃO,Passagem Franca,2010,61833859375,17898,345479003906,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_43fb,2522,MARANHÃO,Sucupira do Norte,2010,3142509570312,10535,298291992188,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_43dc,4791,SÃO PAULO,Rosana,2010,778538875,18918,4115333984375,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acdf1f_426e,837,GOIÁS,Nova Crixás,2010,163690328125,13432,1218658984375,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_41a8,427,RIO GRANDE DO SUL,Estrela Velha,2010,748116796875,3777,1980716992188,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_40d1,4375,BAHIA,Castro Alves,2010,1103394765625,24978,441747021484,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_40cc,2855,PERNAMBUCO,Gravatá,2010,38212721875,75229,507952001953,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3fbd,1785,RIO DE JANEIRO,Rio Bonito,2010,834572375,55051,1515999023438,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_3fb9,2285,PARÁ,Magalhães Barata,2010,2332838085938,7895,295483007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3f9e,4257,SÃO PAULO,Casa Branca,2010,5666339375,28189,2010124023438,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_3f92,304,RIO GRANDE DO SUL,Arroio do Padre,2010,2604945507812,2882,903866992188,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3f78,2719,MINAS GERAIS,Pirapora,2010,897816875,53708,1671663085938,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_3f30,2376,PARÁ,Tailândia,2010,3519101875,72720,4839,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3f08,5112,PARANÁ,Piên,2010,2809724375,11811,2378905078125,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acdf1f_3e95,342,RIO GRANDE DO SUL,Venâncio Aires,2010,1643010,67682,2427543945312,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acdf1f_3e77,79,BAHIA,Nova Itarana,2010,2476271875,7875,31444699707,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3e68,2336,PARAÍBA,São Domingos,2010,1284170410156,2822,455056982422,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3e43,5304,TOCANTINS,Alvorada,2010,1229686015625,8161,1506783007812,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_3e3e,3350,MINAS GERAIS,Desterro de Entre Rios,2010,3497838671875,7173,487639990234,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3e36,262,BAHIA,Mata de São João,2010,303157,39585,765837011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3e13,3829,RONDÔNIA,Espigão D'Oeste,2010,31963403125,28892,1106305957031,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_3e0c,2242,PARAÍBA,Nazarezinho,2010,29003875,7248,400163989258,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3dd3,573,RIO GRANDE DO SUL,Entre Rios do Sul,2010,768086171875,3087,2488131054688,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acdf1f_3da4,2623,MINAS GERAIS,Patrocínio,2010,1291521,86467,1493658007812,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_3d99,1717,RIO GRANDE DO NORTE,Luís Gomes,2010,38557828125,10144,380105004883,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3cd7,1937,RIO DE JANEIRO,Paraíba do Sul,2010,4871274375,41679,1168759960938,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_3cc9,2105,RIO GRANDE DO NORTE,São Pedro,2010,2790886328125,6590,423502978516,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3cb6,833,PIAUÍ,Cocal dos Alves,2010,174490859375,5525,315820996094,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3af8,4020,MATO GROSSO,Água Boa,2010,367902125,20276,181447109375,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_3ae9,2936,MINAS GERAIS,Santa Bárbara do Tugúrio,2010,2801152929688,4574,612408007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3a7d,5047,SÃO PAULO,Ibiúna,2010,7031880625,67392,1043429980469,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_3993,1446,MATO GROSSO DO SUL,Guia Lopes da Laguna,2010,1039977265625,10407,999305957031,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_398b,5050,SÃO PAULO,Itapecerica da Serra,2010,3207250,161983,1979991015625,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_3947,3880,PARANÁ,Antonina,2010,1876499375,17743,10576,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_38ff,4658,SÃO PAULO,Mirandópolis,2010,242961578125,26761,907894042969,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_38f3,4657,SÃO PAULO,Mira Estrela,2010,32981234375,2663,1238499023438,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_389f,4577,SÃO PAULO,Itirapuã,2010,584541640625,5903,990245019531,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_387a,3094,PARANÁ,Joaquim Távora,2010,159289140625,10755,1481070996094,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_383c,282,BAHIA,São Félix do Coribe,2010,68296671875,13504,505750976562,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3809,623,RIO GRANDE DO SUL,Faxinalzinho,2010,277582265625,2607,106475703125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_3803,2408,PARAÍBA,Capim,2010,225197109375,5458,4126,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_37ea,3945,RONDÔNIA,Primavera de Rondônia,2010,4555133203125,3765,1209862988281,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_373b,369,RIO GRANDE DO SUL,Pejuçara,2010,1230461953125,3946,3118250976562,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acdf1f_36ee,2635,PERNAMBUCO,Vicência,2010,155211,27883,556652001953,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_36e4,4753,SÃO PAULO,Pontes Gestal,2010,84910578125,2557,33207109375,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acdf1f_369a,1430,CEARÁ,Beberibe,2010,211808109375,48760,434389013672,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3690,3256,MINAS GERAIS,Simão Pereira,2010,2095086914062,2594,807666015625,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_34c1,999,AMAZONAS,Maués,2010,226922828125,49666,456897998047,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_34b4,5063,SÃO PAULO,Mongaguá,2010,44740515625,44087,1014823046875,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_3472,3997,MATO GROSSO,Arenápolis,2010,812603125,9903,820562988281,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_341b,4059,PARANÁ,Jaguapitã,2010,200335109375,12414,1613783984375,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_337f,1725,CEARÁ,Morada Nova,2010,35111784375,63126,556216992188,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3308,3460,PARANÁ,Alto Paraná,2010,10475040625,13435,779683007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_32ee,1914,RIO GRANDE DO NORTE,Taboleiro Grande,2010,1215343457031,2380,510649023438,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_325d,5537,TOCANTINS,Colméia,2010,721665078125,8961,805339990234,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3244,3748,MINAS GERAIS,Miraí,2010,1160361015625,13502,859399023438,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_322f,709,ALAGOAS,Chã Preta,2010,2692503125,7073,380672998047,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_30e2,187,BAHIA,Santa Cruz Cabrália,2010,153209375,26250,583654980469,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_30d1,1405,CEARÁ,Altaneira,2010,2173301171875,6834,318012988281,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_30b8,3669,MINAS GERAIS,Lajinha,2010,15934721875,17678,901387011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_306b,1891,CEARÁ,Potengi,2010,3428966015625,10144,338029003906,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_3004,1403,CEARÁ,Aiuaba,2010,486294375,16423,296106005859,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_2fe0,5160,SANTA CATARINA,Agronômica,2010,8049153125,4925,1634345996094,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_2ef2,1503,CEARÁ,Itatira,2010,66732171875,18875,353547998047,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_2de7,248,BAHIA,Wenceslau Guimarães,2010,144764984375,24802,583683007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_2ce1,4998,SANTA CATARINA,Xanxerê,2010,9167344375,42174,217369609375,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_2c96,2510,PARAÍBA,Juazeirinho,2010,6433044140625,16476,390448999023,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_2c2c,1865,CEARÁ,Pacujá,2010,2113374414062,6233,339062011719,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_2b80,748,ACRE,Brasiléia,2010,194979828125,20238,963433984375,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_2b4e,5103,PARANÁ,Flor da Serra do Sul,2010,5296469140625,4742,1116926953125,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_2b06,1769,SÃO PAULO,Votorantim,2010,1810173375,105193,1720811914062,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_2ae5,1174,ESPIRITO SANTO,Ecoporanga,2010,227060625,23891,950401953125,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_2aa8,2753,PARANÁ,Francisco Alves,2010,568961328125,6389,890533007812,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_2a9c,5053,SÃO PAULO,Itariri,2010,94274328125,16284,578937988281,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_2a95,1517,CEARÁ,Maracanaú,2010,3534385,201693,1752358984375,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_29c7,3838,RONDÔNIA,Presidente Médici,2010,245843890625,22519,109171796875,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_2993,3766,SÃO PAULO,Gavião Peixoto,2010,165148078125,4244,3891330859375,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acdf1f_296a,5450,SANTA CATARINA,Paulo Lopes,2010,84931421875,7255,1170661035156,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_2947,2562,PARAÍBA,Alagoa Grande,2010,1064493359375,28126,378472998047,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_293d,1909,CEARÁ,Salitre,2010,77822125,16845,461989013672,Produto Interno Bruto per capita, - 9639.65,1
vw_pib_percapita.fid--5b279956_17f92acdf1f_28d3,4198,SÃO PAULO,Araçatuba,2010,3001300,182204,1647218945312,Produto Interno Bruto per capita,9639.65 - 22144.80,2
vw_pib_percapita.fid--5b279956_17f92acdf1f_280a,4735,SÃO PAULO,Pindamonhangaba,2010,4172248,144613,2885113085938,Produto Interno Bruto per capita,22144.80 - 52702.10,3
vw_pib_percapita.fid--5b279956_17f92acdf1f_27b2,3415,PERNAMBUCO,Maraial,2010,82864140625,12303,673527978516,Produto Interno Bruto per capita, - 9639.65,1
