Ano,Órgão Superior,Órgão,Unidade Gestora,Origem,Categoria,Espécie,Detalhamento,Orçamento Atualizado (Valor Previsto),Receita Realizada (Valor Arrecadado),% Previsto/Realizado,Valor Lançado
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170010 - SECRETARIA ESP. DA RECEITA FEDERAL DO BRASIL,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12140211 - CONTRIB.PREVIDENCIARIA DO SEGURADO-PRINC.,0.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,150014 - SUBSECRETARIA DE PLANEJ. E ORCAMENTO SPO(MEC),13 - Receita Patrimonial ,1 - Receitas Correntes,134 - Exploração de recursos naturais,13410441 - P.ESP.PETRO.PLAT-COM.A PARTIR 3/12/12-PRINC.,283576870.00,0.00,0.00%,0.00
2022,53000 - Ministério do Desenvolvimento Regional,53901 - Fundo Constitucional de Financiamento do Norte,537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE,"11 - Impostos, Taxas e Contribuições de Melhoria",1 - Receitas Correntes,111 - Impostos,11130102 - IRPF-MULTAS E JUROS,9312184.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,153052 - UNIVERSIDADE FEDERAL DE GOIAS,13 - Receita Patrimonial ,1 - Receitas Correntes,139 - Demais receitas patrimoniais,13999901 - OUTRAS RECEITAS PATRIMONIAIS-PRINCIPAL,0.00,25000.00,0.00%,0.00
2022,39000 - Ministério da Infraestrutura,56901 - Fundo Nacional de Segurança e Educação de Trânsito,200320 - FUNDO NACIONAL DE SEG. E EDUCACAO DE TRANSITO,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19110403 - MULTAS PREV.LEG.S/DEFESA DIR.DIFUSOS-DIV ATIV,0.00,32.50,0.00%,0.00
2022,32000 - Ministério de Minas e Energia,29208 - Companhia de Pesquisa de Recursos Minerais,495001 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.,0.00,1185.00,0.00%,0.00
2022,53000 - Ministério do Desenvolvimento Regional,53902 - Fundo Constitucional de Financiamento do Centro-Oeste,537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE,"11 - Impostos, Taxas e Contribuições de Melhoria",1 - Receitas Correntes,111 - Impostos,11130207 - IRPJ-LIQUIDA DE INCENTIVOS-MULTAS DIV.ATIVA,2297642.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26410 - Instituto Federal do Norte de Minas Gerais,"158121 - INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG",16 - Receita de Serviços ,1 - Receitas Correntes,161 - Serviços Administrativos e Comerciais Gerais,16110401 - SERVICOS DE INFORMACAO E TECNOLOGIA-PRINCIPAL,0.00,235.00,0.00%,0.00
2022,26000 - Ministério da Educação,26425 - Instituto Federal do Acre,"158156 - INST.FED.DE EDUC.,CIENC.E TEC.DO ACRE",19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19110101 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.,0.00,0.00,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170010 - SECRETARIA ESP. DA RECEITA FEDERAL DO BRASIL,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12130115 - CSLL-CONTRIBUINTES Ñ OPT.SIMP.NAC.-MULTAS,0.00,0.00,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,22 - Alienação de Bens,2 - Receitas de Capital,222 - Alienação de bens imóveis,22210201 - ALIENACAO DE BENS IMOVEIS-PROAP-PRINCIPAL,0.00,5797530.82,0.00%,0.00
2022,32000 - Ministério de Minas e Energia,32000 - Ministério de Minas e Energia - Unidades com vínculo direto,320002 - COORD.GERAL DE ORCAM.E FIN./M.M.E,21 - Operações de Crédito ,2 - Receitas de Capital,212 - Operações de crédito - mercado externo,21220101 - OP.DE CREDITO CONTRATUAIS-MERC.EXTERNO-PRINC.,21100000.00,0.00,0.00%,0.00
2022,32000 - Ministério de Minas e Energia,29208 - Companhia de Pesquisa de Recursos Minerais,495001 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,17 - Transferências Correntes,1 - Receitas Correntes,172 - Transferências dos Estados e do Distrito Federal e de suas Entidades,17240101 - TRANSF.REC.ORG.UNIAO CONV.EST/DF/ENT.-PRINC.,1500000.00,0.00,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,17 - Transferências Correntes,1 - Receitas Correntes,176 - Transferências de Convênios,17610101 - TRANSF.REC.ORG.UNIAO CONV.INSTIT.EXT.-PRINC.,0.00,580772.66,0.00%,0.00
2022,26000 - Ministério da Educação,26282 - Universidade Federal de Viçosa,154051 - UNIVERSIDADE FEDERAL DE VICOSA,15 - Receita Industrial ,1 - Receitas Correntes,151 - Receita da indústria extrativa mineral,15110101 - RECEITA INDUSTRIAL-PRINCIPAL,0.00,34.00,0.00%,0.00
2022,"22000 - Ministério da Agricultura, Pecuária e Abastecimento",44208 - Serviço Florestal Brasileiro,440088 - SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB,21 - Operações de Crédito ,2 - Receitas de Capital,212 - Operações de crédito - mercado externo,21220101 - OP.DE CREDITO CONTRATUAIS-MERC.EXTERNO-PRINC.,7017485.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26409 - Instituto Federal de Minas Gerais,"158122 - INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS",18 - Receitas Correntes - a classificar,1 - Receitas Correntes,180 - Receitas Correntes - a classificar,18000000 - Receitas Correntes - a classificar,0.00,0.00,0.00%,0.00
2022,44000 - Ministério do Meio Ambiente,44207 - Instituto Chico Mendes de Conservação da Biodiversidade,443032 - INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE,22 - Alienação de Bens,2 - Receitas de Capital,221 - Alienação de bens móveis,22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.,0.00,1557755.75,0.00%,0.00
2022,44000 - Ministério do Meio Ambiente,20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,193034 - IBAMA - INST.BRASILEIRO MEIO AMBIENTE/MATRIZ,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220632 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-MUL.JUR.,0.00,294.76,0.00%,0.00
2022,40000 - Ministério do Trabalho,37202 - Instituto Nacional do Seguro Social ,"510001 - COORD.GERAL DE ORCAMENTO, FINANCAS E CONTAB.",19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19210102 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-MUL.JUR,0.00,277.55,0.00%,0.00
2022,26000 - Ministério da Educação,26278 - Fundação Universidade Federal de Pelotas,154047 - FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.,0.00,105669.58,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170010 - SECRETARIA ESP. DA RECEITA FEDERAL DO BRASIL,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12120121 - CONTRIB.PIS/PASEP-OPTANTES SIMP.NAC-PRINC.,0.00,0.00,0.00%,0.00
2022,"22000 - Ministério da Agricultura, Pecuária e Abastecimento","22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto",130101 - COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,12 - Contribuições,1 - Receitas Correntes,122 - Contribuições econômicas,12210303 - CONT.S/APOSTAS EM COMPETICOES HIPICAS-DIV.AT.,7839.00,0.00,0.00%,0.00
2022,25000 - Ministério da Economia,20603 - Superintendência da Zona Franca de Manaus,193028 - SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS/AM,13 - Receita Patrimonial ,1 - Receitas Correntes,131 - Exploração do patrimônio imobiliário do Estado,13110201 - CONC/PERM/AUT/CESSAO DIR.USO IMOV.PUB-PRINC.,247289.00,0.00,0.00%,0.00
2022,"22000 - Ministério da Agricultura, Pecuária e Abastecimento",22905 - Fundo de Defesa da Economia Cafeeira,130137 - FUNDO DE DEFESA DA ECON.CAFEEIRA/FUNCAFE/SPA,22 - Alienação de Bens,2 - Receitas de Capital,221 - Alienação de bens móveis,22120401 - ALIENACAO DE ESTOQUES DE CAFE-FUNCAFE-PRINC.,43121.00,0.00,0.00%,0.00
2022,39000 - Ministério da Infraestrutura,49901 - Departamento do Fundo da Marinha Mercante,277001 - FUNDO DA MARINHA MERCANTE,19 - Outras Receitas Correntes,1 - Receitas Correntes,199 - Demais receitas correntes,19999923 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-DIV.AT.,1446.00,119.04,8.23%,0.00
2022,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,"158126 - INST.FED.DE EDUC.,CIE.E TEC.SUL-RIO-GRANDENSE",19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL,0.00,8294.73,0.00%,0.00
2022,"22000 - Ministério da Agricultura, Pecuária e Abastecimento",22211 - Companhia Nacional de Abastecimento,135100 - COMPANHIA NACIONAL DE ABASTECIMENTO,22 - Alienação de Bens,2 - Receitas de Capital,221 - Alienação de bens móveis,22120101 - ALIENACAO DE ESTOQUES DA PGPM-PRINCIPAL,469022378.00,0.00,0.00%,0.00
2022,30000 - Ministério da Justiça e Segurança Pública,30108 - Departamento de Polícia Federal,200336 - COORDENACAO DE ORCAMENTO FINANCAS CONTABILIDA,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19110801 - MULTAS DECORRENTES DE SENTENCAS JUD.-PRINC.,0.00,4809.59,0.00%,0.00
2022,26000 - Ministério da Educação,26432 - Instituto Federal do Paraná,158009 - INST. FED. DO PARANA/ REITORIA,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.,0.00,18386.60,0.00%,0.00
2022,40000 - Ministério do Trabalho,37904 - Fundo do Regime Geral da Previdência Social,513001 - COORDENACAO DE ORCAMENTO E FINANCAS DO FRGPS,21 - Operações de Crédito ,2 - Receitas de Capital,211 - Operações de crédito - mercado interno,"21110101 - TIT.RESP.TN-MERC.INT.,EXC.REF.DIV.PUB.-PRINC.",125662536433.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26281 - Fundação Universidade Federal de Sergipe,154050 - FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.,0.00,135.48,0.00%,0.00
2022,26000 - Ministério da Educação,26350 - Fundação Universidade Federal da Grande Dourados,154502 - FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19110902 - MULTAS E JUROS PREVISTOS EM CONTRATOS-MUL.JUR,0.00,7.74,0.00%,0.00
2022,26000 - Ministério da Educação,26421 - Instituto Federal de Rondônia,"158148 - INST. FED. DE EDUC.,CIENC. E TEC. DE RONDONIA",24 - Transferências de Capital,2 - Receitas de Capital,241 - Transferências da União e de suas Entidades,24149901 - OUTRAS TRANSF.CONV.UNIAO E SUAS ENTID-PRINC.,0.00,-9791.28,0.00%,0.00
2022,26000 - Ministério da Educação,26452 - UNIVERSIDADE FEDERAL DE CATALAO,156679 - UNIVERSIDADE FEDERAL DE CATALAO,13 - Receita Patrimonial ,1 - Receitas Correntes,131 - Exploração do patrimônio imobiliário do Estado,13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL,0.00,12141.77,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170010 - SECRETARIA ESP. DA RECEITA FEDERAL DO BRASIL,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12120116 - CONTRIB.PIS/PASEP-Ñ OPTANTES SIMP.NAC-JUROS,0.00,0.00,0.00%,0.00
2022,39000 - Ministério da Infraestrutura,39250 - Agência Nacional de Transportes Terrestres,393001 - AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19111402 - MULTAS PREVISTAS NO CTB-MUL.JUR.,0.00,181.64,0.00%,0.00
2022,53000 - Ministério do Desenvolvimento Regional,53902 - Fundo Constitucional de Financiamento do Centro-Oeste,537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE,"11 - Impostos, Taxas e Contribuições de Melhoria",1 - Receitas Correntes,111 - Impostos,11130102 - IRPF-MULTAS E JUROS,9312184.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26436 - Instituto Federal Sul-rio-grandense,"158126 - INST.FED.DE EDUC.,CIE.E TEC.SUL-RIO-GRANDENSE",19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229901 - OUTRAS RESTITUICOES-PRINCIPAL,5195.00,1784.73,34.35%,0.00
2022,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,153038 - UNIVERSIDADE FEDERAL DA BAHIA,19 - Outras Receitas Correntes,1 - Receitas Correntes,199 - Demais receitas correntes,19999921 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-PRINC.,2844.00,0.00,0.00%,0.00
2022,32000 - Ministério de Minas e Energia,"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",323030 - AG. NAC.DO PETROLEO GAS NAT.E BIOCOM,13 - Receita Patrimonial ,1 - Receitas Correntes,134 - Exploração de recursos naturais,13410321 - ROY.EXC.PETRO.PLAT-CM.ANT.3/12/12-P.SAL-PRINC,3671361326.00,0.00,0.00%,0.00
2022,36000 - Ministério da Saúde,36211 - Fundação Nacional de Saúde ,255000 - FUNDACAO NACIONAL DE SAUDE - DF,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19219901 - OUTRAS INDENIZACOES-PRINCIPAL,0.00,166.90,0.00%,0.00
2022,25000 - Ministério da Economia,30204 - Instituto Nacional da Propriedade Industrial,183038 - INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,19 - Outras Receitas Correntes,1 - Receitas Correntes,199 - Demais receitas correntes,19999921 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-PRINC.,5922.00,89.50,1.51%,0.00
2022,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,150014 - SUBSECRETARIA DE PLANEJ. E ORCAMENTO SPO(MEC),13 - Receita Patrimonial ,1 - Receitas Correntes,134 - Exploração de recursos naturais,13410321 - ROY.EXC.PETRO.PLAT-CM.ANT.3/12/12-P.SAL-PRINC,1223787109.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26232 - Universidade Federal da Bahia,153038 - UNIVERSIDADE FEDERAL DA BAHIA,14 - Receita Agropecuária,1 - Receitas Correntes,141 - Receita da produção vegetal,14110101 - RECEITA AGROPECUARIA-PRINCIPAL,1813.00,41040.00,2263.65%,0.00
2022,25000 - Ministério da Economia,"30203 - Instituto Nacional de Metrologia, Qualidade e Tecnologia",183023 - INSTITUTO NAC.DE METROLOG. QUALID. E TECNOLOG,"11 - Impostos, Taxas e Contribuições de Melhoria",1 - Receitas Correntes,112 - Taxas,"11210113 - TAXAS INSPECAO,CONTROLE E FISCALIZACAO-DIV.AT",0.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26244 - Universidade Federal do Rio Grande do Sul,153114 - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,16 - Receita de Serviços ,1 - Receitas Correntes,169 - Outros serviços,16999902 - OUTROS SERVICOS-MULTAS E JUROS,0.00,0.00,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170010 - SECRETARIA ESP. DA RECEITA FEDERAL DO BRASIL,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12120111 - CONTRIB.PIS/PASEP-Ñ OPTANTES SIMP.NAC-PRINC.,0.00,0.00,0.00%,0.00
2022,39000 - Ministério da Infraestrutura,39253 - Empresa de Planejamento e Logística S.A.,395001 - EMPRESA DE PLANEJAMENTO E LOGISTICA S.A - EPL,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.,8376.00,4349.78,51.93%,0.00
2022,55000 - Ministério da Cidadania,55001 - Fundo Nacional de Assistência Social,330013 - FUNDO NACIONAL DE ASSISTENCIA SOCIAL,19 - Outras Receitas Correntes,1 - Receitas Correntes,"193 - Bens, Direitos e Valores Incorporados ao Patrimônio Público",19310211 - ALIEN.DE BENS E MERCADORIAS APREENDIDOS-PRINC,143318639.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira,158565 - UNIV.DA INTEG.INTERN.DA LUSOF.AFRO-BRASILEIRA,13 - Receita Patrimonial ,1 - Receitas Correntes,131 - Exploração do patrimônio imobiliário do Estado,13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS,0.00,4.81,0.00%,0.00
2022,53000 - Ministério do Desenvolvimento Regional,53901 - Fundo Constitucional de Financiamento do Norte,537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE,"11 - Impostos, Taxas e Contribuições de Melhoria",1 - Receitas Correntes,111 - Impostos,11140121 - IPI-BEBIDAS,19322426.00,0.00,0.00%,0.00
2022,52000 - Ministério da Defesa,52132 - Comando da Marinha - Fundo Naval,673001 - DIRETORIA DE FINANCAS-SISTEMA PARA O PAIS/MM,12 - Contribuições,1 - Receitas Correntes,122 - Contribuições econômicas,12210504 - COTA-PARTE DO AFRMM-DIVIDA ATIVA-MUL.JUR.,1725.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26230 - Fundação Universidade Federal do Vale do São Francisco,154421 - FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.,0.00,89.81,0.00%,0.00
2022,26000 - Ministério da Educação,26286 - Fundação Universidade Federal do Amapá,154215 - FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.,0.00,0.00,0.00%,0.00
2022,52000 - Ministério da Defesa,52211 - Caixa de Financiamento Imobiliário da Aeronáutica,123001 - CAIXA FINANCIAMENTO IMOBILIARIO AERONAUTICA,22 - Alienação de Bens,2 - Receitas de Capital,222 - Alienação de bens imóveis,22210101 - ALIENACAO DE BENS IMOVEIS EM GERAL-PRINC.,50000.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,150014 - SUBSECRETARIA DE PLANEJ. E ORCAMENTO SPO(MEC),13 - Receita Patrimonial ,1 - Receitas Correntes,134 - Exploração de recursos naturais,13410341 - ROY.EXC.PETRO.PLAT-COM.A PARTIR 3/12/12-PRINC,1710922384.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26413 - Instituto Federal do Triângulo Mineiro,"158099 - INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO",19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.,0.00,1464.80,0.00%,0.00
2022,41000 - Ministério das Comunicações,41231 - Agêncial Nacional de Telecomunicações,413001 - AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE,13 - Receita Patrimonial ,1 - Receitas Correntes,"133 - Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização ou Licença",13330113 - DLG.SRV.TELEC-R.PUB-NAO.P.ORBITAIS/DA.PRC,1042924.00,0.00,0.00%,0.00
2022,52000 - Ministério da Defesa,52000 - Ministério da Defesa - Unidades com vínculo direto,"110407 - DEPARTAMENTO DE PLANEJ, ORC E FINANCAS (MD)",19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229901 - OUTRAS RESTITUICOES-PRINCIPAL,29917.00,0.00,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170010 - SECRETARIA ESP. DA RECEITA FEDERAL DO BRASIL,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12150121 - CONTRIB.DO SERVIDOR CIVIL INATIVO-PRINC.,0.00,0.00,0.00%,0.00
2022,54000 - Ministério do Turismo,34902 - Fundo Nacional de Cultura,540030 - FUNDO NACIONAL DA CULTURA - FNC,19 - Outras Receitas Correntes,1 - Receitas Correntes,199 - Demais receitas correntes,19999921 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-PRINC.,0.00,12874840.53,0.00%,0.00
2022,26000 - Ministério da Educação,26434 - Instituto Federal Fluminense,"158139 - INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE",22 - Alienação de Bens,2 - Receitas de Capital,221 - Alienação de bens móveis,22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.,35910.00,0.00,0.00%,0.00
2022,54000 - Ministério do Turismo,42207 - Instituto Brasileiro de Museus,423001 - INSTITUTO BRASILEIRO DE MUSEUS - IBRAM,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.,0.00,2006.66,0.00%,0.00
2022,30000 - Ministério da Justiça e Segurança Pública,30205 - Fundação Nacional do Índio - Patrimônio Indígena,194040 - RENDA DO PATRIMONIO INDIGENA,16 - Receita de Serviços ,1 - Receitas Correntes,161 - Serviços Administrativos e Comerciais Gerais,16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.,3173833.39,0.00,0.00%,0.00
2022,"22000 - Ministério da Agricultura, Pecuária e Abastecimento","22000 - Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto",130101 - COORD.-GERAL DE ORCAMENTO E FINANCAS-MAPA,21 - Operações de Crédito ,2 - Receitas de Capital,212 - Operações de crédito - mercado externo,21220101 - OP.DE CREDITO CONTRATUAIS-MERC.EXTERNO-PRINC.,5500000.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26438 - Instituto Federal de Santa Catarina,"158516 - INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC",19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229901 - OUTRAS RESTITUICOES-PRINCIPAL,0.00,183.00,0.00%,0.00
2022,26000 - Ministério da Educação,26000 - Ministério da Educação - Unidades com vínculo direto,150014 - SUBSECRETARIA DE PLANEJ. E ORCAMENTO SPO(MEC),13 - Receita Patrimonial ,1 - Receitas Correntes,134 - Exploração de recursos naturais,13410311 - ROYAL.EXCED.PROD.PETRO.TERRA(QQ SIT.)-PRINC.,80476086.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26440 - Universidade Federal da Fronteira Sul,158517 - UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.,0.00,26641.00,0.00%,0.00
2022,26000 - Ministério da Educação,26425 - Instituto Federal do Acre,"158156 - INST.FED.DE EDUC.,CIENC.E TEC.DO ACRE",17 - Transferências Correntes,1 - Receitas Correntes,174 - Transferências de Instituições Privadas,17410101 - TRANSF.REC.ORG.UNIAO CONV.INSTIT.PRIV.-PRINC.,0.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26421 - Instituto Federal de Rondônia,"158148 - INST. FED. DE EDUC.,CIENC. E TEC. DE RONDONIA",19 - Outras Receitas Correntes,1 - Receitas Correntes,199 - Demais receitas correntes,19999922 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-MUL.JUR.,0.00,5231.30,0.00%,0.00
2022,26000 - Ministério da Educação,26281 - Fundação Universidade Federal de Sergipe,154050 - FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.,0.00,21354.60,0.00%,0.00
2022,53000 - Ministério do Desenvolvimento Regional,22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba,195006 - CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA,"11 - Impostos, Taxas e Contribuições de Melhoria",1 - Receitas Correntes,112 - Taxas,11220201 - EMOLUMENTOS E CUSTAS JUDICIAIS-PRINCIPAL,0.00,576.71,0.00%,0.00
2022,44000 - Ministério do Meio Ambiente,44000 - Ministério do Meio Ambiente - Unidades com vínculo direto,440002 - SUBSECRET.PLANEJAM.ORCAM.E ADMINIST±SPOA(MMA),13 - Receita Patrimonial ,1 - Receitas Correntes,134 - Exploração de recursos naturais,13410411 - PART.ESP.PETRO.TERRA(QQ SIT)-CONCESSAO-PRINC.,8294888.00,0.00,0.00%,0.00
2022,54000 - Ministério do Turismo,20403 - Fundação Casa de Rui Barbosa,344001 - FUNDACAO CASA DE RUI BARBOSA,13 - Receita Patrimonial ,1 - Receitas Correntes,131 - Exploração do patrimônio imobiliário do Estado,13110201 - CONC/PERM/AUT/CESSAO DIR.USO IMOV.PUB-PRINC.,12012.00,0.00,0.00%,0.00
2022,44000 - Ministério do Meio Ambiente,20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,193034 - IBAMA - INST.BRASILEIRO MEIO AMBIENTE/MATRIZ,22 - Alienação de Bens,2 - Receitas de Capital,222 - Alienação de bens imóveis,22210101 - ALIENACAO DE BENS IMOVEIS EM GERAL-PRINC.,21378.00,0.00,0.00%,0.00
2022,39000 - Ministério da Infraestrutura,"29209 - VALEC Engenharia, Construções e Ferrovias S.A.",275075 - VALEC ENGENHARIA CONSTRUCOES E FERROVIAS S.A.,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.,0.00,151435.60,0.00%,0.00
