Ano,Órgão Superior,Órgão,Unidade Gestora,Origem,Categoria,Espécie,Detalhamento,Orçamento Atualizado (Valor Previsto),Receita Realizada (Valor Arrecadado),% Previsto/Realizado,Valor Lançado
2022,53000 - Ministério do Desenvolvimento Regional,53902 - Fundo Constitucional de Financiamento do Centro-Oeste,537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE,"11 - Impostos, Taxas e Contribuições de Melhoria",1 - Receitas Correntes,111 - Impostos,11130317 - IRRF-TRABALHO-MULTAS DA DIVIDA ATIVA,434975.00,0.00,0.00%,0.00
2022,44000 - Ministério do Meio Ambiente,20701 - Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis,193034 - IBAMA - INST.BRASILEIRO MEIO AMBIENTE/MATRIZ,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19110104 - MULTAS PREV.EM LEG.ESPECIFICA-DIV.AT-MUL.JUR.,0.00,6797.41,0.00%,0.00
2022,25000 - Ministério da Economia,25208 - Superintendência de Seguros Privados,173039 - SUPERINTENDENCIA DE SEGUROS PRIVADOS - RJ,13 - Receita Patrimonial ,1 - Receitas Correntes,139 - Demais receitas patrimoniais,13999901 - OUTRAS RECEITAS PATRIMONIAIS-PRINCIPAL,0.00,195010.15,0.00%,0.00
2022,30000 - Ministério da Justiça e Segurança Pública,30907 - Fundo Penitenciário Nacional,200333 - DEPEN - DIRETORIA EXECUTIVA,19 - Outras Receitas Correntes,1 - Receitas Correntes,199 - Demais receitas correntes,19999923 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-DIV.AT.,1484911.00,877948.72,59.12%,0.00
2022,41000 - Ministério das Comunicações,24216 - TELECOMUNICACOES BRASILEIRAS S/A,242160 - TELECOMUNICACOES BRASILEIRAS S/A,16 - Receita de Serviços ,1 - Receitas Correntes,161 - Serviços Administrativos e Comerciais Gerais,16110102 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-MUL.JUR.,46764.00,189497.49,405.22%,0.00
2022,39000 - Ministério da Infraestrutura,62201 - Agência Nacional de Aviação Civil,113214 - AGENCIA NACIONAL DE AVIACAO CIVIL,"11 - Impostos, Taxas e Contribuições de Melhoria",1 - Receitas Correntes,112 - Taxas,"11210103 - TAXAS INSPECAO,CONTROLE E FISCALIZACAO-DIV.AT",12476.00,131539.49,1054.34%,0.00
2022,26000 - Ministério da Educação,26236 - Universidade Federal Fluminense,153056 - UNIVERSIDADE FEDERAL FLUMINENSE,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229901 - OUTRAS RESTITUICOES-PRINCIPAL,68427.00,15234.64,22.26%,0.00
2022,26000 - Ministério da Educação,26409 - Instituto Federal de Minas Gerais,"158122 - INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS",17 - Transferências Correntes,1 - Receitas Correntes,172 - Transferências dos Estados e do Distrito Federal e de suas Entidades,17240101 - TRANSF.REC.ORG.UNIAO CONV.EST/DF/ENT.-PRINC.,0.00,441216.84,0.00%,0.00
2022,40000 - Ministério do Trabalho,37904 - Fundo do Regime Geral da Previdência Social,513001 - COORDENACAO DE ORCAMENTO E FINANCAS DO FRGPS,79 - Outras Receitas Correntes,7 - Receitas Correntes - intra-orçamentárias,799 - Demais receitas correntes,79990201 - APORTES PERIOD.COMPENSACOES RGPS-PRINC-INTRA,3192107134.00,3096090100.00,96.99%,0.00
2022,40000 - Ministério do Trabalho,37904 - Fundo do Regime Geral da Previdência Social,513001 - COORDENACAO DE ORCAMENTO E FINANCAS DO FRGPS,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220632 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-MUL.JUR.,0.00,43371724.92,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,13 - Receita Patrimonial ,1 - Receitas Correntes,134 - Exploração de recursos naturais,13410321 - ROY.EXC.PETRO.PLAT-CM.ANT.3/12/12-P.SAL-PRINC,0.00,8043125508.06,0.00%,0.00
2022,26000 - Ministério da Educação,26455 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,156680 - UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19110101 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.,0.00,0.00,0.00%,0.00
2022,26000 - Ministério da Educação,26269 - Universidade Federal do Estado do Rio de Janeiro,154034 - UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,16 - Receita de Serviços ,1 - Receitas Correntes,161 - Serviços Administrativos e Comerciais Gerais,16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.,247545.00,132506.87,53.53%,0.00
2022,44000 - Ministério do Meio Ambiente,44207 - Instituto Chico Mendes de Conservação da Biodiversidade,443032 - INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE,16 - Receita de Serviços ,1 - Receitas Correntes,161 - Serviços Administrativos e Comerciais Gerais,16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL,0.00,907682.40,0.00%,0.00
2022,53000 - Ministério do Desenvolvimento Regional,53902 - Fundo Constitucional de Financiamento do Centro-Oeste,537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE,"11 - Impostos, Taxas e Contribuições de Melhoria",1 - Receitas Correntes,111 - Impostos,11130321 - IRRF-CAPITAL-PRINCIPAL,554636882.00,0.00,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12134901 - CSLL-PARCELAMENTOS-PRINCIPAL,0.00,124393218.51,0.00%,0.00
2022,41000 - Ministério das Comunicações,41231 - Agêncial Nacional de Telecomunicações,413001 - AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.,522388.00,54676.94,10.47%,0.00
2022,26000 - Ministério da Educação,26235 - Universidade Federal de Goiás,153052 - UNIVERSIDADE FEDERAL DE GOIAS,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19219901 - OUTRAS INDENIZACOES-PRINCIPAL,0.00,2245.45,0.00%,0.00
2022,26000 - Ministério da Educação,26247 - Universidade Federal de Santa Maria,153164 - UNIVERSIDADE FEDERAL DE SANTA MARIA,16 - Receita de Serviços ,1 - Receitas Correntes,169 - Outros serviços,16999901 - OUTROS SERVICOS-PRINCIPAL,0.00,8114.73,0.00%,0.00
2022,52000 - Ministério da Defesa,52904 - Fundo do Exército,167086 - FUNDO DO EXERCITO,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19219901 - OUTRAS INDENIZACOES-PRINCIPAL,19512686.00,10506565.47,53.84%,0.00
2022,54000 - Ministério do Turismo,20411 - Instituto do Patrimônio Histórico e Artístico Nacional,403101 - INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19110101 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.,140894.00,46826.90,33.24%,0.00
2022,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,"158128 - INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO",19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.,0.00,36810.40,0.00%,0.00
2022,26000 - Ministério da Educação,26418 - Instituto Federal de Pernambuco,"158136 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",16 - Receita de Serviços ,1 - Receitas Correntes,161 - Serviços Administrativos e Comerciais Gerais,16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL,1174260.00,117590.00,10.01%,0.00
2022,36000 - Ministério da Saúde,36201 - Fundação Oswaldo Cruz,254420 - FUNDACAO OSWALDO CRUZ,17 - Transferências Correntes,1 - Receitas Correntes,172 - Transferências dos Estados e do Distrito Federal e de suas Entidades,17240101 - TRANSF.REC.ORG.UNIAO CONV.EST/DF/ENT.-PRINC.,600000.00,235444.85,39.24%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,"11 - Impostos, Taxas e Contribuições de Melhoria",1 - Receitas Correntes,112 - Taxas,11220203 - EMOLUMENTOS E CUSTAS JUDICIAIS-DIVIDA ATIVA,1356755.00,972320.42,71.67%,0.00
2022,26000 - Ministério da Educação,26233 - Universidade Federal do Ceará,153045 - UNIVERSIDADE FEDERAL DO CEARA,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19239901 - OUTROS RESSARCIMENTOS-PRINCIPAL,1351831.00,1222038.03,90.40%,0.00
2022,52000 - Ministério da Defesa,52211 - Caixa de Financiamento Imobiliário da Aeronáutica,123001 - CAIXA FINANCIAMENTO IMOBILIARIO AERONAUTICA,23 - Amortizações de Empréstimos ,2 - Receitas de Capital,231 - AMORTIZACAO DE EMPRESTIMOS,23110601 - AMORTIZACAO DE EMPRESTIMOS CONTRATUAIS-PRINC.,1049652.00,167422.38,15.95%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,12 - Contribuições,1 - Receitas Correntes,122 - Contribuições econômicas,12210913 - CONTR.S/REC.OP.BRT DECOR.SERV.TELECOM-DIV.AT.,3015001.00,699545.42,23.20%,0.00
2022,26000 - Ministério da Educação,26272 - Fundação Universidade do Maranhão,154041 - FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO,13 - Receita Patrimonial ,1 - Receitas Correntes,131 - Exploração do patrimônio imobiliário do Estado,13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL,291475.00,234863.50,80.58%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12110205 - COFINS S/FATURAMENTO-OPT.SIMP.NAC-MULTAS,307471.00,217589.91,70.77%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,"11 - Impostos, Taxas e Contribuições de Melhoria",1 - Receitas Correntes,111 - Impostos,11199904 - OUTROS IMPOSTOS-DIVIDA ATIVA-MULTAS E JUROS,0.00,116087.70,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12170211 - CONTRIBUICAO SOBRE LOTERIAS ESPORTIVAS-PRINC.,5179562.00,4685128.08,90.45%,0.00
2022,53000 - Ministério do Desenvolvimento Regional,29214 - Companhia Brasileira de Trens Urbanos,275068 - CIA BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL,16 - Receita de Serviços ,1 - Receitas Correntes,161 - Serviços Administrativos e Comerciais Gerais,16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.,114181.00,127583.42,111.74%,0.00
2022,26000 - Ministério da Educação,26406 - Instituto Federal do Espírito Santo,"158151 - INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO",15 - Receita Industrial ,1 - Receitas Correntes,151 - Receita da indústria extrativa mineral,15110101 - RECEITA INDUSTRIAL-PRINCIPAL,755942.00,535956.26,70.90%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,"11 - Impostos, Taxas e Contribuições de Melhoria",1 - Receitas Correntes,111 - Impostos,11140157 - IPI-OUTROS PRODUTOS-MULTAS DA DIVIDA ATIVA,85033016.00,64773465.45,76.17%,0.00
2022,"22000 - Ministério da Agricultura, Pecuária e Abastecimento",22202 - Empresa Brasileira de Pesquisa Agropecuária,135037 - EMBRAPA-SETORIAL,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220632 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-MUL.JUR.,0.00,3611.75,0.00%,0.00
2022,32000 - Ministério de Minas e Energia,"32205 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis",323030 - AG. NAC.DO PETROLEO GAS NAT.E BIOCOM,13 - Receita Patrimonial ,1 - Receitas Correntes,134 - Exploração de recursos naturais,13410121 - PGTO.PELA RETENCAO AREA EXPL.OU PROD.-PRINC.,314931216.00,378369267.74,120.14%,0.00
2022,39000 - Ministério da Infraestrutura,62201 - Agência Nacional de Aviação Civil,113214 - AGENCIA NACIONAL DE AVIACAO CIVIL,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12190521 - CONTRIB.P/O ENSINO AEROVIARIO-PARCEL.-PRINC.,0.00,47601.29,0.00%,0.00
2022,26000 - Ministério da Educação,26407 - Instituto Federal Goiano,158124 - IF GOIANO,13 - Receita Patrimonial ,1 - Receitas Correntes,131 - Exploração do patrimônio imobiliário do Estado,13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS,0.00,530.18,0.00%,0.00
2022,53000 - Ministério do Desenvolvimento Regional,22204 - Departamento Nacional de Obras Contra as Secas,113802 - DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS/UO,13 - Receita Patrimonial ,1 - Receitas Correntes,131 - Exploração do patrimônio imobiliário do Estado,13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS,2866.00,1220.45,42.58%,0.00
2022,52000 - Ministério da Defesa,31280 - Caixa de Construções de Casas para o Pessoal da Marinha do Brasil,773008 - DIRETORIA DE FINANCAS DA MARINHA - CCCPM,13 - Receita Patrimonial ,1 - Receitas Correntes,132 - Valores Mobiliários,13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL,11716542.00,17728416.01,151.31%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,13 - Receita Patrimonial ,1 - Receitas Correntes,134 - Exploração de recursos naturais,13430241 - ROY.PETR.PLAT.-PARTILHA-COM.A P.3/12/12-PRINC,0.00,11833972385.97,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,"11 - Impostos, Taxas e Contribuições de Melhoria",1 - Receitas Correntes,111 - Impostos,11150202 - IOF-DEMAIS OPERACOES-MULTAS E JUROS,175306817.00,70663270.79,40.31%,0.00
2022,39000 - Ministério da Infraestrutura,39250 - Agência Nacional de Transportes Terrestres,393001 - AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,16 - Receita de Serviços ,1 - Receitas Correntes,161 - Serviços Administrativos e Comerciais Gerais,"16110301 - SERV.DE REGIST.,CERTIF.E FISCALIZ.-PRINCIPAL",270475553.00,205369861.17,75.93%,0.00
2022,54000 - Ministério do Turismo,34902 - Fundo Nacional de Cultura,540030 - FUNDO NACIONAL DA CULTURA - FNC,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229901 - OUTRAS RESTITUICOES-PRINCIPAL,7608.00,57886.50,760.86%,0.00
2022,26000 - Ministério da Educação,26298 - Fundo Nacional de Desenvolvimento da Educação,153173 - FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,23 - Amortizações de Empréstimos ,2 - Receitas de Capital,231 - AMORTIZACAO DE EMPRESTIMOS,23110721 - AMORTIZACAO DE FINANCIAMENTO DO FIES-PRINC.,1846913133.00,2093498804.75,113.35%,0.00
2022,40000 - Ministério do Trabalho,38901 - Fundo de Amparo ao Trabalhador,"380910 - COORD-GERAL DE ORCAMENTO, FIN. E CONT.- CGOFC",19 - Outras Receitas Correntes,1 - Receitas Correntes,199 - Demais receitas correntes,19999921 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-PRINC.,148992.00,428334.78,287.49%,0.00
2022,52000 - Ministério da Defesa,52221 - Indústria de Material Bélico do Brasil,168002 - INDUSTRIA DE MATERIAL BELICO DO BRASIL/GESTOR,13 - Receita Patrimonial ,1 - Receitas Correntes,131 - Exploração do patrimônio imobiliário do Estado,13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS,0.00,383.43,0.00%,0.00
2022,26000 - Ministério da Educação,26404 - Instituto Federal Baiano,158129 - INST FED DE EDUC CIENC E TECNOLOGIA BAIANO,13 - Receita Patrimonial ,1 - Receitas Correntes,131 - Exploração do patrimônio imobiliário do Estado,13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL,41096.00,54218.72,131.93%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170010 - SECRETARIA ESP. DA RECEITA FEDERAL DO BRASIL,12 - Contribuições,1 - Receitas Correntes,122 - Contribuições econômicas,12210821 - CIDE-COMBUSTIVEIS-COMERCIALIZACAO-PRINCIPAL,0.00,0.00,0.00%,6230457.65
2022,32000 - Ministério de Minas e Energia,32314 - Empresa de Pesquisa Energética,325001 - EMPRESA DE PESQUISA ENERGETICA,16 - Receita de Serviços ,1 - Receitas Correntes,161 - Serviços Administrativos e Comerciais Gerais,16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL,0.00,372250.01,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12130203 - CSLL-CONTRIBUINTES OPT.SIMPLES NAC.-DIV.AT.,55215398.00,120479749.49,218.20%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,13 - Receita Patrimonial ,1 - Receitas Correntes,"133 - Delegação de Serviços Públicos Mediante Concessão, Permissão, Autorização ou Licença",13330113 - DLG.SRV.TELEC-R.PUB-NAO.P.ORBITAIS/DA.PRC,0.00,589563.23,0.00%,0.00
2022,25000 - Ministério da Economia,25915 - Fundo Constitucional do Distrito Federal,170392 - FUNDO CONSTITUCIONAL DO DISTRITO FEDERAL,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12160211 - CONTR.P/FUNDOS ASSIST.MED-BOMB.MILIT.-PRINC.,18471807.00,11224655.65,60.77%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170010 - SECRETARIA ESP. DA RECEITA FEDERAL DO BRASIL,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12120206 - CONTRIB.PIS/PASEP-OPTANTES SIMP.NAC-JUROS,0.00,0.00,0.00%,167727995.88
2022,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,153165 - UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19110101 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-PRINC.,0.00,15.00,0.00%,0.00
2022,26000 - Ministério da Educação,26408 - Instituto Federal do Maranhão,"158128 - INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO",19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19229901 - OUTRAS RESTITUICOES-PRINCIPAL,183039.00,161556.00,88.26%,0.00
2022,26000 - Ministério da Educação,26448 - Universidade Federal do Sul e Sudeste do Pará,158718 - UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA,16 - Receita de Serviços ,1 - Receitas Correntes,161 - Serviços Administrativos e Comerciais Gerais,16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.,23915.00,23377.00,97.75%,0.00
2022,26000 - Ministério da Educação,26351 - Universidade Federal do Recôncavo da Bahia,158092 - UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,16 - Receita de Serviços ,1 - Receitas Correntes,161 - Serviços Administrativos e Comerciais Gerais,16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.,880000.00,460270.72,52.30%,0.00
2022,26000 - Ministério da Educação,26237 - Universidade Federal de Juiz de Fora,153061 - UNIVERSIDADE FEDERAL DE JUIZ DE FORA,19 - Outras Receitas Correntes,1 - Receitas Correntes,199 - Demais receitas correntes,19999922 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-MUL.JUR.,11016.00,17272.86,156.80%,0.00
2022,40000 - Ministério do Trabalho,38901 - Fundo de Amparo ao Trabalhador,"380910 - COORD-GERAL DE ORCAMENTO, FIN. E CONT.- CGOFC",12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12120103 - CONTRIB.PIS/PASEP-NAO OPT.SIMP.NAC-DIV.AT.,174964293.00,36436810.21,20.83%,0.00
2022,26000 - Ministério da Educação,26243 - Universidade Federal do Rio Grande do Norte,153103 - UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.,0.00,22307.17,0.00%,0.00
2022,26000 - Ministério da Educação,26286 - Fundação Universidade Federal do Amapá,154215 - FUNDACAO UNIVERSIDADE FEDERAL DO AMAPA,13 - Receita Patrimonial ,1 - Receitas Correntes,132 - Valores Mobiliários,13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL,0.00,74.68,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,19 - Outras Receitas Correntes,1 - Receitas Correntes,199 - Demais receitas correntes,19991211 - ENCARGOS LEGAIS PELA INSCR.EM DIV.ATIVA-PRINC,695584746.00,697916373.32,100.34%,0.00
2022,55000 - Ministério da Cidadania,55000 - Ministério da Cidadania - Unidades com vínculo direto,550002 - SETORIAL DE ORCAMENTO E FINANCAS/MC,13 - Receita Patrimonial ,1 - Receitas Correntes,139 - Demais receitas patrimoniais,13910141 - PART.UNIAO EM REC.LOT.PROGN.NUMERICOS-PRINC.,493990077.00,429184644.64,86.88%,0.00
2022,54000 - Ministério do Turismo,20604 - Instituto Brasileiro de Turismo,185001 - INSTITUTO BRASILEIRO DE TURISMO - EM EXTINCAO,13 - Receita Patrimonial ,1 - Receitas Correntes,132 - Valores Mobiliários,13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL,0.00,154599.65,0.00%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12120206 - CONTRIB.PIS/PASEP-OPTANTES SIMP.NAC-JUROS,29041216.00,20567115.91,70.82%,0.00
2022,26000 - Ministério da Educação,26278 - Fundação Universidade Federal de Pelotas,154047 - FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,13 - Receita Patrimonial ,1 - Receitas Correntes,132 - Valores Mobiliários,13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL,23851.00,24454.75,102.53%,0.00
2022,26000 - Ministério da Educação,26239 - Universidade Federal do Pará,153063 - UNIVERSIDADE FEDERAL DO PARA,13 - Receita Patrimonial ,1 - Receitas Correntes,132 - Valores Mobiliários,13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL,258372.00,510209.13,197.47%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170010 - SECRETARIA ESP. DA RECEITA FEDERAL DO BRASIL,12 - Contribuições,1 - Receitas Correntes,122 - Contribuições econômicas,12210811 - CIDE-COMBUSTIVEIS-IMPORTACAO-PRINCIPAL,0.00,0.00,0.00%,208480.77
2022,26000 - Ministério da Educação,26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri,153036 - UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI,13 - Receita Patrimonial ,1 - Receitas Correntes,131 - Exploração do patrimônio imobiliário do Estado,13110111 - ALUGUEIS E ARRENDAMENTOS-PRINCIPAL,69328.00,15669.93,22.60%,0.00
2022,25000 - Ministério da Economia,25000 - Ministério da Economia - Unidades com vínculo direto,170013 - SETORIAL ORCAMENTARIA E FINANCEIRA / ME,19 - Outras Receitas Correntes,1 - Receitas Correntes,"191 - Multas administrativas, contratuais e judiciais ",19111203 - MULTAS PREV.LEGISLACAO ANTIDROGAS-DIV.ATIVA,0.00,238712.43,0.00%,0.00
2022,26000 - Ministério da Educação,26248 - Universidade Federal Rural de Pernambuco,153165 - UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,16 - Receita de Serviços ,1 - Receitas Correntes,161 - Serviços Administrativos e Comerciais Gerais,16110201 - INSCR.EM CONCURSOS E PROC.SELETIVOS-PRINCIPAL,330684.00,36080.00,10.91%,0.00
2022,41000 - Ministério das Comunicações,24216 - TELECOMUNICACOES BRASILEIRAS S/A,242160 - TELECOMUNICACOES BRASILEIRAS S/A,13 - Receita Patrimonial ,1 - Receitas Correntes,132 - Valores Mobiliários,13210501 - JUROS DE TITULOS DE RENDA-PRINCIPAL,0.00,12129.09,0.00%,0.00
2022,40000 - Ministério do Trabalho,38901 - Fundo de Amparo ao Trabalhador,"380910 - COORD-GERAL DE ORCAMENTO, FIN. E CONT.- CGOFC",13 - Receita Patrimonial ,1 - Receitas Correntes,132 - Valores Mobiliários,13210101 - REMUNERACAO DE DEPOSITOS BANCARIOS-PRINCIPAL,808430147.00,3609133789.46,446.44%,0.00
2022,26000 - Ministério da Educação,26242 - Universidade Federal de Pernambuco ,153080 - UNIVERSIDADE FEDERAL DE PERNAMBUCO,15 - Receita Industrial ,1 - Receitas Correntes,151 - Receita da indústria extrativa mineral,15110101 - RECEITA INDUSTRIAL-PRINCIPAL,48547.00,33238.60,68.47%,0.00
2022,26000 - Ministério da Educação,26258 - Universidade Tecnológica Federal do Paraná ,153019 - UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,19 - Outras Receitas Correntes,1 - Receitas Correntes,"192 - Indenizações, restituições e ressarcimentos",19210301 - INDENIZACAO POR SINISTRO-PRINCIPAL,0.00,99513.62,0.00%,0.00
2022,40000 - Ministério do Trabalho,37904 - Fundo do Regime Geral da Previdência Social,513001 - COORDENACAO DE ORCAMENTO E FINANCAS DO FRGPS,12 - Contribuições,1 - Receitas Correntes,121 - Contribuições sociais,12140112 - CONTR.PREV.EMPREGADOR-Ñ OPT.SIMP.NAC.-MUL.JUR,0.00,2139918524.13,0.00%,0.00
